path,qoi_label,mesh_level,path_or_text_level_hit,csv_rows_with_label_and_level,strict_same_label_mesh_rows,candidate_status
work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_sampled_field_qwall_uq_unblock/same_qoi_uq_prerequisite_table.csv,wall_core_bulk_temperature_contrast_K,fine,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_sampler_manifest_preflight/sampler_input_gap_matrix.csv,Q_wall_W,fine,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_source_bounded_cv_definition/exchange_interface_faces.csv,Q_wall_W,fine,true,3,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_source_bounded_cv_definition/recirc_cv_cells.csv,Q_wall_W,fine,true,3,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_source_bounded_cv_definition/release_decision.csv,Q_wall_W,fine,true,3,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_source_bounded_cv_definition/source_sink_boundary_ledger.csv,Q_wall_W,fine,true,3,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_source_bounded_cv_definition/trusted_wall_faces.csv,Q_wall_W,fine,true,3,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_source_bounded_cv_definition/wall_core_band.csv,Q_wall_W,fine,true,3,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_source_side_heatflow_equivalence_uq_prereq/README.md,Q_wall_W,fine,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_source_side_heatflow_equivalence_uq_prereq/conservation_source_property_prerequisites.csv,Q_wall_W,fine,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_source_side_heatflow_equivalence_uq_prereq/qoi_definition_contract.csv,Q_wall_W,fine,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_source_side_heatflow_equivalence_uq_prereq/same_qoi_uq_prerequisites.csv,mdot_exchange_positive_outward_proxy_kg_s,fine,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_source_side_heatflow_equivalence_uq_prereq/same_qoi_uq_prerequisites.csv,tau_recirc_proxy_s,fine,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_source_side_heatflow_equivalence_uq_prereq/same_qoi_uq_prerequisites.csv,wall_core_bulk_temperature_contrast_K,fine,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_source_side_heatflow_equivalence_uq_prereq/source_side_qoi_contract.csv,Q_wall_W,fine,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-21/2026-07-21_s13_upcomer_exchange_source_side_heatflow_equivalence_uq_prereq/summary.json,Q_wall_W,fine,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-21/2026-07-21_thesis_post_study_writing_refresh/figure_table_polish_backlog.csv,Q_wall_W,medium,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-21/2026-07-21_upcomer_exchange_geometry_release/next_agent_handoff.csv,Q_wall_W,fine,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_mf09_recirculating_upcomer_thermal_model_alternatives/heat_flow_match_case_diagnostics.csv,Q_wall_W,fine,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_mf09_recirculating_upcomer_thermal_model_alternatives/heat_flow_match_case_diagnostics.csv,mdot_exchange_positive_outward_proxy_kg_s,fine,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_mf09_recirculating_upcomer_thermal_model_alternatives/heat_flow_match_case_diagnostics.csv,wall_core_bulk_temperature_contrast_K,fine,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_mf09_recirculating_upcomer_thermal_model_alternatives/next_step_queue.csv,Q_wall_W,coarse,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_mf09_recirculating_upcomer_thermal_model_alternatives/next_step_queue.csv,Q_wall_W,medium,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_mf09_recirculating_upcomer_thermal_model_alternatives/next_step_queue.csv,Q_wall_W,fine,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_mf09_recirculating_upcomer_thermal_model_alternatives/next_step_queue.csv,wall_core_bulk_temperature_contrast_K,coarse,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_mf09_recirculating_upcomer_thermal_model_alternatives/next_step_queue.csv,wall_core_bulk_temperature_contrast_K,medium,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_mf09_recirculating_upcomer_thermal_model_alternatives/next_step_queue.csv,wall_core_bulk_temperature_contrast_K,fine,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_mf09_recirculating_upcomer_thermal_model_alternatives/next_work_package_queue.csv,Q_wall_W,coarse,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_mf09_recirculating_upcomer_thermal_model_alternatives/next_work_package_queue.csv,Q_wall_W,medium,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_mf09_recirculating_upcomer_thermal_model_alternatives/next_work_package_queue.csv,Q_wall_W,fine,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_mf09_recirculating_upcomer_thermal_model_alternatives/qoi_availability_and_uq_status.csv,Q_wall_W,coarse,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_mf09_recirculating_upcomer_thermal_model_alternatives/qoi_availability_and_uq_status.csv,Q_wall_W,medium,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_mf09_recirculating_upcomer_thermal_model_alternatives/qoi_availability_and_uq_status.csv,Q_wall_W,fine,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_mf09_recirculating_upcomer_thermal_model_alternatives/qoi_availability_and_uq_status.csv,mdot_exchange_positive_outward_proxy_kg_s,coarse,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_mf09_recirculating_upcomer_thermal_model_alternatives/qoi_availability_and_uq_status.csv,mdot_exchange_positive_outward_proxy_kg_s,medium,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_mf09_recirculating_upcomer_thermal_model_alternatives/qoi_availability_and_uq_status.csv,mdot_exchange_positive_outward_proxy_kg_s,fine,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_mf09_recirculating_upcomer_thermal_model_alternatives/qoi_availability_and_uq_status.csv,tau_recirc_proxy_s,coarse,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_mf09_recirculating_upcomer_thermal_model_alternatives/qoi_availability_and_uq_status.csv,tau_recirc_proxy_s,medium,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_mf09_recirculating_upcomer_thermal_model_alternatives/qoi_availability_and_uq_status.csv,tau_recirc_proxy_s,fine,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_mf09_recirculating_upcomer_thermal_model_alternatives/qoi_availability_and_uq_status.csv,wall_core_bulk_temperature_contrast_K,coarse,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_mf09_recirculating_upcomer_thermal_model_alternatives/qoi_availability_and_uq_status.csv,wall_core_bulk_temperature_contrast_K,medium,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_mf09_recirculating_upcomer_thermal_model_alternatives/qoi_availability_and_uq_status.csv,wall_core_bulk_temperature_contrast_K,fine,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_qwall_mesh_gci_uq_gate/missing_mesh_family_blocker_table.csv,Q_wall_W,coarse,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_qwall_mesh_gci_uq_gate/missing_mesh_family_blocker_table.csv,Q_wall_W,medium,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_qwall_mesh_gci_uq_gate/missing_mesh_family_blocker_table.csv,Q_wall_W,fine,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_qwall_mesh_gci_uq_gate/missing_mesh_family_blocker_table.csv,mdot_exchange_positive_outward_proxy_kg_s,coarse,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_qwall_mesh_gci_uq_gate/missing_mesh_family_blocker_table.csv,mdot_exchange_positive_outward_proxy_kg_s,medium,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_qwall_mesh_gci_uq_gate/missing_mesh_family_blocker_table.csv,mdot_exchange_positive_outward_proxy_kg_s,fine,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_qwall_mesh_gci_uq_gate/missing_mesh_family_blocker_table.csv,tau_recirc_proxy_s,coarse,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_qwall_mesh_gci_uq_gate/missing_mesh_family_blocker_table.csv,tau_recirc_proxy_s,medium,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_qwall_mesh_gci_uq_gate/missing_mesh_family_blocker_table.csv,tau_recirc_proxy_s,fine,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_qwall_mesh_gci_uq_gate/missing_mesh_family_blocker_table.csv,wall_core_bulk_temperature_contrast_K,coarse,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_qwall_mesh_gci_uq_gate/missing_mesh_family_blocker_table.csv,wall_core_bulk_temperature_contrast_K,medium,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_qwall_mesh_gci_uq_gate/missing_mesh_family_blocker_table.csv,wall_core_bulk_temperature_contrast_K,fine,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_qwall_mesh_gci_uq_gate/qwall_exchange_mesh_gci_gate_matrix.csv,Q_wall_W,coarse,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_qwall_mesh_gci_uq_gate/qwall_exchange_mesh_gci_gate_matrix.csv,Q_wall_W,medium,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_qwall_mesh_gci_uq_gate/qwall_exchange_mesh_gci_gate_matrix.csv,Q_wall_W,fine,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_qwall_mesh_gci_uq_gate/qwall_exchange_mesh_gci_gate_matrix.csv,mdot_exchange_positive_outward_proxy_kg_s,coarse,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_qwall_mesh_gci_uq_gate/qwall_exchange_mesh_gci_gate_matrix.csv,mdot_exchange_positive_outward_proxy_kg_s,medium,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_qwall_mesh_gci_uq_gate/qwall_exchange_mesh_gci_gate_matrix.csv,mdot_exchange_positive_outward_proxy_kg_s,fine,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_qwall_mesh_gci_uq_gate/qwall_exchange_mesh_gci_gate_matrix.csv,tau_recirc_proxy_s,coarse,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_qwall_mesh_gci_uq_gate/qwall_exchange_mesh_gci_gate_matrix.csv,tau_recirc_proxy_s,medium,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_qwall_mesh_gci_uq_gate/qwall_exchange_mesh_gci_gate_matrix.csv,tau_recirc_proxy_s,fine,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_qwall_mesh_gci_uq_gate/qwall_exchange_mesh_gci_gate_matrix.csv,wall_core_bulk_temperature_contrast_K,coarse,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_qwall_mesh_gci_uq_gate/qwall_exchange_mesh_gci_gate_matrix.csv,wall_core_bulk_temperature_contrast_K,medium,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_qwall_mesh_gci_uq_gate/qwall_exchange_mesh_gci_gate_matrix.csv,wall_core_bulk_temperature_contrast_K,fine,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_label_mesh_family_inventory_and_generation_contract/README.md,Q_wall_W,coarse,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_label_mesh_family_inventory_and_generation_contract/README.md,Q_wall_W,medium,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_label_mesh_family_inventory_and_generation_contract/README.md,Q_wall_W,fine,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_label_mesh_family_inventory_and_generation_contract/generation_contract.csv,Q_wall_W,coarse,true,4,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_label_mesh_family_inventory_and_generation_contract/generation_contract.csv,Q_wall_W,medium,true,4,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_label_mesh_family_inventory_and_generation_contract/generation_contract.csv,Q_wall_W,fine,true,4,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_label_mesh_family_inventory_and_generation_contract/generation_contract.csv,mdot_exchange_positive_outward_proxy_kg_s,coarse,true,2,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_label_mesh_family_inventory_and_generation_contract/generation_contract.csv,mdot_exchange_positive_outward_proxy_kg_s,medium,true,2,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_label_mesh_family_inventory_and_generation_contract/generation_contract.csv,mdot_exchange_positive_outward_proxy_kg_s,fine,true,2,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_label_mesh_family_inventory_and_generation_contract/generation_contract.csv,tau_recirc_proxy_s,coarse,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_label_mesh_family_inventory_and_generation_contract/generation_contract.csv,tau_recirc_proxy_s,medium,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_label_mesh_family_inventory_and_generation_contract/generation_contract.csv,tau_recirc_proxy_s,fine,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_label_mesh_family_inventory_and_generation_contract/generation_contract.csv,wall_core_bulk_temperature_contrast_K,coarse,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_label_mesh_family_inventory_and_generation_contract/generation_contract.csv,wall_core_bulk_temperature_contrast_K,medium,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_label_mesh_family_inventory_and_generation_contract/generation_contract.csv,wall_core_bulk_temperature_contrast_K,fine,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_label_mesh_family_inventory_and_generation_contract/same_label_mesh_family_inventory.csv,Q_wall_W,coarse,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_label_mesh_family_inventory_and_generation_contract/same_label_mesh_family_inventory.csv,Q_wall_W,medium,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_label_mesh_family_inventory_and_generation_contract/same_label_mesh_family_inventory.csv,Q_wall_W,fine,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_label_mesh_family_inventory_and_generation_contract/same_label_mesh_family_inventory.csv,mdot_exchange_positive_outward_proxy_kg_s,coarse,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_label_mesh_family_inventory_and_generation_contract/same_label_mesh_family_inventory.csv,mdot_exchange_positive_outward_proxy_kg_s,medium,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_label_mesh_family_inventory_and_generation_contract/same_label_mesh_family_inventory.csv,mdot_exchange_positive_outward_proxy_kg_s,fine,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_label_mesh_family_inventory_and_generation_contract/same_label_mesh_family_inventory.csv,tau_recirc_proxy_s,coarse,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_label_mesh_family_inventory_and_generation_contract/same_label_mesh_family_inventory.csv,tau_recirc_proxy_s,medium,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_label_mesh_family_inventory_and_generation_contract/same_label_mesh_family_inventory.csv,tau_recirc_proxy_s,fine,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_label_mesh_family_inventory_and_generation_contract/same_label_mesh_family_inventory.csv,wall_core_bulk_temperature_contrast_K,coarse,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_label_mesh_family_inventory_and_generation_contract/same_label_mesh_family_inventory.csv,wall_core_bulk_temperature_contrast_K,medium,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_label_mesh_family_inventory_and_generation_contract/same_label_mesh_family_inventory.csv,wall_core_bulk_temperature_contrast_K,fine,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_qoi_neighbor_uq_after_target_plus/heat_flow_match_diagnostics.csv,Q_wall_W,fine,true,3,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_qoi_neighbor_uq_after_target_plus/heat_flow_match_diagnostics.csv,mdot_exchange_positive_outward_proxy_kg_s,fine,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_s13_upcomer_exchange_same_qoi_neighbor_uq_after_target_plus/heat_flow_match_diagnostics.csv,wall_core_bulk_temperature_contrast_K,fine,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_thesis_governing_equations_definitions_glossary_packet/README.md,Q_wall_W,fine,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_thesis_governing_equations_definitions_glossary_packet/symbol_glossary.csv,Q_wall_W,fine,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_thesis_latex_evidence_packet_ch7_ch8_results/next_study_queue.csv,Q_wall_W,coarse,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_thesis_latex_evidence_packet_ch7_ch8_results/next_study_queue.csv,Q_wall_W,medium,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_thesis_latex_evidence_packet_ch7_ch8_results/next_study_queue.csv,Q_wall_W,fine,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_thesis_latex_evidence_packet_ch7_ch8_results/next_study_queue.csv,mdot_exchange_positive_outward_proxy_kg_s,coarse,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_thesis_latex_evidence_packet_ch7_ch8_results/next_study_queue.csv,mdot_exchange_positive_outward_proxy_kg_s,medium,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_thesis_latex_evidence_packet_ch7_ch8_results/next_study_queue.csv,mdot_exchange_positive_outward_proxy_kg_s,fine,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_thesis_latex_evidence_packet_ch7_ch8_results/next_study_queue.csv,tau_recirc_proxy_s,coarse,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_thesis_latex_evidence_packet_ch7_ch8_results/next_study_queue.csv,tau_recirc_proxy_s,medium,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_thesis_latex_evidence_packet_ch7_ch8_results/next_study_queue.csv,tau_recirc_proxy_s,fine,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_thesis_latex_evidence_packet_ch7_ch8_results/next_study_queue.csv,wall_core_bulk_temperature_contrast_K,coarse,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_thesis_latex_evidence_packet_ch7_ch8_results/next_study_queue.csv,wall_core_bulk_temperature_contrast_K,medium,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_thesis_latex_evidence_packet_ch7_ch8_results/next_study_queue.csv,wall_core_bulk_temperature_contrast_K,fine,true,1,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_thesis_master_model_form_scoreboard/master_model_form_scoreboard.csv,Q_wall_W,medium,true,0,0,context_or_incomplete_candidate_only
work_products/2026-07/2026-07-22/2026-07-22_thesis_n1_frozen_runtime_legal_candidate_gate/runtime_input_audit.csv,Q_wall_W,fine,true,0,0,context_or_incomplete_candidate_only
