observation_id,source_id,case_id,run_class,observable_type,span,qoi_name,value,units,time_window_start_s,time_window_end_s,source_path,fit_eligible,validation_eligible,quality_flags,gate_verdict,needs_special_gate_scrutiny,notes
viscosity_screening_salt_test_2_jin_coarse_mesh:left_lower_leg:minor_loss_pa,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,pressure_span_term,left_lower_leg,minor_loss_pa,0.0,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,recirculation,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_2_jin_coarse_mesh:left_lower_leg:f_debuoyed,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,pressure_span_term,left_lower_leg,f_debuoyed,1.3958197504468033,dimensionless,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,recirculation,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_2_jin_coarse_mesh:test_section_span:distributed_friction_pa,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,pressure_span_term,test_section_span,distributed_friction_pa,1.3666260023189991,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,True,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_2_jin_coarse_mesh:test_section_span:development_loss_pa,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,pressure_span_term,test_section_span,development_loss_pa,0.0,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_2_jin_coarse_mesh:test_section_span:minor_loss_pa,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,pressure_span_term,test_section_span,minor_loss_pa,0.0,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_2_jin_coarse_mesh:test_section_span:f_debuoyed,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,pressure_span_term,test_section_span,f_debuoyed,1.3607517911236493,dimensionless,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,True,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_2_jin_coarse_mesh:left_upper_leg:distributed_friction_pa,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,pressure_span_term,left_upper_leg,distributed_friction_pa,1.1778655416679582,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,recirculation,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_2_jin_coarse_mesh:left_upper_leg:development_loss_pa,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,pressure_span_term,left_upper_leg,development_loss_pa,0.0,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,recirculation,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_2_jin_coarse_mesh:left_upper_leg:minor_loss_pa,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,pressure_span_term,left_upper_leg,minor_loss_pa,0.397984716988182,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,recirculation,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_2_jin_coarse_mesh:left_upper_leg:f_debuoyed,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,pressure_span_term,left_upper_leg,f_debuoyed,0.9956915468453434,dimensionless,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,recirculation,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_2_jin_coarse_mesh:upper_leg:distributed_friction_pa,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,pressure_span_term,upper_leg,distributed_friction_pa,6.708462261252379,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,True,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_2_jin_coarse_mesh:upper_leg:development_loss_pa,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,pressure_span_term,upper_leg,development_loss_pa,1.30088784272575,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_2_jin_coarse_mesh:upper_leg:minor_loss_pa,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,pressure_span_term,upper_leg,minor_loss_pa,0.5996790416038161,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_2_jin_coarse_mesh:upper_leg:f_debuoyed,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,mainline_jin_continuation,pressure_span_term,upper_leg,f_debuoyed,2.279494102769644,dimensionless,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,True,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_3_jin_coarse_mesh:lower_leg:distributed_friction_pa,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,pressure_span_term,lower_leg,distributed_friction_pa,7.507438844419539,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,True,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_3_jin_coarse_mesh:lower_leg:development_loss_pa,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,pressure_span_term,lower_leg,development_loss_pa,1.4202603308614044,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_3_jin_coarse_mesh:lower_leg:minor_loss_pa,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,pressure_span_term,lower_leg,minor_loss_pa,0.656791856335483,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_3_jin_coarse_mesh:lower_leg:f_debuoyed,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,pressure_span_term,lower_leg,f_debuoyed,1.9265793266963513,dimensionless,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,True,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_3_jin_coarse_mesh:right_leg:distributed_friction_pa,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,pressure_span_term,right_leg,distributed_friction_pa,8.919716557445069,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,True,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_3_jin_coarse_mesh:right_leg:development_loss_pa,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,pressure_span_term,right_leg,development_loss_pa,1.616219651946336,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_3_jin_coarse_mesh:right_leg:minor_loss_pa,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,pressure_span_term,right_leg,minor_loss_pa,0.8372878613242898,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_3_jin_coarse_mesh:right_leg:f_debuoyed,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,pressure_span_term,right_leg,f_debuoyed,2.055323056510037,dimensionless,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,True,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_3_jin_coarse_mesh:left_lower_leg:distributed_friction_pa,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,pressure_span_term,left_lower_leg,distributed_friction_pa,1.7911798267548618,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,recirculation,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_3_jin_coarse_mesh:left_lower_leg:development_loss_pa,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,pressure_span_term,left_lower_leg,development_loss_pa,0.8510894868542376,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,recirculation,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_3_jin_coarse_mesh:left_lower_leg:minor_loss_pa,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,pressure_span_term,left_lower_leg,minor_loss_pa,0.0,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,recirculation,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_3_jin_coarse_mesh:left_lower_leg:f_debuoyed,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,pressure_span_term,left_lower_leg,f_debuoyed,1.1820123411360015,dimensionless,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,recirculation,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_3_jin_coarse_mesh:test_section_span:distributed_friction_pa,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,pressure_span_term,test_section_span,distributed_friction_pa,1.0801572872689937,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,True,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_3_jin_coarse_mesh:test_section_span:development_loss_pa,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,pressure_span_term,test_section_span,development_loss_pa,0.0,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_3_jin_coarse_mesh:test_section_span:minor_loss_pa,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,pressure_span_term,test_section_span,minor_loss_pa,0.0,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_3_jin_coarse_mesh:test_section_span:f_debuoyed,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,pressure_span_term,test_section_span,f_debuoyed,0.8385703565504075,dimensionless,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,True,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_3_jin_coarse_mesh:left_upper_leg:distributed_friction_pa,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,pressure_span_term,left_upper_leg,distributed_friction_pa,0.9935879703673519,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,recirculation,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_3_jin_coarse_mesh:left_upper_leg:development_loss_pa,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,pressure_span_term,left_upper_leg,development_loss_pa,0.0,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,recirculation,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_3_jin_coarse_mesh:left_upper_leg:minor_loss_pa,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,pressure_span_term,left_upper_leg,minor_loss_pa,0.5025792250818311,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,recirculation,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_3_jin_coarse_mesh:left_upper_leg:f_debuoyed,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,pressure_span_term,left_upper_leg,f_debuoyed,0.6553047824189578,dimensionless,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,recirculation,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_3_jin_coarse_mesh:upper_leg:distributed_friction_pa,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,pressure_span_term,upper_leg,distributed_friction_pa,6.716638951731573,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,True,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_3_jin_coarse_mesh:upper_leg:development_loss_pa,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,pressure_span_term,upper_leg,development_loss_pa,1.4514521262637978,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_3_jin_coarse_mesh:upper_leg:minor_loss_pa,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,pressure_span_term,upper_leg,minor_loss_pa,0.7097390466380116,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_3_jin_coarse_mesh:upper_leg:f_debuoyed,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,mainline_jin_continuation,pressure_span_term,upper_leg,f_debuoyed,1.7533622958673052,dimensionless,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,True,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_4_jin_coarse_mesh:lower_leg:distributed_friction_pa,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,pressure_span_term,lower_leg,distributed_friction_pa,7.696880161078721,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,True,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_4_jin_coarse_mesh:lower_leg:development_loss_pa,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,pressure_span_term,lower_leg,development_loss_pa,1.5827901558356592,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_4_jin_coarse_mesh:lower_leg:minor_loss_pa,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,pressure_span_term,lower_leg,minor_loss_pa,0.8638360651323387,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_4_jin_coarse_mesh:lower_leg:f_debuoyed,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,pressure_span_term,lower_leg,f_debuoyed,1.502749527152471,dimensionless,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,True,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_4_jin_coarse_mesh:right_leg:distributed_friction_pa,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,pressure_span_term,right_leg,distributed_friction_pa,10.513645224087313,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,True,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_4_jin_coarse_mesh:right_leg:development_loss_pa,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,pressure_span_term,right_leg,development_loss_pa,1.8552346025050652,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_4_jin_coarse_mesh:right_leg:minor_loss_pa,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,pressure_span_term,right_leg,minor_loss_pa,0.8743618005933114,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_4_jin_coarse_mesh:right_leg:f_debuoyed,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,pressure_span_term,right_leg,f_debuoyed,1.7676038798120834,dimensionless,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,True,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_4_jin_coarse_mesh:left_lower_leg:distributed_friction_pa,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,pressure_span_term,left_lower_leg,distributed_friction_pa,2.1895176546978283,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,recirculation,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_4_jin_coarse_mesh:left_lower_leg:development_loss_pa,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,pressure_span_term,left_lower_leg,development_loss_pa,0.9513494159679482,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,recirculation,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_4_jin_coarse_mesh:left_lower_leg:minor_loss_pa,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,pressure_span_term,left_lower_leg,minor_loss_pa,0.0,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,recirculation,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_4_jin_coarse_mesh:left_lower_leg:f_debuoyed,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,pressure_span_term,left_lower_leg,f_debuoyed,1.0482172998594788,dimensionless,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,recirculation,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_4_jin_coarse_mesh:test_section_span:distributed_friction_pa,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,pressure_span_term,test_section_span,distributed_friction_pa,0.8868644229824224,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,True,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_4_jin_coarse_mesh:test_section_span:development_loss_pa,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,pressure_span_term,test_section_span,development_loss_pa,0.0,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_4_jin_coarse_mesh:test_section_span:minor_loss_pa,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,pressure_span_term,test_section_span,minor_loss_pa,0.0,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_4_jin_coarse_mesh:test_section_span:f_debuoyed,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,pressure_span_term,test_section_span,f_debuoyed,0.5191262299479986,dimensionless,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,True,True,,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_4_jin_coarse_mesh:left_upper_leg:distributed_friction_pa,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,pressure_span_term,left_upper_leg,distributed_friction_pa,0.8725413540292285,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,recirculation,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_4_jin_coarse_mesh:left_upper_leg:development_loss_pa,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,pressure_span_term,left_upper_leg,development_loss_pa,0.0,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,recirculation,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_4_jin_coarse_mesh:left_upper_leg:minor_loss_pa,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,pressure_span_term,left_upper_leg,minor_loss_pa,0.7016926242834748,Pa,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,recirculation,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
viscosity_screening_salt_test_4_jin_coarse_mesh:left_upper_leg:f_debuoyed,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,mainline_jin_continuation,pressure_span_term,left_upper_leg,f_debuoyed,0.4384055937762863,dimensionless,,,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,False,True,recirculation,admitted_mainline,False,pressure ledger lacks explicit extraction window; join to source-window audit before final fitting
