case_slug,fluid,group,series,unit,n_window,t_start_s,t_end_s,window_s,verdict,mean,autocorr_corrected_sem,relative_sem_percent,rmse_about_trend,rmse_about_mean,signed_drift_over_window,absolute_drift_over_window,drift_percent_of_mean,drift_ratio,autocorrelation_time,effective_n,near_zero_mean,trend_resolved,presentation_note
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt2_jin__viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,salt2,temperature,probe 0 (0.887519 0.70409 0),K,301,7615.0,7915.0,300,steady,450.8767079966778,0.0016764005239395707,0.000371809076,0.018544855944072514,0.018821722803867333,0.0111051629,0.0111051629,0.00246301544,0.5988271333141482,2.387829565588812,126.05589793247105,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt2_jin__viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,salt2,temperature,probe 1 (0.887519 -0.245426 0),K,301,7615.0,7915.0,300,steady,445.510906714286,0.002924645436008002,0.000656469997,0.036364163105793476,0.03650277102617554,0.0109725369,0.0109725369,0.00246291096,0.30174039473863273,1.9322409088521644,155.7776769040705,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt2_jin__viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,salt2,temperature,probe 2 (-0 0 0),K,301,7615.0,7915.0,300,steady,441.6814575813955,0.0003897506619350314,8.82424778e-05,0.0004795517860283563,0.003130604787642077,0.0106811989,0.0106811989,0.00241830367,22.273296083375897,4.665344604720572,64.51827796288335,False,True,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt2_jin__viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,salt2,temperature,probe 3 (-0 0.323501 0),K,301,7615.0,7915.0,300,steady,449.6749669534878,0.00037971885445192607,8.44429604e-05,0.00026545573808218413,0.002947200954511383,0.0101341819,0.0101341819,0.00225366824,38.17654115674215,4.9965624663236525,60.241416379503086,False,True,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt2_jin__viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,salt2,temperature,probe 4 (-0 0.574779 0),K,301,7615.0,7915.0,300,steady,450.4687004119599,0.0003826744892291524,8.49502949e-05,0.0001199999170391676,0.0029104718029906917,0.0100401852,0.0100401852,0.00222883081,83.66826756360216,5.20353794333104,57.84525899071568,False,True,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt2_jin__viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,salt2,temperature,probe 5 (-0 0.949515 0),K,301,7615.0,7915.0,300,steady,452.33891857807316,0.0003519303955885446,7.78023692e-05,0.0002614679430370633,0.002912275460333937,0.0100143504,0.0100143504,0.00221390421,38.30049006775903,4.395569482168963,68.47804390785643,False,True,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt2_jin__viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,salt2,wall_temperature,wall T (spatial mean),K,301,7615.0,7915.0,300,steady,448.93545971337954,0.00036198762508353385,8.06324422e-05,0.0009618048437152493,0.0029422403316052147,0.00960031639,0.00960031639,0.00213846249,9.981563781264974,4.556146234217238,66.06460471778797,False,True,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt2_jin__viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,salt2,heat,total_Q,W,301,7615.0,7915.0,300,not steady (drifting),0.14139438870431895,0.0011735670864995423,0.829995516,0.009120557825472659,0.009547825617298642,-0.00975104618,0.00975104618,6.89634594,1.0691282669540916,4.547507045916402,66.19011184826944,False,False,"total_Q is a near-zero net residual; emphasize absolute W and drift, not only relative percent."
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt3_jin__viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,salt3,mdot,lower (heater),kg/s,301,7318.0,7618.0,300,steady,-0.014981961293455155,8.565540097978569e-07,0.0057172355,4.370304160865561e-06,4.5367366366126035e-06,-4.20371763e-06,4.20371763e-06,0.0280585269,0.9618821661655093,10.729731720934225,28.052891519434212,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt3_jin__viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,salt3,temperature,probe 0 (0.887519 0.70409 0),K,301,7318.0,7618.0,300,steady,463.77197750498345,0.003981762099484342,0.000858560304,0.02564558558896563,0.026026117737430417,0.0153098115,0.0153098115,0.00330115062,0.5969764847128076,7.045281205326877,42.72363177958269,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt3_jin__viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,salt3,temperature,probe 1 (0.887519 -0.245426 0),K,301,7318.0,7618.0,300,steady,459.6434260963457,0.003746040488478561,0.000814988375,0.046630019562285796,0.046912146237820584,0.0177367304,0.0177367304,0.00385880215,0.3803714984352926,1.9192909913673608,156.82874632030578,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt3_jin__viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,salt3,temperature,probe 2 (-0 0 0),K,301,7318.0,7618.0,300,steady,456.2742559202657,0.002074715343416944,0.000454707956,0.005572721508478273,0.00885091418670836,0.0237411848,0.0237411848,0.00520327074,4.260249646478028,16.538924813715795,18.19949019602408,False,True,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt3_jin__viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,salt3,temperature,probe 3 (-0 0.323501 0),K,301,7318.0,7618.0,300,steady,463.4707694418602,0.0010876276243209954,0.000234670166,0.0011053760617568559,0.00585333692551222,0.0198456719,0.0198456719,0.00428196839,17.953773881138446,10.392497004008504,28.96320296112675,False,True,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt3_jin__viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,salt3,temperature,probe 4 (-0 0.574779 0),K,301,7318.0,7618.0,300,steady,463.9731995282392,0.0012199345793987623,0.000262932122,0.0008667908908288134,0.005701358362656418,0.0194557554,0.0194557554,0.00419329294,22.445731300104654,13.78106875645625,21.84155708961146,False,True,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt3_jin__viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,salt3,temperature,probe 5 (-0 0.949515 0),K,301,7318.0,7618.0,300,steady,465.49954596677713,0.0008228973645619871,0.000176777265,0.003582212212652553,0.00668503663238453,0.0194873786,0.0194873786,0.00418633676,5.440040251860598,4.560896906003753,65.99579122338362,False,True,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt3_jin__viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,salt3,wall_temperature,wall T (spatial mean),K,301,7318.0,7618.0,300,steady,461.7136774469193,0.0010343322029161945,0.000224020265,0.0017255650019729711,0.005733679771940202,0.0188784043,0.0188784043,0.00408876869,10.940419095167986,9.795344631679976,30.72888308865721,False,True,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt3_jin__viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,salt3,heat,total_Q,W,301,7318.0,7618.0,300,not steady (drifting),0.282102534883721,0.00298234499956424,1.05718476,0.022278001965423996,0.023376902298196278,-0.0244551679,0.0244551679,8.66889337,1.0977271649878773,4.899010102837317,61.440983725604575,False,False,"total_Q is a near-zero net residual; emphasize absolute W and drift, not only relative percent."
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt4_jin__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,mdot,lower (heater),kg/s,301,9700.0,10000.0,300,steady,-0.017080866363920272,8.51138171029356e-06,0.049829918,3.633935865472417e-05,3.645783316194678e-05,-1.01395235e-05,1.01395235e-05,0.0593618808,0.2790231834550482,16.405328260164815,18.347697481365486,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt4_jin__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 0 (0.887519 0.70409 0),K,301,9700.0,10000.0,300,steady,478.9987347109633,0.010226408387268852,0.0021349552,0.07084557751790324,0.07092970839553564,0.011924104,0.011924104,0.0024893811,0.16831119736582387,6.256859617633248,48.10720047988831,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt4_jin__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 1 (0.887519 -0.245426 0),K,301,9700.0,10000.0,300,steady,475.15116218272436,0.02768187302223693,0.00582590873,0.2894962135813196,0.2896807423423067,-0.035693197,0.035693197,0.00751196668,0.12329417556038677,2.748642076829413,109.5086197425918,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt4_jin__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 2 (-0 0 0),K,301,9700.0,10000.0,300,steady,474.38752589701045,0.012993849649634256,0.00273907912,0.05592298613050076,0.05598497407245183,0.00909351689,0.00909351689,0.00191689629,0.16260785618810922,16.21433745362195,18.563817415355615,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt4_jin__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 3 (-0 0.323501 0),K,301,9700.0,10000.0,300,steady,479.0838671063125,0.004744111930823053,0.000990246647,0.02120791562240418,0.021217288600028687,-0.00217720107,0.00217720107,0.000454450927,0.10265983288762519,15.048616759110699,20.001838362836192,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt4_jin__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 4 (-0 0.574779 0),K,301,9700.0,10000.0,300,steady,479.4084167009965,0.003463027696904323,0.00072235438,0.015399606481976188,0.015401850637075842,0.000907736595,0.000907736595,0.000189345152,0.058945441009426426,15.217125093581094,19.780346034414094,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt4_jin__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 5 (-0 0.949515 0),K,301,9700.0,10000.0,300,steady,480.83044414285746,0.006536225766302928,0.00135936188,0.05113195349977697,0.05113467168794642,0.00182034833,0.00182034833,0.00037858425,0.035600993245475,4.918012645817624,61.20358398345648,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt4_jin__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,wall_temperature,wall T (spatial mean),K,301,9700.0,10000.0,300,steady,476.95771341097844,0.002663567879066834,0.000558449482,0.0162060224029318,0.01621467399139232,-0.00182855015,0.00182855015,0.000383377833,0.11283152031046305,8.122273155913787,37.058591138472536,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt4_jin__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,heat,total_Q,W,301,9700.0,10000.0,300,steady,0.056404664412292346,0.006310070901723131,11.1871438,0.04593864194602249,0.04649181507859993,-0.0246879977,0.0246879977,43.7694257,0.5374124409865114,5.544750010247725,54.28558536339713,True,False,"total_Q is a near-zero net residual; emphasize absolute W and drift, not only relative percent."
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water1__val_water_test_1_coarse_mesh_laminar_continuation,water1,mdot,lower (heater),kg/s,301,9700.0,10000.0,300,quasi-steady (bounded drift/oscillation),-0.006551288200269102,1.3100990520117122e-05,0.199975793,4.086099270200817e-05,4.203462736621461e-05,-3.40549334e-05,3.40549334e-05,0.519820413,0.8334338239522833,29.238854680088835,10.294520879608047,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water1__val_water_test_1_coarse_mesh_laminar_continuation,water1,temperature,probe 0 (0.887519 0.70409 0),K,301,9700.0,10000.0,300,steady,315.4583744950165,0.0030373477630098408,0.000962836307,0.012458315769403474,0.012458384512259396,-0.000142891642,0.000142891642,4.52965123e-05,0.011469579371187503,17.89089526695766,16.824199991596338,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water1__val_water_test_1_coarse_mesh_laminar_continuation,water1,temperature,probe 1 (0.887519 -0.245426 0),K,301,9700.0,10000.0,300,steady,314.2570625016609,0.007994533805833794,0.00254394722,0.06181788015786809,0.06518813539637483,0.0714317551,0.0714317551,0.0227303579,1.1555193237695789,4.527053890570443,66.48915768972032,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water1__val_water_test_1_coarse_mesh_laminar_continuation,water1,temperature,probe 2 (-0 0 0),K,301,9700.0,10000.0,300,steady,315.61005396345524,0.014138411901278472,0.00447970897,0.08234757286315242,0.08236947481866301,-0.00655780502,0.00655780502,0.0020778188,0.07963568072236193,8.868193521535863,33.941523633763744,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water1__val_water_test_1_coarse_mesh_laminar_continuation,water1,temperature,probe 3 (-0 0.323501 0),K,301,9700.0,10000.0,300,steady,315.9341864086376,0.009883324387833334,0.00312828583,0.14082302493181803,0.14082428718651635,-0.00205861002,0.00205861002,0.000651594575,0.014618419257610735,1.4825777295845004,203.02476827596533,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water1__val_water_test_1_coarse_mesh_laminar_continuation,water1,temperature,probe 4 (-0 0.574779 0),K,301,9700.0,10000.0,300,steady,315.9802736943522,0.008649205697232727,0.00273726128,0.09982436338097342,0.0999003798990087,-0.0134529554,0.0134529554,0.00425753013,0.13476625247462737,2.256236743228546,133.40798606501113,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water1__val_water_test_1_coarse_mesh_laminar_continuation,water1,temperature,probe 5 (-0 0.949515 0),K,301,9700.0,10000.0,300,steady,315.914559641196,0.01020894468895809,0.00323155245,0.06674844939663906,0.06971153749648427,-0.0694260927,0.0694260927,0.0219762244,1.0401154378683628,6.455336335729181,46.62808943571484,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water1__val_water_test_1_coarse_mesh_laminar_continuation,water1,wall_temperature,wall T (spatial mean),K,301,9700.0,10000.0,300,steady,314.97843933736004,0.0027109721976277474,0.000860685005,0.016720517340576804,0.017433703178847744,-0.017040068,0.017040068,0.00540991569,1.019111289874366,7.27842360392302,41.35510879550389,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water1__val_water_test_1_coarse_mesh_laminar_continuation,water1,heat,total_Q,W,301,9700.0,10000.0,300,not steady (drifting),0.0772859053156146,0.0024184162803375974,3.12918154,0.008676142633184772,0.009113435560026152,-0.00962979031,0.00962979031,12.4599567,1.1099160908226944,21.196509835679368,14.200451033374225,False,False,"total_Q is a near-zero net residual; emphasize absolute W and drift, not only relative percent."
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water2__val_water_test_2_coarse_mesh_laminar_continuation,water2,mdot,lower (heater),kg/s,301,9199.0,9499.0,300,quasi-steady (bounded drift/oscillation),-0.007915485754514943,2.3775977508690283e-05,0.300372943,8.089874770634956e-05,8.125775909554846e-05,2.63432335e-05,2.63432335e-05,0.332806278,0.32563215490779407,25.76994997529031,11.680271024531125,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water2__val_water_test_2_coarse_mesh_laminar_continuation,water2,temperature,probe 0 (0.887519 0.70409 0),K,301,9199.0,9499.0,300,steady,319.97632689036544,0.047743150535032496,0.0149208384,0.28232319662353356,0.2827537256482846,0.0538521172,0.0538521172,0.0168300317,0.1907463425789685,8.58167320452962,35.07474507898119,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water2__val_water_test_2_coarse_mesh_laminar_continuation,water2,temperature,probe 1 (0.887519 -0.245426 0),K,301,9199.0,9499.0,300,steady,319.28418315946817,0.006293360353937564,0.00197108428,0.04031847709430174,0.04142724100127734,0.0328700092,0.0328700092,0.0102949068,0.8152591954264563,6.94639817189189,43.33180916953123,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water2__val_water_test_2_coarse_mesh_laminar_continuation,water2,temperature,probe 2 (-0 0 0),K,301,9199.0,9499.0,300,steady,320.53644703986726,0.029628361816639817,0.00924336751,0.1514375249509356,0.1544874576005816,-0.105463062,0.105463062,0.0329020499,0.6964130045903935,11.071215964807177,27.187618862897178,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water2__val_water_test_2_coarse_mesh_laminar_continuation,water2,temperature,probe 3 (-0 0.323501 0),K,301,9199.0,9499.0,300,steady,321.08625323920273,0.010331088802275533,0.00321754317,0.14271732313445223,0.14298403307235713,-0.0301386315,0.0301386315,0.00938645963,0.21117710783338617,1.5713886037627192,191.55032643055316,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water2__val_water_test_2_coarse_mesh_laminar_continuation,water2,temperature,probe 4 (-0 0.574779 0),K,301,9199.0,9499.0,300,steady,321.10536321926884,0.008477927117479774,0.00264023218,0.09374202883516236,0.09462917665486247,-0.0446326869,0.0446326869,0.0138997015,0.47612247620609727,2.415993325871043,124.58643688160019,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water2__val_water_test_2_coarse_mesh_laminar_continuation,water2,temperature,probe 5 (-0 0.949515 0),K,301,9199.0,9499.0,300,steady,321.0035341794021,0.013733411403778355,0.00427827421,0.12586552176986812,0.12595693514759396,-0.0165653221,0.0165653221,0.00516047967,0.1316112776095521,3.578320089721111,84.11768440297902,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water2__val_water_test_2_coarse_mesh_laminar_continuation,water2,wall_temperature,wall T (spatial mean),K,301,9199.0,9499.0,300,steady,320.02253450407744,0.0024362020881895366,0.000761259544,0.016360063180459072,0.016879740628639922,-0.014349737,0.014349737,0.00448397704,0.8771198985107098,6.269913939044756,48.00703852178527,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water2__val_water_test_2_coarse_mesh_laminar_continuation,water2,heat,total_Q,W,301,9199.0,9499.0,300,not steady (drifting),-0.05202578471760801,0.002072387934804995,3.98338621,0.01139558564351751,0.011687304088501705,0.00895931513,0.00895931513,17.220913,0.7862092749288792,9.464113022377104,31.80435390916303,False,False,"total_Q is a near-zero net residual; emphasize absolute W and drift, not only relative percent."
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water3__val_water_test_3_coarse_mesh_laminar_continuation,water3,mdot,lower (heater),kg/s,301,8159.0,8459.0,300,quasi-steady (bounded drift/oscillation),-0.008964009239348834,2.1292854155593652e-05,0.237537173,9.069405837650031e-05,9.14859271651035e-05,-4.14691108e-05,4.14691108e-05,0.462617895,0.4572417594467383,16.30518260234334,18.460388168651424,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water3__val_water_test_3_coarse_mesh_laminar_continuation,water3,temperature,probe 0 (0.887519 0.70409 0),K,301,8159.0,8459.0,300,steady,324.13979377408634,0.024333599411840177,0.00750713115,0.22414886600117714,0.2284312825852387,-0.151998739,0.151998739,0.0468929585,0.6781151376641524,3.415608201315307,88.12486159392894,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water3__val_water_test_3_coarse_mesh_laminar_continuation,water3,temperature,probe 1 (0.887519 -0.245426 0),K,301,8159.0,8459.0,300,steady,323.4111307607973,0.008093932656283508,0.00250267597,0.0626427920314608,0.0627099786273111,-0.0100197311,0.0100197311,0.00309814046,0.15995026355141237,5.014323664008403,60.02803571706088,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water3__val_water_test_3_coarse_mesh_laminar_continuation,water3,temperature,probe 2 (-0 0 0),K,301,8159.0,8459.0,300,steady,324.5545169933555,0.022955816387879576,0.00707302323,0.1960556579636387,0.1961062471694804,-0.0153783383,0.0153783383,0.00473829127,0.07843863575333908,4.124479247525403,72.97891004800022,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water3__val_water_test_3_coarse_mesh_laminar_continuation,water3,temperature,probe 3 (-0 0.323501 0),K,301,8159.0,8459.0,300,steady,325.3098229601334,0.012010870492219166,0.00369213274,0.15431542642585774,0.15587500749740762,-0.0759391894,0.0759391894,0.0233436509,0.49210368093210244,1.787156105806268,168.42401121093175,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water3__val_water_test_3_coarse_mesh_laminar_continuation,water3,temperature,probe 4 (-0 0.574779 0),K,301,8159.0,8459.0,300,steady,325.327349385382,0.008649278559032008,0.00265863862,0.0933293402992845,0.0934123166113316,-0.0135908133,0.0135908133,0.00417758093,0.14562208702920298,2.580583872337373,116.6402701445112,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water3__val_water_test_3_coarse_mesh_laminar_continuation,water3,temperature,probe 5 (-0 0.949515 0),K,301,8159.0,8459.0,300,steady,325.16155715282366,0.016784846319290152,0.00516200207,0.14409134680428645,0.14420669826194502,-0.0199104085,0.0199104085,0.00612323569,0.1381790716059578,4.077841743131778,73.81355603291077,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water3__val_water_test_3_coarse_mesh_laminar_continuation,water3,wall_temperature,wall T (spatial mean),K,301,8159.0,8459.0,300,steady,324.15654986197495,0.004529981370341723,0.00139746717,0.020370555117717844,0.020371371002023325,0.00062948132,0.00062948132,0.000194190529,0.030901529973615744,14.88397086245927,20.223097907238575,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water3__val_water_test_3_coarse_mesh_laminar_continuation,water3,heat,total_Q,W,301,8159.0,8459.0,300,not steady (drifting),-0.07107314219269104,0.002384772280493904,3.35537758,0.015769953926760023,0.016595766762514914,-0.0178497129,0.0178497129,25.1145683,1.131881104237992,6.21535129743521,48.42847742559763,False,False,"total_Q is a near-zero net residual; emphasize absolute W and drift, not only relative percent."
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water4__val_water_test_4_coarse_mesh_laminar_continuation,water4,mdot,lower (heater),kg/s,301,6062.0,6362.0,300,quasi-steady (bounded drift/oscillation),-0.01130338337129567,9.808433099764272e-05,0.867743115,0.0003168148236804777,0.0003172408454159022,-5.67449676e-05,5.67449676e-05,0.502017544,0.17911083500052274,28.773160413700133,10.461137938002842,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water4__val_water_test_4_coarse_mesh_laminar_continuation,water4,temperature,probe 0 (0.887519 0.70409 0),K,301,6062.0,6362.0,300,steady,334.57562333554836,0.022339111673619988,0.00667684975,0.22550438272313933,0.22576855308613886,0.0376972326,0.0376972326,0.0112671785,0.1671685142830566,2.9469406850046242,102.13982301429581,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water4__val_water_test_4_coarse_mesh_laminar_continuation,water4,temperature,probe 1 (0.887519 -0.245426 0),K,301,6062.0,6362.0,300,steady,333.57361472093,0.012421194563593078,0.00372367418,0.0634305937609785,0.06484126599936638,0.0464436704,0.0464436704,0.0139230648,0.7321966839741487,11.045623945488394,27.25061087408684,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__water4__val_water_test_4_coarse_mesh_laminar_continuation,water4,temperature,probe 2 (-0 0 0),K,301,6062.0,6362.0,300,steady,334.45051004651157,0.07832099554869679,0.0234178132,0.35879882513613215,0.3593634587802482,0.0695252328,0.0695252328,0.0207878986,0.19377218633250437,14.297334066198855,21.052875914231542,False,False,
