case_slug,fluid,group,series,unit,n_window,t_start_s,t_end_s,window_s,verdict,mean,autocorr_corrected_sem,relative_sem_percent,rmse_about_trend,rmse_about_mean,signed_drift_over_window,absolute_drift_over_window,drift_percent_of_mean,drift_ratio,autocorrelation_time,effective_n,near_zero_mean,trend_resolved,presentation_note
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt3_jin__viscosity_screening_salt_test_3_jin_coarse_mesh_continuation,salt3,heat,total_Q,W,301,7318.0,7618.0,300,not steady (drifting),0.282102534883721,0.00298234499956424,1.05718476,0.022278001965423996,0.023376902298196278,-0.0244551679,0.0244551679,8.66889337,1.0977271649878773,4.899010102837317,61.440983725604575,False,False,"total_Q is a near-zero net residual; emphasize absolute W and drift, not only relative percent."
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt4_jin__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,mdot,lower (heater),kg/s,301,9700.0,10000.0,300,steady,-0.017080866363920272,8.51138171029356e-06,0.049829918,3.633935865472417e-05,3.645783316194678e-05,-1.01395235e-05,1.01395235e-05,0.0593618808,0.2790231834550482,16.405328260164815,18.347697481365486,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt4_jin__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 0 (0.887519 0.70409 0),K,301,9700.0,10000.0,300,steady,478.9987347109633,0.010226408387268852,0.0021349552,0.07084557751790324,0.07092970839553564,0.011924104,0.011924104,0.0024893811,0.16831119736582387,6.256859617633248,48.10720047988831,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt4_jin__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 1 (0.887519 -0.245426 0),K,301,9700.0,10000.0,300,steady,475.15116218272436,0.02768187302223693,0.00582590873,0.2894962135813196,0.2896807423423067,-0.035693197,0.035693197,0.00751196668,0.12329417556038677,2.748642076829413,109.5086197425918,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt4_jin__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 2 (-0 0 0),K,301,9700.0,10000.0,300,steady,474.38752589701045,0.012993849649634256,0.00273907912,0.05592298613050076,0.05598497407245183,0.00909351689,0.00909351689,0.00191689629,0.16260785618810922,16.21433745362195,18.563817415355615,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt4_jin__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 3 (-0 0.323501 0),K,301,9700.0,10000.0,300,steady,479.0838671063125,0.004744111930823053,0.000990246647,0.02120791562240418,0.021217288600028687,-0.00217720107,0.00217720107,0.000454450927,0.10265983288762519,15.048616759110699,20.001838362836192,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt4_jin__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 4 (-0 0.574779 0),K,301,9700.0,10000.0,300,steady,479.4084167009965,0.003463027696904323,0.00072235438,0.015399606481976188,0.015401850637075842,0.000907736595,0.000907736595,0.000189345152,0.058945441009426426,15.217125093581094,19.780346034414094,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt4_jin__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,temperature,probe 5 (-0 0.949515 0),K,301,9700.0,10000.0,300,steady,480.83044414285746,0.006536225766302928,0.00135936188,0.05113195349977697,0.05113467168794642,0.00182034833,0.00182034833,0.00037858425,0.035600993245475,4.918012645817624,61.20358398345648,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt4_jin__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,wall_temperature,wall T (spatial mean),K,301,9700.0,10000.0,300,steady,476.95771341097844,0.002663567879066834,0.000558449482,0.0162060224029318,0.01621467399139232,-0.00182855015,0.00182855015,0.000383377833,0.11283152031046305,8.122273155913787,37.058591138472536,False,False,
modern_runs__2026-06-18_convergence_and_jin_envelope_wave__salt4_jin__viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,salt4,heat,total_Q,W,301,9700.0,10000.0,300,steady,0.056404664412292346,0.006310070901723131,11.1871438,0.04593864194602249,0.04649181507859993,-0.0246879977,0.0246879977,43.7694257,0.5374124409865114,5.544750010247725,54.28558536339713,True,False,"total_Q is a near-zero net residual; emphasize absolute W and drift, not only relative percent."
