loop_region,toggle_id,toggle_description,local_evidence_rows,admission_status,ablation_executable_now,execution_blocker,primary_segment_gate,output_metrics_required,score_delta_status,guardrail
downcomer,hydraulic_reset_length,entrance/reset length keyed by feature and x/D,9,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,diagnostic_only_no_fit_admitted,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
downcomer,developing_apparent_friction,Shah/developing apparent friction or equivalent hydraulic development term,9,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,diagnostic_only_no_fit_admitted,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
downcomer,thermal_graetz_entrance,Graetz/thermal entrance effect,9,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,validation_only_passive_boundary,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
downcomer,wall_adjacent_temperature_drive,wall-adjacent temperature drive,6,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,validation_only_passive_boundary,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
downcomer,wall_layer_resistance,wall/layer resistance without source-sink absorption,13,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,validation_only_passive_boundary,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
upcomer,hydraulic_reset_length,entrance/reset length keyed by feature and x/D,18,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,blocked_upcomer_hybrid_required,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
upcomer,developing_apparent_friction,Shah/developing apparent friction or equivalent hydraulic development term,18,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,blocked_upcomer_hybrid_required,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
upcomer,thermal_graetz_entrance,Graetz/thermal entrance effect,15,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,blocked_hybrid_cell_exchange_required,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
upcomer,wall_adjacent_temperature_drive,wall-adjacent temperature drive,12,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,blocked_hybrid_cell_exchange_required,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
upcomer,wall_layer_resistance,wall/layer resistance without source-sink absorption,18,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,blocked_hybrid_cell_exchange_required,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
test_section,hydraulic_reset_length,entrance/reset length keyed by feature and x/D,6,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,blocked_pressure_definition_and_component_gate,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
test_section,developing_apparent_friction,Shah/developing apparent friction or equivalent hydraulic development term,6,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,blocked_pressure_definition_and_component_gate,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
test_section,thermal_graetz_entrance,Graetz/thermal entrance effect,6,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,blocked_test_section_passive_loss,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
test_section,wall_adjacent_temperature_drive,wall-adjacent temperature drive,6,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,blocked_test_section_passive_loss,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
test_section,wall_layer_resistance,wall/layer resistance without source-sink absorption,6,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,blocked_test_section_passive_loss,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
junction_stub_connector,hydraulic_reset_length,entrance/reset length keyed by feature and x/D,0,blocked_no_local_evidence,false,blocked_missing_admitted_pressure_or_thermal_closure,diagnostic_only_apparent_loss,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
junction_stub_connector,developing_apparent_friction,Shah/developing apparent friction or equivalent hydraulic development term,0,blocked_no_local_evidence,false,blocked_missing_admitted_pressure_or_thermal_closure,diagnostic_only_apparent_loss,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
junction_stub_connector,thermal_graetz_entrance,Graetz/thermal entrance effect,3,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,diagnostic_only_named_loss_boundary,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
junction_stub_connector,wall_adjacent_temperature_drive,wall-adjacent temperature drive,0,blocked_no_local_evidence,false,blocked_missing_admitted_pressure_or_thermal_closure,diagnostic_only_named_loss_boundary,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
junction_stub_connector,wall_layer_resistance,wall/layer resistance without source-sink absorption,3,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,diagnostic_only_named_loss_boundary,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
lower_upper_legs,hydraulic_reset_length,entrance/reset length keyed by feature and x/D,18,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,diagnostic_only_no_fit_admitted,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
lower_upper_legs,developing_apparent_friction,Shah/developing apparent friction or equivalent hydraulic development term,18,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,diagnostic_only_no_fit_admitted,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
lower_upper_legs,thermal_graetz_entrance,Graetz/thermal entrance effect,27,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,validation_only_development_and_wall_resistance,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
lower_upper_legs,wall_adjacent_temperature_drive,wall-adjacent temperature drive,24,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,validation_only_development_and_wall_resistance,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
lower_upper_legs,wall_layer_resistance,wall/layer resistance without source-sink absorption,12,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,validation_only_development_and_wall_resistance,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
