uq_row_id,source_standardization_id,source_family,case_key,case_id,quantity_family,qoi_name,row_label,same_label_status,same_formula_status,same_sign_status,same_pressure_basis_status,same_velocity_or_qref_or_thermal_basis_status,retained_window_status,neighboring_window_status,mesh_or_gci_status,plane_sweep_status,recirculation_metric_status,same_qoi_uncertainty_status,admission_effect,final_use_label,next_action,reason,source_paths,component_k_admitted,cluster_k_admitted,f6_fit_performed,clipped_k,global_multiplier_applied_by_this_task
SQ-UQ-F6P-005,PPBS-SPM-0211,f6_endpoint_pair_same_qoi_uq_preflight,salt4_mainline,salt_4,F6_endpoint_pressure_delta,right_leg::right_leg__s03->right_leg__s01::p_upstream_minus_p_downstream,diagnostic,pass_pass_clean_interior_endpoint_pair,blocked_pending_face_pressure_sampling,pass_p_upstream_minus_p_downstream,blocked_pending_p_rgh_or_p_face_values,partial_coarse_centerline_velocity_available_not_qref_admission,geometry_preflight_only_no_pressure_window,blocked_missing_neighbor_window,blocked_missing_same_qoi_mesh_GCI,blocked_missing_endpoint_plane_sweep,not_evaluated_for_endpoint_pair,blocked_pending_sampler_output_neighbor_window_and_GCI,no_admission_change,geometry_preflight_only,"run raw endpoint face sampler on same labels/formula/sign, then repeat time-window and mesh UQ before F6 use",do_not_use_s00_s04_fitting_end_pair_for_straight_F6,work_products/2026-07/2026-07-20/2026-07-20_f6_endpoint_pair_same_qoi_uq_preflight/endpoint_pair_selection.csv,false,false,false,false,false
SQ-UQ-F6P-006,PPBS-SPM-0211,f6_endpoint_pair_same_qoi_uq_preflight,salt4_mainline,salt_4,F6_endpoint_pressure_delta,test_section_span::test_section_span__s03->test_section_span__s01::p_upstream_minus_p_downstream,diagnostic,pass_pass_clean_interior_endpoint_pair,blocked_pending_face_pressure_sampling,pass_p_upstream_minus_p_downstream,blocked_pending_p_rgh_or_p_face_values,partial_coarse_centerline_velocity_available_not_qref_admission,geometry_preflight_only_no_pressure_window,blocked_missing_neighbor_window,blocked_missing_same_qoi_mesh_GCI,blocked_missing_endpoint_plane_sweep,not_evaluated_for_endpoint_pair,blocked_pending_sampler_output_neighbor_window_and_GCI,no_admission_change,geometry_preflight_only,"run raw endpoint face sampler on same labels/formula/sign, then repeat time-window and mesh UQ before F6 use",do_not_use_s00_s04_fitting_end_pair_for_straight_F6,work_products/2026-07/2026-07-20/2026-07-20_f6_endpoint_pair_same_qoi_uq_preflight/endpoint_pair_selection.csv,false,false,false,false,false
SQ-UQ-F6F-001,PPBS-SPM-0091,f6_endpoint_face_uq_execution,salt2_mainline,salt_2,F6_endpoint_face_raw_pressure_velocity,coarse::right_leg::right_leg__s03->right_leg__s01::upstream::right_leg__s03,diagnostic,pass_endpoint_face_matrix_preserves_pair_role_station,blocked_pending_raw_sampler_output,pass_p_upstream_minus_p_downstream,blocked_missing_required_fields_or_time,pending_raw_U_or_face_flux_output,single_sample_time_7915_s_status_blocked_missing_required_fields_or_time,blocked_missing_neighbor_window,blocked_missing_same_qoi_mesh_GCI,blocked_missing_face_area_plane_sweep,not_evaluated_for_endpoint_face,blocked_pending_sampler_output,no_admission_change,raw_sampler_preflight_only,"complete face sampler outputs across retained and neighboring windows before any pressure delta, K, or F6 admission",raw_sampler_output_is_not_F6_fit_or_component_K_admission,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-20/2026-07-20_f6_endpoint_face_uq_execution/endpoint_face_sampling_matrix.csv,false,false,false,false,false
SQ-UQ-F6F-002,PPBS-SPM-0091,f6_endpoint_face_uq_execution,salt2_mainline,salt_2,F6_endpoint_face_raw_pressure_velocity,coarse::right_leg::right_leg__s03->right_leg__s01::downstream::right_leg__s01,diagnostic,pass_endpoint_face_matrix_preserves_pair_role_station,blocked_pending_raw_sampler_output,pass_p_upstream_minus_p_downstream,blocked_missing_required_fields_or_time,pending_raw_U_or_face_flux_output,single_sample_time_7915_s_status_blocked_missing_required_fields_or_time,blocked_missing_neighbor_window,blocked_missing_same_qoi_mesh_GCI,blocked_missing_face_area_plane_sweep,not_evaluated_for_endpoint_face,blocked_pending_sampler_output,no_admission_change,raw_sampler_preflight_only,"complete face sampler outputs across retained and neighboring windows before any pressure delta, K, or F6 admission",raw_sampler_output_is_not_F6_fit_or_component_K_admission,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-20/2026-07-20_f6_endpoint_face_uq_execution/endpoint_face_sampling_matrix.csv,false,false,false,false,false
SQ-UQ-F6F-003,PPBS-SPM-0091,f6_endpoint_face_uq_execution,salt2_mainline,salt_2,F6_endpoint_face_raw_pressure_velocity,coarse::test_section_span::test_section_span__s03->test_section_span__s01::upstream::test_section_span__s03,diagnostic,pass_endpoint_face_matrix_preserves_pair_role_station,blocked_pending_raw_sampler_output,pass_p_upstream_minus_p_downstream,blocked_missing_required_fields_or_time,pending_raw_U_or_face_flux_output,single_sample_time_7915_s_status_blocked_missing_required_fields_or_time,blocked_missing_neighbor_window,blocked_missing_same_qoi_mesh_GCI,blocked_missing_face_area_plane_sweep,not_evaluated_for_endpoint_face,blocked_pending_sampler_output,no_admission_change,raw_sampler_preflight_only,"complete face sampler outputs across retained and neighboring windows before any pressure delta, K, or F6 admission",raw_sampler_output_is_not_F6_fit_or_component_K_admission,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-20/2026-07-20_f6_endpoint_face_uq_execution/endpoint_face_sampling_matrix.csv,false,false,false,false,false
SQ-UQ-F6F-004,PPBS-SPM-0091,f6_endpoint_face_uq_execution,salt2_mainline,salt_2,F6_endpoint_face_raw_pressure_velocity,coarse::test_section_span::test_section_span__s03->test_section_span__s01::downstream::test_section_span__s01,diagnostic,pass_endpoint_face_matrix_preserves_pair_role_station,blocked_pending_raw_sampler_output,pass_p_upstream_minus_p_downstream,blocked_missing_required_fields_or_time,pending_raw_U_or_face_flux_output,single_sample_time_7915_s_status_blocked_missing_required_fields_or_time,blocked_missing_neighbor_window,blocked_missing_same_qoi_mesh_GCI,blocked_missing_face_area_plane_sweep,not_evaluated_for_endpoint_face,blocked_pending_sampler_output,no_admission_change,raw_sampler_preflight_only,"complete face sampler outputs across retained and neighboring windows before any pressure delta, K, or F6 admission",raw_sampler_output_is_not_F6_fit_or_component_K_admission,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-20/2026-07-20_f6_endpoint_face_uq_execution/endpoint_face_sampling_matrix.csv,false,false,false,false,false
SQ-UQ-F6F-005,PPBS-SPM-0181,f6_endpoint_face_uq_execution,salt3_mainline,salt_3,F6_endpoint_face_raw_pressure_velocity,coarse::right_leg::right_leg__s03->right_leg__s01::upstream::right_leg__s03,diagnostic,pass_endpoint_face_matrix_preserves_pair_role_station,blocked_pending_raw_sampler_output,pass_p_upstream_minus_p_downstream,blocked_missing_required_fields_or_time,pending_raw_U_or_face_flux_output,single_sample_time_7618_s_status_blocked_missing_required_fields_or_time,blocked_missing_neighbor_window,blocked_missing_same_qoi_mesh_GCI,blocked_missing_face_area_plane_sweep,not_evaluated_for_endpoint_face,blocked_pending_sampler_output,no_admission_change,raw_sampler_preflight_only,"complete face sampler outputs across retained and neighboring windows before any pressure delta, K, or F6 admission",raw_sampler_output_is_not_F6_fit_or_component_K_admission,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-20/2026-07-20_f6_endpoint_face_uq_execution/endpoint_face_sampling_matrix.csv,false,false,false,false,false
SQ-UQ-F6F-006,PPBS-SPM-0181,f6_endpoint_face_uq_execution,salt3_mainline,salt_3,F6_endpoint_face_raw_pressure_velocity,coarse::right_leg::right_leg__s03->right_leg__s01::downstream::right_leg__s01,diagnostic,pass_endpoint_face_matrix_preserves_pair_role_station,blocked_pending_raw_sampler_output,pass_p_upstream_minus_p_downstream,blocked_missing_required_fields_or_time,pending_raw_U_or_face_flux_output,single_sample_time_7618_s_status_blocked_missing_required_fields_or_time,blocked_missing_neighbor_window,blocked_missing_same_qoi_mesh_GCI,blocked_missing_face_area_plane_sweep,not_evaluated_for_endpoint_face,blocked_pending_sampler_output,no_admission_change,raw_sampler_preflight_only,"complete face sampler outputs across retained and neighboring windows before any pressure delta, K, or F6 admission",raw_sampler_output_is_not_F6_fit_or_component_K_admission,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-20/2026-07-20_f6_endpoint_face_uq_execution/endpoint_face_sampling_matrix.csv,false,false,false,false,false
SQ-UQ-F6F-007,PPBS-SPM-0181,f6_endpoint_face_uq_execution,salt3_mainline,salt_3,F6_endpoint_face_raw_pressure_velocity,coarse::test_section_span::test_section_span__s03->test_section_span__s01::upstream::test_section_span__s03,diagnostic,pass_endpoint_face_matrix_preserves_pair_role_station,blocked_pending_raw_sampler_output,pass_p_upstream_minus_p_downstream,blocked_missing_required_fields_or_time,pending_raw_U_or_face_flux_output,single_sample_time_7618_s_status_blocked_missing_required_fields_or_time,blocked_missing_neighbor_window,blocked_missing_same_qoi_mesh_GCI,blocked_missing_face_area_plane_sweep,not_evaluated_for_endpoint_face,blocked_pending_sampler_output,no_admission_change,raw_sampler_preflight_only,"complete face sampler outputs across retained and neighboring windows before any pressure delta, K, or F6 admission",raw_sampler_output_is_not_F6_fit_or_component_K_admission,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-20/2026-07-20_f6_endpoint_face_uq_execution/endpoint_face_sampling_matrix.csv,false,false,false,false,false
SQ-UQ-F6F-008,PPBS-SPM-0181,f6_endpoint_face_uq_execution,salt3_mainline,salt_3,F6_endpoint_face_raw_pressure_velocity,coarse::test_section_span::test_section_span__s03->test_section_span__s01::downstream::test_section_span__s01,diagnostic,pass_endpoint_face_matrix_preserves_pair_role_station,blocked_pending_raw_sampler_output,pass_p_upstream_minus_p_downstream,blocked_missing_required_fields_or_time,pending_raw_U_or_face_flux_output,single_sample_time_7618_s_status_blocked_missing_required_fields_or_time,blocked_missing_neighbor_window,blocked_missing_same_qoi_mesh_GCI,blocked_missing_face_area_plane_sweep,not_evaluated_for_endpoint_face,blocked_pending_sampler_output,no_admission_change,raw_sampler_preflight_only,"complete face sampler outputs across retained and neighboring windows before any pressure delta, K, or F6 admission",raw_sampler_output_is_not_F6_fit_or_component_K_admission,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-20/2026-07-20_f6_endpoint_face_uq_execution/endpoint_face_sampling_matrix.csv,false,false,false,false,false
SQ-UQ-F6F-009,PPBS-SPM-0211,f6_endpoint_face_uq_execution,salt4_mainline,salt_4,F6_endpoint_face_raw_pressure_velocity,coarse::right_leg::right_leg__s03->right_leg__s01::upstream::right_leg__s03,diagnostic,pass_endpoint_face_matrix_preserves_pair_role_station,blocked_pending_raw_sampler_output,pass_p_upstream_minus_p_downstream,blocked_missing_required_fields_or_time,pending_raw_U_or_face_flux_output,single_sample_time_10000_s_status_blocked_missing_required_fields_or_time,blocked_missing_neighbor_window,blocked_missing_same_qoi_mesh_GCI,blocked_missing_face_area_plane_sweep,not_evaluated_for_endpoint_face,blocked_pending_sampler_output,no_admission_change,raw_sampler_preflight_only,"complete face sampler outputs across retained and neighboring windows before any pressure delta, K, or F6 admission",raw_sampler_output_is_not_F6_fit_or_component_K_admission,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-20/2026-07-20_f6_endpoint_face_uq_execution/endpoint_face_sampling_matrix.csv,false,false,false,false,false
