candidate_id,case_id,branch,candidate_bucket,leg_class,preferred_future_anchor,sampled_endpoint_rows_now,max_RAF_sampled_now,max_RMF_sampled_now,ordinary_flow_pass_now,endpoint_pair_ready_now,same_qoi_uq_ready_now,source_property_labels_available,f6_fit_ready_now,f3_f6_revisit_allowed_now,primary_blockers,next_unblock_action,claim_boundary,source_paths
named_pressure:011,salt_3,left_upper_leg,excluded_recirculation,recirculating_non_upcomer_diagnostic,False,0,,,False,False,False,True,False,False,ordinary_flow;finite_raw_endpoint_pair;same_qoi_mesh_time_uq;ordinary_branch_slot,keep_out_of_ordinary_F6; use only as diagnostic or future separate model-form lane,no F6/component-K/F3-Shah comparison until all gate columns pass,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv;work_products/2026-07/2026-07-21/2026-07-21_f6_endpoint_raw_face_sampler/ordinary_flow_gate.csv
named_pressure:012,salt_3,upper_leg,blocked_missing_endpoint,blocked_missing_endpoint,False,0,,,False,False,False,True,False,False,ordinary_flow;finite_raw_endpoint_pair;same_qoi_mesh_time_uq;ordinary_branch_slot,keep_out_of_ordinary_F6; use only as diagnostic or future separate model-form lane,no F6/component-K/F3-Shah comparison until all gate columns pass,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv;work_products/2026-07/2026-07-21/2026-07-21_f6_endpoint_raw_face_sampler/ordinary_flow_gate.csv
named_pressure:013,salt_4,lower_leg,blocked_missing_endpoint,blocked_missing_endpoint,False,0,,,False,False,False,True,False,False,ordinary_flow;finite_raw_endpoint_pair;same_qoi_mesh_time_uq;ordinary_branch_slot,keep_out_of_ordinary_F6; use only as diagnostic or future separate model-form lane,no F6/component-K/F3-Shah comparison until all gate columns pass,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv;work_products/2026-07/2026-07-21/2026-07-21_f6_endpoint_raw_face_sampler/ordinary_flow_gate.csv
named_pressure:014,salt_4,right_leg,ordinary_f6_candidate,ordinary_straight_candidate,True,0,,,False,False,False,True,False,False,ordinary_flow;finite_raw_endpoint_pair;same_qoi_mesh_time_uq,claim exact raw endpoint sampler row only after terminal source cases and paths are ready,no F6/component-K/F3-Shah comparison until all gate columns pass,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv;work_products/2026-07/2026-07-21/2026-07-21_f6_endpoint_raw_face_sampler/ordinary_flow_gate.csv
named_pressure:015,salt_4,left_lower_leg,excluded_recirculation,recirculating_non_upcomer_diagnostic,False,0,,,False,False,False,True,False,False,ordinary_flow;finite_raw_endpoint_pair;same_qoi_mesh_time_uq;ordinary_branch_slot,keep_out_of_ordinary_F6; use only as diagnostic or future separate model-form lane,no F6/component-K/F3-Shah comparison until all gate columns pass,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv;work_products/2026-07/2026-07-21/2026-07-21_f6_endpoint_raw_face_sampler/ordinary_flow_gate.csv
named_pressure:016,salt_4,test_section_span,ordinary_f6_candidate,ordinary_straight_candidate,True,0,,,False,False,False,True,False,False,ordinary_flow;finite_raw_endpoint_pair;same_qoi_mesh_time_uq,claim exact raw endpoint sampler row only after terminal source cases and paths are ready,no F6/component-K/F3-Shah comparison until all gate columns pass,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv;work_products/2026-07/2026-07-21/2026-07-21_f6_endpoint_raw_face_sampler/ordinary_flow_gate.csv
named_pressure:017,salt_4,left_upper_leg,excluded_recirculation,recirculating_non_upcomer_diagnostic,False,0,,,False,False,False,True,False,False,ordinary_flow;finite_raw_endpoint_pair;same_qoi_mesh_time_uq;ordinary_branch_slot,keep_out_of_ordinary_F6; use only as diagnostic or future separate model-form lane,no F6/component-K/F3-Shah comparison until all gate columns pass,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv;work_products/2026-07/2026-07-21/2026-07-21_f6_endpoint_raw_face_sampler/ordinary_flow_gate.csv
named_pressure:018,salt_4,upper_leg,blocked_missing_endpoint,blocked_missing_endpoint,False,0,,,False,False,False,True,False,False,ordinary_flow;finite_raw_endpoint_pair;same_qoi_mesh_time_uq;ordinary_branch_slot,keep_out_of_ordinary_F6; use only as diagnostic or future separate model-form lane,no F6/component-K/F3-Shah comparison until all gate columns pass,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv;work_products/2026-07/2026-07-21/2026-07-21_f6_endpoint_raw_face_sampler/ordinary_flow_gate.csv
named_pressure:019,salt_2,corner_lower_left,excluded_component_or_junction,component_or_junction_diagnostic,False,0,,,False,False,False,True,False,False,ordinary_flow;finite_raw_endpoint_pair;same_qoi_mesh_time_uq;ordinary_branch_slot,keep_out_of_ordinary_F6; use only as diagnostic or future separate model-form lane,no F6/component-K/F3-Shah comparison until all gate columns pass,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv;work_products/2026-07/2026-07-21/2026-07-21_f6_endpoint_raw_face_sampler/ordinary_flow_gate.csv
named_pressure:020,salt_2,corner_lower_right,excluded_component_or_junction,component_or_junction_diagnostic,False,0,,,False,False,False,True,False,False,ordinary_flow;finite_raw_endpoint_pair;same_qoi_mesh_time_uq;ordinary_branch_slot,keep_out_of_ordinary_F6; use only as diagnostic or future separate model-form lane,no F6/component-K/F3-Shah comparison until all gate columns pass,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv;work_products/2026-07/2026-07-21/2026-07-21_f6_endpoint_raw_face_sampler/ordinary_flow_gate.csv
named_pressure:021,salt_2,corner_upper_right,excluded_component_or_junction,component_or_junction_diagnostic,False,0,,,False,False,False,True,False,False,ordinary_flow;finite_raw_endpoint_pair;same_qoi_mesh_time_uq;ordinary_branch_slot,keep_out_of_ordinary_F6; use only as diagnostic or future separate model-form lane,no F6/component-K/F3-Shah comparison until all gate columns pass,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv;work_products/2026-07/2026-07-21/2026-07-21_f6_endpoint_raw_face_sampler/ordinary_flow_gate.csv
named_pressure:022,salt_2,corner_upper_left,excluded_component_or_junction,component_or_junction_diagnostic,False,0,,,False,False,False,True,False,False,ordinary_flow;finite_raw_endpoint_pair;same_qoi_mesh_time_uq;ordinary_branch_slot,keep_out_of_ordinary_F6; use only as diagnostic or future separate model-form lane,no F6/component-K/F3-Shah comparison until all gate columns pass,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv;work_products/2026-07/2026-07-21/2026-07-21_f6_endpoint_raw_face_sampler/ordinary_flow_gate.csv
named_pressure:023,salt_2,test_section_complex,excluded_component_or_junction,component_or_junction_diagnostic,False,0,,,False,False,False,True,False,False,ordinary_flow;finite_raw_endpoint_pair;same_qoi_mesh_time_uq;ordinary_branch_slot,keep_out_of_ordinary_F6; use only as diagnostic or future separate model-form lane,no F6/component-K/F3-Shah comparison until all gate columns pass,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv;work_products/2026-07/2026-07-21/2026-07-21_f6_endpoint_raw_face_sampler/ordinary_flow_gate.csv
named_pressure:024,salt_3,corner_lower_left,excluded_component_or_junction,component_or_junction_diagnostic,False,0,,,False,False,False,True,False,False,ordinary_flow;finite_raw_endpoint_pair;same_qoi_mesh_time_uq;ordinary_branch_slot,keep_out_of_ordinary_F6; use only as diagnostic or future separate model-form lane,no F6/component-K/F3-Shah comparison until all gate columns pass,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv;work_products/2026-07/2026-07-21/2026-07-21_f6_endpoint_raw_face_sampler/ordinary_flow_gate.csv
named_pressure:025,salt_3,corner_lower_right,excluded_component_or_junction,component_or_junction_diagnostic,False,0,,,False,False,False,True,False,False,ordinary_flow;finite_raw_endpoint_pair;same_qoi_mesh_time_uq;ordinary_branch_slot,keep_out_of_ordinary_F6; use only as diagnostic or future separate model-form lane,no F6/component-K/F3-Shah comparison until all gate columns pass,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv;work_products/2026-07/2026-07-21/2026-07-21_f6_endpoint_raw_face_sampler/ordinary_flow_gate.csv
named_pressure:026,salt_3,corner_upper_right,excluded_component_or_junction,component_or_junction_diagnostic,False,0,,,False,False,False,True,False,False,ordinary_flow;finite_raw_endpoint_pair;same_qoi_mesh_time_uq;ordinary_branch_slot,keep_out_of_ordinary_F6; use only as diagnostic or future separate model-form lane,no F6/component-K/F3-Shah comparison until all gate columns pass,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv;work_products/2026-07/2026-07-21/2026-07-21_f6_endpoint_raw_face_sampler/ordinary_flow_gate.csv
named_pressure:027,salt_3,corner_upper_left,excluded_component_or_junction,component_or_junction_diagnostic,False,0,,,False,False,False,True,False,False,ordinary_flow;finite_raw_endpoint_pair;same_qoi_mesh_time_uq;ordinary_branch_slot,keep_out_of_ordinary_F6; use only as diagnostic or future separate model-form lane,no F6/component-K/F3-Shah comparison until all gate columns pass,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv;work_products/2026-07/2026-07-21/2026-07-21_f6_endpoint_raw_face_sampler/ordinary_flow_gate.csv
named_pressure:028,salt_3,test_section_complex,excluded_component_or_junction,component_or_junction_diagnostic,False,0,,,False,False,False,True,False,False,ordinary_flow;finite_raw_endpoint_pair;same_qoi_mesh_time_uq;ordinary_branch_slot,keep_out_of_ordinary_F6; use only as diagnostic or future separate model-form lane,no F6/component-K/F3-Shah comparison until all gate columns pass,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv;work_products/2026-07/2026-07-21/2026-07-21_f6_endpoint_raw_face_sampler/ordinary_flow_gate.csv
