source_id,case_label,family,profile_name,span_name,span_kind,straight_section_flag,time_sample_count,section_length_m,mean_rho_bulk_kg_m3,mean_bulk_velocity_m_s,mean_mdot_mean_abs_kg_s,mean_hydraulic_diameter_geom_m,mean_dynamic_head_local_pa,loop_reference_dynamic_head_pa,mean_pressure_drop_p_pa,mean_hydro_integral_pa,mean_pressure_loss_hydro_pa,mean_pressure_loss_prgh_endpoint_pa,mean_pressure_loss_prgh_integrated_pa,mean_pressure_closure_residual_vs_prgh_endpoint_pa,mean_pressure_closure_residual_vs_prgh_integrated_pa,mean_apparent_darcy_f_local,mean_apparent_darcy_f_loop_ref,mean_direct_prgh_darcy_existing,mean_shear_darcy_core,mean_direct_prgh_gradient_pa_per_m,mean_direct_p_gradient_pa_per_m,mean_thermal_support_usable_fraction,case_order,net_section_role,hydro_loss_sign,prgh_loss_sign,hydro_vs_prgh_direction_match,direct_to_shear_darcy_ratio,abs_pressure_closure_residual_vs_prgh_endpoint_pa,fit_status,fit_reason
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,salt,salt1_jin_case_v1,test_section_span,test_section_leg,no,4,0.2512780000000001,1970.398596013262,0.01722666290925231,0.011264837599999997,0.020787565883064133,0.29236568952763925,0.223770294904418,-4743.928120460994,4857.105798592494,113.1776781314993,1.61534856971566,1.6153485697156587,111.56232956178364,111.56232956178364,64.04917540960612,83.68305247593496,0.41071191745356583,1.3950290782275965,6.428531625194637,-18879.202001213762,1.0,1,dissipative,positive,positive,yes,0.29441100824606536,111.56232956178364,screening_only,direct_to_shear_magnitude_gap
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,salt,salt1_jin_case_v1,upper_leg,main_loop_leg,yes,4,0.8940937962820349,1969.0743143129132,0.014891250651361038,0.011264751539999994,0.022197541157231646,0.2183204707009331,0.223770294904418,4794.1309129817,-4597.354109067207,196.77680391449303,60.38400865917474,nan,136.39279525531828,nan,44.75393495784331,43.66397324635689,6.434161116053049,1.5801406027304474,63.67478032507617,5447.967486727459,1.0,1,dissipative,positive,positive,yes,4.0718915170807986,136.39279525531828,screening_only,direct_to_shear_magnitude_gap
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,salt,salt1_kirst_case_v1,left_lower_leg,main_loop_leg,yes,4,0.30879640909090905,1973.7974647029992,0.01497733922133971,0.010932096583333335,0.02195991413590978,0.22138180475031516,0.21076393193050974,5815.07363289394,-5979.210395549391,-164.13676265545155,3.851632296685841,nan,-167.98839495213738,nan,-105.4513955848906,-110.76382972262779,1.5114846125250294,1.8387960443469158,12.647814973688236,19174.954396160218,1.0,2,buoyancy_aided_or_net_gain,negative,positive,no,0.8219968806066594,167.98839495213738,screening_only,buoyancy_aided_or_net_gain_section
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,salt,salt1_kirst_case_v1,left_upper_leg,main_loop_leg,yes,4,0.3599437894736842,1968.767232226151,0.014943062406198922,0.010932096583333332,0.021982731251817298,0.219808051854077,0.21076393193050974,6803.5336872267235,-6951.81272934075,-148.2790421140253,7.970869763113681,nan,-156.24991187713897,nan,-82.39732946682051,-85.93309254665004,2.477762260041691,1.7136070972460282,21.159601800578624,19200.977163107826,1.0,2,buoyancy_aided_or_net_gain,negative,positive,no,1.445933705587326,156.24991187713897,screening_only,buoyancy_aided_or_net_gain_section
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,salt,salt1_kirst_case_v1,lower_leg,main_loop_leg,yes,4,0.9004136306150922,1972.287072601596,0.014611906309921817,0.0109320966425,0.022041740782055636,0.2105493428464601,0.21076393193050974,-4755.956287278264,4775.487470014171,19.531182735905986,5.960185520427561,5.960185520427487,13.570997215478425,13.5709972154785,4.5415957894931935,4.536971768335134,0.551818620639023,1.6580173485260152,6.619386155178431,-5281.9683371845085,0.7391304347826086,2,dissipative,positive,positive,yes,0.33281836352894145,13.570997215478425,screening_only,support_fraction_below_floor
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,salt,salt1_kirst_case_v1,right_leg,main_loop_leg,yes,4,0.9144000000000002,1976.1229977425487,0.014542083867880296,0.010932096537499998,0.022082226572606178,0.2089475420836227,0.21076393193050974,-17609.759869239053,17726.344986222077,116.58511698302482,19.669838310724405,19.66983831072441,96.91527867230042,96.91527867230042,26.948989546243936,26.716739793891612,2.3499921377364816,1.4255770084840225,21.511196752760725,-19258.267573533514,0.7311827956989247,2,dissipative,positive,positive,yes,1.6484498022562069,96.91527867230042,screening_only,support_fraction_below_floor
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,salt,salt1_kirst_case_v1,test_section_span,test_section_leg,no,4,0.2512780000000001,1969.9550486594494,0.01672158544341715,0.010932096554999998,0.020787565883064133,0.2754109639913027,0.21076393193050974,-4743.73554454441,4856.012437874255,112.2768933298455,1.9555761265331695,1.9555761265331681,110.32131720331233,110.32131720331233,67.45099019448642,88.14004398891262,0.5516320701865837,1.4714391912829548,7.782520262550511,-18878.435615312148,1.0,2,dissipative,positive,positive,yes,0.3748928759370702,110.32131720331233,screening_only,direct_to_shear_magnitude_gap
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,salt,salt1_kirst_case_v1,upper_leg,main_loop_leg,yes,4,0.8940937962820349,1968.7737231287497,0.014453709401842055,0.010932096570000004,0.022197541157231646,0.2056479791646721,0.21076393193050974,4793.521005571507,-4596.652294968254,196.86871060325348,62.00837982473897,nan,134.86033077851454,nan,47.53396419775312,46.38015427695078,6.98116595202647,1.7081516542495634,65.0611428536727,5447.274839506456,1.0,2,dissipative,positive,positive,yes,4.0869708112032255,134.86033077851454,screening_only,direct_to_shear_magnitude_gap
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,salt,salt2_jin_case_v1,left_lower_leg,main_loop_leg,yes,4,0.30879640909090905,1959.846722295475,0.018161751071852354,0.013162731812500002,0.02195991413590978,0.3232269392893127,0.3077350840656042,5774.066380303946,-5936.949512393754,-162.8831320898082,5.337870265866158,nan,-168.2210023556744,nan,-71.6732267827607,-75.28136617899608,1.3792290980958453,1.4125367500268375,17.354657550592773,19039.472750330235,1.0,3,buoyancy_aided_or_net_gain,negative,positive,no,0.9764199749632287,168.2210023556744,screening_only,buoyancy_aided_or_net_gain_section
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,salt,salt2_jin_case_v1,left_upper_leg,main_loop_leg,yes,4,0.3599437894736842,1955.5748177410755,0.01811348931577631,0.013162731812499997,0.021982731251817298,0.32081057806192803,0.3077350840656042,6755.748720090402,-6905.229672975884,-149.48095288548166,9.529447199462433,nan,-159.01040008494408,nan,-56.91334909214835,-59.33156547048158,2.0058350810498062,1.114791104969841,24.808691323098547,19066.13934225327,1.0,3,buoyancy_aided_or_net_gain,negative,positive,no,1.799292326703729,159.01040008494408,screening_only,buoyancy_aided_or_net_gain_section
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,salt,salt2_jin_case_v1,lower_leg,main_loop_leg,yes,4,0.9004136306150922,1957.9906922545747,0.017721751878929572,0.013162662015000007,0.022041740782055636,0.3074637582722791,0.3077350840656042,-4722.029412915304,4740.87172560141,18.84231268610506,7.451823515593944,7.4518235155938655,11.390489170511117,11.390489170511195,3.0003655899418527,2.9977196881877872,0.5082067518589884,1.0173527981245534,8.276000342757317,-5244.289127086606,0.75,3,dissipative,positive,positive,yes,0.49953836348201525,11.390489170511117,screening_only,direct_to_shear_magnitude_gap
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,salt,salt2_jin_case_v1,right_leg,main_loop_leg,yes,4,0.9144000000000002,1961.4172309656258,0.017640629863653504,0.013162758539999996,0.022082226572606178,0.3051885015362856,0.3077350840656042,-17484.007126320597,17594.43037591063,110.42324959003508,17.037530420806938,17.037530420806938,93.38571916922814,93.38571916922814,17.47547606757901,17.330861502684627,1.3713230034394361,1.1809835307459315,18.632469839027706,-19120.74270157545,0.7311827956989247,3,dissipative,positive,positive,yes,1.1611703023269788,93.38571916922814,screening_only,support_fraction_below_floor
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,salt,salt2_jin_case_v1,test_section_span,test_section_leg,no,4,0.2512780000000001,1956.5840394221123,0.020271076225782843,0.013162700614999998,0.020787565883064133,0.40199636411434514,0.3077350840656042,-4710.89215584504,4823.052402970094,112.16024712505327,3.708518865310821,3.708518865310821,108.45172825974244,108.45172825974244,46.163210316366786,60.303304780900135,0.7496321158762174,1.0832720425470455,14.758629348016218,-18747.730226462474,1.0,3,dissipative,positive,positive,yes,0.6920072580417043,108.45172825974244,candidate,dissipative_with_agreeing_friction_proxies
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,salt,salt2_jin_case_v1,upper_leg,main_loop_leg,yes,4,0.8940937962820349,1955.4109619033875,0.017521894942578897,0.013162774882499997,0.022197541157231646,0.3001720109544128,0.3077350840656042,4761.985684462936,-4565.453195583664,196.53248887927225,56.912471669056536,nan,139.62001721021574,nan,32.50992308786501,31.710940757720447,4.499594389800512,1.0796388774790266,60.98878443311107,5411.457727096962,1.0,3,dissipative,positive,positive,yes,4.1676846616594005,139.62001721021574,screening_only,direct_to_shear_magnitude_gap
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,salt,salt2_kirst_case_v1,left_lower_leg,main_loop_leg,yes,4,0.30879640909090905,1960.7524399259498,0.0168856898046867,0.01224356180666667,0.02195991413590978,0.2795312600653657,0.2661271421671817,5776.920920843551,-5939.693196266299,-162.7722754227484,4.937023955608906,nan,-167.70929937835731,nan,-82.8206137045605,-86.99206822609207,1.4973307682523318,1.7243427186616356,16.11178578276137,19048.99552082185,1.0,4,buoyancy_aided_or_net_gain,negative,positive,no,0.8683487058851612,167.70929937835731,screening_only,buoyancy_aided_or_net_gain_section
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,salt,salt2_kirst_case_v1,left_upper_leg,main_loop_leg,yes,4,0.3599437894736842,1956.4435050645984,0.016841120722317554,0.012243561806666668,0.021982731251817298,0.27744652774109196,0.2661271421671817,6758.660110707802,-6908.297050111508,-149.63693940370558,10.411729565106214,nan,-160.0486689688118,nan,-65.87740515442766,-68.67941829550868,2.5742234461672067,1.3820761320303803,27.788123990253126,19074.344807618112,1.0,4,buoyancy_aided_or_net_gain,negative,positive,no,1.862577166704606,160.0486689688118,screening_only,buoyancy_aided_or_net_gain_section
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,salt,salt2_kirst_case_v1,lower_leg,main_loop_leg,yes,4,0.9004136306150922,1959.0505077212483,0.01647538932081324,0.012243561702499994,0.022041740782055636,0.26588081984915146,0.2661271421671817,-4724.000335661824,4743.437850762363,19.437515100539713,7.373807337541721,7.373807337541638,12.063707762997993,12.063707762998073,3.579213130693732,3.5759002777926456,0.5717579776179265,1.2402093075915248,8.189355521533397,-5246.478035250041,0.75,4,dissipative,positive,positive,yes,0.46101732515479604,12.063707762997993,screening_only,direct_to_shear_magnitude_gap
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,salt,salt2_kirst_case_v1,right_leg,main_loop_leg,yes,4,0.9144000000000002,1962.5234663568983,0.016399480766764892,0.012243562342499991,0.022082226572606178,0.2639034442987446,0.2661271421671817,-17492.76776388584,17604.353599416525,111.58583553068274,21.66697872475313,21.66697872475312,89.91885680592962,89.91885680592962,20.422111883739923,20.251469361910036,2.030087258845098,1.2682099935231048,23.695296068190196,-19130.323451318724,0.7311827956989247,4,dissipative,positive,positive,yes,1.6007500880871375,89.91885680592962,screening_only,support_fraction_below_floor
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,salt,salt2_kirst_case_v1,test_section_span,test_section_leg,no,4,0.2512780000000001,1957.5723954527493,0.018846046388017974,0.0122435618125,0.020787565883064133,0.3476388848114484,0.2661271421671817,-4712.924261011175,4825.488737332692,112.56447632151708,3.5102325146590068,3.510232514659007,109.05424380685807,109.05424380685807,53.573765793842185,69.9828061281356,0.8118253894612063,1.3229990722675335,13.969517883217016,-18755.81730597654,1.0,4,dissipative,positive,positive,yes,0.6136250632963717,109.05424380685807,candidate,dissipative_with_agreeing_friction_proxies
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,salt,salt2_kirst_case_v1,upper_leg,main_loop_leg,yes,4,0.8940937962820349,1956.1505909021507,0.01629210277653199,0.012243561374999996,0.022197541157231646,0.2596130812660147,0.2661271421671817,4762.869933415102,-4567.180066119695,195.6898672954071,59.06645670053659,nan,136.6234105948705,nan,37.42773544753898,36.51160736637978,5.362533293266379,1.2818984639223023,62.98408834678667,5412.450412127345,1.0,4,dissipative,positive,positive,yes,4.183274607302603,136.6234105948705,screening_only,direct_to_shear_magnitude_gap
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,salt,salt3_jin_case_v1,left_lower_leg,main_loop_leg,yes,4,0.30879640909090905,1949.498308348712,0.020704572084501726,0.014926408693333334,0.02195991413590978,0.4178547931059887,0.39775686414226846,5745.108832969412,-5905.601136810935,-160.49230384152224,5.436047652638442,nan,-165.92835149416067,nan,-54.628242462688995,-57.3885061761813,1.0599813200181933,1.1041707381843056,17.558660771457564,18943.853786431682,1.0,5,buoyancy_aided_or_net_gain,negative,positive,no,0.9599795424403502,165.92835149416067,screening_only,buoyancy_aided_or_net_gain_section
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,salt,salt3_jin_case_v1,left_upper_leg,main_loop_leg,yes,4,0.3599437894736842,1945.8073741569247,0.02064362714204846,0.014926408693333332,0.021982731251817298,0.4146119976311342,0.39775686414226846,6722.245038164414,-6870.740355229247,-148.49531706483435,10.15684790080351,nan,-158.6521649656379,nan,-43.74695872301236,-45.600755346292274,1.6240932749713948,0.8056543152300069,25.8137715339607,18971.613409399073,1.0,5,buoyancy_aided_or_net_gain,negative,positive,no,2.0158686477186323,158.6521649656379,screening_only,buoyancy_aided_or_net_gain_section
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,salt,salt3_jin_case_v1,lower_leg,main_loop_leg,yes,4,0.9004136306150922,1948.0820276814259,0.02019850167099021,0.014926323497499993,0.022041740782055636,0.3973887390904039,0.39775686414226846,-4699.161723991092,4716.879932433474,17.71820844238141,7.816160245930969,7.816160245930883,9.902048196450442,9.902048196450526,2.182920658319686,2.180900986782885,0.41606423218649213,0.7724289844757447,8.68063296708591,-5218.892255974615,0.75,5,dissipative,positive,positive,yes,0.5386439925851295,9.902048196450442,candidate,dissipative_with_agreeing_friction_proxies
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,salt,salt3_jin_case_v1,right_leg,main_loop_leg,yes,4,0.9144000000000002,1950.9264081302124,0.020111767619011886,0.014926362017499993,0.022082226572606178,0.3945584780101141,0.39775686414226846,-17397.274214027646,17500.324925499757,103.05071147210765,11.841127395902289,11.841127395902289,91.20958407620535,91.20958407620535,12.614679888299197,12.513245102209146,0.7391950518002212,1.064890145020419,12.94961438746969,-19025.890435288326,0.7311827956989247,5,dissipative,positive,positive,yes,0.6941514627182951,91.20958407620535,screening_only,support_fraction_below_floor
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,salt,salt3_jin_case_v1,test_section_span,test_section_leg,no,4,0.2512780000000001,1946.5841748747994,0.02310534496780569,0.01492640893,0.020787565883064133,0.5195987644741329,0.39775686414226846,-4687.7604163929545,4798.402365066004,110.64194867304968,5.536862496440575,5.536862496440575,105.1050861766091,105.1050861766091,35.23147986216345,46.02367568584063,0.8835370531781226,0.8311638040716947,22.034808047025898,-18655.67386079542,1.0,5,dissipative,positive,positive,yes,1.0630119464416792,105.1050861766091,candidate,dissipative_with_agreeing_friction_proxies
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,salt,salt3_jin_case_v1,upper_leg,main_loop_leg,yes,4,0.8940937962820349,1945.8771271820497,0.019967119441943855,0.014926540565000005,0.022197541157231646,0.38789684943445973,0.39775686414226846,4739.289420091158,-4543.193794852714,196.09562523844306,57.33892803358493,nan,138.7566972048581,nan,25.10171849610724,24.479469729115436,3.5239967031459836,0.8298293564076117,61.769020492066765,5385.6834196847785,1.0,5,dissipative,positive,positive,yes,4.246652249568041,138.7566972048581,screening_only,direct_to_shear_magnitude_gap
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,salt,salt3_kirst_case_v1,left_lower_leg,main_loop_leg,yes,4,0.30879640909090905,1950.101979908462,0.019372353387234566,0.013970305810833335,0.02195991413590978,0.3659250103278438,0.34840162250072204,5745.268813827921,-5907.42983470426,-162.16102087633976,5.476444647125761,nan,-167.63746552346552,nan,-63.029341606743024,-66.19949750140887,1.2360438925723531,1.3636415739437062,17.75701930299857,18944.442433081418,1.0,6,buoyancy_aided_or_net_gain,negative,positive,no,0.9064287245200838,167.63746552346552,screening_only,buoyancy_aided_or_net_gain_section
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,salt,salt3_kirst_case_v1,left_upper_leg,main_loop_leg,yes,4,0.3599437894736842,1945.7622512133255,0.0193217590514374,0.013970305810833335,0.021982731251817298,0.3632060738896153,0.34840162250072204,6721.812608754236,-6870.5810239235625,-148.76841516932654,11.022196578711897,nan,-159.79061174803843,nan,-50.03047177950023,-52.15639061603101,2.0422775192151126,1.0038733055102285,28.636844619868583,18970.379134257855,1.0,6,buoyancy_aided_or_net_gain,negative,positive,no,2.0343976754886466,159.79061174803843,screening_only,buoyancy_aided_or_net_gain_section
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,salt,salt3_kirst_case_v1,lower_leg,main_loop_leg,yes,4,0.9004136306150922,1948.1211350322253,0.018904298872496908,0.013970211725000004,0.022041740782055636,0.34810247615334855,0.34840162250072204,-4699.035928732391,4716.974622839512,17.93869410712182,7.886757141804036,7.886757141803946,10.051936965317783,10.051936965317871,2.5230015434682858,2.520835353318587,0.4717377750421475,0.9366004371867339,8.759037928397785,-5218.7525476734245,0.75,6,dissipative,positive,positive,yes,0.5036702486058046,10.051936965317783,candidate,dissipative_with_agreeing_friction_proxies
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,salt,salt3_kirst_case_v1,right_leg,main_loop_leg,yes,4,0.9144000000000002,1951.5851664276997,0.018817241097864985,0.013970318215,0.022082226572606178,0.3455169935650483,0.34840162250072204,-17397.5522567751,17506.234161340406,108.68190456530647,15.438703937266904,15.43870393726691,93.24320062803956,93.24320062803956,15.192333187404554,15.066546334543139,1.0972709606299316,1.1503658382881288,16.883971934893818,-19026.19450653444,0.7311827956989247,6,dissipative,positive,positive,yes,0.9538452239357106,93.24320062803956,screening_only,support_fraction_below_floor
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,salt,salt3_kirst_case_v1,test_section_span,test_section_leg,no,4,0.2512780000000001,1946.776279033637,0.021623205825322782,0.013970302764999994,0.020787565883064133,0.4551203087775399,0.34840162250072204,-4687.408914997248,4798.875908959973,111.46699396272447,5.125467623993617,5.125467623993618,106.34152633873086,106.34152633873086,40.522781179988066,52.93528894669412,0.9291447664176996,1.0189787206976753,20.39759797512562,-18654.275006157506,1.0,6,dissipative,positive,positive,yes,0.9118392244555725,106.34152633873086,candidate,dissipative_with_agreeing_friction_proxies
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,salt,salt3_kirst_case_v1,upper_leg,main_loop_leg,yes,4,0.8940937962820349,1945.6239206926746,0.01869051287078372,0.0139703874925,0.022197541157231646,0.33983753071841094,0.34840162250072204,4737.993976977416,-4542.6026135621405,195.3913634152757,60.155823537666265,nan,135.23553987760943,nan,28.548665589961217,27.846907907196854,4.215509321950185,0.9822949747852406,64.57179195602822,5384.2020082336185,1.0,6,dissipative,positive,positive,yes,4.291490265306328,135.23553987760943,screening_only,direct_to_shear_magnitude_gap
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,salt,salt4_jin_case_v1,left_lower_leg,main_loop_leg,yes,4,0.30879640909090905,1936.6864528291376,0.023721065427550835,0.016988683013333335,0.02195991413590978,0.5448760601950866,0.5184860155296908,5710.211526271096,-5866.790275474438,-156.57874920334075,5.789563435487084,nan,-162.36831263882783,nan,-40.871782507868396,-42.952076474791376,0.8484257153416102,0.8806361549300971,18.58862191176034,18828.74284255953,1.0,7,buoyancy_aided_or_net_gain,negative,positive,no,0.9634236688919005,162.36831263882783,screening_only,buoyancy_aided_or_net_gain_section
