source_id,case_label,case_order,span_name,span_kind,time_sample_count,mean_mdot_mean_abs_kg_s,mean_cp_bulk_j_kg_k,mean_t_bulk_in_k,mean_t_bulk_out_k,mean_enthalpy_change_w,mean_wall_heat_total_w,mean_enthalpy_minus_wall_heat_w,mean_abs_enthalpy_minus_wall_heat_w,enthalpy_residual_fraction_of_wall_heat,fit_status,fit_reason,bulk_temperature_method
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,1,test_section_span,test_section_leg,4,0.011264837599999999,1423.47,436.5962136035511,436.8574154218568,4.18841252536566,-1.0907093622740887,5.279121887639748,5.279121887639748,4.84008120791498,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,1,upper_leg,main_loop_leg,4,0.011264751540000003,1423.47,427.03671566858213,436.0650539429968,144.76972811748064,-146.2317744003068,291.00150251778746,291.00150251778746,1.9900018563761404,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,2,left_lower_leg,main_loop_leg,4,0.01093209658333333,1423.47,437.3663735180015,437.1382351495879,-3.550177849014893,-7.056721181265749,3.5065433322508555,3.5065433322508555,0.49690830092027166,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,2,left_upper_leg,main_loop_leg,4,0.01093209658333333,1423.47,436.8841299962448,436.7511236012794,-2.0697805479499243,-8.2899446595039,6.220164111553975,6.220164111553975,0.7503263733398929,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,2,lower_leg,main_loop_leg,4,0.010932096642500016,1423.47,436.3670787435768,427.07781442692556,-144.554994490559,207.35142685846088,-351.90642134901987,351.90642134901987,1.6971497456307978,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,2,right_leg,main_loop_leg,4,0.010932096537500007,1423.47,436.73302359832815,425.5726576273568,-173.6721629353669,-19.821262676045595,-153.8509002593213,153.8509002593213,7.761912183589256,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,2,test_section_span,test_section_leg,4,0.010932096555,1423.47,436.8841299962448,437.1382351495879,3.9542602616756977,-1.0286955182827082,4.982955779958406,4.982955779958406,4.843955953338741,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,2,upper_leg,main_loop_leg,4,0.010932096569999996,1423.47,427.06867387958,436.37088213852485,144.75642083880552,-146.24864434535164,291.00506518415716,291.00506518415716,1.989796667769293,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,3,left_lower_leg,main_loop_leg,4,0.013162731812499998,1423.47,455.0764744056229,454.8019943362454,-5.1428659576098426,-8.249646691287523,3.106780733677681,3.106780733677681,0.37659561068945674,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,3,left_upper_leg,main_loop_leg,4,0.013162731812499998,1423.47,454.3462647193743,454.13958335058015,-3.872537953882301,-9.623840189768206,5.7513022358859045,5.7513022358859045,0.5976099064903972,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,3,lower_leg,main_loop_leg,4,0.013162662015000005,1423.47,453.67399464051124,445.7152211585486,-149.1207893424211,236.953373247939,-386.07416259036006,386.07416259036006,1.6293254546175493,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,3,right_leg,main_loop_leg,4,0.013162758540000005,1423.47,454.18528464009944,444.0492635761149,-189.91651384948528,-23.022494975590384,-166.8940188738949,166.8940188738949,7.249171692765898,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,3,test_section_span,test_section_leg,4,0.013162700614999998,1423.47,454.3462647193743,454.8019943362454,8.538873237298775,-7.627013002320543,16.16588623961932,16.16588623961932,2.1195566645423045,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,3,upper_leg,main_loop_leg,4,0.013162774882499994,1423.47,445.7065708572733,453.67605614209515,149.32277302538853,-148.66920404842813,297.99197707381666,297.99197707381666,2.0043961288495735,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,4,left_lower_leg,main_loop_leg,4,0.012243561806666664,1423.47,454.71371533141206,454.2843290898819,-7.483490664635806,-8.158129440745899,0.6746387761100945,0.6746387761100945,0.08269527727037537,candidate,enthalpy_wall_heat_balance_tight,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,4,left_upper_leg,main_loop_leg,4,0.012243561806666664,1423.47,453.8802503284388,453.705287518153,-3.0493118567732775,-9.539256427269779,6.489944570496501,6.489944570496501,0.6803407183754658,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,4,lower_leg,main_loop_leg,4,0.01224356170250001,1423.47,453.25283023043374,444.67412807311035,-149.51256177668463,237.04757344349326,-386.5601352201778,386.5601352201778,1.6307280838389384,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,4,right_leg,main_loop_leg,4,0.012243562342499991,1423.47,453.7069718512663,442.88924848374404,-188.53500076740917,-22.847201977731444,-165.68779878967771,165.68779878967771,7.251995187470622,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,4,test_section_span,test_section_leg,4,0.012243561812500001,1423.47,453.8802503284388,454.2843290898819,7.042423226469093,-7.146390024059181,14.188813250528273,14.188813250528273,1.9854518439043949,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,4,upper_leg,main_loop_leg,4,0.012243561375,1423.47,444.66610241118343,453.2567489189543,149.72072800568588,-148.5994940709739,298.3202220766598,298.3202220766598,2.007545341535123,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,5,left_lower_leg,main_loop_leg,4,0.014926408693333337,1423.47,467.6410719354026,467.39524044044924,-5.2232524408291585,-9.075061588417569,3.8518091475884098,3.8518091475884098,0.4244388988504986,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,5,left_upper_leg,main_loop_leg,4,0.014926408693333334,1423.47,466.77676249136266,466.54542171009535,-4.91536581441732,-10.541001270572622,5.625635456155302,5.625635456155302,0.5336908052426123,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,5,lower_leg,main_loop_leg,4,0.014926323497500001,1423.47,466.06081850947464,458.3070713384657,-164.7452113122343,266.0015276259532,-430.74673893818755,430.74673893818755,1.6193393428322571,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,5,right_leg,main_loop_leg,4,0.014926362017499991,1423.47,466.62114965417936,456.6860723650543,-211.0928619229352,-25.19332792344757,-185.89953399948763,185.89953399948763,7.378919314048618,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,5,test_section_span,test_section_leg,4,0.01492640893,1423.47,466.77676249136266,467.39524044044924,13.140984417138451,-12.57189033325588,25.71287475039433,25.71287475039433,2.045267184870136,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,5,upper_leg,main_loop_leg,4,0.014926540565,1423.47,458.29873015529046,466.0603479948611,164.9148390866165,-164.25828314220277,329.1731222288193,329.1731222288193,2.0039970948913752,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,6,left_lower_leg,main_loop_leg,4,0.013970305810833333,1423.47,468.37207614091545,468.0315581398205,-6.771647092090852,-9.066437777470405,2.2947906853795517,2.2947906853795517,0.2531083035811462,screening_only,enthalpy_wall_heat_balance_marginal,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,6,left_upper_leg,main_loop_leg,4,0.013970305810833333,1423.47,467.4475285194454,467.232452725391,-4.277063944080178,-10.560604292386126,6.283540348305949,6.283540348305949,0.5949981813859071,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,6,lower_leg,main_loop_leg,4,0.013970211725000006,1423.47,466.7434514752762,458.4527095843838,-164.87116245976998,265.85350121670604,-430.72466367647604,430.72466367647604,1.6201579505450185,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,6,right_leg,main_loop_leg,4,0.013970318214999987,1423.47,467.28523730206734,456.7351749904976,-209.80200430207452,-25.26720578610032,-184.53479851597422,184.53479851597422,7.303332235394552,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,6,test_section_span,test_section_leg,4,0.013970302764999998,1423.47,467.4475285194454,468.0315581398205,11.614192321371391,-12.598311446231843,24.212503767603238,24.212503767603238,1.9218848391659027,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,6,upper_leg,main_loop_leg,4,0.0139703874925,1423.47,458.4444766201087,466.7450525586627,165.06880102091924,-164.29687088794208,329.36567190886126,329.36567190886126,2.0046983860910146,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,7,left_lower_leg,main_loop_leg,4,0.016988683013333335,1423.47,483.29123190200454,483.0286209970003,-6.3506841161270815,-10.147643442709937,3.796959326582856,3.796959326582856,0.37417153529478714,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,7,left_upper_leg,main_loop_leg,4,0.016988683013333332,1423.47,482.2192758627036,481.9733792755705,-5.946513462517215,-11.72376225031767,5.777248787800455,5.777248787800455,0.49278112814373337,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,7,lower_leg,main_loop_leg,4,0.016988949870000002,1423.47,481.50771997049304,473.87326579832137,-184.62619021720326,302.46762524928783,-487.09381546649115,487.09381546649115,1.610399840528513,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,7,right_leg,main_loop_leg,4,0.01698846347999999,1423.47,482.0597029140836,472.38632134534265,-233.92716090727646,-28.005828945291405,-205.92133196198506,205.92133196198506,7.352802602781248,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,7,test_section_span,test_section_leg,4,0.016988287785,1423.47,482.2192758627036,483.0286209970003,19.571863669063074,-19.109019247182754,38.68088291624583,38.68088291624583,2.024221254680486,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,7,upper_leg,main_loop_leg,4,0.01698863569,1423.47,473.86374611863886,481.51002772484884,184.9087871907082,-184.25222214022125,369.1610093309295,369.1610093309295,2.0035634037020587,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,8,left_lower_leg,main_loop_leg,4,0.015880543442499995,1423.47,483.92204089199436,483.6090010958686,-7.07641380233345,-10.132710192441241,3.056296390107791,3.056296390107791,0.3016267446776199,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,8,left_upper_leg,main_loop_leg,4,0.015880543442500002,1423.47,482.82724012751873,482.59675719870177,-5.210176646810817,-11.7470555320049,6.536878885194083,6.536878885194083,0.5564695652782377,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,8,lower_leg,main_loop_leg,4,0.015880550669999986,1423.47,482.09691888487816,473.90774069844656,-185.12036495947802,302.3438437111195,-487.4642086705975,487.4642086705975,1.612284221458648,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,8,right_leg,main_loop_leg,4,0.01588055377250001,1423.47,482.6684240351398,472.2653837561977,-235.1658444782988,-28.087767030135076,-207.0780774481637,207.0780774481637,7.372536137386492,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,8,test_section_span,test_section_leg,4,0.0158804432325,1423.47,482.82724012751873,483.6090010958686,17.67196814396021,-19.136004759313884,36.8079729032741,36.8079729032741,1.9234930888778603,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,8,upper_leg,main_loop_leg,4,0.015880525885000014,1423.47,473.89881074888297,482.0966335371335,185.31549122488533,-184.2829038373411,369.5983950622265,369.5983950622265,2.0056032728269555,do_not_fit,enthalpy_wall_heat_balance_loose,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
