source_id,case_label,family,feature_name,feature_kind,adjacent_major_spans,reference_length_m,mean_feature_loss_prgh_pa,mean_reference_major_dp_pa,mean_feature_residual_dp_pa,mean_dynamic_head_reference_pa,mean_keff_reference,warning_fraction,time_sample_count,case_order,keff_sign,fit_status,fit_reason
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,salt,corner_lower_left,corner,left_lower_leg|lower_leg,0.20635081146333206,0.42106361025000005,3.5239107917501995,-3.1028471815001994,0.2727060399572586,-11.377992148565944,1.0,4,4,negative,screening_only,nonpositive_residual_feature_loss
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,salt,corner_lower_right,corner,lower_leg|right_leg,0.2063504440343609,2.3393691957499994,3.0204096238234084,-0.681040428073409,0.264892132073948,-2.571010406165208,1.0,4,4,negative,screening_only,nonpositive_residual_feature_loss
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,salt,corner_upper_left,corner,upper_leg|left_upper_leg,0.24229320516510972,8.12923494,3.6645949036754613,4.464640036324539,0.26852980450355335,16.62623649757828,0.0,4,4,positive,candidate,positive_residual_feature_loss
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,salt,corner_upper_right,corner,right_leg|upper_leg,0.2294842671364168,4.42628578975,3.350971872941059,1.0753139168089416,0.2617582627823797,4.108041921499666,1.0,4,4,positive,candidate,positive_residual_feature_loss
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,salt,test_section_complex,connector_expansion_contraction,left_upper_leg|test_section_span|left_lower_leg,0.25127800000000006,4.475436191249999,4.784896617358471,-0.30946042610847146,0.30153889087263536,-1.026270360061721,1.0,4,4,negative,screening_only,nonpositive_residual_feature_loss
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,salt,corner_lower_left,corner,left_lower_leg|lower_leg,0.20635081146333206,0.64197996475,3.380023508856076,-2.738043544106076,0.40762176609819634,-6.717118102683652,1.0,4,5,negative,screening_only,nonpositive_residual_feature_loss
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,salt,corner_lower_right,corner,lower_leg|right_leg,0.2063504440343609,2.6360796765,3.2909376982247878,-0.6548580217247879,0.395973608550259,-1.6537920901404468,1.0,4,5,negative,screening_only,nonpositive_residual_feature_loss
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,salt,corner_upper_left,corner,upper_leg|left_upper_leg,0.24229320516510972,1.55220586,3.3599204026487532,-1.8077145426487535,0.40125442353279694,-4.505157916348798,1.0,4,5,negative,screening_only,nonpositive_residual_feature_loss
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,salt,corner_upper_right,corner,right_leg|upper_leg,0.2294842671364168,10.57082165125,3.722799621191473,6.848022030058528,0.3912276637222869,17.503930997373434,1.0,4,5,positive,candidate,positive_residual_feature_loss
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,salt,test_section_complex,connector_expansion_contraction,left_upper_leg|test_section_span|left_lower_leg,0.25127800000000006,6.5910313685,4.456582580954239,2.134448787545761,0.4506885184037519,4.73597329504987,1.0,4,5,positive,candidate,positive_residual_feature_loss
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,salt,corner_lower_left,corner,left_lower_leg|lower_leg,0.20635081146333206,0.5379278012500002,3.6075063318344145,-3.0695785305844145,0.3570137432405962,-8.59792819940768,1.0,4,6,negative,screening_only,nonpositive_residual_feature_loss
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,salt,corner_lower_right,corner,lower_leg|right_leg,0.2063504440343609,2.7202840257500007,3.2777525237221585,-0.5574684979721576,0.3468097348591984,-1.6074188292277456,1.0,4,6,negative,screening_only,nonpositive_residual_feature_loss
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,salt,corner_upper_left,corner,upper_leg|left_upper_leg,0.24229320516510972,3.414532995,3.5757504698791838,-0.16121747487918336,0.3515218023040131,-0.45862724252806,1.0,4,6,negative,screening_only,nonpositive_residual_feature_loss
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,salt,corner_upper_right,corner,right_leg|upper_leg,0.2294842671364168,8.9529821655,3.6683159534469287,5.284666212053072,0.3426772621417296,15.421700812665417,1.0,4,6,positive,candidate,positive_residual_feature_loss
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,salt,test_section_complex,connector_expansion_contraction,left_upper_leg|test_section_span|left_lower_leg,0.25127800000000006,6.1950993565,4.8056035139746465,1.389495842525354,0.39475046433166633,3.5199346627187507,1.0,4,6,positive,candidate,positive_residual_feature_loss
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,salt,corner_lower_left,corner,left_lower_leg|lower_leg,0.20635081146333206,0.8570143419999998,3.4570797715394708,-2.600065429539471,0.531403127165289,-4.892830502163642,1.0,4,7,negative,screening_only,nonpositive_residual_feature_loss
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,salt,corner_lower_right,corner,lower_leg|right_leg,0.2063504440343609,2.3263323029999996,3.4721265928335834,-1.1457942898335838,0.5162092776905622,-2.219631338203924,1.0,4,7,negative,screening_only,nonpositive_residual_feature_loss
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,salt,corner_upper_left,corner,upper_leg|left_upper_leg,0.24229320516510972,1.1605733049999998,3.2713710758395376,-2.110797770839538,0.5229342763883453,-4.036449447180627,1.0,4,7,negative,screening_only,nonpositive_residual_feature_loss
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,salt,corner_upper_right,corner,right_leg|upper_leg,0.2294842671364168,11.042015061999997,3.9379936036170426,7.104021458382957,0.5099982226473145,13.92950238435574,1.0,4,7,positive,candidate,positive_residual_feature_loss
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,salt,test_section_complex,connector_expansion_contraction,left_upper_leg|test_section_span|left_lower_leg,0.25127800000000006,8.782543147999998,4.507745957503808,4.274797190496193,0.5874722146017226,7.276594678429678,1.0,4,7,positive,candidate,positive_residual_feature_loss
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,salt,corner_lower_left,corner,left_lower_leg|lower_leg,0.20635081146333206,0.7292125172499999,3.6505635766555313,-2.9213510594055316,0.4642444825461169,-6.292699577997315,1.0,4,8,negative,screening_only,nonpositive_residual_feature_loss
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,salt,corner_lower_right,corner,lower_leg|right_leg,0.2063504440343609,2.6705505479999996,3.542558390199605,-0.8720078421996051,0.45097121282286656,-1.933621963897093,1.0,4,8,negative,screening_only,nonpositive_residual_feature_loss
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,salt,corner_upper_left,corner,upper_leg|left_upper_leg,0.24229320516510972,1.9600395675,3.4637751940117942,-1.5037356265117943,0.45699757575828603,-3.2904674035013834,1.0,4,8,negative,screening_only,nonpositive_residual_feature_loss
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,salt,corner_upper_right,corner,right_leg|upper_leg,0.2294842671364168,11.297425465500002,3.9928170629615307,7.304608402538469,0.4455671661493208,16.39395574334243,1.0,4,8,positive,candidate,positive_residual_feature_loss
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,salt,test_section_complex,connector_expansion_contraction,left_upper_leg|test_section_span|left_lower_leg,0.25127800000000006,8.54999935625,4.761181832708682,3.7888175235413177,0.5133019546201284,7.381264554788712,1.0,4,8,positive,candidate,positive_residual_feature_loss
