case_id,qoi_id,lane,span,quantity,targeted_extraction_decision,reason,scheduler_action,source_paths
salt_2,pressure_gradient_friction::upper_leg::section_mean_static_gradient,pressure_gradient_friction,upper_leg,apparent_darcy_f,no_extraction_launched_nonessential_after_pass_a,AGENT-449 reports 0 true f_D/component K admitted rows; pressure ladder rows are recirculation-mask blocked and coarse diagnostic only,none,work_products/2026-06/2026-06-30/2026-06-30_claude_segment_friction/segment_friction.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,pressure_gradient_friction::upper_leg::section_mean_total_pressure_gradient,pressure_gradient_friction,upper_leg,apparent_darcy_f,no_extraction_launched_nonessential_after_pass_a,AGENT-449 reports 0 true f_D/component K admitted rows; pressure ladder rows are recirculation-mask blocked and coarse diagnostic only,none,work_products/2026-06/2026-06-30/2026-06-30_claude_segment_friction/segment_friction.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,momentum_corrected_friction::left_lower_leg,momentum_corrected_friction,left_lower_leg,f_corrected,no_extraction_launched_nonessential_after_pass_a,AGENT-449 reports 0 true f_D/component K admitted rows; pressure ladder rows are recirculation-mask blocked and coarse diagnostic only,none,work_products/2026-07/2026-07-01/2026-07-01_claude_momentum_budget/momentum_budget.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,momentum_corrected_friction::left_upper_leg,momentum_corrected_friction,left_upper_leg,f_corrected,no_extraction_launched_nonessential_after_pass_a,AGENT-449 reports 0 true f_D/component K admitted rows; pressure ladder rows are recirculation-mask blocked and coarse diagnostic only,none,work_products/2026-07/2026-07-01/2026-07-01_claude_momentum_budget/momentum_budget.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,momentum_corrected_friction::lower_leg,momentum_corrected_friction,lower_leg,f_corrected,no_extraction_launched_nonessential_after_pass_a,AGENT-449 reports 0 true f_D/component K admitted rows; pressure ladder rows are recirculation-mask blocked and coarse diagnostic only,none,work_products/2026-07/2026-07-01/2026-07-01_claude_momentum_budget/momentum_budget.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,momentum_corrected_friction::right_leg,momentum_corrected_friction,right_leg,f_corrected,no_extraction_launched_nonessential_after_pass_a,AGENT-449 reports 0 true f_D/component K admitted rows; pressure ladder rows are recirculation-mask blocked and coarse diagnostic only,none,work_products/2026-07/2026-07-01/2026-07-01_claude_momentum_budget/momentum_budget.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,momentum_corrected_friction::test_section_span,momentum_corrected_friction,test_section_span,f_corrected,no_extraction_launched_nonessential_after_pass_a,AGENT-449 reports 0 true f_D/component K admitted rows; pressure ladder rows are recirculation-mask blocked and coarse diagnostic only,none,work_products/2026-07/2026-07-01/2026-07-01_claude_momentum_budget/momentum_budget.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,momentum_corrected_friction::upper_leg,momentum_corrected_friction,upper_leg,f_corrected,no_extraction_launched_nonessential_after_pass_a,AGENT-449 reports 0 true f_D/component K admitted rows; pressure ladder rows are recirculation-mask blocked and coarse diagnostic only,none,work_products/2026-07/2026-07-01/2026-07-01_claude_momentum_budget/momentum_budget.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/momentum_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,thermal_segment_closure::downcomer::thermal_segment_closure,thermal_segment_closure,downcomer,thermal_segment_closure,no_extraction_launched_nonessential_after_pass_a,downcomer/right-leg thermal policy is blocked; no final closure depends on this row,none,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv
salt_2,thermal_segment_closure::lower_leg::HTC,thermal_segment_closure,lower_leg,HTC,no_extraction_launched_nonessential_after_pass_a,AGENT-452 keeps internal-Nu fit-admissible rows at 0; thermal rows are validation-only/blocked and cannot absorb residuals,none,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv
salt_2,thermal_segment_closure::lower_leg::UA_prime,thermal_segment_closure,lower_leg,UA_prime,no_extraction_launched_nonessential_after_pass_a,AGENT-452 keeps internal-Nu fit-admissible rows at 0; thermal rows are validation-only/blocked and cannot absorb residuals,none,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv
salt_2,thermal_segment_closure::lower_leg::Nu,thermal_segment_closure,lower_leg,Nu,no_extraction_launched_nonessential_after_pass_a,AGENT-452 keeps internal-Nu fit-admissible rows at 0; thermal rows are validation-only/blocked and cannot absorb residuals,none,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv
salt_2,thermal_segment_closure::upcomer::HTC,thermal_segment_closure,upcomer,HTC,no_extraction_launched_nonessential_after_pass_a,AGENT-452 keeps internal-Nu fit-admissible rows at 0; thermal rows are validation-only/blocked and cannot absorb residuals,none,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv
salt_2,thermal_segment_closure::upcomer::UA_prime,thermal_segment_closure,upcomer,UA_prime,no_extraction_launched_nonessential_after_pass_a,AGENT-452 keeps internal-Nu fit-admissible rows at 0; thermal rows are validation-only/blocked and cannot absorb residuals,none,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv
salt_2,thermal_segment_closure::upcomer::Nu,thermal_segment_closure,upcomer,Nu,no_extraction_launched_nonessential_after_pass_a,AGENT-452 keeps internal-Nu fit-admissible rows at 0; thermal rows are validation-only/blocked and cannot absorb residuals,none,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv
