case_id,fluid_case_name,source_id,variant_id,engine,segment_name,parent_segment,s_start_m,s_end_m,T_in_K,T_out_K,T_avg_K,Q_source_W,Q_hx_sink_W,Q_ambient_W,h_inner_W_m2K,h_outer_W_m2K,h_rad_W_m2K,reynolds_inner,nusselt_inner
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,top_horizontal_inlet,top_horizontal_inlet,0.9144,0.9398,487.025654559,486.986999573,487.006327066,0,0,1.13598242541,643.262161834,5.41294112804,0,203.419213198,25.8112042622
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,cooled_incline_pre_hx__s00,cooled_incline_pre_hx,0.9398,1.0414,486.986999573,486.83031194,486.908655757,0,0,4.60467836746,405.215008132,5.96584881239,0,203.218748784,16.2603359411
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,cooled_incline_pre_hx__s01,cooled_incline_pre_hx,1.0414,1.143,486.83031194,486.673810489,486.752061215,0,0,4.59920694958,405.191358843,5.9644428744,0,202.897291773,16.2608104573
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,cooled_incline_pre_hx__s02,cooled_incline_pre_hx,1.143,1.1684,486.673810489,486.633386032,486.65359826,0,0,1.18798313026,643.177601689,7.23431338577,0,202.695135499,25.8129009378
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,cooled_incline_pre_hx__s03,cooled_incline_pre_hx,1.1684,1.2446,486.633386032,486.515499634,486.574442833,0,0,3.46440594654,445.941319512,6.1404554186,0,202.532837261,17.8979292105
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,cooled_incline_hx_active__s00,cooled_incline_hx_active,1.2446,1.3462,486.515499634,484.968926456,485.742213045,0,45.4503333333,0,,,0,,
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,cooled_incline_hx_active__s01,cooled_incline_hx_active,1.3462,1.397,484.968926456,484.195639868,484.582283162,0,22.7251666667,0,,,0,,
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,cooled_incline_hx_active__s02,cooled_incline_hx_active,1.397,1.4478,484.195639868,483.422353279,483.808996573,0,22.7251666667,0,,,0,,
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,cooled_incline_hx_active__s03,cooled_incline_hx_active,1.4478,1.5494,483.422353279,481.875780102,482.64906669,0,45.4503333333,0,,,0,,
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,cooled_incline_post_hx__s00,cooled_incline_post_hx,1.5494,1.6256,481.875780102,481.762116308,481.818948205,0,0,3.34031368295,445.172124338,6.09671107002,0,192.856380265,17.9133850963
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,cooled_incline_post_hx__s01,cooled_incline_post_hx,1.6256,1.651,481.762116308,481.723188013,481.742652161,0,0,1.14401433029,642.031950218,7.18479227856,0,192.702351482,25.8359211374
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,cooled_incline_post_hx__s02,cooled_incline_post_hx,1.651,1.7526,481.723188013,481.572693548,481.647940781,0,0,4.4226762597,404.44123945,5.9183173364,0,192.511403675,16.2758829791
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,cooled_incline_post_hx__s03,cooled_incline_post_hx,1.7526,1.8542,481.572693548,481.422374294,481.497533921,0,0,4.417527227,404.419745501,5.91694914998,0,192.208126465,16.2763154857
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,top_horizontal_exit,top_horizontal_exit,1.8542,1.8796,481.422374294,481.385345412,481.403859853,0,0,1.0881949506,641.95509526,5.36539001398,0,192.019215354,25.8374676312
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,right_vertical__s00,right_vertical,1.8796,2.01022857143,481.385345412,481.194928626,481.290137019,0,0,5.59589203985,371.893936615,5.50315835695,0,191.790241717,14.9689208318
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,right_vertical__s01,right_vertical,2.01022857143,2.1082,481.194928626,481.051151972,481.123040299,0,0,4.22525647712,409.298163261,5.7315449,0,191.453706445,16.4759137858
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,right_vertical__s02,right_vertical,2.1082,2.14085714286,481.051151972,481.001507823,481.026329898,0,0,1.45892852057,590.290023722,7.07309882826,0,191.258956624,23.762783666
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,right_vertical__s03,right_vertical,2.14085714286,2.27148571429,481.001507823,480.811656789,480.906582306,0,0,5.57926596455,371.843787915,5.49980304743,0,191.018160378,14.9699301893
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,right_vertical__s04,right_vertical,2.27148571429,2.3368,480.811656789,480.714889809,480.763273299,0,0,2.84375719336,468.470268477,6.12458488054,0,190.729867355,18.8614041679
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,right_vertical__s05,right_vertical,2.3368,2.40211428571,480.714889809,480.618195583,480.666542696,0,0,2.84161908893,468.454400415,6.12367705289,0,190.535420925,18.8617236135
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,right_vertical__s06,right_vertical,2.40211428571,2.53274285714,480.618195583,480.42890869,480.523552137,0,0,5.56268727001,371.79391661,5.49644897511,0,190.248198163,14.9709341661
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,right_vertical__s07,right_vertical,2.53274285714,2.5654,480.42890869,480.379504344,480.404206517,0,0,1.45188126735,590.161441385,7.06671691283,0,190.00837303,23.7653722016
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,right_vertical__s08,right_vertical,2.5654,2.66337142857,480.379504344,480.236635474,480.308069909,0,0,4.19857892865,409.181372656,5.72421623897,0,189.815462884,16.4782649371
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,right_vertical__s09,right_vertical,2.66337142857,2.794,480.236635474,480.047909312,480.142272393,0,0,5.54620877043,371.744480496,5.49310689241,0,189.482815203,14.9719295813
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,bottom_horizontal_inlet,bottom_horizontal_inlet,2.794,2.8194,480.047909312,480.011273954,480.029591633,0,0,1.07663021006,641.646233247,5.35361999938,0,189.256674747,25.8436854283
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,heated_incline__s00,heated_incline,2.8194,2.95002857143,480.011273954,481.111876121,480.561575037,37.9571428571,0,5.61308945815,371.798776474,5.77814670421,0,190.323324494,14.9708363216
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,heated_incline__s01,heated_incline,2.95002857143,3.048,481.111876121,481.935498689,481.523687405,28.4678571429,0,4.26353470045,409.355891736,5.93779774754,0,192.259894768,16.4747520058
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,heated_incline__s02,heated_incline,3.048,3.08065714286,481.935498689,482.208582879,482.072040784,9.48928571429,0,1.46396305158,590.508089911,6.86274101253,0,193.367004962,23.7583956328
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,heated_incline__s03,heated_incline,3.08065714286,3.21128571429,482.208582879,483.305911083,482.757246981,37.9571428571,0,5.7093050033,372.087603813,5.79784383184,0,194.751945493,14.9650247516
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,heated_incline__s04,heated_incline,3.21128571429,3.2766,483.305911083,483.852628525,483.579269804,18.9785714286,0,2.91181406663,468.939508388,6.22216054553,0,196.419304803,18.8519650626
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,heated_incline__s05,heated_incline,3.2766,3.34191428571,483.852628525,484.398929157,484.125778841,18.9785714286,0,2.92406323768,469.032230076,6.22724480511,0,197.530079926,18.850101574
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,heated_incline__s06,heated_incline,3.34191428571,3.47254285714,484.398929157,485.492965912,484.945947535,37.9571428571,0,5.8060343744,372.382331701,5.81736962636,0,199.200405634,14.9591014266
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,heated_incline__s07,heated_incline,3.47254285714,3.5052,485.492965912,485.764669302,485.628817607,9.48928571429,0,1.50454181416,591.26836996,6.8977562545,0,200.595899551,23.7431159008
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,heated_incline__s08,heated_incline,3.5052,3.60317142857,485.764669302,486.583018075,486.173843688,28.4678571429,0,4.41852095957,410.045074656,5.97994675484,0,201.710779602,16.4609012206
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,heated_incline__s09,heated_incline,3.60317142857,3.7338,486.583018075,487.673744917,487.128381496,37.9571428571,0,5.90330635153,372.682985287,5.83673355101,0,203.668831395,14.9530662504
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,bottom_horizontal_exit,bottom_horizontal_exit,3.7338,3.7592,487.673744917,487.634899574,487.654322245,0,0,1.14157659782,643.418300324,5.41839731175,0,204.75156972,25.8080722663
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,left_lower_vertical__s00,left_lower_vertical,0,0.121412,457.335228647,457.16649482,457.250861733,0,0,4.28249850645,360.230150944,5.33890062222,0,125.804554416,14.661005356
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,left_lower_vertical__s01,left_lower_vertical,0.121412,0.182118,457.16649482,457.080458987,457.123476903,0,0,2.18361279581,453.846424869,5.9753781869,0,125.605009017,18.4720170568
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,left_lower_vertical__s02,left_lower_vertical,0.182118,0.242824,457.080458987,456.994486682,457.037472834,0,0,2.18200045886,453.836232557,5.9745093963,0,125.47040292,18.4722244791
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,left_lower_vertical__s03,left_lower_vertical,0.242824,0.364236,456.994486682,456.826245515,456.910366098,0,0,4.26999471402,360.198123431,5.33569149526,0,125.271639669,14.6616571433
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,test_section__s00,test_section,0.364236,0.4572,456.826245515,456.476425397,456.651335456,0,0,8.87846420698,410.198363568,8.31458537076,0,130.100945442,16.0267925279
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,test_section__s01,test_section,0.4572,0.550164,456.476425397,456.127524225,456.301974811,0,0,8.85514130272,410.161275236,8.31109376037,0,129.533038188,16.027517113
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,left_upper_vertical__s00,left_upper_vertical,0.550164,0.671576,456.127524225,455.960533561,456.044028893,0,0,4.23825677862,360.117368094,5.3275109511,0,123.920009558,14.6633009694
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,left_upper_vertical__s01,left_upper_vertical,0.671576,0.732282,455.960533561,455.8753862,455.917959881,0,0,2.16106317924,453.70475257,5.96317953796,0,123.723774523,18.4749008362
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,left_upper_vertical__s02,left_upper_vertical,0.732282,0.792988,455.8753862,455.790301408,455.832843804,0,0,2.15947515629,453.694846863,5.96231654309,0,123.591401417,18.4751025202
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,left_upper_vertical__s03,left_upper_vertical,0.792988,0.9144,455.790301408,455.623795995,455.707048702,0,0,4.2259410579,360.086241171,5.32432293556,0,123.395935097,14.6639347254
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,top_horizontal_inlet,top_horizontal_inlet,0.9144,0.9398,455.623795995,455.589087605,455.6064418,0,0,0.880909882021,606.556574889,5.13644718272,0,123.239553269,24.7019974979
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,cooled_incline_pre_hx__s00,cooled_incline_pre_hx,0.9398,1.0414,455.589087605,455.448396644,455.518742124,0,0,3.57076814047,382.098147798,5.67158944479,0,123.103469224,15.561457424
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,cooled_incline_pre_hx__s01,cooled_incline_pre_hx,1.0414,1.143,455.448396644,455.307876696,455.37813667,0,0,3.5664277775,382.084454916,5.6702133701,0,122.885295828,15.5617362619
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,cooled_incline_pre_hx__s02,cooled_incline_pre_hx,1.143,1.1684,455.307876696,455.271583322,455.289730009,0,0,0.921137225757,606.507615095,6.90686446987,0,122.748123423,24.7029945013
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,cooled_incline_pre_hx__s03,cooled_incline_pre_hx,1.1684,1.2446,455.271583322,455.165739469,455.218661396,0,0,2.68634386459,420.521301592,5.84113242228,0,122.638015503,17.1282543465
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,cooled_incline_hx_active__s00,cooled_incline_hx_active,1.2446,1.3462,455.165739469,453.374970527,454.270354998,0,45.4503333333,0,,,0,,
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,cooled_incline_hx_active__s01,cooled_incline_hx_active,1.3462,1.397,453.374970527,452.479586056,452.927278291,0,22.7251666667,0,,,0,,
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,cooled_incline_hx_active__s02,cooled_incline_hx_active,1.397,1.4478,452.479586056,451.584201585,452.03189382,0,22.7251666667,0,,,0,,
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,cooled_incline_hx_active__s03,cooled_incline_hx_active,1.4478,1.5494,451.584201585,449.793432642,450.688817114,0,45.4503333333,0,,,0,,
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,cooled_incline_post_hx__s00,cooled_incline_post_hx,1.5494,1.6256,449.793432642,449.692553333,449.742992988,0,0,2.56034268436,419.961051593,5.7861076354,0,114.278774339,17.1396755321
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,cooled_incline_post_hx__s01,cooled_incline_post_hx,1.6256,1.651,449.692553333,449.658004285,449.675278809,0,0,0.876865691527,605.679093903,6.84525487132,0,114.176964942,24.7198846005
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,cooled_incline_post_hx__s02,cooled_incline_post_hx,1.651,1.7526,449.658004285,449.524440234,449.59122226,0,0,3.38988596221,381.546467417,5.61304257524,0,114.050772647,15.5727035637
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,cooled_incline_post_hx__s03,cooled_incline_post_hx,1.7526,1.8542,449.524440234,449.391034742,449.457737488,0,0,3.38586167818,381.534647428,5.6117111919,0,113.850386785,15.5729447839
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,top_horizontal_exit,top_horizontal_exit,1.8542,1.8796,449.391034742,449.358175049,449.374604895,0,0,0.83398939031,605.636829796,5.07848639244,0,113.725594594,24.7207471187
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,right_vertical__s00,right_vertical,1.8796,2.01022857143,449.358175049,449.189200392,449.27368772,0,0,4.28860984172,350.860107993,5.20971861924,0,113.574374847,14.3218296591
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,right_vertical__s01,right_vertical,2.01022857143,2.1082,449.189200392,449.061616983,449.125408687,0,0,3.23809651424,386.158297938,5.43043058071,0,113.352171847,15.7634830054
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,right_vertical__s02,right_vertical,2.1082,2.14085714286,449.061616983,449.017567072,449.039592027,0,0,1.11800022164,556.925623424,6.73054948841,0,113.223616306,22.7351014351
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,right_vertical__s03,right_vertical,2.14085714286,2.27148571429,449.017567072,448.849104703,448.933335887,0,0,4.27560791099,350.832588647,5.2064476578,0,113.064696991,14.322391351
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,right_vertical__s04,right_vertical,2.27148571429,2.3368,448.849104703,448.763241451,448.806173077,0,0,2.17923239059,442.00845653,5.81071525507,0,112.874471603,18.0453458093
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,right_vertical__s05,right_vertical,2.3368,2.40211428571,448.763241451,448.677444023,448.720342737,0,0,2.17756179316,441.999763395,5.80983234766,0,112.746196995,18.045523264
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,right_vertical__s06,right_vertical,2.40211428571,2.53274285714,448.677444023,448.50949252,448.593468272,0,0,4.26264205397,350.80526721,5.20317762048,0,112.556759608,14.3229490689
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,right_vertical__s07,right_vertical,2.53274285714,2.5654,448.50949252,448.465659317,448.487575919,0,0,1.11250010109,556.855181238,6.72436067981,0,112.398619902,22.7365393849
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,right_vertical__s08,right_vertical,2.5654,2.66337142857,448.465659317,448.338897659,448.402278488,0,0,3.21724034019,386.094315688,5.42329246875,0,112.271441031,15.764789087
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,right_vertical__s09,right_vertical,2.66337142857,2.794,448.338897659,448.171453969,448.255175814,0,0,4.2497537107,350.778229957,5.19991902209,0,112.052186733,14.3235010497
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,bottom_horizontal_inlet,bottom_horizontal_inlet,2.794,2.8194,448.171453969,448.138950681,448.155202325,0,0,0.824943723419,605.467622427,5.06700457365,0,111.903169395,24.7242011766
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,heated_incline__s00,heated_incline,2.8194,2.95002857143,448.138950681,449.464741852,448.801846266,37.9571428571,0,4.30830480376,350.821941197,5.47887848797,0,112.866978256,14.3226086918
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,heated_incline__s01,heated_incline,2.95002857143,3.048,449.464741852,450.457090667,449.96091626,28.4678571429,0,3.28181496742,386.233158246,5.63671986567,0,114.605740509,15.7619552801
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,heated_incline__s02,heated_incline,3.048,3.08065714286,450.457090667,450.786503522,450.621797095,9.48928571429,0,1.12868670882,557.131183273,6.53824666908,0,115.602745305,22.7309068618
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,heated_incline__s03,heated_incline,3.08065714286,3.21128571429,450.786503522,452.108263166,451.447383344,37.9571428571,0,4.41062787477,351.039553869,5.50486948871,0,116.852200345,14.3181686446
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,heated_incline__s04,heated_incline,3.21128571429,3.2766,452.108263166,452.767190506,452.437726836,18.9785714286,0,2.25481925656,442.387906931,5.9194399438,0,118.360092944,18.0376051111
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,heated_incline__s05,heated_incline,3.2766,3.34191428571,452.767190506,453.42560371,453.096397108,18.9785714286,0,2.2678683106,442.459178904,5.9261193201,0,119.367292502,18.0361522906
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,heated_incline__s06,heated_incline,3.34191428571,3.47254285714,453.42560371,454.743302194,454.084452952,37.9571428571,0,4.51370299667,351.266027843,5.53055612719,0,120.884566106,14.3135521786
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,heated_incline__s07,heated_incline,3.47254285714,3.5052,454.743302194,455.071013675,454.907157934,9.48928571429,0,1.17186835145,557.715384757,6.58412670402,0,122.15533632,22.7189985397
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,heated_incline__s08,heated_incline,3.5052,3.60317142857,455.071013675,456.056856588,455.563935131,28.4678571429,0,3.44693878265,386.762747612,5.69213736354,0,123.172777841,15.7511602599
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,heated_incline__s09,heated_incline,3.60317142857,3.7338,456.056856588,457.370463376,456.713659982,37.9571428571,0,4.61755312057,351.501317261,5.55595322439,0,124.963080255,14.308760744
salt_2,Salt 2,viscosity_screening_salt_test_2_jin_coarse_mesh,F1_heater_only,fast_scan,bottom_horizontal_exit,bottom_horizontal_exit,3.7338,3.7592,457.370463376,457.335228646,457.352846011,0,0,0.894268555037,606.830808129,5.15248238903,0,125.96425413,24.6964153206
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,left_lower_vertical__s00,left_lower_vertical,0,0.121412,501.701754731,501.518198266,501.609976498,0,0,6.04813979036,399.034832021,5.72557694579,0,262.448185244,15.8718229712
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,left_lower_vertical__s01,left_lower_vertical,0.121412,0.182118,501.518198266,501.424581644,501.471389955,0,0,3.08465217523,502.722699767,6.39108313992,0,262.115447488,19.997834251
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,left_lower_vertical__s02,left_lower_vertical,0.182118,0.242824,501.424581644,501.331028353,501.377804998,0,0,3.08256541827,502.702680988,6.39023858893,0,261.890890784,19.9982324269
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,left_lower_vertical__s03,left_lower_vertical,0.242824,0.364236,501.331028353,501.147962306,501.23949533,0,0,6.03198068332,398.971931366,5.72246908599,0,261.559216789,15.8730740727
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,test_section__s00,test_section,0.364236,0.4572,501.147962306,501.348921289,501.248441798,18.5,0,11.8784712078,454.386765601,8.68695954548,0,272.544667769,17.3503872251
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,test_section__s01,test_section,0.4572,0.550164,501.348921289,501.549461502,501.449191396,18.5,0,11.8922694916,454.42555689,8.68842055417,0,273.046462516,17.3496466657
