family,case_id,case_label,branch,time_count,agree_time_count,negative_mean_direct_time_count,positive_cumulative_time_count,nonpositive_cumulative_time_count,branch_alignment_signature,mean_shear_gradient_pa_per_m,mean_direct_prgh_gradient_pa_per_m,direct_to_shear_ratio_mean,terminal_direct_prgh_drop_pa,raw_summary_terminal_direct_prgh_drop_pa,terminal_direct_prgh_drop_source,terminal_shear_drop_pa,direct_support_fraction,source_summary_path,source_timeseries_path
water,val_water_test_2_coarse_mesh_laminar,Water 2,left_upper_leg,5,5,0,4,1,1.0,0.24949907618051337,1.301017002282416,5.732660977388,0.072926346646,nan,timeseries_mean_fallback,0.09033451913483218,0.972972972973,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_2_coarse_mesh_laminar,Water 2,upper_leg,5,5,0,5,0,-1.0,1.6005715392075184,5.720169916411262,3.685575282110,4.839849918556,nan,timeseries_mean_fallback,1.4310610837110302,0.977777777778,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_3_coarse_mesh_laminar,Water 3,lower_leg,5,5,0,5,0,-1.0,1.831924098929255,0.1322121349129319,0.072161893805,0.1291083712728666,0.1291083712728666,summary_mean,1.6403407531015657,1.000000000000,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_3_coarse_mesh_laminar,Water 3,right_leg,5,5,0,5,0,1.0,1.4311679934749773,1.726099024884841,1.206256578566,1.5934910758575684,1.5934910758575684,summary_mean,1.2881391412930805,1.000000000000,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_3_coarse_mesh_laminar,Water 3,left_lower_leg,5,4,1,5,0,-1.0;1.0,1.854846017261489,0.12310203308329495,0.111590301656,0.020145273513065963,0.020145273513065963,summary_mean,0.5787127054112802,0.968750000000,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_3_coarse_mesh_laminar,Water 3,test_section_span,5,5,0,5,0,-1.0,0.8048946657855353,7.901697607678623,9.828384028432,2.0462985072357207,2.0462985072357207,summary_mean,0.1931019042701481,1.000000000000,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_3_coarse_mesh_laminar,Water 3,left_upper_leg,5,5,0,5,0,1.0,0.20900609163316647,3.452133211269473,18.853859046939,0.918795054625,nan,timeseries_mean_fallback,0.07585850904441341,0.972972972973,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_3_coarse_mesh_laminar,Water 3,upper_leg,5,5,0,5,0,-1.0,1.7856799223100168,6.626024832270843,3.859476195920,5.568964748293,nan,timeseries_mean_fallback,1.596565340682772,0.977777777778,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_4_coarse_mesh_laminar,Water 4,lower_leg,5,4,1,5,0,-1.0,2.2205805837642427,0.0812090716498648,0.038429248650,0.09036076407692054,0.09036076407692054,summary_mean,1.9869732055184375,1.000000000000,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_4_coarse_mesh_laminar,Water 4,right_leg,3,3,0,3,0,1.0,1.7513488476060326,1.3441905938797862,0.789340246447,1.2419247750415827,1.2419247750415827,summary_mean,0.9449190562546901,1.666666666667,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_4_coarse_mesh_laminar,Water 4,left_lower_leg,5,5,0,5,0,-1.0;1.0,2.281136801096615,0.3583546612169902,0.173994538220,0.036553854590732814,0.036553854590732814,summary_mean,0.7116073058980846,0.968750000000,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_4_coarse_mesh_laminar,Water 4,test_section_span,3,3,0,3,0,-1.0,1.0896999614635177,10.950190537054015,10.063608100488,2.852462797720734,2.852462797720734,summary_mean,0.15536889453933087,1.666666666667,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_4_coarse_mesh_laminar,Water 4,left_upper_leg,5,5,0,5,0,1.0,0.90961114628146,6.365436432650613,7.269454891862,2.148584655407,nan,timeseries_mean_fallback,0.3307785464840302,0.972972972973,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_4_coarse_mesh_laminar,Water 4,upper_leg,5,5,0,5,0,-1.0,2.1341244803831887,8.10461161147643,3.938981065745,6.666864150748,nan,timeseries_mean_fallback,1.9081074584042306,0.977777777778,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_summary.csv,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
