case_key,source_id,case_role,plane_location,span,station_label,representative_time_s,sampled_plane_file,sampled_wall_file,metric_status,face_count,wall_face_count,reverse_area_fraction,reverse_mass_fraction,secondary_velocity_fraction,bulk_T_K,bulk_T_rule,wall_T_K,wallHeatFlux_W_m2,Re,Pr,Ri,Gr,Ra,Gz,delta_T_wall_bulk_K,admission_status,quality_flags,source_paths
salt2_lo10q,salt2_jin_lo10q_corrected,pending-terminal-harvest,upcomer_mid,test_section_span,test_section_span__s02,12382,,,awaiting_compute_node_sampling,,,,,,,not_sampled,,,,,,,,,,blocked-compute-node-sampling-required,no_existing_matched_plane_postprocessing,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt2_lo10q,salt2_jin_lo10q_corrected,pending-terminal-harvest,upcomer_outlet,left_upper_leg,left_upper_leg__s04,12382,,,awaiting_compute_node_sampling,,,,,,,not_sampled,,,,,,,,,,blocked-compute-node-sampling-required,no_existing_matched_plane_postprocessing,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt2_hi10q,salt2_jin_hi10q_corrected,pending-terminal-harvest,upcomer_inlet,left_lower_leg,left_lower_leg__s00,11668,,,awaiting_compute_node_sampling,,,,,,,not_sampled,,,,,,,,not_applicable_zero_entry_length,,blocked-compute-node-sampling-required,no_existing_matched_plane_postprocessing,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt2_hi10q,salt2_jin_hi10q_corrected,pending-terminal-harvest,upcomer_mid,test_section_span,test_section_span__s02,11668,,,awaiting_compute_node_sampling,,,,,,,not_sampled,,,,,,,,,,blocked-compute-node-sampling-required,no_existing_matched_plane_postprocessing,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt2_hi10q,salt2_jin_hi10q_corrected,pending-terminal-harvest,upcomer_outlet,left_upper_leg,left_upper_leg__s04,11668,,,awaiting_compute_node_sampling,,,,,,,not_sampled,,,,,,,,,,blocked-compute-node-sampling-required,no_existing_matched_plane_postprocessing,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt4_lo10q,salt4_jin_lo10q_corrected,pending-terminal-harvest,upcomer_inlet,left_lower_leg,left_lower_leg__s00,13421,,,awaiting_compute_node_sampling,,,,,,,not_sampled,,,,,,,,not_applicable_zero_entry_length,,blocked-compute-node-sampling-required,no_existing_matched_plane_postprocessing,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt4_lo10q,salt4_jin_lo10q_corrected,pending-terminal-harvest,upcomer_mid,test_section_span,test_section_span__s02,13421,,,awaiting_compute_node_sampling,,,,,,,not_sampled,,,,,,,,,,blocked-compute-node-sampling-required,no_existing_matched_plane_postprocessing,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt4_lo10q,salt4_jin_lo10q_corrected,pending-terminal-harvest,upcomer_outlet,left_upper_leg,left_upper_leg__s04,13421,,,awaiting_compute_node_sampling,,,,,,,not_sampled,,,,,,,,,,blocked-compute-node-sampling-required,no_existing_matched_plane_postprocessing,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt4_hi5q,salt4_jin_hi5q_corrected,sensitivity-only,upcomer_inlet,left_lower_leg,left_lower_leg__s00,,,,blocked_before_sampling,,,,,,,not_sampled,,,,,,,,not_applicable_zero_entry_length,,blocked-terminal-harvest-or-new-cfd-run,no_existing_matched_plane_postprocessing,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-13/2026-07-13_corrected_q_latest_time_refresh/all_corrected_q_status_table.csv
salt4_hi5q,salt4_jin_hi5q_corrected,sensitivity-only,upcomer_mid,test_section_span,test_section_span__s02,,,,blocked_before_sampling,,,,,,,not_sampled,,,,,,,,,,blocked-terminal-harvest-or-new-cfd-run,no_existing_matched_plane_postprocessing,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-13/2026-07-13_corrected_q_latest_time_refresh/all_corrected_q_status_table.csv
salt4_hi5q,salt4_jin_hi5q_corrected,sensitivity-only,upcomer_outlet,left_upper_leg,left_upper_leg__s04,,,,blocked_before_sampling,,,,,,,not_sampled,,,,,,,,,,blocked-terminal-harvest-or-new-cfd-run,no_existing_matched_plane_postprocessing,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-13/2026-07-13_corrected_q_latest_time_refresh/all_corrected_q_status_table.csv
salt4_hi10q,salt4_jin_hi10q_corrected,pending-terminal-harvest,upcomer_inlet,left_lower_leg,left_lower_leg__s00,14017,,,awaiting_compute_node_sampling,,,,,,,not_sampled,,,,,,,,not_applicable_zero_entry_length,,blocked-compute-node-sampling-required,no_existing_matched_plane_postprocessing,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt4_hi10q,salt4_jin_hi10q_corrected,pending-terminal-harvest,upcomer_mid,test_section_span,test_section_span__s02,14017,,,awaiting_compute_node_sampling,,,,,,,not_sampled,,,,,,,,,,blocked-compute-node-sampling-required,no_existing_matched_plane_postprocessing,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
