case_key,display_name,source_id,split_group,split_subrole,q_ratio,qoi_family,qoi_label,mean_value,unit,n,window_start_s,window_end_s,coverage_status,source_quantity,source_path,coefficient_fit_allowed_now,model_selection_allowed_now,score_allowed_after_freeze
salt1_nominal,Salt 1 nominal,salt1_jin_nominal_continuation_corrected,train,train_nominal,1.00,TW,TW_mean_K,429.635244705,K,,7284,7884,available_spatial_mean_only,wall_temperature/wall T spatial mean/osc_mean,work_products/2026-07/2026-07-13/2026-07-13_time_series_uncertainty_story/screened_out_not_steady_or_live.csv,False,False,False
salt2_jin_nominal,Salt 2 nominal,viscosity_screening_salt_test_2_jin_coarse_mesh,train,train_nominal,1.00,mdot,mdot_abs_mean_kg_s,0.0131581644682,kg/s,2000,1933,2432,available,mean(abs(mdot_pipeleg_*_kg_s)),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt2_jin_nominal,Salt 2 nominal,viscosity_screening_salt_test_2_jin_coarse_mesh,train,train_nominal,1.00,TP,TP1,450.297561636,K,500,1933,2432,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt2_jin_nominal,Salt 2 nominal,viscosity_screening_salt_test_2_jin_coarse_mesh,train,train_nominal,1.00,TP,TP2,444.85796106,K,500,1933,2432,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt2_jin_nominal,Salt 2 nominal,viscosity_screening_salt_test_2_jin_coarse_mesh,train,train_nominal,1.00,TP,TP3,441.200101148,K,500,1933,2432,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt2_jin_nominal,Salt 2 nominal,viscosity_screening_salt_test_2_jin_coarse_mesh,train,train_nominal,1.00,TP,TP4,449.062137816,K,500,1933,2432,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt2_jin_nominal,Salt 2 nominal,viscosity_screening_salt_test_2_jin_coarse_mesh,train,train_nominal,1.00,TP,TP5,449.867434668,K,500,1933,2432,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt2_jin_nominal,Salt 2 nominal,viscosity_screening_salt_test_2_jin_coarse_mesh,train,train_nominal,1.00,TP,TP6,451.753190636,K,500,1933,2432,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt2_jin_nominal,Salt 2 nominal,viscosity_screening_salt_test_2_jin_coarse_mesh,train,train_nominal,1.00,TW,TW1,443.695816375,K,4,1933,2432,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt2_jin_nominal,Salt 2 nominal,viscosity_screening_salt_test_2_jin_coarse_mesh,train,train_nominal,1.00,TW,TW2,442.450103696,K,4,1933,2432,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt2_jin_nominal,Salt 2 nominal,viscosity_screening_salt_test_2_jin_coarse_mesh,train,train_nominal,1.00,TW,TW3,444.417306763,K,4,1933,2432,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt2_jin_nominal,Salt 2 nominal,viscosity_screening_salt_test_2_jin_coarse_mesh,train,train_nominal,1.00,TW,TW4,452.057110324,K,4,1933,2432,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt2_jin_nominal,Salt 2 nominal,viscosity_screening_salt_test_2_jin_coarse_mesh,train,train_nominal,1.00,TW,TW5,456.443103299,K,4,1933,2432,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt2_jin_nominal,Salt 2 nominal,viscosity_screening_salt_test_2_jin_coarse_mesh,train,train_nominal,1.00,TW,TW6,459.621375802,K,4,1933,2432,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt2_jin_nominal,Salt 2 nominal,viscosity_screening_salt_test_2_jin_coarse_mesh,train,train_nominal,1.00,TW,TW7,451.619103087,K,4,1933,2432,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt2_jin_nominal,Salt 2 nominal,viscosity_screening_salt_test_2_jin_coarse_mesh,train,train_nominal,1.00,TW,TW8,451.017263882,K,4,1933,2432,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt2_jin_nominal,Salt 2 nominal,viscosity_screening_salt_test_2_jin_coarse_mesh,train,train_nominal,1.00,TW,TW9,440.662512353,K,4,1933,2432,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt2_jin_nominal,Salt 2 nominal,viscosity_screening_salt_test_2_jin_coarse_mesh,train,train_nominal,1.00,TW,TW10,441.074932436,K,4,1933,2432,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt2_jin_nominal,Salt 2 nominal,viscosity_screening_salt_test_2_jin_coarse_mesh,train,train_nominal,1.00,TW,TW11,448.876773954,K,4,1933,2432,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt3_jin_nominal,Salt 3 nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,train,train_nominal,1.00,mdot,mdot_abs_mean_kg_s,0.0149238152386,kg/s,2000,2016,2515,available,mean(abs(mdot_pipeleg_*_kg_s)),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt3_jin_nominal,Salt 3 nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,train,train_nominal,1.00,TP,TP1,462.853575384,K,500,2016,2515,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt3_jin_nominal,Salt 3 nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,train,train_nominal,1.00,TP,TP2,458.66264172,K,500,2016,2515,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt3_jin_nominal,Salt 3 nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,train,train_nominal,1.00,TP,TP3,455.301700166,K,500,2016,2515,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt3_jin_nominal,Salt 3 nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,train,train_nominal,1.00,TP,TP4,462.508094868,K,500,2016,2515,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt3_jin_nominal,Salt 3 nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,train,train_nominal,1.00,TP,TP5,463.032027364,K,500,2016,2515,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt3_jin_nominal,Salt 3 nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,train,train_nominal,1.00,TP,TP6,464.584070668,K,500,2016,2515,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt3_jin_nominal,Salt 3 nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,train,train_nominal,1.00,TW,TW1,455.479785682,K,4,2016,2515,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt3_jin_nominal,Salt 3 nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,train,train_nominal,1.00,TW,TW2,454.322443825,K,4,2016,2515,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt3_jin_nominal,Salt 3 nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,train,train_nominal,1.00,TW,TW3,457.304970447,K,4,2016,2515,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt3_jin_nominal,Salt 3 nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,train,train_nominal,1.00,TW,TW4,464.655332096,K,4,2016,2515,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt3_jin_nominal,Salt 3 nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,train,train_nominal,1.00,TW,TW5,469.103166945,K,4,2016,2515,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt3_jin_nominal,Salt 3 nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,train,train_nominal,1.00,TW,TW6,472.455263967,K,4,2016,2515,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt3_jin_nominal,Salt 3 nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,train,train_nominal,1.00,TW,TW7,464.901216137,K,4,2016,2515,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt3_jin_nominal,Salt 3 nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,train,train_nominal,1.00,TW,TW8,463.770079409,K,4,2016,2515,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt3_jin_nominal,Salt 3 nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,train,train_nominal,1.00,TW,TW9,452.848418468,K,4,2016,2515,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt3_jin_nominal,Salt 3 nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,train,train_nominal,1.00,TW,TW10,453.182928436,K,4,2016,2515,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt3_jin_nominal,Salt 3 nominal,viscosity_screening_salt_test_3_jin_coarse_mesh,train,train_nominal,1.00,TW,TW11,460.795585818,K,4,2016,2515,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt4_nominal,Salt 4 nominal,viscosity_screening_salt_test_4_jin_coarse_mesh,train,train_nominal,1.00,mdot,mdot_abs_mean_kg_s,0.0170462289561,kg/s,2000,1584,2083,available,mean(abs(mdot_pipeleg_*_kg_s)),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt4_nominal,Salt 4 nominal,viscosity_screening_salt_test_4_jin_coarse_mesh,train,train_nominal,1.00,TP,TP1,478.290073,K,500,1584,2083,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt4_nominal,Salt 4 nominal,viscosity_screening_salt_test_4_jin_coarse_mesh,train,train_nominal,1.00,TP,TP2,474.477159152,K,500,1584,2083,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt4_nominal,Salt 4 nominal,viscosity_screening_salt_test_4_jin_coarse_mesh,train,train_nominal,1.00,TP,TP3,473.65329438,K,500,1584,2083,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt4_nominal,Salt 4 nominal,viscosity_screening_salt_test_4_jin_coarse_mesh,train,train_nominal,1.00,TP,TP4,478.394097968,K,500,1584,2083,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt4_nominal,Salt 4 nominal,viscosity_screening_salt_test_4_jin_coarse_mesh,train,train_nominal,1.00,TP,TP5,478.729280458,K,500,1584,2083,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt4_nominal,Salt 4 nominal,viscosity_screening_salt_test_4_jin_coarse_mesh,train,train_nominal,1.00,TP,TP6,480.162471324,K,500,1584,2083,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt4_nominal,Salt 4 nominal,viscosity_screening_salt_test_4_jin_coarse_mesh,train,train_nominal,1.00,TW,TW1,469.68046406,K,4,1584,2083,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt4_nominal,Salt 4 nominal,viscosity_screening_salt_test_4_jin_coarse_mesh,train,train_nominal,1.00,TW,TW2,469.179670781,K,4,1584,2083,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt4_nominal,Salt 4 nominal,viscosity_screening_salt_test_4_jin_coarse_mesh,train,train_nominal,1.00,TW,TW3,472.477664962,K,4,1584,2083,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt4_nominal,Salt 4 nominal,viscosity_screening_salt_test_4_jin_coarse_mesh,train,train_nominal,1.00,TW,TW4,481.347645029,K,4,1584,2083,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt4_nominal,Salt 4 nominal,viscosity_screening_salt_test_4_jin_coarse_mesh,train,train_nominal,1.00,TW,TW5,484.991103531,K,4,1584,2083,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt4_nominal,Salt 4 nominal,viscosity_screening_salt_test_4_jin_coarse_mesh,train,train_nominal,1.00,TW,TW6,488.297188776,K,4,1584,2083,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt4_nominal,Salt 4 nominal,viscosity_screening_salt_test_4_jin_coarse_mesh,train,train_nominal,1.00,TW,TW7,481.05899443,K,4,1584,2083,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt4_nominal,Salt 4 nominal,viscosity_screening_salt_test_4_jin_coarse_mesh,train,train_nominal,1.00,TW,TW8,479.361697948,K,4,1584,2083,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt4_nominal,Salt 4 nominal,viscosity_screening_salt_test_4_jin_coarse_mesh,train,train_nominal,1.00,TW,TW9,468.06935346,K,4,1584,2083,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt4_nominal,Salt 4 nominal,viscosity_screening_salt_test_4_jin_coarse_mesh,train,train_nominal,1.00,TW,TW10,468.26371674,K,4,1584,2083,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt4_nominal,Salt 4 nominal,viscosity_screening_salt_test_4_jin_coarse_mesh,train,train_nominal,1.00,TW,TW11,476.148219801,K,4,1584,2083,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,False
salt2_lo5q,Salt 2 -5Q,salt2_jin_lo5q_corrected,holdout_test,holdout_pm5,0.95,mdot,mdot_abs_mean_kg_s,0.0126974062139,kg/s,2000,9776,10275,available,mean(abs(mdot_pipeleg_*_kg_s)),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_lo5q,Salt 2 -5Q,salt2_jin_lo5q_corrected,holdout_test,holdout_pm5,0.95,TP,TP1,448.644352236,K,500,9776,10275,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_lo5q,Salt 2 -5Q,salt2_jin_lo5q_corrected,holdout_test,holdout_pm5,0.95,TP,TP2,443.066152054,K,500,9776,10275,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_lo5q,Salt 2 -5Q,salt2_jin_lo5q_corrected,holdout_test,holdout_pm5,0.95,TP,TP3,439.113177226,K,500,9776,10275,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_lo5q,Salt 2 -5Q,salt2_jin_lo5q_corrected,holdout_test,holdout_pm5,0.95,TP,TP4,447.297438822,K,500,9776,10275,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_lo5q,Salt 2 -5Q,salt2_jin_lo5q_corrected,holdout_test,holdout_pm5,0.95,TP,TP5,448.16738941,K,500,9776,10275,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_lo5q,Salt 2 -5Q,salt2_jin_lo5q_corrected,holdout_test,holdout_pm5,0.95,TP,TP6,450.071588702,K,500,9776,10275,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_lo5q,Salt 2 -5Q,salt2_jin_lo5q_corrected,holdout_test,holdout_pm5,0.95,TW,TW1,442.207496266,K,4,9776,10275,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
