case_id,case_key,source_id,time_s,loop_order_index,branch_flow_index,station_label,station_suffix,source_station_index,cfd_span,physical_location_label,loop_region,one_d_parent_segment,one_d_component_segments,one_d_role,flow_order_note,cfd_span_length_m_reference,one_d_component_length_m,length_basis_note,face_count,mean_p_Pa,mean_p_rgh_Pa,mean_un_m_s,mean_rho_kg_m3,reverse_area_fraction_proxy,relative_p_from_loop_start_Pa,relative_p_rgh_from_loop_start_Pa,relative_p_from_branch_start_Pa,relative_p_rgh_from_branch_start_Pa,delta_from_previous_loop_p_Pa,delta_from_previous_loop_p_rgh_Pa,admission_status,fit_eligible,blockers,mapping_status,plane_file,source_path
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,19,4,left_upper_leg__s04,s04,24,left_upper_leg,upper upcomer above test section,upcomer,left_upper_vertical,left_upper_vertical,upcomer,Upper upcomer ladder is reported in increasing station order along the loop path.,0.145,0.364236,CFD mesh PCA span and Fluid 1D left_upper_vertical lengths use different geometric bases.,2592,-17200.22886,-19.74791211,-0.001065771171,1954.545683,0.837962963,-16749.2695516,-19.066413408800003,-5501.057649999999,-16.36067698,-1372.7275899999986,-24.124826041000002,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_left_upper_leg__s04.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,20,0,upper_leg__s00,s00,25,upper_leg,cooled leg / top cooled incline,cooler,cooled_incline_composite,top_horizontal_inlet;cooled_incline_pre_hx;cooled_incline_hx_active;cooled_incline_post_hx;top_horizontal_exit,cooler_hx_path,CFD upper_leg is the cooled top path and maps to the Fluid top/HX composite.,0.357,0.9652,Composite Fluid length is top inlet + three 12 in cooled/HX segments + top exit.,3080,-13145.69228,-14.88204511,-2.170035209e-05,1954.70485,0.4915584416,-12694.732971599999,-14.2005464088,0.0,0.0,4054.53658,4.8658670000000015,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_upper_leg__s00.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,21,1,upper_leg__s01,s01,26,upper_leg,cooled leg / top cooled incline,cooler,cooled_incline_composite,top_horizontal_inlet;cooled_incline_pre_hx;cooled_incline_hx_active;cooled_incline_post_hx;top_horizontal_exit,cooler_hx_path,CFD upper_leg is the cooled top path and maps to the Fluid top/HX composite.,0.357,0.9652,Composite Fluid length is top inlet + three 12 in cooled/HX segments + top exit.,3840,-3833.057589,-9.090627611,-0.0007095726903,1957.226982,0.5447916667,-3382.0982806,-8.4091289098,9312.634691,5.791417499,9312.634691,5.791417499,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_upper_leg__s01.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,22,2,upper_leg__s02,s02,27,upper_leg,cooled leg / top cooled incline,cooler,cooled_incline_composite,top_horizontal_inlet;cooled_incline_pre_hx;cooled_incline_hx_active;cooled_incline_post_hx;top_horizontal_exit,cooler_hx_path,CFD upper_leg is the cooled top path and maps to the Fluid top/HX composite.,0.357,0.9652,Composite Fluid length is top inlet + three 12 in cooled/HX segments + top exit.,1366,-6697.708941,3.065597833,-0.001827624374,1954.238944,0.5783308931,-6246.7496326,3.7470965341999998,6447.983338999999,17.947642942999998,-2864.651352,12.156225444,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_upper_leg__s02.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,23,3,upper_leg__s03,s03,28,upper_leg,cooled leg / top cooled incline,cooler,cooled_incline_composite,top_horizontal_inlet;cooled_incline_pre_hx;cooled_incline_hx_active;cooled_incline_post_hx;top_horizontal_exit,cooler_hx_path,CFD upper_leg is the cooled top path and maps to the Fluid top/HX composite.,0.357,0.9652,Composite Fluid length is top inlet + three 12 in cooled/HX segments + top exit.,1184,-6830.699716,7.705917251,0.0003024663536,1956.402209,0.4864864865,-6379.7404076,8.3874159522,6314.992563999999,22.587962361,-132.9907750000002,4.640319418,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_upper_leg__s03.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,24,4,upper_leg__s04,s04,29,upper_leg,cooled leg / top cooled incline,cooler,cooled_incline_composite,top_horizontal_inlet;cooled_incline_pre_hx;cooled_incline_hx_active;cooled_incline_post_hx;top_horizontal_exit,cooler_hx_path,CFD upper_leg is the cooled top path and maps to the Fluid top/HX composite.,0.357,0.9652,Composite Fluid length is top inlet + three 12 in cooled/HX segments + top exit.,1360,-6190.584176,8.306471016,0.0008537814388,1957.873622,0.4470588235,-5739.6248676000005,8.9879697172,6955.108103999999,23.188516126,640.1155399999998,0.6005537649999999,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_upper_leg__s04.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,25,0,right_leg__s00,s00,5,right_leg,right downcomer / cold vertical return,downcomer,right_vertical,right_vertical,downcomer,CFD span right_leg is the downcomer; actual flow is top-to-bottom s00 -> s04.,0.366,0.9144,CFD mesh PCA span length differs from Fluid 1D physical 36 in right_vertical length.,2592,2614.867236,-0.7974796645,0.001157419669,1956.301657,0.2222222222,3065.8265444,-0.11598096329999996,0.0,0.0,8805.451412,-9.103950680499999,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_right_leg__s00.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,26,1,right_leg__s01,s01,6,right_leg,right downcomer / cold vertical return,downcomer,right_vertical,right_vertical,downcomer,CFD span right_leg is the downcomer; actual flow is top-to-bottom s00 -> s04.,0.366,0.9144,CFD mesh PCA span length differs from Fluid 1D physical 36 in right_vertical length.,1152,-889.2810254,-3.424422207,0.0008218024637,1958.146067,0.6232638889,-438.321717,-2.7429235058000003,-3504.1482614,-2.6269425425,-3504.1482614,-2.6269425425,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_right_leg__s01.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,27,2,right_leg__s02,s02,7,right_leg,right downcomer / cold vertical return,downcomer,right_vertical,right_vertical,downcomer,CFD span right_leg is the downcomer; actual flow is top-to-bottom s00 -> s04.,0.366,0.9144,CFD mesh PCA span length differs from Fluid 1D physical 36 in right_vertical length.,1152,-4411.496234,-3.663954384,0.0002118066622,1957.301918,0.640625,-3960.5369256000004,-2.9824556828000004,-7026.36347,-2.8664747195,-3522.2152086,-0.23953217700000007,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_right_leg__s02.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,28,3,right_leg__s03,s03,8,right_leg,right downcomer / cold vertical return,downcomer,right_vertical,right_vertical,downcomer,CFD span right_leg is the downcomer; actual flow is top-to-bottom s00 -> s04.,0.366,0.9144,CFD mesh PCA span length differs from Fluid 1D physical 36 in right_vertical length.,1036,-7921.856528,-2.374254506,-0.001067139164,1957.50637,0.6756756757,-7470.8972196,-1.6927558048000002,-10536.723764,-1.5767748415000002,-3510.360294,1.289699878,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_right_leg__s03.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,29,4,right_leg__s04,s04,9,right_leg,right downcomer / cold vertical return,downcomer,right_vertical,right_vertical,downcomer,CFD span right_leg is the downcomer; actual flow is top-to-bottom s00 -> s04.,0.366,0.9144,CFD mesh PCA span length differs from Fluid 1D physical 36 in right_vertical length.,1152,-11439.3666,-2.898155224,-1.366080564e-06,1957.191872,0.6736111111,-10988.407291599999,-2.2166565228,-14054.233836,-2.1006755595,-3517.510071999999,-0.5239007179999997,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_right_leg__s04.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
