source_id,case_id,one_d_segment,role,patch_count,area_m2,hA_W_K,area_weighted_h_W_m2K,Ta_K,Tsur_K,emissivity,realized_wallHeatFlux_W,external_loss_realized_W,imposed_Q_W,T_mix_signed_K,T_fwd_bulk_K,T_path_bulk_K,T_wall_inner_K,T_wall_shell_K,recirculation_ratio_max,recirculation_status,T_ext_drive_signed_inverse_K,T_ext_drive_loss_positive_K,bulk_temperature_status,wall_inner_status,wall_shell_status,radiation_policy,fit_use_status,source_paths
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,ambient_wall,6,0.016563776,0.06664283,4.023408039,299.79,299.79,0.95,-7.327263296,7.327263296,0,457.2819,463.771582,457.2819,462.326915,462.403561779,0.297688,moderate_recirculation_report_bulk_and_forward,409.738262252,409.738262252,computed_from_span_endpoint_temperatures,area_weighted_wall_T_mean_from_july8_contract,ok_area_weighted_patch_internal_owner_cell_proxy,CFD rcExternalTemperature uses emissivity/Tsur; wallHeatFlux is total and radiation is inseparable,diagnostic_passive_external_hA_candidate,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5287/wallHeatFlux.dat
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,heater,3,0.045786417,0.187008639,4.084369372,299.79,299.79,0.95,273.15537485,0,297.5,457.2819,463.771582,457.2819,477.036468,476.008360413,0.297688,moderate_recirculation_report_bulk_and_forward,-1160.866448637,299.79,computed_from_span_endpoint_temperatures,area_weighted_wall_T_mean_from_july8_contract,ok_area_weighted_patch_internal_owner_cell_proxy,CFD rcExternalTemperature uses emissivity/Tsur; wallHeatFlux is total and radiation is inseparable,source_or_sink_role_document_only_keep_separate_from_passive_hA_fit,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5287/wallHeatFlux.dat
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,upcomer,ambient_wall,6,0.050313118,0.189835359,3.773078793,299.79,299.79,0.95,-22.073866293,22.073866293,0,469.5229,467.483556,469.5229,464.541712,464.617355338,0.881878,high_recirculation_forward_bulk_diagnostic;high_recirculation_forward_bulk_used,416.069003361,416.069003361,computed_diagnostic_only_high_recirculation,area_weighted_wall_T_mean_from_july8_contract,ok_area_weighted_patch_internal_owner_cell_proxy,CFD rcExternalTemperature uses emissivity/Tsur; wallHeatFlux is total and radiation is inseparable,diagnostic_passive_external_hA_candidate,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5287/wallHeatFlux.dat
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,upcomer,test_section,1,0.012258449,0.092924361,7.580433781,299.79,299.79,0.95,-10.54504039,10.54504039,37,469.5229,467.483556,469.5229,463.770899,463.912384721,0.881878,high_recirculation_forward_bulk_diagnostic;high_recirculation_forward_bulk_used,413.269826907,413.269826907,computed_diagnostic_only_high_recirculation,area_weighted_wall_T_mean_from_july8_contract,ok_area_weighted_patch_internal_owner_cell_proxy,CFD rcExternalTemperature uses emissivity/Tsur; wallHeatFlux is total and radiation is inseparable,source_or_sink_role_document_only_keep_separate_from_passive_hA_fit,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/5287/wallHeatFlux.dat
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,cooling_branch,ambient_wall,6,0.032571682,0.137353114,4.216948761,299.97,299.97,0.95,-15.087091646,15.087091646,0,474.243492,475.1289005,474.243492,475.749519,475.829404566,0.298478,moderate_recirculation_report_bulk_and_forward,409.811642458,409.811642458,computed_but_cooler_cut_planes_only_partially_bracket_sink,area_weighted_wall_T_mean_from_july8_contract,ok_area_weighted_patch_internal_owner_cell_proxy,CFD rcExternalTemperature uses emissivity/Tsur; wallHeatFlux is total and radiation is inseparable,diagnostic_passive_external_hA_candidate,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/8124/wallHeatFlux.dat
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,cooling_branch,cooler,3,0.029778515,,,,,,-169.22681377,169.22681377,-169.226815038,474.243492,475.1289005,474.243492,463.355496,,0.298478,moderate_recirculation_report_bulk_and_forward,,,computed_but_cooler_cut_planes_only_partially_bracket_sink,area_weighted_wall_T_mean_from_july8_contract,missing_near_wall_shell_temperature_no_existing_artifact,CFD rcExternalTemperature uses emissivity/Tsur; wallHeatFlux is total and radiation is inseparable,source_or_sink_role_document_only_keep_separate_from_passive_hA_fit,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/8124/wallHeatFlux.dat
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,downcomer,ambient_wall,3,0.063435,0.227436674,3.585349949,299.97,299.97,0.95,-28.124643037,28.124643037,0,475.803991,475.7073575,475.803991,469.82973,469.906414537,0.911028,high_recirculation_forward_bulk_diagnostic;high_recirculation_forward_bulk_used,423.629225832,423.629225832,computed_from_span_endpoint_temperatures,area_weighted_wall_T_mean_from_july8_contract,ok_area_weighted_patch_internal_owner_cell_proxy,CFD rcExternalTemperature uses emissivity/Tsur; wallHeatFlux is total and radiation is inseparable,diagnostic_passive_external_hA_candidate,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/8124/wallHeatFlux.dat
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,junction,junction_other,29,0.042478796,0.427335012,10.059960558,299.97,299.97,0.95,-48.485215891,48.485215891,0,,,,452.922037,456.008736502,,missing_interface_temperature_sample,413.4294978,413.4294978,not_bracketed_by_endpoint_temperature_segment,area_weighted_wall_T_mean_from_july8_contract,ok_area_weighted_patch_internal_owner_cell_proxy,CFD rcExternalTemperature uses emissivity/Tsur; wallHeatFlux is total and radiation is inseparable,blocked_missing_path_bulk_temperature,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/8124/wallHeatFlux.dat
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,lower_leg,ambient_wall,6,0.016563776,0.06840414,4.129743128,299.97,299.97,0.95,-8.155480513,8.155480513,0,472.5491,479.278526,472.5491,477.733106,477.817791631,0.309687,moderate_recirculation_report_bulk_and_forward,419.194954818,419.194954818,computed_from_span_endpoint_temperatures,area_weighted_wall_T_mean_from_july8_contract,ok_area_weighted_patch_internal_owner_cell_proxy,CFD rcExternalTemperature uses emissivity/Tsur; wallHeatFlux is total and radiation is inseparable,diagnostic_passive_external_hA_candidate,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/8124/wallHeatFlux.dat
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,lower_leg,heater,3,0.045786417,0.191982885,4.193009572,299.97,299.97,0.95,310.4870585,0,337.6,472.5491,479.278526,472.5491,493.59471,492.436713106,0.309687,moderate_recirculation_report_bulk_and_forward,-1317.294262382,299.97,computed_from_span_endpoint_temperatures,area_weighted_wall_T_mean_from_july8_contract,ok_area_weighted_patch_internal_owner_cell_proxy,CFD rcExternalTemperature uses emissivity/Tsur; wallHeatFlux is total and radiation is inseparable,source_or_sink_role_document_only_keep_separate_from_passive_hA_fit,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/8124/wallHeatFlux.dat
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,upcomer,ambient_wall,6,0.050313118,0.194899343,3.873728187,299.97,299.97,0.95,-24.559901843,24.559901843,0,484.9286,482.852386,484.9286,480.074817,480.158358404,0.850529,high_recirculation_forward_bulk_diagnostic;high_recirculation_forward_bulk_used,425.983261083,425.983261083,computed_diagnostic_only_high_recirculation,area_weighted_wall_T_mean_from_july8_contract,ok_area_weighted_patch_internal_owner_cell_proxy,CFD rcExternalTemperature uses emissivity/Tsur; wallHeatFlux is total and radiation is inseparable,diagnostic_passive_external_hA_candidate,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/8124/wallHeatFlux.dat
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,upcomer,test_section,1,0.012258449,0.094435365,7.70369607,299.97,299.97,0.95,-16.76868551,16.76868551,37,484.9286,482.852386,484.9286,478.037354,478.26087718,0.850529,high_recirculation_forward_bulk_diagnostic;high_recirculation_forward_bulk_used,477.537857568,477.537857568,computed_diagnostic_only_high_recirculation,area_weighted_wall_T_mean_from_july8_contract,ok_area_weighted_patch_internal_owner_cell_proxy,CFD rcExternalTemperature uses emissivity/Tsur; wallHeatFlux is total and radiation is inseparable,source_or_sink_role_document_only_keep_separate_from_passive_hA_fit,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation/postProcessing/wallHeatFlux/8124/wallHeatFlux.dat
