candidate_id,case_id,split_role,kind,prediction_source_segment,n_compared,candidate_rmse_K,m3_rmse_K,rmse_delta_vs_m3_K,candidate_mae_K,m3_mae_K,mae_delta_vs_m3_K
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,cooled_incline_post_hx,1,42.61243427,11.6845683,30.92786597,42.61243427,11.6845683,30.92786597
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,cooled_incline_pre_hx,1,41.88927224,2.874608504,39.01466374,41.88927224,2.874608504,39.01466374
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,heated_incline,3,55.27623754,6.387190495,48.88904705,54.21384945,6.121986108,48.09186334
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,left_lower_vertical,1,38.45199501,13.74638057,24.70561444,38.45199501,13.74638057,24.70561444
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,left_upper_vertical,1,37.661027,13.01897307,24.64205393,37.661027,13.01897307,24.64205393
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,right_vertical,3,37.8429122,30.78063822,7.062273979,37.8354385,28.24416649,9.591272013
WTD2_upcomer_test_section_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP,left_lower_vertical,2,55.0925082,10.03368821,45.05881999,55.05860439,9.948393484,45.11021091
WTD2_upcomer_test_section_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP,left_upper_vertical,1,48.17987936,14.32783545,33.85204391,48.17987936,14.32783545,33.85204391
WTD2_upcomer_test_section_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP,test_section,1,52.3889485,12.68597574,39.70297276,52.3889485,12.68597574,39.70297276
WTD2_upcomer_test_section_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP,top_horizontal_exit,1,44.76802117,20.51460024,24.25342093,44.76802117,20.51460024,24.25342093
WTD2_upcomer_test_section_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,cooled_incline_post_hx,1,49.07269987,14.11077639,34.96192348,49.07269987,14.11077639,34.96192348
WTD2_upcomer_test_section_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,cooled_incline_pre_hx,1,50.32500909,0.9395367915,49.3854723,50.32500909,0.9395367915,49.3854723
WTD2_upcomer_test_section_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,heated_incline,3,38.25050161,8.530074996,29.72042661,36.666623,8.376710866,28.28991214
WTD2_upcomer_test_section_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,left_lower_vertical,1,49.48887939,14.18859116,35.30028823,49.48887939,14.18859116,35.30028823
WTD2_upcomer_test_section_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,left_upper_vertical,1,52.00600561,14.27661257,37.72939304,52.00600561,14.27661257,37.72939304
WTD2_upcomer_test_section_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,right_vertical,3,53.1142185,31.1645128,21.94970571,53.10995157,28.81046408,24.29948749
WTD2_upcomer_test_section_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP,left_lower_vertical,2,47.09673873,9.45619555,37.64054318,47.06337064,9.40284515,37.66052549
WTD2_upcomer_test_section_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP,left_upper_vertical,1,41.543493,13.12994696,28.41354604,41.543493,13.12994696,28.41354604
WTD2_upcomer_test_section_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP,test_section,1,45.14559077,11.54172848,33.60386229,45.14559077,11.54172848,33.60386229
WTD2_upcomer_test_section_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP,top_horizontal_exit,1,37.60940025,19.17962826,18.42977199,37.60940025,19.17962826,18.42977199
WTD2_upcomer_test_section_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,cooled_incline_post_hx,1,41.81115016,11.6845683,30.12658186,41.81115016,11.6845683,30.12658186
WTD2_upcomer_test_section_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,cooled_incline_pre_hx,1,43.15425312,2.874608504,40.27964462,43.15425312,2.874608504,40.27964462
WTD2_upcomer_test_section_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,heated_incline,3,29.94629936,6.387190495,23.55910887,27.74281103,6.121986108,21.62082492
WTD2_upcomer_test_section_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,left_lower_vertical,1,41.49768553,13.74638057,27.75130496,41.49768553,13.74638057,27.75130496
WTD2_upcomer_test_section_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,left_upper_vertical,1,44.59637301,13.01897307,31.57739994,44.59637301,13.01897307,31.57739994
WTD2_upcomer_test_section_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,right_vertical,3,46.22908548,30.78063822,15.44844725,46.22118851,28.24416649,17.97702202
