candidate_id,case_id,split_role,sensor,kind,predicted_K,target_K,error_K,abs_error_K,prediction_source_segment,prediction_source_fraction,validation_excluded,source_path
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TW3,TW,428.4669681,443.57,-15.10303187,15.10303187,right_vertical,0.75,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TW4,TW,430.7069396,445.49,-14.78306038,14.78306038,heated_incline,0.25,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TW5,TW,433.1542272,471.69,-38.53577285,38.53577285,heated_incline,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TW6,TW,435.8110754,467.02,-31.20892462,31.20892462,heated_incline,0.75,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TW7,TW,437.9343318,453.23,-15.29566822,15.29566822,left_lower_vertical,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TW8,TW,435.5245946,450.32,-14.79540538,14.79540538,left_upper_vertical,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_2,train,TW9,TW,432.3218847,450.67,-18.34811529,18.34811529,cooled_incline_pre_hx,0.75,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TP1,TP,432.4577007,465.81,-33.35229932,33.35229932,top_horizontal_exit,1,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TP2,TP,nan,458.52,,,,nan,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TP3,TP,441.962025,459.32,-17.35797498,17.35797498,left_lower_vertical,0,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TP4,TP,441.5132854,462.57,-21.05671463,21.05671463,left_lower_vertical,1,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TP5,TP,442.367547,463.65,-21.28245303,21.28245303,test_section,1,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TP6,TP,435.6858069,466.47,-30.7841931,30.7841931,left_upper_vertical,1,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW1,TW,431.3797493,455,-23.62025066,23.62025066,right_vertical,0.25,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW10,TW,579.7716167,399.09,180.6816167,180.6816167,cooled_incline_hx_active,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW11,TW,431.9375836,460.55,-28.61241638,28.61241638,cooled_incline_post_hx,0.25,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW2,TW,430.9914166,456.08,-25.08858342,25.08858342,right_vertical,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW3,TW,430.8042852,454.9,-24.09571478,24.09571478,right_vertical,0.75,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW4,TW,433.1365105,458,-24.86348955,24.86348955,heated_incline,0.25,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW5,TW,435.6921152,485.59,-49.89788476,49.89788476,heated_incline,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW6,TW,438.4565437,480.13,-41.67345631,41.67345631,heated_incline,0.75,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW7,TW,440.6962707,464.84,-24.14372934,24.14372934,left_lower_vertical,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW8,TW,437.9770606,461.67,-23.69293939,23.69293939,left_upper_vertical,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW9,TW,434.5540084,462.49,-27.93599159,27.93599159,cooled_incline_pre_hx,0.75,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP1,TP,434.0436153,481.34,-47.29638468,47.29638468,top_horizontal_exit,1,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP2,TP,nan,475.74,,,,nan,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP3,TP,444.0502026,475.95,-31.89979745,31.89979745,left_lower_vertical,0,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP4,TP,443.6237545,478.89,-35.26624549,35.26624549,left_lower_vertical,1,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP5,TP,444.4092325,479.32,-34.91076753,34.91076753,test_section,1,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP6,TP,437.0901178,481.36,-44.26988217,44.26988217,left_upper_vertical,1,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW1,TW,432.9453846,469.77,-36.82461545,36.82461545,right_vertical,0.25,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW10,TW,582.7508432,409.93,172.8208432,172.8208432,cooled_incline_hx_active,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW11,TW,433.5180406,476.14,-42.62195938,42.62195938,cooled_incline_post_hx,0.25,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW2,TW,432.5349231,471.15,-38.61507687,38.61507687,right_vertical,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW3,TW,432.3249053,470.42,-38.09509468,38.09509468,right_vertical,0.75,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW4,TW,434.784978,474.86,-40.07502199,40.07502199,heated_incline,0.25,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW5,TW,437.4879487,503.72,-66.23205135,66.23205135,heated_incline,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW6,TW,440.3981189,496.76,-56.36188106,56.36188106,heated_incline,0.75,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW7,TW,442.7992132,481.26,-38.46078678,38.46078678,left_lower_vertical,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW8,TW,439.7003162,477.37,-37.66968381,37.66968381,left_upper_vertical,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW9,TW,435.9821208,477.88,-41.89787921,41.89787921,cooled_incline_pre_hx,0.75,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TP1,TP,430.077814,453.26,-23.18218598,23.18218598,top_horizontal_exit,1,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TP2,TP,nan,446.63,,,,nan,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TP3,TP,439.2184299,446.67,-7.451570068,7.451570068,left_lower_vertical,0,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TP4,TP,438.7499355,449.74,-10.99006455,10.99006455,left_lower_vertical,1,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TP5,TP,439.681073,451.64,-11.95892704,11.95892704,test_section,1,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TP6,TP,433.4803041,456.72,-23.23969586,23.23969586,left_upper_vertical,1,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TW1,TW,429.0183068,443.86,-14.84169324,14.84169324,right_vertical,0.25,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TW10,TW,575.7853584,389.74,186.0453584,186.0453584,cooled_incline_hx_active,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TW11,TW,429.568515,448.41,-18.84148499,18.84148499,cooled_incline_post_hx,0.25,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TW2,TW,428.6482971,445.08,-16.43170292,16.43170292,right_vertical,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TW3,TW,428.4796589,443.57,-15.09034109,15.09034109,right_vertical,0.75,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TW4,TW,430.7194043,445.49,-14.77059568,14.77059568,heated_incline,0.25,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TW5,TW,433.1664757,471.69,-38.52352435,38.52352435,heated_incline,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TW6,TW,435.8231276,467.02,-31.19687239,31.19687239,heated_incline,0.75,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TW7,TW,437.9461485,453.23,-15.28385146,15.28385146,left_lower_vertical,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TW8,TW,435.5362216,450.32,-14.78377838,14.78377838,left_upper_vertical,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TW9,TW,432.3334578,450.67,-18.33654217,18.33654217,cooled_incline_pre_hx,0.75,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP1,TP,432.4688841,465.81,-33.34111594,33.34111594,top_horizontal_exit,1,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP2,TP,nan,458.52,,,,nan,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP3,TP,441.9724134,459.32,-17.34758662,17.34758662,left_lower_vertical,0,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP4,TP,441.5236563,462.57,-21.04634369,21.04634369,left_lower_vertical,1,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP5,TP,442.3778137,463.65,-21.27218629,21.27218629,test_section,1,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP6,TP,435.6959704,466.47,-30.77402959,30.77402959,left_upper_vertical,1,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW1,TW,431.3908536,455,-23.60914638,23.60914638,right_vertical,0.25,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW10,TW,579.8475493,399.09,180.7575493,180.7575493,cooled_incline_hx_active,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW11,TW,431.9487098,460.55,-28.60129017,28.60129017,cooled_incline_post_hx,0.25,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW2,TW,431.0024992,456.08,-25.07750075,25.07750075,right_vertical,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW3,TW,430.8153629,454.9,-24.08463707,24.08463707,right_vertical,0.75,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW4,TW,433.1473864,458,-24.85261364,24.85261364,heated_incline,0.25,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW5,TW,435.702799,485.59,-49.88720099,49.88720099,heated_incline,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW6,TW,438.4670526,480.13,-41.66294737,41.66294737,heated_incline,0.75,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW7,TW,440.7065715,464.84,-24.13342855,24.13342855,left_lower_vertical,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW8,TW,437.9872003,461.67,-23.68279968,23.68279968,left_upper_vertical,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW9,TW,434.5640956,462.49,-27.9259044,27.9259044,cooled_incline_pre_hx,0.75,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP1,TP,434.0531889,481.34,-47.28681108,47.28681108,top_horizontal_exit,1,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP2,TP,nan,475.74,,,,nan,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP3,TP,444.0590678,475.95,-31.89093222,31.89093222,left_lower_vertical,0,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP4,TP,443.6326056,478.89,-35.25739441,35.25739441,left_lower_vertical,1,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP5,TP,444.4180018,479.32,-34.90199818,34.90199818,test_section,1,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP6,TP,437.0987886,481.36,-44.26121138,44.26121138,left_upper_vertical,1,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW1,TW,432.9548898,469.77,-36.81511018,36.81511018,right_vertical,0.25,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW10,TW,582.8206169,409.93,172.8906169,172.8906169,cooled_incline_hx_active,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW11,TW,433.5275657,476.14,-42.61243427,42.61243427,cooled_incline_post_hx,0.25,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW2,TW,432.5444089,471.15,-38.60559109,38.60559109,right_vertical,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW3,TW,432.3343858,470.42,-38.08561423,38.08561423,right_vertical,0.75,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW4,TW,434.7942788,474.86,-40.0657212,40.0657212,heated_incline,0.25,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW5,TW,437.4970791,503.72,-66.2229209,66.2229209,heated_incline,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW6,TW,440.4070937,496.76,-56.35290625,56.35290625,heated_incline,0.75,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW7,TW,442.808005,481.26,-38.45199501,38.45199501,left_lower_vertical,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW8,TW,439.708973,477.37,-37.661027,37.661027,left_upper_vertical,0.5,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD1_upcomer_test_section_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW9,TW,435.9907278,477.88,-41.88927224,41.88927224,cooled_incline_pre_hx,0.75,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD2_upcomer_test_section_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TP1,TP,502.1424337,453.26,48.88243367,48.88243367,top_horizontal_exit,1,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD2_upcomer_test_section_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TP2,TP,nan,446.63,,,,nan,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
WTD2_upcomer_test_section_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_2,train,TP3,TP,507.8123852,446.67,61.14238518,61.14238518,left_lower_vertical,0,no,Fluid build_validation_table with AGENT-513 wall-temperature-drive scenario
