figure_id,x_model_form,facet_case,facet_sensor_kind,y_sensor,signed_error_K,signed_error_percent_of_target,target_K,predicted_K,finite_prediction,hover_label,admission_status
signed_sensor_error_heatmap_or_bar,M2,salt_2,TP,TP3,-15.3603653293,-3.4346815225,447.213671156,431.853305826,true,"salt_2 M2 TP3: error=-15.3603653293 K, pct=-3.4346815225%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_2,TP,TP4,-17.8353121826,-3.97050758493,449.194764173,431.35945199,true,"salt_2 M2 TP4: error=-17.8353121826 K, pct=-3.97050758493%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_2,TP,TP5,-19.7724378759,-4.39225913048,450.165559192,430.393121316,true,"salt_2 M2 TP5: error=-19.7724378759 K, pct=-4.39225913048%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_2,TP,TP6,-21.6349970563,-4.79136630336,451.541286692,429.906289636,true,"salt_2 M2 TP6: error=-21.6349970563 K, pct=-4.79136630336%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_2,TP,TP1,-28.1330585035,-6.24347837694,450.599118072,422.466059569,true,"salt_2 M2 TP1: error=-28.1330585035 K, pct=-6.24347837694%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_2,TP,TP2,,,445.205830202,,false,"salt_2 M2 TP2: error= K, pct=%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_2,TW,TW1,-46.3574304286,-9.91183057304,467.697970491,421.340540062,true,"salt_2 M2 TW1: error=-46.3574304286 K, pct=-9.91183057304%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_2,TW,TW2,-42.2474436646,-9.12054282507,463.211943356,420.964499692,true,"salt_2 M2 TW2: error=-42.2474436646 K, pct=-9.12054282507%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_2,TW,TW3,-20.3490442824,-4.61291916441,441.131603593,420.78255931,true,"salt_2 M2 TW3: error=-20.3490442824 K, pct=-4.61291916441%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_2,TW,TW4,-18.6661120171,-4.22524468783,441.775882728,423.109770711,true,"salt_2 M2 TW4: error=-18.6661120171 K, pct=-4.22524468783%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_2,TW,TW5,-16.7005919316,-3.77559805974,442.329709555,425.629117623,true,"salt_2 M2 TW5: error=-16.7005919316 K, pct=-3.77559805974%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_2,TW,TW6,-14.7826662155,-3.33594974741,443.132161297,428.349495082,true,"salt_2 M2 TW6: error=-14.7826662155 K, pct=-3.33594974741%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_2,TW,TW7,-20.6851514056,-4.58366434513,451.279802536,430.59465113,true,"salt_2 M2 TW7: error=-20.6851514056 K, pct=-4.58366434513%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_2,TW,TW8,-21.6920509626,-4.81143026132,450.844131255,429.152080292,true,"salt_2 M2 TW8: error=-21.6920509626 K, pct=-4.81143026132%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_2,TW,TW9,-7.35435873063,-1.68647952847,436.077557212,428.723198482,true,"salt_2 M2 TW9: error=-7.35435873063 K, pct=-1.68647952847%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_2,TW,TW10,,,433.297271034,,false,"salt_2 M2 TW10: error= K, pct=%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_2,TW,TW11,-23.0080220371,-5.17031784245,445.002081849,421.994059812,true,"salt_2 M2 TW11: error=-23.0080220371 K, pct=-5.17031784245%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_2,TP,TP3,-10.1128330435,-2.26129783049,447.213671156,437.100838112,true,"salt_2 M3 TP3: error=-10.1128330435 K, pct=-2.26129783049%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_2,TP,TP4,-12.5920500057,-2.80324950556,449.194764173,436.602714167,true,"salt_2 M3 TP4: error=-12.5920500057 K, pct=-2.80324950556%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_2,TP,TP5,-14.2590798597,-3.1675190535,450.165559192,435.906479333,true,"salt_2 M3 TP5: error=-14.2590798597 K, pct=-3.1675190535%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_2,TP,TP6,-16.127302666,-3.57161197465,451.541286692,435.413984026,true,"salt_2 M3 TP6: error=-16.127302666 K, pct=-3.57161197465%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_2,TP,TP1,-22.3658478906,-4.96358004123,450.599118072,428.233270182,true,"salt_2 M3 TP1: error=-22.3658478906 K, pct=-4.96358004123%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_2,TP,TP2,,,445.205830202,,false,"salt_2 M3 TP2: error= K, pct=%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_2,TW,TW1,-40.6331594552,-8.68790587493,467.697970491,427.064811035,true,"salt_2 M3 TW1: error=-40.6331594552 K, pct=-8.68790587493%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_2,TW,TW2,-36.5322339074,-7.88672106395,463.211943356,426.679709449,true,"salt_2 M3 TW2: error=-36.5322339074 K, pct=-7.88672106395%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_2,TW,TW3,-14.6341488493,-3.31741111498,441.131603593,426.497454743,true,"salt_2 M3 TW3: error=-14.6341488493 K, pct=-3.31741111498%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_2,TW,TW4,-13.0811455018,-2.96103658285,441.775882728,428.694737227,true,"salt_2 M3 TW4: error=-13.0811455018 K, pct=-2.96103658285%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_2,TW,TW5,-11.2441331987,-2.54202531637,442.329709555,431.085576356,true,"salt_2 M3 TW5: error=-11.2441331987 K, pct=-2.54202531637%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_2,TW,TW6,-9.44568640373,-2.13157320292,443.132161297,433.686474893,true,"salt_2 M3 TW6: error=-9.44568640373 K, pct=-2.13157320292%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_2,TW,TW7,-15.4769586411,-3.42957042485,451.279802536,435.802843895,true,"salt_2 M3 TW7: error=-15.4769586411 K, pct=-3.42957042485%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_2,TW,TW8,-16.2212437884,-3.5979715968,450.844131255,434.622887466,true,"salt_2 M3 TW8: error=-16.2212437884 K, pct=-3.5979715968%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_2,TW,TW9,-1.88434068828,-0.432111365769,436.077557212,434.193216524,true,"salt_2 M3 TW9: error=-1.88434068828 K, pct=-0.432111365769%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_2,TW,TW10,,,433.297271034,,false,"salt_2 M3 TW10: error= K, pct=%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_2,TW,TW11,-17.2711047546,-3.88112897873,445.002081849,427.730977094,true,"salt_2 M3 TW11: error=-17.2711047546 K, pct=-3.88112897873%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_3,TP,TP3,-185.657317204,-40.3210769761,460.447317204,274.79,true,"salt_3 M1 TP3: error=-185.657317204 K, pct=-40.3210769761%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_3,TP,TP4,-187.772254663,-40.5939422791,462.562254663,274.79,true,"salt_3 M1 TP4: error=-187.772254663 K, pct=-40.5939422791%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_3,TP,TP5,-188.52026349,-40.6898526421,463.31026349,274.79,true,"salt_3 M1 TP5: error=-188.52026349 K, pct=-40.6898526421%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_3,TP,TP6,-191.213430106,-41.1688717769,464.461185971,273.247755865,true,"salt_3 M1 TP6: error=-191.213430106 K, pct=-41.1688717769%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_3,TP,TP1,-200.246305387,-43.1863362351,463.679771993,263.433466606,true,"salt_3 M1 TP1: error=-200.246305387 K, pct=-43.1863362351%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_3,TP,TP2,,,458.969854923,,false,"salt_3 M1 TP2: error= K, pct=%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_3,TW,TW1,-218.026456689,-45.3126409593,481.160338645,263.133881956,true,"salt_3 M1 TW1: error=-218.026456689 K, pct=-45.3126409593%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_3,TW,TW2,-213.6724841,-44.8414381112,476.506760488,262.834276387,true,"salt_3 M1 TW2: error=-213.6724841 K, pct=-44.8414381112%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_3,TW,TW3,-190.99246139,-42.1126888859,453.527111288,262.534649898,true,"salt_3 M1 TW3: error=-190.99246139 K, pct=-42.1126888859%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_3,TW,TW4,-188.453600444,-41.5251154105,453.830407408,265.376806965,true,"salt_3 M1 TW4: error=-188.453600444 K, pct=-41.5251154105%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_3,TW,TW5,-185.657525044,-40.877849021,454.176355876,268.518830832,true,"salt_3 M1 TW5: error=-185.657525044 K, pct=-40.877849021%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_3,TW,TW6,-183.106018813,-40.2636913861,454.767092905,271.661074092,true,"salt_3 M1 TW6: error=-183.106018813 K, pct=-40.2636913861%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_3,TW,TW7,-189.814194707,-40.8550324921,464.604194707,274.79,true,"salt_3 M1 TW7: error=-189.814194707 K, pct=-40.8550324921%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_3,TW,TW8,-189.507133893,-40.8838075309,463.526137456,274.019003563,true,"salt_3 M1 TW8: error=-189.507133893 K, pct=-40.8838075309%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_3,TW,TW9,-174.647927883,-38.9929919444,447.895683748,273.247755865,true,"salt_3 M1 TW9: error=-174.647927883 K, pct=-38.9929919444%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_3,TW,TW10,,,444.826231258,,false,"salt_3 M1 TW10: error= K, pct=%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_3,TW,TW11,-191.217460636,-41.8698303576,456.69509287,265.477632234,true,"salt_3 M1 TW11: error=-191.217460636 K, pct=-41.8698303576%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_3,TP,TP3,75.5926827962,16.4172273291,460.447317204,536.04,true,"salt_3 M1b TP3: error=75.5926827962 K, pct=16.4172273291%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_3,TP,TP4,73.4777453365,15.8849418853,462.562254663,536.04,true,"salt_3 M1b TP4: error=73.4777453365 K, pct=15.8849418853%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_3,TP,TP5,72.7297365096,15.6978470457,463.31026349,536.04,true,"salt_3 M1b TP5: error=72.7297365096 K, pct=15.6978470457%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_3,TP,TP6,70.0495764617,15.0819010452,464.461185971,534.510762433,true,"salt_3 M1b TP6: error=70.0495764617 K, pct=15.0819010452%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_3,TP,TP1,61.0994703203,13.177083412,463.679771993,524.779242313,true,"salt_3 M1b TP1: error=61.0994703203 K, pct=13.177083412%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_3,TP,TP2,,,458.969854923,,false,"salt_3 M1b TP2: error= K, pct=%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_3,TW,TW1,41.4641594976,8.6175347732,481.160338645,522.624498143,true,"salt_3 M1b TW1: error=41.4641594976 K, pct=8.6175347732%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_3,TW,TW2,45.6112783176,9.57201074564,476.506760488,522.118038805,true,"salt_3 M1b TW2: error=45.6112783176 K, pct=9.57201074564%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_3,TW,TW3,68.510170691,15.1060805376,453.527111288,522.037281979,true,"salt_3 M1b TW3: error=68.510170691 K, pct=15.1060805376%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_3,TW,TW4,70.9959200255,15.6437115862,453.830407408,524.826327434,true,"salt_3 M1b TW4: error=70.9959200255 K, pct=15.6437115862%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_3,TW,TW5,73.5016157633,16.1834967436,454.176355876,527.67797164,true,"salt_3 M1b TW5: error=73.5016157633 K, pct=16.1834967436%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_3,TW,TW6,76.2165839907,16.7594764836,454.767092905,530.983676895,true,"salt_3 M1b TW6: error=76.2165839907 K, pct=16.7594764836%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_3,TW,TW7,69.2608902885,14.9075042967,464.604194707,533.865084996,true,"salt_3 M1b TW7: error=69.2608902885 K, pct=14.9075042967%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_3,TW,TW8,69.584314586,15.0119505597,463.526137456,533.110452042,true,"salt_3 M1b TW8: error=69.584314586 K, pct=15.0119505597%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_3,TW,TW9,84.7830027901,18.9291850461,447.895683748,532.678686538,true,"salt_3 M1b TW9: error=84.7830027901 K, pct=18.9291850461%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_3,TW,TW10,,,444.826231258,,false,"salt_3 M1b TW10: error= K, pct=%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_3,TW,TW11,68.3625813811,14.9689765553,456.69509287,525.057674251,true,"salt_3 M1b TW11: error=68.3625813811 K, pct=14.9689765553%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_3,TP,TP3,-18.0651773577,-3.92339724497,460.447317204,442.382139846,true,"salt_3 M2 TP3: error=-18.0651773577 K, pct=-3.92339724497%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_3,TP,TP4,-20.66163368,-4.46677900579,462.562254663,441.900620983,true,"salt_3 M2 TP4: error=-20.66163368 K, pct=-4.46677900579%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_3,TP,TP5,-22.5291395119,-4.86264632736,463.31026349,440.781123978,true,"salt_3 M2 TP5: error=-22.5291395119 K, pct=-4.86264632736%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_3,TP,TP6,-24.1544720339,-5.20053618332,464.461185971,440.306713937,true,"salt_3 M2 TP6: error=-24.1544720339 K, pct=-5.20053618332%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_3,TP,TP1,-30.6580637318,-6.6119045047,463.679771993,433.021708261,true,"salt_3 M2 TP1: error=-30.6580637318 K, pct=-6.6119045047%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_3,TP,TP2,,,458.969854923,,false,"salt_3 M2 TP2: error= K, pct=%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_3,TW,TW1,-49.3115909907,-10.2484737478,481.160338645,431.848747655,true,"salt_3 M2 TW1: error=-49.3115909907 K, pct=-10.2484737478%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_3,TW,TW2,-45.0345911719,-9.45098682877,476.506760488,431.472169316,true,"salt_3 M2 TW2: error=-45.0345911719 K, pct=-9.45098682877%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_3,TW,TW3,-22.2255487479,-4.90059980864,453.527111288,431.30156254,true,"salt_3 M2 TW3: error=-22.2255487479 K, pct=-4.90059980864%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_3,TW,TW4,-20.2089752769,-4.45297955955,453.830407408,433.621432131,true,"salt_3 M2 TW4: error=-20.2089752769 K, pct=-4.45297955955%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_3,TW,TW5,-18.0542841011,-3.97517040848,454.176355876,436.122071775,true,"salt_3 M2 TW5: error=-18.0542841011 K, pct=-3.97517040848%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_3,TW,TW6,-15.9305025758,-3.50300248728,454.767092905,438.836590329,true,"salt_3 M2 TW6: error=-15.9305025758 K, pct=-3.50300248728%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_3,TW,TW7,-23.5316063314,-5.06487169067,464.604194707,441.072588376,true,"salt_3 M2 TW7: error=-23.5316063314 K, pct=-5.06487169067%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_3,TW,TW8,-24.0356232182,-5.18538681553,463.526137456,439.490514238,true,"salt_3 M2 TW8: error=-24.0356232182 K, pct=-5.18538681553%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_3,TW,TW9,-8.81122921965,-1.96725030836,447.895683748,439.084454528,true,"salt_3 M2 TW9: error=-8.81122921965 K, pct=-1.96725030836%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_3,TW,TW10,,,444.826231258,,false,"salt_3 M2 TW10: error= K, pct=%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_3,TW,TW11,-24.2008107844,-5.29911776199,456.69509287,432.494282085,true,"salt_3 M2 TW11: error=-24.2008107844 K, pct=-5.29911776199%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_3,TP,TP3,-8.6428797382,-1.87706159104,460.447317204,451.804437466,true,"salt_3 M3 TP3: error=-8.6428797382 K, pct=-1.87706159104%",legacy_numeric_context_not_final_locked_split
