case_id,model_form_id,legacy_mode_id,model_form_label,part,sensor,sensor_kind,predicted_K,target_K,signed_error_K,signed_error_percent_of_target,absolute_error_K,prediction_source_segment,prediction_source_fraction,split_or_use_class,figure_group,finite_prediction,admission_status,source_path
salt_2,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TP3,TP,274.19,447.213671156,-173.023671156,-38.689262497,173.023671156,left_lower_vertical,0,train_candidate,M1b_salt_2_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TP4,TP,274.19,449.194764173,-175.004764173,-38.9596625186,175.004764173,left_lower_vertical,1,train_candidate,M1b_salt_2_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TP5,TP,274.19,450.165559192,-175.975559192,-39.0912977678,175.975559192,test_section,1,train_candidate,M1b_salt_2_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TP6,TP,272.818286036,451.541286692,-178.723000656,-39.580655396,178.723000656,left_upper_vertical,1,train_candidate,M1b_salt_2_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TP1,TP,262.81560787,450.599118072,-187.783510202,-41.6741850285,187.783510202,top_horizontal_exit,1,train_candidate,M1b_salt_2_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TP2,TP,,445.205830202,,,,,,train_candidate,M1b_salt_2_TP,false,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TW1,TW,262.507896292,467.697970491,-205.190074199,-43.8723465025,205.190074199,right_vertical,0.25,train_candidate,M1b_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TW2,TW,262.200163226,463.211943356,-201.01178013,-43.395206668,201.01178013,right_vertical,0.5,train_candidate,M1b_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TW3,TW,261.892408673,441.131603593,-179.239194919,-40.6316830304,179.239194919,right_vertical,0.75,train_candidate,M1b_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TW4,TW,264.737325117,441.775882728,-177.038557611,-40.0742920862,177.038557611,heated_incline,0.25,train_candidate,M1b_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TW5,TW,267.890237753,442.329709555,-174.439471801,-39.4365262004,174.439471801,heated_incline,0.5,train_candidate,M1b_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TW6,TW,271.043370542,443.132161297,-172.088790755,-38.8346425255,172.088790755,heated_incline,0.75,train_candidate,M1b_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TW7,TW,274.19,451.279802536,-177.089802536,-39.2416858767,177.089802536,left_lower_vertical,0.5,train_candidate,M1b_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TW8,TW,273.504254758,450.844131255,-177.339876497,-39.3350748524,177.339876497,left_upper_vertical,0.5,train_candidate,M1b_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TW9,TW,272.818286036,436.077557212,-163.259271176,-37.4381273413,163.259271176,cooled_incline_pre_hx,0.75,train_candidate,M1b_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TW10,TW,,433.297271034,,,,,,train_candidate,M1b_salt_2_TW,false,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TW11,TW,264.899155714,445.002081849,-180.102926135,-40.4723783284,180.102926135,cooled_incline_post_hx,0.25,train_candidate,M1b_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TP3,TP,431.853305826,447.213671156,-15.3603653293,-3.4346815225,15.3603653293,left_lower_vertical,0,train_candidate,M2_salt_2_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TP4,TP,431.35945199,449.194764173,-17.8353121826,-3.97050758493,17.8353121826,left_lower_vertical,1,train_candidate,M2_salt_2_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TP5,TP,430.393121316,450.165559192,-19.7724378759,-4.39225913048,19.7724378759,test_section,1,train_candidate,M2_salt_2_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TP6,TP,429.906289636,451.541286692,-21.6349970563,-4.79136630336,21.6349970563,left_upper_vertical,1,train_candidate,M2_salt_2_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TP1,TP,422.466059569,450.599118072,-28.1330585035,-6.24347837694,28.1330585035,top_horizontal_exit,1,train_candidate,M2_salt_2_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TP2,TP,,445.205830202,,,,,,train_candidate,M2_salt_2_TP,false,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TW1,TW,421.340540062,467.697970491,-46.3574304286,-9.91183057304,46.3574304286,right_vertical,0.25,train_candidate,M2_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TW2,TW,420.964499692,463.211943356,-42.2474436646,-9.12054282507,42.2474436646,right_vertical,0.5,train_candidate,M2_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TW3,TW,420.78255931,441.131603593,-20.3490442824,-4.61291916441,20.3490442824,right_vertical,0.75,train_candidate,M2_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TW4,TW,423.109770711,441.775882728,-18.6661120171,-4.22524468783,18.6661120171,heated_incline,0.25,train_candidate,M2_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TW5,TW,425.629117623,442.329709555,-16.7005919316,-3.77559805974,16.7005919316,heated_incline,0.5,train_candidate,M2_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TW6,TW,428.349495082,443.132161297,-14.7826662155,-3.33594974741,14.7826662155,heated_incline,0.75,train_candidate,M2_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TW7,TW,430.59465113,451.279802536,-20.6851514056,-4.58366434513,20.6851514056,left_lower_vertical,0.5,train_candidate,M2_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TW8,TW,429.152080292,450.844131255,-21.6920509626,-4.81143026132,21.6920509626,left_upper_vertical,0.5,train_candidate,M2_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TW9,TW,428.723198482,436.077557212,-7.35435873063,-1.68647952847,7.35435873063,cooled_incline_pre_hx,0.75,train_candidate,M2_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TW10,TW,,433.297271034,,,,,,train_candidate,M2_salt_2_TW,false,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TW11,TW,421.994059812,445.002081849,-23.0080220371,-5.17031784245,23.0080220371,cooled_incline_post_hx,0.25,train_candidate,M2_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TP3,TP,437.100838112,447.213671156,-10.1128330435,-2.26129783049,10.1128330435,left_lower_vertical,0,train_candidate,M3_salt_2_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TP4,TP,436.602714167,449.194764173,-12.5920500057,-2.80324950556,12.5920500057,left_lower_vertical,1,train_candidate,M3_salt_2_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TP5,TP,435.906479333,450.165559192,-14.2590798597,-3.1675190535,14.2590798597,test_section,1,train_candidate,M3_salt_2_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TP6,TP,435.413984026,451.541286692,-16.127302666,-3.57161197465,16.127302666,left_upper_vertical,1,train_candidate,M3_salt_2_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TP1,TP,428.233270182,450.599118072,-22.3658478906,-4.96358004123,22.3658478906,top_horizontal_exit,1,train_candidate,M3_salt_2_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TP2,TP,,445.205830202,,,,,,train_candidate,M3_salt_2_TP,false,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TW1,TW,427.064811035,467.697970491,-40.6331594552,-8.68790587493,40.6331594552,right_vertical,0.25,train_candidate,M3_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TW2,TW,426.679709449,463.211943356,-36.5322339074,-7.88672106395,36.5322339074,right_vertical,0.5,train_candidate,M3_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TW3,TW,426.497454743,441.131603593,-14.6341488493,-3.31741111498,14.6341488493,right_vertical,0.75,train_candidate,M3_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TW4,TW,428.694737227,441.775882728,-13.0811455018,-2.96103658285,13.0811455018,heated_incline,0.25,train_candidate,M3_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TW5,TW,431.085576356,442.329709555,-11.2441331987,-2.54202531637,11.2441331987,heated_incline,0.5,train_candidate,M3_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TW6,TW,433.686474893,443.132161297,-9.44568640373,-2.13157320292,9.44568640373,heated_incline,0.75,train_candidate,M3_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TW7,TW,435.802843895,451.279802536,-15.4769586411,-3.42957042485,15.4769586411,left_lower_vertical,0.5,train_candidate,M3_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TW8,TW,434.622887466,450.844131255,-16.2212437884,-3.5979715968,16.2212437884,left_upper_vertical,0.5,train_candidate,M3_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TW9,TW,434.193216524,436.077557212,-1.88434068828,-0.432111365769,1.88434068828,cooled_incline_pre_hx,0.75,train_candidate,M3_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_2,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TW10,TW,,433.297271034,,,,,,train_candidate,M3_salt_2_TW,false,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
