case_id,case_key,split_role,time_window_s,admission_caveat,source_id,time_s,harvest_package,harvest_task,harvest_job_id,harvest_package_path,harvest_station_csv,harvest_summary_json,native_case_path,native_case_exists_at_harvest,loop_order_index,branch_flow_index,station_label,station_suffix,source_station_index,cfd_span,physical_location_label,loop_region,one_d_parent_segment,one_d_component_segments,one_d_role,flow_order_note,cfd_span_length_m_reference,one_d_component_length_m,length_basis_note,face_count,mean_p_Pa,mean_p_rgh_Pa,mean_un_m_s,mean_rho_kg_m3,reverse_area_fraction_proxy,relative_p_from_case_loop_start_Pa,relative_p_rgh_from_case_loop_start_Pa,relative_p_from_branch_start_Pa,relative_p_rgh_from_branch_start_Pa,delta_from_previous_case_loop_p_Pa,delta_from_previous_case_loop_p_rgh_Pa,admission_status,fit_eligible,blockers,mapping_status,plane_file,source_path
salt_1,salt1_lo10q,training_perturbation,7416-8016,Salt1 -10%Q training candidate; pressure ladder diagnostic until mesh/GCI and pressure gates admit,viscosity_screening_salt_test_1_jin_coarse_mesh,8016,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/summary.json,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,true,16,1,left_upper_leg__s01,s01,21,left_upper_leg,upper upcomer above test section,upcomer,left_upper_vertical,left_upper_vertical,upcomer,Upper upcomer ladder is reported in increasing station order along the loop path.,0.145,0.364236,CFD mesh PCA span and Fluid 1D left_upper_vertical lengths use different geometric bases.,1152,-13226.88224,-10.67680014,8.171975457e-05,1977.247688,0.6579861111,-12765.710336200002,-4.337778806999999,-1399.8377400000008,0.21388912000000104,-1399.8377400000008,0.21388912000000104,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_lo10q/postProcessing/agent447PressureLadderSurfaces/8016/plane_left_upper_leg__s01.xy,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt_1,salt1_lo10q,training_perturbation,7416-8016,Salt1 -10%Q training candidate; pressure ladder diagnostic until mesh/GCI and pressure gates admit,viscosity_screening_salt_test_1_jin_coarse_mesh,8016,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/summary.json,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,true,17,2,left_upper_leg__s02,s02,22,left_upper_leg,upper upcomer above test section,upcomer,left_upper_vertical,left_upper_vertical,upcomer,Upper upcomer ladder is reported in increasing station order along the loop path.,0.145,0.364236,CFD mesh PCA span and Fluid 1D left_upper_vertical lengths use different geometric bases.,3170,-14614.2,-2.516222587,-0.0008133506913,1978.535028,0.8208201893,-14153.028096200002,3.8227987459999997,-2787.1555000000008,8.374466673,-1387.31776,8.160577553,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_lo10q/postProcessing/agent447PressureLadderSurfaces/8016/plane_left_upper_leg__s02.xy,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt_1,salt1_lo10q,training_perturbation,7416-8016,Salt1 -10%Q training candidate; pressure ladder diagnostic until mesh/GCI and pressure gates admit,viscosity_screening_salt_test_1_jin_coarse_mesh,8016,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/summary.json,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,true,18,3,left_upper_leg__s03,s03,23,left_upper_leg,upper upcomer above test section,upcomer,left_upper_vertical,left_upper_vertical,upcomer,Upper upcomer ladder is reported in increasing station order along the loop path.,0.145,0.364236,CFD mesh PCA span and Fluid 1D left_upper_vertical lengths use different geometric bases.,2600,-15998.61234,-4.456415213,-0.0009973687225,1977.785511,0.8461538462,-15537.4404362,1.8826061200000002,-4171.56784,6.434274047000001,-1384.412339999999,-1.9401926259999995,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_lo10q/postProcessing/agent447PressureLadderSurfaces/8016/plane_left_upper_leg__s03.xy,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt_1,salt1_lo10q,training_perturbation,7416-8016,Salt1 -10%Q training candidate; pressure ladder diagnostic until mesh/GCI and pressure gates admit,viscosity_screening_salt_test_1_jin_coarse_mesh,8016,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/summary.json,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,true,19,4,left_upper_leg__s04,s04,24,left_upper_leg,upper upcomer above test section,upcomer,left_upper_vertical,left_upper_vertical,upcomer,Upper upcomer ladder is reported in increasing station order along the loop path.,0.145,0.364236,CFD mesh PCA span and Fluid 1D left_upper_vertical lengths use different geometric bases.,2592,-17385.20091,-28.88938067,-0.0008822139526,1974.549059,0.8418209877,-16924.0290062,-22.550359337000003,-5558.15641,-17.99869141,-1386.58857,-24.432965457,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_lo10q/postProcessing/agent447PressureLadderSurfaces/8016/plane_left_upper_leg__s04.xy,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt_1,salt1_lo10q,training_perturbation,7416-8016,Salt1 -10%Q training candidate; pressure ladder diagnostic until mesh/GCI and pressure gates admit,viscosity_screening_salt_test_1_jin_coarse_mesh,8016,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/summary.json,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,true,20,0,upper_leg__s00,s00,25,upper_leg,cooled leg / top cooled incline,cooler,cooled_incline_composite,top_horizontal_inlet;cooled_incline_pre_hx;cooled_incline_hx_active;cooled_incline_post_hx;top_horizontal_exit,cooler_hx_path,CFD upper_leg is the cooled top path and maps to the Fluid top/HX composite.,0.357,0.9652,Composite Fluid length is top inlet + three 12 in cooled/HX segments + top exit.,3080,-13287.98694,-22.14828729,-2.05177308e-06,1974.843964,0.5116883117,-12826.815036200001,-15.809265957,0.0,0.0,4097.213969999999,6.741093380000002,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_lo10q/postProcessing/agent447PressureLadderSurfaces/8016/plane_upper_leg__s00.xy,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt_1,salt1_lo10q,training_perturbation,7416-8016,Salt1 -10%Q training candidate; pressure ladder diagnostic until mesh/GCI and pressure gates admit,viscosity_screening_salt_test_1_jin_coarse_mesh,8016,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/summary.json,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,true,21,1,upper_leg__s01,s01,26,upper_leg,cooled leg / top cooled incline,cooler,cooled_incline_composite,top_horizontal_inlet;cooled_incline_pre_hx;cooled_incline_hx_active;cooled_incline_post_hx;top_horizontal_exit,cooler_hx_path,CFD upper_leg is the cooled top path and maps to the Fluid top/HX composite.,0.357,0.9652,Composite Fluid length is top inlet + three 12 in cooled/HX segments + top exit.,3840,-3878.499177,-14.84913358,-0.0003941723612,1978.192312,0.5078125,-3417.3272732,-8.510112247,9409.487763000001,7.299153709999999,9409.487763000001,7.299153709999999,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_lo10q/postProcessing/agent447PressureLadderSurfaces/8016/plane_upper_leg__s01.xy,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt_1,salt1_lo10q,training_perturbation,7416-8016,Salt1 -10%Q training candidate; pressure ladder diagnostic until mesh/GCI and pressure gates admit,viscosity_screening_salt_test_1_jin_coarse_mesh,8016,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/summary.json,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,true,22,2,upper_leg__s02,s02,27,upper_leg,cooled leg / top cooled incline,cooler,cooled_incline_composite,top_horizontal_inlet;cooled_incline_pre_hx;cooled_incline_hx_active;cooled_incline_post_hx;top_horizontal_exit,cooler_hx_path,CFD upper_leg is the cooled top path and maps to the Fluid top/HX composite.,0.357,0.9652,Composite Fluid length is top inlet + three 12 in cooled/HX segments + top exit.,1366,-6773.411147,-4.608109626,-0.001311853978,1974.337175,0.5783308931,-6312.2392432,1.7309117069999997,6514.575793000001,17.540177663999998,-2894.9119699999997,10.241023954,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_lo10q/postProcessing/agent447PressureLadderSurfaces/8016/plane_upper_leg__s02.xy,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt_1,salt1_lo10q,training_perturbation,7416-8016,Salt1 -10%Q training candidate; pressure ladder diagnostic until mesh/GCI and pressure gates admit,viscosity_screening_salt_test_1_jin_coarse_mesh,8016,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/summary.json,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,true,23,3,upper_leg__s03,s03,28,upper_leg,cooled leg / top cooled incline,cooler,cooled_incline_composite,top_horizontal_inlet;cooled_incline_pre_hx;cooled_incline_hx_active;cooled_incline_post_hx;top_horizontal_exit,cooler_hx_path,CFD upper_leg is the cooled top path and maps to the Fluid top/HX composite.,0.357,0.9652,Composite Fluid length is top inlet + three 12 in cooled/HX segments + top exit.,1184,-6907.965882,0.6988205508,0.0002940047699,1976.69214,0.4864864865,-6446.7939782,7.0378418838,6380.021058,22.8471078408,-134.55473500000062,5.3069301768,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_lo10q/postProcessing/agent447PressureLadderSurfaces/8016/plane_upper_leg__s03.xy,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt_1,salt1_lo10q,training_perturbation,7416-8016,Salt1 -10%Q training candidate; pressure ladder diagnostic until mesh/GCI and pressure gates admit,viscosity_screening_salt_test_1_jin_coarse_mesh,8016,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/summary.json,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,true,24,4,upper_leg__s04,s04,29,upper_leg,cooled leg / top cooled incline,cooler,cooled_incline_composite,top_horizontal_inlet;cooled_incline_pre_hx;cooled_incline_hx_active;cooled_incline_post_hx;top_horizontal_exit,cooler_hx_path,CFD upper_leg is the cooled top path and maps to the Fluid top/HX composite.,0.357,0.9652,Composite Fluid length is top inlet + three 12 in cooled/HX segments + top exit.,1360,-6261.198995,1.468637053,0.0006311367417,1978.225792,0.4470588235,-5800.0270912,7.807658386,7026.787945000001,23.616924342999997,646.7668870000007,0.7698165021999999,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_lo10q/postProcessing/agent447PressureLadderSurfaces/8016/plane_upper_leg__s04.xy,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt_1,salt1_lo10q,training_perturbation,7416-8016,Salt1 -10%Q training candidate; pressure ladder diagnostic until mesh/GCI and pressure gates admit,viscosity_screening_salt_test_1_jin_coarse_mesh,8016,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/summary.json,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,true,25,0,right_leg__s00,s00,5,right_leg,right downcomer / cold vertical return,downcomer,right_vertical,right_vertical,downcomer,CFD span right_leg is the downcomer; actual flow is top-to-bottom s00 -> s04.,0.366,0.9144,CFD mesh PCA span length differs from Fluid 1D physical 36 in right_vertical length.,2592,2636.83809,-6.161343951,0.0009766801069,1976.745488,0.2222222222,3098.0099938000003,0.17767738199999972,0.0,0.0,8898.037085,-7.629981004,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_lo10q/postProcessing/agent447PressureLadderSurfaces/8016/plane_right_leg__s00.xy,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt_1,salt1_lo10q,training_perturbation,7416-8016,Salt1 -10%Q training candidate; pressure ladder diagnostic until mesh/GCI and pressure gates admit,viscosity_screening_salt_test_1_jin_coarse_mesh,8016,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/summary.json,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,true,26,1,right_leg__s01,s01,6,right_leg,right downcomer / cold vertical return,downcomer,right_vertical,right_vertical,downcomer,CFD span right_leg is the downcomer; actual flow is top-to-bottom s00 -> s04.,0.366,0.9144,CFD mesh PCA span length differs from Fluid 1D physical 36 in right_vertical length.,1152,-903.8961941,-8.750519648,9.868352646e-05,1978.677049,0.6579861111,-442.7242903,-2.4114983149999993,-3540.7342841,-2.589175696999999,-3540.7342841,-2.589175696999999,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_lo10q/postProcessing/agent447PressureLadderSurfaces/8016/plane_right_leg__s01.xy,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt_1,salt1_lo10q,training_perturbation,7416-8016,Salt1 -10%Q training candidate; pressure ladder diagnostic until mesh/GCI and pressure gates admit,viscosity_screening_salt_test_1_jin_coarse_mesh,8016,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/summary.json,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,true,27,2,right_leg__s02,s02,7,right_leg,right downcomer / cold vertical return,downcomer,right_vertical,right_vertical,downcomer,CFD span right_leg is the downcomer; actual flow is top-to-bottom s00 -> s04.,0.366,0.9144,CFD mesh PCA span length differs from Fluid 1D physical 36 in right_vertical length.,1152,-4463.476248,-8.886178994,0.0001163859324,1978.065983,0.6701388889,-4002.3043442,-2.547157661,-7100.314338,-2.7248350429999997,-3559.5800539,-0.13565934600000062,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_lo10q/postProcessing/agent447PressureLadderSurfaces/8016/plane_right_leg__s02.xy,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt_1,salt1_lo10q,training_perturbation,7416-8016,Salt1 -10%Q training candidate; pressure ladder diagnostic until mesh/GCI and pressure gates admit,viscosity_screening_salt_test_1_jin_coarse_mesh,8016,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/summary.json,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,true,28,3,right_leg__s03,s03,8,right_leg,right downcomer / cold vertical return,downcomer,right_vertical,right_vertical,downcomer,CFD span right_leg is the downcomer; actual flow is top-to-bottom s00 -> s04.,0.366,0.9144,CFD mesh PCA span length differs from Fluid 1D physical 36 in right_vertical length.,1036,-8010.678643,-11.16505951,-0.0007006726303,1977.288095,0.555984556,-7549.5067392,-4.826038177000001,-10647.516733,-5.003715559000001,-3547.2023950000003,-2.278880516000001,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_lo10q/postProcessing/agent447PressureLadderSurfaces/8016/plane_right_leg__s03.xy,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt_1,salt1_lo10q,training_perturbation,7416-8016,Salt1 -10%Q training candidate; pressure ladder diagnostic until mesh/GCI and pressure gates admit,viscosity_screening_salt_test_1_jin_coarse_mesh,8016,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/summary.json,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,true,29,4,right_leg__s04,s04,9,right_leg,right downcomer / cold vertical return,downcomer,right_vertical,right_vertical,downcomer,CFD span right_leg is the downcomer; actual flow is top-to-bottom s00 -> s04.,0.366,0.9144,CFD mesh PCA span length differs from Fluid 1D physical 36 in right_vertical length.,1152,-11564.53801,-10.6336876,0.0003004452498,1977.28939,0.6614583333,-11103.366106200001,-4.294666267,-14201.376100000001,-4.472343649,-3553.859367,0.5313719100000007,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_lo10q/postProcessing/agent447PressureLadderSurfaces/8016/plane_right_leg__s04.xy,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt_1,salt1_nominal,training,7284-7884,Salt1 training candidate; pressure ladder diagnostic until mesh/GCI and pressure gates admit,viscosity_screening_salt_test_1_jin_coarse_mesh,7884,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/summary.json,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,true,0,0,lower_leg__s04,s04,4,lower_leg,heater / bottom heated incline,heater,heated_incline,heated_incline,heater,CFD span lower_leg is the heater; actual flow is s04 -> s00.,0.357,0.9144,CFD mesh PCA span length differs from Fluid 1D physical 36 in heated_incline length.,3142,-458.8789392,-5.377368333,3.255193141e-05,1975.31099,0.2374283896,0.0,0.0,0.0,0.0,,,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_nominal/postProcessing/agent447PressureLadderSurfaces/7884/plane_lower_leg__s04.xy,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
