case_key,case_id,split_role,time_s,time_window_s,harvest_package,harvest_task,harvest_job_id,native_case_path,loop_branch_order_index,cfd_span,physical_location_label,loop_region,one_d_parent_segment,one_d_component_segments,one_d_role,station_count,flow_start_station_label,flow_end_station_label,arithmetic_mean_p_Pa,face_count_weighted_mean_p_Pa,min_mean_p_Pa,max_mean_p_Pa,flow_end_minus_start_p_Pa,arithmetic_mean_p_rgh_Pa,face_count_weighted_mean_p_rgh_Pa,min_mean_p_rgh_Pa,max_mean_p_rgh_Pa,flow_end_minus_start_p_rgh_Pa,max_reverse_area_fraction_proxy,mean_reverse_area_fraction_proxy,flow_order_note,length_basis_note,admission_caveat,admission_status,fit_eligible,mapping_status,source_path
salt1_lo10q,salt_1,training_perturbation,8016,7416-8016,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,4,upper_leg,cooled leg / top cooled incline,cooler,cooled_incline_composite,top_horizontal_inlet;cooled_incline_pre_hx;cooled_incline_hx_active;cooled_incline_post_hx;top_horizontal_exit,cooler_hx_path,5,upper_leg__s00,upper_leg__s04,-7421.8124282,-7550.062648122808,-13287.98694,-3878.499177,7026.787945000001,-7.88761457844,-11.884332929389545,-22.14828729,1.468637053,23.616924342999997,0.5783308931,0.50627540296,CFD upper_leg is the cooled top path and maps to the Fluid top/HX composite.,Composite Fluid length is top inlet + three 12 in cooled/HX segments + top exit.,Salt1 -10%Q training candidate; pressure ladder diagnostic until mesh/GCI and pressure gates admit,diagnostic_station_pressure_ladder_not_fit_admitted,no,label_locked_reference_mapping,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt1_lo10q,salt_1,training_perturbation,8016,7416-8016,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,5,right_leg,right downcomer / cold vertical return,downcomer,right_vertical,right_vertical,downcomer,5,right_leg__s00,right_leg__s04,-4461.15020102,-2960.1834536543197,-11564.53801,2636.83809,-14201.376100000001,-9.1193579406,-8.484569469810276,-11.16505951,-6.161343951,-4.472343649,0.6701388889,0.5535580223,CFD span right_leg is the downcomer; actual flow is top-to-bottom s00 -> s04.,CFD mesh PCA span length differs from Fluid 1D physical 36 in right_vertical length.,Salt1 -10%Q training candidate; pressure ladder diagnostic until mesh/GCI and pressure gates admit,diagnostic_station_pressure_ladder_not_fit_admitted,no,label_locked_reference_mapping,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt1_nominal,salt_1,training,7884,7284-7884,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,0,lower_leg,heater / bottom heated incline,heater,heated_incline,heated_incline,heater,5,lower_leg__s04,lower_leg__s00,-6396.56219344,-6193.801802741912,-9856.256045,-458.8789392,-7138.5613118,-1.3076402034,-2.1087201473818613,-5.930805731,3.207741707,-0.5534373980000007,0.5405797101,0.39362520426000003,CFD span lower_leg is the heater; actual flow is s04 -> s00.,CFD mesh PCA span length differs from Fluid 1D physical 36 in heated_incline length.,Salt1 training candidate; pressure ladder diagnostic until mesh/GCI and pressure gates admit,diagnostic_station_pressure_ladder_not_fit_admitted,no,label_locked_reference_mapping,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt1_nominal,salt_1,training,7884,7284-7884,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,1,left_lower_leg,lower upcomer below test section,upcomer,left_lower_vertical,left_lower_vertical,upcomer,5,left_lower_leg__s00,left_lower_leg__s04,-3313.40112018,-3313.4011201800004,-5682.736,-943.8494079,-4738.8865921,-8.0473033852,-8.047303385200001,-8.443440563,-7.726031668,-0.7174088949999993,0.6597222222,0.65416666666,Upcomer-side ladder is reported in increasing station order along the loop path.,CFD mesh PCA span and Fluid 1D left_lower_vertical lengths use different geometric bases.,Salt1 training candidate; pressure ladder diagnostic until mesh/GCI and pressure gates admit,diagnostic_station_pressure_ladder_not_fit_admitted,no,label_locked_reference_mapping,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt1_nominal,salt_1,training,7884,7284-7884,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,2,test_section_span,test section / middle upcomer,upcomer_test_section,test_section,test_section,test_section,5,test_section_span__s00,test_section_span__s04,-8698.6245244,-8698.6245244,-10615.91014,-6783.77898,3832.13116,-9.0767689572,-9.076768957199999,-9.502352515,-8.370489775,0.7665418660000007,0.3590733591,0.33976833978,Test-section span is the 1D quartz test_section in the upcomer path.,CFD extracted span length differs from Fluid 1D test_section length.,Salt1 training candidate; pressure ladder diagnostic until mesh/GCI and pressure gates admit,diagnostic_station_pressure_ladder_not_fit_admitted,no,label_locked_reference_mapping,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt1_nominal,salt_1,training,7884,7284-7884,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,3,left_upper_leg,upper upcomer above test section,upcomer,left_upper_vertical,left_upper_vertical,upcomer,5,left_upper_leg__s00,left_upper_leg__s04,-14566.523794,-15128.677421921995,-17333.15746,-11791.33855,-5541.818909999998,-10.41784575102,-10.03054506225361,-28.96630272,-0.6924694721,-19.307535105,0.8492307692,0.77554804658,Upper upcomer ladder is reported in increasing station order along the loop path.,CFD mesh PCA span and Fluid 1D left_upper_vertical lengths use different geometric bases.,Salt1 training candidate; pressure ladder diagnostic until mesh/GCI and pressure gates admit,diagnostic_station_pressure_ladder_not_fit_admitted,no,label_locked_reference_mapping,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt1_nominal,salt_1,training,7884,7284-7884,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,4,upper_leg,cooled leg / top cooled incline,cooler,cooled_incline_composite,top_horizontal_inlet;cooled_incline_pre_hx;cooled_incline_hx_active;cooled_incline_post_hx;top_horizontal_exit,cooler_hx_path,5,upper_leg__s00,upper_leg__s04,-7398.9265552,-7526.746544200368,-13247.8104,-3865.836036,7005.91161,-6.3823801054,-10.5546945408482,-20.80936221,3.284486072,24.093848282,0.5783308931,0.50565987266,CFD upper_leg is the cooled top path and maps to the Fluid top/HX composite.,Composite Fluid length is top inlet + three 12 in cooled/HX segments + top exit.,Salt1 training candidate; pressure ladder diagnostic until mesh/GCI and pressure gates admit,diagnostic_station_pressure_ladder_not_fit_admitted,no,label_locked_reference_mapping,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt1_nominal,salt_1,training,7884,7284-7884,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,5,right_leg,right downcomer / cold vertical return,downcomer,right_vertical,right_vertical,downcomer,5,right_leg__s00,right_leg__s04,-4446.8913213,-2950.3649881744777,-11529.5901,2630.108589,-14159.698688999999,-7.8609471034,-7.262969497016376,-9.301764112,-5.021610959,-4.2801531530000005,0.671875,0.56819364006,CFD span right_leg is the downcomer; actual flow is top-to-bottom s00 -> s04.,CFD mesh PCA span length differs from Fluid 1D physical 36 in right_vertical length.,Salt1 training candidate; pressure ladder diagnostic until mesh/GCI and pressure gates admit,diagnostic_station_pressure_ladder_not_fit_admitted,no,label_locked_reference_mapping,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt2_hi5q,salt_2,holdout_perturbation,9780,9480-9780,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,0,lower_leg,heater / bottom heated incline,heater,heated_incline,heated_incline,heater,5,lower_leg__s04,lower_leg__s00,-6338.72696128,-6137.555094820158,-9769.340222,-450.2558614,-7079.8769186,5.38100841654,4.781054184871801,-0.3234971183,9.600623282,1.4500018763,0.5405797101,0.39541091856,CFD span lower_leg is the heater; actual flow is s04 -> s00.,CFD mesh PCA span length differs from Fluid 1D physical 36 in heated_incline length.,Salt2 +5%Q holdout only; do not use for training/model selection,diagnostic_station_pressure_ladder_not_fit_admitted,no,label_locked_reference_mapping,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt2_hi5q,salt_2,holdout_perturbation,9780,9480-9780,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,1,left_lower_leg,lower upcomer below test section,upcomer,left_lower_vertical,left_lower_vertical,upcomer,5,left_lower_leg__s00,left_lower_leg__s04,-3281.49443682,-3281.4944368200004,-5631.032178,-931.7103561,-4699.3218219,-3.4182752770000002,-3.418275277,-3.494389684,-3.251318994,-0.17755712800000012,0.6319444444,0.62604166664,Upcomer-side ladder is reported in increasing station order along the loop path.,CFD mesh PCA span and Fluid 1D left_lower_vertical lengths use different geometric bases.,Salt2 +5%Q holdout only; do not use for training/model selection,diagnostic_station_pressure_ladder_not_fit_admitted,no,label_locked_reference_mapping,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt2_hi5q,salt_2,holdout_perturbation,9780,9480-9780,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,2,test_section_span,test section / middle upcomer,upcomer_test_section,test_section,test_section,test_section,5,test_section_span__s00,test_section_span__s04,-8621.9835534,-8621.9835534,-10523.4303,-6722.88192,3800.54838,-1.8303324915999999,-1.8303324915999999,-2.147550791,-1.653249137,-0.49430165400000003,0.3397683398,0.3281853282,Test-section span is the 1D quartz test_section in the upcomer path.,CFD extracted span length differs from Fluid 1D test_section length.,Salt2 +5%Q holdout only; do not use for training/model selection,diagnostic_station_pressure_ladder_not_fit_admitted,no,label_locked_reference_mapping,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt2_hi5q,salt_2,holdout_perturbation,9780,9480-9780,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,3,left_upper_leg,upper upcomer above test section,upcomer,left_upper_vertical,left_upper_vertical,upcomer,5,left_upper_leg__s00,left_upper_leg__s04,-14441.491014,-14998.970891573224,-17185.7375,-11689.25505,-5496.4824499999995,-3.0628535558000003,-2.205257258826365,-19.14295394,6.786726539,-16.285152587000002,0.8415384615,0.76815670602,Upper upcomer ladder is reported in increasing station order along the loop path.,CFD mesh PCA span and Fluid 1D left_upper_vertical lengths use different geometric bases.,Salt2 +5%Q holdout only; do not use for training/model selection,diagnostic_station_pressure_ladder_not_fit_admitted,no,label_locked_reference_mapping,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt2_hi5q,salt_2,holdout_perturbation,9780,9480-9780,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,4,upper_leg,cooled leg / top cooled incline,cooler,cooled_incline_composite,top_horizontal_inlet;cooled_incline_pre_hx;cooled_incline_hx_active;cooled_incline_post_hx;top_horizontal_exit,cooler_hx_path,5,upper_leg__s00,upper_leg__s04,-7333.276157400001,-7460.259865267775,-13134.58522,-3829.784719,6949.384937000001,-0.4557167412000003,-4.825246591445614,-14.8278621,9.113657972,23.941520072000003,0.5783308931,0.51214255664,CFD upper_leg is the cooled top path and maps to the Fluid top/HX composite.,Composite Fluid length is top inlet + three 12 in cooled/HX segments + top exit.,Salt2 +5%Q holdout only; do not use for training/model selection,diagnostic_station_pressure_ladder_not_fit_admitted,no,label_locked_reference_mapping,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt2_hi5q,salt_2,holdout_perturbation,9780,9480-9780,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,5,right_leg,right downcomer / cold vertical return,downcomer,right_vertical,right_vertical,downcomer,5,right_leg__s00,right_leg__s04,-4405.55409478,-2921.3954522660642,-11429.66326,2612.97119,-14042.63445,-2.28649612922,-1.9436573847232073,-3.431760451,-0.5653814961,-1.7793906548999998,0.671875,0.56248793434,CFD span right_leg is the downcomer; actual flow is top-to-bottom s00 -> s04.,CFD mesh PCA span length differs from Fluid 1D physical 36 in right_vertical length.,Salt2 +5%Q holdout only; do not use for training/model selection,diagnostic_station_pressure_ladder_not_fit_admitted,no,label_locked_reference_mapping,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt2_lo5q,salt_2,holdout_perturbation,10275,9975-10275,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,0,lower_leg,heater / bottom heated incline,heater,heated_incline,heated_incline,heater,5,lower_leg__s04,lower_leg__s00,-6350.6075644,-6149.115306155865,-9787.335647,-451.869009,-7092.099623,3.68424160986,3.1651028106308052,-1.200043041,7.61563568,0.6204886213,0.5405797101,0.39499075048,CFD span lower_leg is the heater; actual flow is s04 -> s00.,CFD mesh PCA span length differs from Fluid 1D physical 36 in heated_incline length.,Salt2 -5%Q holdout only; do not use for training/model selection,diagnostic_station_pressure_ladder_not_fit_admitted,no,label_locked_reference_mapping,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
