request_id,plane_set,case_scope,quantity,metric,definition,required_for,admission_gate,minimum_acceptance,postprocessor_hint,source_paths
PM5:wall_bulk_deltaT_PM5_PM10,PM5,all requested upcomer-onset anchor cases,wall_bulk_deltaT,wall_bulk_deltaT_PM5_PM10,matched wall-band minus bulk T at PM5 and PM10,junction/upcomer heat-loss audit,"same retained time window, same plane geometry, same wall-band definition, uncertainty reported",required for main evidence; missing value keeps row diagnostic only,emit both per-plane samples and paired PM5-PM10 ledger rows keyed by case_key/window_id/mesh_id,work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_cfd_anchor_matrix/required_output_contract.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/anchor_inventory.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/same_window_field_gap_table.csv
PM10:RAF,PM10,all requested upcomer-onset anchor cases,reverse_area_fraction,RAF,area fraction with U dot n < 0,onset classifier,"same retained time window, same plane geometry, same wall-band definition, uncertainty reported",required for main evidence; missing value keeps row diagnostic only,emit both per-plane samples and paired PM5-PM10 ledger rows keyed by case_key/window_id/mesh_id,work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_cfd_anchor_matrix/required_output_contract.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/anchor_inventory.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/same_window_field_gap_table.csv
PM10:RMF,PM10,all requested upcomer-onset anchor cases,reverse_mass_fraction,RMF,reverse signed mass flux divided by total absolute mass flux,material backflow classifier,"same retained time window, same plane geometry, same wall-band definition, uncertainty reported",required for main evidence; missing value keeps row diagnostic only,emit both per-plane samples and paired PM5-PM10 ledger rows keyed by case_key/window_id/mesh_id,work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_cfd_anchor_matrix/required_output_contract.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/anchor_inventory.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/same_window_field_gap_table.csv
PM10:SVF,PM10,all requested upcomer-onset anchor cases,secondary_velocity_fraction,SVF,mean transverse speed divided by mean axial speed,cell strength proxy,"same retained time window, same plane geometry, same wall-band definition, uncertainty reported",required for main evidence; missing value keeps row diagnostic only,emit both per-plane samples and paired PM5-PM10 ledger rows keyed by case_key/window_id/mesh_id,work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_cfd_anchor_matrix/required_output_contract.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/anchor_inventory.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/same_window_field_gap_table.csv
PM10:backflow_fraction,PM10,all requested upcomer-onset anchor cases,backflow_fraction,backflow_fraction,legacy cell-count/area fraction when available,bridge to existing upcomer-onset evidence,"same retained time window, same plane geometry, same wall-band definition, uncertainty reported",required for main evidence; missing value keeps row diagnostic only,emit both per-plane samples and paired PM5-PM10 ledger rows keyed by case_key/window_id/mesh_id,work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_cfd_anchor_matrix/required_output_contract.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/anchor_inventory.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/same_window_field_gap_table.csv
PM10:Re_upcomer,PM10,all requested upcomer-onset anchor cases,Re,Re_upcomer,rho*U_bulk*D_h/mu(T_bulk),streamwise coordinate for 1D model,"same retained time window, same plane geometry, same wall-band definition, uncertainty reported",required for main evidence; missing value keeps row diagnostic only,emit both per-plane samples and paired PM5-PM10 ledger rows keyed by case_key/window_id/mesh_id,work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_cfd_anchor_matrix/required_output_contract.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/anchor_inventory.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/same_window_field_gap_table.csv
PM10:Pr,PM10,all requested upcomer-onset anchor cases,Pr,Pr,mu*cp/k,property coordinate,"same retained time window, same plane geometry, same wall-band definition, uncertainty reported",required for main evidence; missing value keeps row diagnostic only,emit both per-plane samples and paired PM5-PM10 ledger rows keyed by case_key/window_id/mesh_id,work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_cfd_anchor_matrix/required_output_contract.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/anchor_inventory.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/same_window_field_gap_table.csv
PM10:Ri,PM10,all requested upcomer-onset anchor cases,Ri,Ri,Gr/Re^2 using documented L,onset coordinate,"same retained time window, same plane geometry, same wall-band definition, uncertainty reported",required for main evidence; missing value keeps row diagnostic only,emit both per-plane samples and paired PM5-PM10 ledger rows keyed by case_key/window_id/mesh_id,work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_cfd_anchor_matrix/required_output_contract.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/anchor_inventory.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/same_window_field_gap_table.csv
PM10:Gr,PM10,all requested upcomer-onset anchor cases,Gr,Gr,g*beta*wall_bulk_deltaT*L^3/nu^2,thermal-drive coordinate,"same retained time window, same plane geometry, same wall-band definition, uncertainty reported",required for main evidence; missing value keeps row diagnostic only,emit both per-plane samples and paired PM5-PM10 ledger rows keyed by case_key/window_id/mesh_id,work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_cfd_anchor_matrix/required_output_contract.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/anchor_inventory.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/same_window_field_gap_table.csv
PM10:Ra,PM10,all requested upcomer-onset anchor cases,Ra,Ra,Gr*Pr,thermal-drive coordinate,"same retained time window, same plane geometry, same wall-band definition, uncertainty reported",required for main evidence; missing value keeps row diagnostic only,emit both per-plane samples and paired PM5-PM10 ledger rows keyed by case_key/window_id/mesh_id,work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_cfd_anchor_matrix/required_output_contract.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/anchor_inventory.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/same_window_field_gap_table.csv
PM10:Gz,PM10,all requested upcomer-onset anchor cases,Gz,Gz,Re*Pr*D_h/x_from_reset,development coordinate,"same retained time window, same plane geometry, same wall-band definition, uncertainty reported",required for main evidence; missing value keeps row diagnostic only,emit both per-plane samples and paired PM5-PM10 ledger rows keyed by case_key/window_id/mesh_id,work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_cfd_anchor_matrix/required_output_contract.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/anchor_inventory.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/same_window_field_gap_table.csv
PM10:wall_bulk_deltaT_PM5_PM10,PM10,all requested upcomer-onset anchor cases,wall_bulk_deltaT,wall_bulk_deltaT_PM5_PM10,matched wall-band minus bulk T at PM5 and PM10,junction/upcomer heat-loss audit,"same retained time window, same plane geometry, same wall-band definition, uncertainty reported",required for main evidence; missing value keeps row diagnostic only,emit both per-plane samples and paired PM5-PM10 ledger rows keyed by case_key/window_id/mesh_id,work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_cfd_anchor_matrix/required_output_contract.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/anchor_inventory.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/same_window_field_gap_table.csv
PM5_to_PM10_pair:RAF,PM5_to_PM10_pair,all requested upcomer-onset anchor cases,reverse_area_fraction,RAF,area fraction with U dot n < 0,onset classifier,"same retained time window, same plane geometry, same wall-band definition, uncertainty reported",required for main evidence; missing value keeps row diagnostic only,emit both per-plane samples and paired PM5-PM10 ledger rows keyed by case_key/window_id/mesh_id,work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_cfd_anchor_matrix/required_output_contract.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/anchor_inventory.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/same_window_field_gap_table.csv
PM5_to_PM10_pair:RMF,PM5_to_PM10_pair,all requested upcomer-onset anchor cases,reverse_mass_fraction,RMF,reverse signed mass flux divided by total absolute mass flux,material backflow classifier,"same retained time window, same plane geometry, same wall-band definition, uncertainty reported",required for main evidence; missing value keeps row diagnostic only,emit both per-plane samples and paired PM5-PM10 ledger rows keyed by case_key/window_id/mesh_id,work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_cfd_anchor_matrix/required_output_contract.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/anchor_inventory.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/same_window_field_gap_table.csv
PM5_to_PM10_pair:SVF,PM5_to_PM10_pair,all requested upcomer-onset anchor cases,secondary_velocity_fraction,SVF,mean transverse speed divided by mean axial speed,cell strength proxy,"same retained time window, same plane geometry, same wall-band definition, uncertainty reported",required for main evidence; missing value keeps row diagnostic only,emit both per-plane samples and paired PM5-PM10 ledger rows keyed by case_key/window_id/mesh_id,work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_cfd_anchor_matrix/required_output_contract.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/anchor_inventory.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/same_window_field_gap_table.csv
PM5_to_PM10_pair:backflow_fraction,PM5_to_PM10_pair,all requested upcomer-onset anchor cases,backflow_fraction,backflow_fraction,legacy cell-count/area fraction when available,bridge to existing upcomer-onset evidence,"same retained time window, same plane geometry, same wall-band definition, uncertainty reported",required for main evidence; missing value keeps row diagnostic only,emit both per-plane samples and paired PM5-PM10 ledger rows keyed by case_key/window_id/mesh_id,work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_cfd_anchor_matrix/required_output_contract.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/anchor_inventory.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/same_window_field_gap_table.csv
PM5_to_PM10_pair:Re_upcomer,PM5_to_PM10_pair,all requested upcomer-onset anchor cases,Re,Re_upcomer,rho*U_bulk*D_h/mu(T_bulk),streamwise coordinate for 1D model,"same retained time window, same plane geometry, same wall-band definition, uncertainty reported",required for main evidence; missing value keeps row diagnostic only,emit both per-plane samples and paired PM5-PM10 ledger rows keyed by case_key/window_id/mesh_id,work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_cfd_anchor_matrix/required_output_contract.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/anchor_inventory.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/same_window_field_gap_table.csv
PM5_to_PM10_pair:Pr,PM5_to_PM10_pair,all requested upcomer-onset anchor cases,Pr,Pr,mu*cp/k,property coordinate,"same retained time window, same plane geometry, same wall-band definition, uncertainty reported",required for main evidence; missing value keeps row diagnostic only,emit both per-plane samples and paired PM5-PM10 ledger rows keyed by case_key/window_id/mesh_id,work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_cfd_anchor_matrix/required_output_contract.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/anchor_inventory.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/same_window_field_gap_table.csv
PM5_to_PM10_pair:Ri,PM5_to_PM10_pair,all requested upcomer-onset anchor cases,Ri,Ri,Gr/Re^2 using documented L,onset coordinate,"same retained time window, same plane geometry, same wall-band definition, uncertainty reported",required for main evidence; missing value keeps row diagnostic only,emit both per-plane samples and paired PM5-PM10 ledger rows keyed by case_key/window_id/mesh_id,work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_cfd_anchor_matrix/required_output_contract.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/anchor_inventory.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/same_window_field_gap_table.csv
PM5_to_PM10_pair:Gr,PM5_to_PM10_pair,all requested upcomer-onset anchor cases,Gr,Gr,g*beta*wall_bulk_deltaT*L^3/nu^2,thermal-drive coordinate,"same retained time window, same plane geometry, same wall-band definition, uncertainty reported",required for main evidence; missing value keeps row diagnostic only,emit both per-plane samples and paired PM5-PM10 ledger rows keyed by case_key/window_id/mesh_id,work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_cfd_anchor_matrix/required_output_contract.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/anchor_inventory.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/same_window_field_gap_table.csv
PM5_to_PM10_pair:Ra,PM5_to_PM10_pair,all requested upcomer-onset anchor cases,Ra,Ra,Gr*Pr,thermal-drive coordinate,"same retained time window, same plane geometry, same wall-band definition, uncertainty reported",required for main evidence; missing value keeps row diagnostic only,emit both per-plane samples and paired PM5-PM10 ledger rows keyed by case_key/window_id/mesh_id,work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_cfd_anchor_matrix/required_output_contract.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/anchor_inventory.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/same_window_field_gap_table.csv
PM5_to_PM10_pair:Gz,PM5_to_PM10_pair,all requested upcomer-onset anchor cases,Gz,Gz,Re*Pr*D_h/x_from_reset,development coordinate,"same retained time window, same plane geometry, same wall-band definition, uncertainty reported",required for main evidence; missing value keeps row diagnostic only,emit both per-plane samples and paired PM5-PM10 ledger rows keyed by case_key/window_id/mesh_id,work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_cfd_anchor_matrix/required_output_contract.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/anchor_inventory.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/same_window_field_gap_table.csv
PM5_to_PM10_pair:delta_p_PM5_PM10,PM5_to_PM10_pair,all requested upcomer-onset anchor cases,pressure,delta_p_PM5_PM10,same-window p and p_rgh difference plus uncertainty,pressure map and corner-drop separation,"same retained time window, same plane geometry, same wall-band definition, uncertainty reported",required for main evidence; missing value keeps row diagnostic only,emit both per-plane samples and paired PM5-PM10 ledger rows keyed by case_key/window_id/mesh_id,work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_cfd_anchor_matrix/required_output_contract.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/anchor_inventory.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/same_window_field_gap_table.csv
PM5_to_PM10_pair:wall_bulk_deltaT_PM5_PM10,PM5_to_PM10_pair,all requested upcomer-onset anchor cases,wall_bulk_deltaT,wall_bulk_deltaT_PM5_PM10,matched wall-band minus bulk T at PM5 and PM10,junction/upcomer heat-loss audit,"same retained time window, same plane geometry, same wall-band definition, uncertainty reported",required for main evidence; missing value keeps row diagnostic only,emit both per-plane samples and paired PM5-PM10 ledger rows keyed by case_key/window_id/mesh_id,work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_cfd_anchor_matrix/required_output_contract.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/anchor_inventory.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/same_window_field_gap_table.csv
PM5_to_PM10_pair:wallHeatFlux_PM5_PM10_section,PM5_to_PM10_pair,all requested upcomer-onset anchor cases,heat_flux,wallHeatFlux_PM5_PM10_section,patch-integrated wall heat in the PM5-PM10 section,same-window heat audit,"same retained time window, same plane geometry, same wall-band definition, uncertainty reported",required for main evidence; missing value keeps row diagnostic only,emit both per-plane samples and paired PM5-PM10 ledger rows keyed by case_key/window_id/mesh_id,work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_cfd_anchor_matrix/required_output_contract.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/anchor_inventory.csv;work_products/2026-07/2026-07-17/2026-07-17_upcomer_onset_data_sparsity_progress/same_window_field_gap_table.csv
