source_id,case_id,mesh_level,quantity,monitor,time_window_start_s,time_window_end_s,n_samples,mean_value,last_value,std_value,relative_std,drift_fraction,amplitude_fraction,series_verdict,units,source_file
salt_test_2_jin_medium_mesh_external_20260707,salt_test_2_jin,medium,wall_net_q_w,wallHeatFlux,500.0,518.9335938,20,-1.3261275504799528,-1.3261275504799528,0.0,0.0,0.0,0.0,stationary,W,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/medium/viscosity_screening_salt_test_2_jin_medium_mesh/postProcessing/wallHeatFlux/442/wallHeatFlux.dat
salt_test_4_jin_medium_mesh_external_20260707,salt_test_4_jin,medium,mdot,mdot_pipeleg_left_04_test_section,1021.0,1160.0,140,-0.01647560255464286,-0.0164749923,6.221654516526347e-05,0.0037762834445002266,0.0017180726316397604,0.014426216535129002,stationary,kg/s,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/medium/viscosity_screening_salt_test_4_jin_medium_mesh/postProcessing/mdot_pipeleg_left_04_test_section/602/surfaceFieldValue.dat
salt_test_4_jin_medium_mesh_external_20260707,salt_test_4_jin,medium,mdot,mdot_pipeleg_lower_05_straight,1021.0,1160.0,140,-0.01647575809042857,-0.01647434938,6.233638868088847e-05,0.0037835217256013353,0.0017023025078526089,0.014435302988465494,stationary,kg/s,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/medium/viscosity_screening_salt_test_4_jin_medium_mesh/postProcessing/mdot_pipeleg_lower_05_straight/602/surfaceFieldValue.dat
salt_test_4_jin_medium_mesh_external_20260707,salt_test_4_jin,medium,mdot,mdot_pipeleg_right_02_middle,1021.0,1160.0,140,-0.016475990968642856,-0.01647542126,6.261151855162314e-05,0.0038001670837757512,0.0017178412622006565,0.014509239562886907,stationary,kg/s,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/medium/viscosity_screening_salt_test_4_jin_medium_mesh/postProcessing/mdot_pipeleg_right_02_middle/602/surfaceFieldValue.dat
salt_test_4_jin_medium_mesh_external_20260707,salt_test_4_jin,medium,mdot,mdot_pipeleg_upper_05_cooler,1021.0,1160.0,140,-0.016475761473,-0.01647452395,6.20688859616143e-05,0.0037672848118935802,0.0016883999860229048,0.01442446289292657,stationary,kg/s,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/medium/viscosity_screening_salt_test_4_jin_medium_mesh/postProcessing/mdot_pipeleg_upper_05_cooler/602/surfaceFieldValue.dat
salt_test_4_jin_medium_mesh_external_20260707,salt_test_4_jin,medium,wall_gross_duty_w,wallHeatFlux,1112.0,1160.0,49,621.3782164611841,621.2950287150098,0.03880434889909332,6.244884012846197e-05,0.00017367933095349084,0.00024061549017829624,stationary,W,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/medium/viscosity_screening_salt_test_4_jin_medium_mesh/postProcessing/wallHeatFlux/603/wallHeatFlux.dat
salt_test_4_jin_medium_mesh_external_20260707,salt_test_4_jin,medium,wall_heat_in_w,wallHeatFlux,1112.0,1160.0,49,310.64795740204084,310.6407036,0.0036718167189756187,1.1819864356048382e-05,3.0197030606610144e-05,4.001056406078217e-05,stationary,W,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/medium/viscosity_screening_salt_test_4_jin_medium_mesh/postProcessing/wallHeatFlux/603/wallHeatFlux.dat
salt_test_4_jin_medium_mesh_external_20260707,salt_test_4_jin,medium,wall_heat_out_w,wallHeatFlux,1112.0,1160.0,49,-310.7302590591433,-310.65432511501007,0.03562984127145911,0.00011466485877282215,0.0003171236278203687,0.00044926498166813263,stationary,W,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/medium/viscosity_screening_salt_test_4_jin_medium_mesh/postProcessing/wallHeatFlux/603/wallHeatFlux.dat
salt_test_4_jin_medium_mesh_external_20260707,salt_test_4_jin,medium,wall_net_q_w,wallHeatFlux,1112.0,1160.0,49,-0.0823016571024505,-0.013621515010072471,0.03256007003393913,0.3956186446332156,1.083322794313378,1.5757547138877175,drifting_or_oscillatory,W,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/medium/viscosity_screening_salt_test_4_jin_medium_mesh/postProcessing/wallHeatFlux/603/wallHeatFlux.dat
salt_test_2_jin_fine_mesh_external_20260707,salt_test_2_jin,fine,mdot,mdot_pipeleg_left_04_test_section,388.0,399.408415842,13,-0.012871216714615384,-0.01287121672,7.457969091715676e-12,5.794299992825919e-10,2.873900125476837e-10,2.330781904922703e-09,stationary,kg/s,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/fine/viscosity_screening_salt_test_2_jin_fine_mesh/postProcessing/mdot_pipeleg_left_04_test_section/350/surfaceFieldValue.dat
salt_test_2_jin_fine_mesh_external_20260707,salt_test_2_jin,fine,mdot,mdot_pipeleg_lower_05_straight,388.0,399.408415842,13,-0.012871216715384616,-0.01287121672,8.42650086320561e-12,6.546778792974283e-10,1.0990337367598037e-09,2.3307819047834067e-09,stationary,kg/s,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/fine/viscosity_screening_salt_test_2_jin_fine_mesh/postProcessing/mdot_pipeleg_lower_05_straight/350/surfaceFieldValue.dat
salt_test_2_jin_fine_mesh_external_20260707,salt_test_2_jin,fine,mdot,mdot_pipeleg_right_02_middle,388.0,399.408415842,13,-0.012871216718461538,-0.01287121671,1.6569737913403326e-11,1.2873482185749306e-09,1.5934207474615495e-09,4.661563943227853e-09,stationary,kg/s,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/fine/viscosity_screening_salt_test_2_jin_fine_mesh/postProcessing/mdot_pipeleg_right_02_middle/350/surfaceFieldValue.dat
salt_test_2_jin_fine_mesh_external_20260707,salt_test_2_jin,fine,mdot,mdot_pipeleg_upper_05_cooler,388.0,399.408415842,13,-0.012871216712307692,-0.01287121673,2.6063191386586483e-11,2.0249205626119544e-09,1.2669564397815848e-09,7.769273377203056e-09,stationary,kg/s,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/fine/viscosity_screening_salt_test_2_jin_fine_mesh/postProcessing/mdot_pipeleg_upper_05_cooler/350/surfaceFieldValue.dat
salt_test_2_jin_fine_mesh_external_20260707,salt_test_2_jin,fine,wall_gross_duty_w,wallHeatFlux,388.0,399.4084158,13,488.99631933331,488.99631933331,0.0,0.0,0.0,0.0,stationary,W,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/fine/viscosity_screening_salt_test_2_jin_fine_mesh/postProcessing/wallHeatFlux/351/wallHeatFlux.dat
salt_test_2_jin_fine_mesh_external_20260707,salt_test_2_jin,fine,wall_heat_in_w,wallHeatFlux,388.0,399.4084158,13,243.74856566,243.74856566,0.0,0.0,0.0,0.0,stationary,W,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/fine/viscosity_screening_salt_test_2_jin_fine_mesh/postProcessing/wallHeatFlux/351/wallHeatFlux.dat
salt_test_2_jin_fine_mesh_external_20260707,salt_test_2_jin,fine,wall_heat_out_w,wallHeatFlux,388.0,399.4084158,13,-245.24775367330997,-245.24775367330997,0.0,0.0,0.0,0.0,stationary,W,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/fine/viscosity_screening_salt_test_2_jin_fine_mesh/postProcessing/wallHeatFlux/351/wallHeatFlux.dat
salt_test_2_jin_fine_mesh_external_20260707,salt_test_2_jin,fine,wall_net_q_w,wallHeatFlux,388.0,399.4084158,13,-1.4991880133099755,-1.4991880133099755,0.0,0.0,0.0,0.0,stationary,W,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/fine/viscosity_screening_salt_test_2_jin_fine_mesh/postProcessing/wallHeatFlux/351/wallHeatFlux.dat
salt_test_4_jin_fine_mesh_external_20260707,salt_test_4_jin,fine,mdot,mdot_pipeleg_left_04_test_section,384.0,418.0,35,-0.016261025912857142,-0.01626711299,7.337369062855875e-06,0.0004512242402279441,0.0005820901521431484,0.0018935693335100764,stationary,kg/s,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/fine/viscosity_screening_salt_test_4_jin_fine_mesh/postProcessing/mdot_pipeleg_left_04_test_section/279/surfaceFieldValue.dat
salt_test_4_jin_fine_mesh_external_20260707,salt_test_4_jin,fine,mdot,mdot_pipeleg_lower_05_straight,384.0,418.0,35,-0.016260853577142857,-0.01626804429,7.274043215684688e-06,0.00044733464828128583,0.00044620308603100675,0.0018820924654914912,stationary,kg/s,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/fine/viscosity_screening_salt_test_4_jin_fine_mesh/postProcessing/mdot_pipeleg_lower_05_straight/279/surfaceFieldValue.dat
salt_test_4_jin_fine_mesh_external_20260707,salt_test_4_jin,fine,mdot,mdot_pipeleg_right_02_middle,384.0,418.0,35,-0.01626179778542857,-0.01626816983,7.528285449176711e-06,0.0004629429998153373,0.000541955934135476,0.0019706751014155104,stationary,kg/s,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/fine/viscosity_screening_salt_test_4_jin_fine_mesh/postProcessing/mdot_pipeleg_right_02_middle/279/surfaceFieldValue.dat
salt_test_4_jin_fine_mesh_external_20260707,salt_test_4_jin,fine,mdot,mdot_pipeleg_upper_05_cooler,384.0,418.0,35,-0.016261106385142856,-0.01626768396,7.479032847878295e-06,0.00045993382434983627,0.0005490054131081779,0.001933757719507415,stationary,kg/s,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/fine/viscosity_screening_salt_test_4_jin_fine_mesh/postProcessing/mdot_pipeleg_upper_05_cooler/279/surfaceFieldValue.dat
salt_test_4_jin_fine_mesh_external_20260707,salt_test_4_jin,fine,wall_gross_duty_w,wallHeatFlux,384.0,418.0,35,622.7518927786006,622.69438259084,0.05882691961683999,9.446285157699875e-05,0.00025068102848909633,0.0003024691938060036,stationary,W,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/fine/viscosity_screening_salt_test_4_jin_fine_mesh/postProcessing/wallHeatFlux/280/wallHeatFlux.dat
salt_test_4_jin_fine_mesh_external_20260707,salt_test_4_jin,fine,wall_heat_in_w,wallHeatFlux,384.0,418.0,35,310.7206653057143,310.7255843,0.002822029356525122,9.082206855307038e-06,1.0040835986946967e-05,3.0459834368166867e-05,stationary,W,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/fine/viscosity_screening_salt_test_4_jin_fine_mesh/postProcessing/wallHeatFlux/280/wallHeatFlux.dat
salt_test_4_jin_fine_mesh_external_20260707,salt_test_4_jin,fine,wall_heat_out_w,wallHeatFlux,384.0,418.0,35,-312.0312274728863,-311.96879829084,0.05887376899503909,0.0001886790930249277,0.0005103078352221857,0.0006149466657682102,stationary,W,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/fine/viscosity_screening_salt_test_4_jin_fine_mesh/postProcessing/wallHeatFlux/280/wallHeatFlux.dat
salt_test_4_jin_fine_mesh_external_20260707,salt_test_4_jin,fine,wall_net_q_w,wallHeatFlux,384.0,418.0,35,-1.3105621671720136,-1.2432139908400472,0.059055588889887524,0.045061264829061996,0.12387956826331217,0.14955857882949458,drifting_or_oscillatory,W,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/fine/viscosity_screening_salt_test_4_jin_fine_mesh/postProcessing/wallHeatFlux/280/wallHeatFlux.dat
