frozen_case_label,frozen_source_id,comparison_class,one_d_case_label,scenario,sensor,kind,predicted_k,frozen_reference_k,error_k,abs_error_k,frozen_reference_source_field,validation_predicted_source_kind
Salt 1 Kirst,viscosity_screening_salt_test_1_kirst_coarse_mesh,comparison_candidate,Salt 1,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW11,TW,492.957091461519,427.3617308690542,65.59536059246477,65.59536059246477,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 1 Kirst,viscosity_screening_salt_test_1_kirst_coarse_mesh,comparison_candidate,Salt 1,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW2,TW,491.48594652488157,444.2443573385469,47.24158918633469,47.24158918633469,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 1 Kirst,viscosity_screening_salt_test_1_kirst_coarse_mesh,comparison_candidate,Salt 1,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW3,TW,491.28561883246374,423.59437478987144,67.6912440425923,67.6912440425923,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 1 Kirst,viscosity_screening_salt_test_1_kirst_coarse_mesh,comparison_candidate,Salt 1,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW4,TW,492.36924863466635,424.03058079994423,68.33866783472212,68.33866783472212,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 1 Kirst,viscosity_screening_salt_test_1_kirst_coarse_mesh,comparison_candidate,Salt 1,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW5,TW,493.6869653821459,424.82021452443354,68.86675085771236,68.86675085771236,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 1 Kirst,viscosity_screening_salt_test_1_kirst_coarse_mesh,comparison_candidate,Salt 1,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW6,TW,495.373294966053,425.81918222834565,69.55411273770733,69.55411273770733,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 1 Kirst,viscosity_screening_salt_test_1_kirst_coarse_mesh,comparison_candidate,Salt 1,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW7,TW,496.36972406472415,431.7553089792563,64.61441508546784,64.61441508546784,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 1 Kirst,viscosity_screening_salt_test_1_kirst_coarse_mesh,comparison_candidate,Salt 1,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW8,TW,495.09494644668007,432.2643868981456,62.830559548534495,62.830559548534495,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 1 Kirst,viscosity_screening_salt_test_1_kirst_coarse_mesh,comparison_candidate,Salt 1,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW9,TW,494.60315089778027,417.5406227900226,77.06252810775766,77.06252810775766,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 2 Jin,viscosity_screening_salt_test_2_jin_coarse_mesh,convergence_audit_required,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP1,TP,510.6418502515338,450.59911807211535,60.042732179418465,60.042732179418465,t_core_k,bulk_temperature_arc_interpolation
Salt 2 Jin,viscosity_screening_salt_test_2_jin_coarse_mesh,convergence_audit_required,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP3,TP,515.038260024636,447.21367115576925,67.82458886886673,67.82458886886673,t_core_k,loop_start_bulk_temperature
Salt 2 Jin,viscosity_screening_salt_test_2_jin_coarse_mesh,convergence_audit_required,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP4,TP,514.4226071981991,449.1947641730769,65.22784302512218,65.22784302512218,t_core_k,bulk_temperature_arc_interpolation
Salt 2 Jin,viscosity_screening_salt_test_2_jin_coarse_mesh,convergence_audit_required,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP5,TP,513.648450205786,450.1655591923077,63.482891013478365,63.482891013478365,t_core_k,bulk_temperature_arc_interpolation
Salt 2 Jin,viscosity_screening_salt_test_2_jin_coarse_mesh,convergence_audit_required,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP6,TP,513.0400549221254,451.5412866923077,61.49876822981764,61.49876822981764,t_core_k,bulk_temperature_arc_interpolation
Salt 2 Jin,viscosity_screening_salt_test_2_jin_coarse_mesh,convergence_audit_required,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW1,TW,508.7271595363796,467.69797049054876,41.02918904583083,41.02918904583083,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 2 Jin,viscosity_screening_salt_test_2_jin_coarse_mesh,convergence_audit_required,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW10,TW,506.8529337819812,433.2972710335672,73.55566274841402,73.55566274841402,t_wall_area_avg_k,refined_parent_segment_outer_surface_temperature
Salt 2 Jin,viscosity_screening_salt_test_2_jin_coarse_mesh,convergence_audit_required,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW11,TW,509.6215545852276,445.00208184901396,64.61947273621365,64.61947273621365,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 2 Jin,viscosity_screening_salt_test_2_jin_coarse_mesh,convergence_audit_required,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW2,TW,508.17172826973933,463.2119433562136,44.95978491352571,44.95978491352571,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 2 Jin,viscosity_screening_salt_test_2_jin_coarse_mesh,convergence_audit_required,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW3,TW,507.99416119080826,441.1316035928104,66.86255759799786,66.86255759799786,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 2 Jin,viscosity_screening_salt_test_2_jin_coarse_mesh,convergence_audit_required,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW4,TW,509.0646747703418,441.77588272831076,67.28879204203105,67.28879204203105,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 2 Jin,viscosity_screening_salt_test_2_jin_coarse_mesh,convergence_audit_required,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW5,TW,510.3440105262647,442.3297095546473,68.01430097161739,68.01430097161739,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 2 Jin,viscosity_screening_salt_test_2_jin_coarse_mesh,convergence_audit_required,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW6,TW,512.0098884496232,443.1321612970871,68.87772715253607,68.87772715253607,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 2 Jin,viscosity_screening_salt_test_2_jin_coarse_mesh,convergence_audit_required,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW7,TW,512.9795072859016,451.27980253590795,61.69970474999366,61.69970474999366,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 2 Jin,viscosity_screening_salt_test_2_jin_coarse_mesh,convergence_audit_required,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW8,TW,511.6112988045149,450.84413125463334,60.76716754988155,60.76716754988155,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 2 Jin,viscosity_screening_salt_test_2_jin_coarse_mesh,convergence_audit_required,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW9,TW,511.16365758294387,436.07755721224385,75.08610037070002,75.08610037070002,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 2 Kirst,viscosity_screening_salt_test_2_kirst_coarse_mesh,comparison_candidate,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP1,TP,510.6418502515338,449.5577359134616,61.0841143380722,61.0841143380722,t_core_k,bulk_temperature_arc_interpolation
Salt 2 Kirst,viscosity_screening_salt_test_2_kirst_coarse_mesh,comparison_candidate,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP3,TP,515.038260024636,446.36856229230773,68.66969773232825,68.66969773232825,t_core_k,loop_start_bulk_temperature
Salt 2 Kirst,viscosity_screening_salt_test_2_kirst_coarse_mesh,comparison_candidate,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP4,TP,514.4226071981991,447.8380663076923,66.58454089050679,66.58454089050679,t_core_k,bulk_temperature_arc_interpolation
Salt 2 Kirst,viscosity_screening_salt_test_2_kirst_coarse_mesh,comparison_candidate,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP5,TP,513.648450205786,448.98032473076915,64.6681254750169,64.6681254750169,t_core_k,bulk_temperature_arc_interpolation
Salt 2 Kirst,viscosity_screening_salt_test_2_kirst_coarse_mesh,comparison_candidate,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP6,TP,513.0400549221254,450.4067392307693,62.633315691356074,62.633315691356074,t_core_k,bulk_temperature_arc_interpolation
Salt 2 Kirst,viscosity_screening_salt_test_2_kirst_coarse_mesh,comparison_candidate,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW1,TW,508.7271595363796,467.601593086138,41.12556645024159,41.12556645024159,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 2 Kirst,viscosity_screening_salt_test_2_kirst_coarse_mesh,comparison_candidate,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW10,TW,506.8529337819812,432.4811165519901,74.37181722999111,74.37181722999111,t_wall_area_avg_k,refined_parent_segment_outer_surface_temperature
Salt 2 Kirst,viscosity_screening_salt_test_2_kirst_coarse_mesh,comparison_candidate,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW11,TW,509.6215545852276,444.5179583736997,65.10359621152793,65.10359621152793,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 2 Kirst,viscosity_screening_salt_test_2_kirst_coarse_mesh,comparison_candidate,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW2,TW,508.17172826973933,462.5931051209401,45.57862314879924,45.57862314879924,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 2 Kirst,viscosity_screening_salt_test_2_kirst_coarse_mesh,comparison_candidate,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW3,TW,507.99416119080826,440.35545548728606,67.63870570352219,67.63870570352219,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 2 Kirst,viscosity_screening_salt_test_2_kirst_coarse_mesh,comparison_candidate,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW4,TW,509.0646747703418,440.7699627791714,68.2947119911704,68.2947119911704,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 2 Kirst,viscosity_screening_salt_test_2_kirst_coarse_mesh,comparison_candidate,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW5,TW,510.3440105262647,441.46789308236345,68.87611744390125,68.87611744390125,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 2 Kirst,viscosity_screening_salt_test_2_kirst_coarse_mesh,comparison_candidate,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW6,TW,512.0098884496232,442.40327676996606,69.60661167965714,69.60661167965714,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 2 Kirst,viscosity_screening_salt_test_2_kirst_coarse_mesh,comparison_candidate,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW7,TW,512.9795072859016,449.75077241154554,63.228734874356064,63.228734874356064,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 2 Kirst,viscosity_screening_salt_test_2_kirst_coarse_mesh,comparison_candidate,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW8,TW,511.6112988045149,449.6780570023179,61.93324180219696,61.93324180219696,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 2 Kirst,viscosity_screening_salt_test_2_kirst_coarse_mesh,comparison_candidate,Salt 2,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW9,TW,511.16365758294387,435.1342238488975,76.02943373404639,76.02943373404639,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 3 Jin,viscosity_screening_salt_test_3_jin_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP1,TP,525.7765536478878,463.67977199278846,62.096781655099335,62.096781655099335,t_core_k,bulk_temperature_arc_interpolation
Salt 3 Jin,viscosity_screening_salt_test_3_jin_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP3,TP,530.1534954366812,460.4473172038461,69.70617823283504,69.70617823283504,t_core_k,loop_start_bulk_temperature
Salt 3 Jin,viscosity_screening_salt_test_3_jin_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP4,TP,529.5501049463276,462.56225466346154,66.98785028286602,66.98785028286602,t_core_k,bulk_temperature_arc_interpolation
Salt 3 Jin,viscosity_screening_salt_test_3_jin_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP5,TP,528.6820427589735,463.31026349038456,65.37177926858891,65.37177926858891,t_core_k,bulk_temperature_arc_interpolation
Salt 3 Jin,viscosity_screening_salt_test_3_jin_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP6,TP,528.0858781843382,464.4611859711539,63.62469221318429,63.62469221318429,t_core_k,bulk_temperature_arc_interpolation
Salt 3 Jin,viscosity_screening_salt_test_3_jin_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW1,TW,523.7663447283339,481.16033864516805,42.60600608316588,42.60600608316588,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 3 Jin,viscosity_screening_salt_test_3_jin_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW10,TW,521.810063668844,444.826231258216,76.983832410628,76.983832410628,t_wall_area_avg_k,refined_parent_segment_outer_surface_temperature
Salt 3 Jin,viscosity_screening_salt_test_3_jin_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW11,TW,524.6562959480659,456.6950928696251,67.9612030784408,67.9612030784408,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 3 Jin,viscosity_screening_salt_test_3_jin_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW2,TW,523.2039657844173,476.5067604878569,46.697205296560355,46.697205296560355,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 3 Jin,viscosity_screening_salt_test_3_jin_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW3,TW,523.0451812486939,453.5271112880224,69.51806996067148,69.51806996067148,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 3 Jin,viscosity_screening_salt_test_3_jin_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW4,TW,524.1135218580479,453.8304074081926,70.28311444985525,70.28311444985525,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 3 Jin,viscosity_screening_salt_test_3_jin_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW5,TW,525.3748350218314,454.17635587640734,71.19847914542402,71.19847914542402,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 3 Jin,viscosity_screening_salt_test_3_jin_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW6,TW,527.0457681195152,454.7670929047291,72.27867521478606,72.27867521478606,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
