source_id,case_id,recon_case_dir,secmean_dir,physical_segment,component_span,interface_role,station_label,plane_file,T_bulk_K,T_fwd_bulk_K,T_simple_K,T_used_K,temperature_selection_rule,recirculation_ratio,mdot_proxy,n_faces,n_masked,status,quality_flags
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,tmp/2026-06-30_claude_action_items/recon_salt2_of13,tmp/2026-06-30_claude_action_items/recon_salt2_of13/postProcessing/secmeanSurfaces/7915,right_leg,right_leg,raw_span_inlet,s04,tmp/2026-06-30_claude_action_items/recon_salt2_of13/postProcessing/secmeanSurfaces/7915/plane_right_leg__s04.xy,414.031786,445.640889,448.72366,445.640889,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.76273,119.750049,1152,1152,ok,high_recirculation_forward_bulk_used
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,tmp/2026-06-30_claude_action_items/recon_salt2_of13,tmp/2026-06-30_claude_action_items/recon_salt2_of13/postProcessing/secmeanSurfaces/7915,right_leg,right_leg,raw_span_outlet,s00,tmp/2026-06-30_claude_action_items/recon_salt2_of13/postProcessing/secmeanSurfaces/7915/plane_right_leg__s00.xy,450.264863,450.048121,449.911089,450.264863,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.034766,50418.676853,2592,2592,ok,
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,tmp/2026-06-30_claude_action_items/recon_salt2_of13,tmp/2026-06-30_claude_action_items/recon_salt2_of13/postProcessing/secmeanSurfaces/7915,lower_leg,lower_leg,physical_segment_inlet,s04,tmp/2026-06-30_claude_action_items/recon_salt2_of13/postProcessing/secmeanSurfaces/7915/plane_lower_leg__s04.xy,444.371847,444.371847,443.795949,444.371847,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0,68920.948963,3142,3142,ok,
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,tmp/2026-06-30_claude_action_items/recon_salt2_of13,tmp/2026-06-30_claude_action_items/recon_salt2_of13/postProcessing/secmeanSurfaces/7915,lower_leg,lower_leg,physical_segment_outlet,s00,tmp/2026-06-30_claude_action_items/recon_salt2_of13/postProcessing/secmeanSurfaces/7915/plane_lower_leg__s00.xy,459.720826,457.32004,452.863329,459.720826,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.286604,8862.312388,1380,1380,ok,
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,tmp/2026-06-30_claude_action_items/recon_salt2_of13,tmp/2026-06-30_claude_action_items/recon_salt2_of13/postProcessing/secmeanSurfaces/7915,cooling_branch,upper_leg,physical_segment_inlet,s00,tmp/2026-06-30_claude_action_items/recon_salt2_of13/postProcessing/secmeanSurfaces/7915/plane_upper_leg__s00.xy,447.875099,447.875099,447.558693,447.875099,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0,1772.63757,3080,226,ok,
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,tmp/2026-06-30_claude_action_items/recon_salt2_of13,tmp/2026-06-30_claude_action_items/recon_salt2_of13/postProcessing/secmeanSurfaces/7915,cooling_branch,upper_leg,physical_segment_outlet,s04,tmp/2026-06-30_claude_action_items/recon_salt2_of13/postProcessing/secmeanSurfaces/7915/plane_upper_leg__s04.xy,444.618679,445.855918,447.814297,444.618679,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.258402,8614.617468,1360,1360,ok,
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,tmp/2026-06-30_claude_action_items/recon_salt2_of13,tmp/2026-06-30_claude_action_items/recon_salt2_of13/postProcessing/secmeanSurfaces/7915,downcomer,right_leg,physical_segment_inlet,s04,tmp/2026-06-30_claude_action_items/recon_salt2_of13/postProcessing/secmeanSurfaces/7915/plane_right_leg__s04.xy,414.031786,445.640889,448.72366,445.640889,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.76273,119.750049,1152,1152,ok,high_recirculation_forward_bulk_used
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,tmp/2026-06-30_claude_action_items/recon_salt2_of13,tmp/2026-06-30_claude_action_items/recon_salt2_of13/postProcessing/secmeanSurfaces/7915,downcomer,right_leg,physical_segment_outlet,s00,tmp/2026-06-30_claude_action_items/recon_salt2_of13/postProcessing/secmeanSurfaces/7915/plane_right_leg__s00.xy,450.264863,450.048121,449.911089,450.264863,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.034766,50418.676853,2592,2592,ok,
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,tmp/2026-06-30_claude_action_items/recon_salt2_of13,tmp/2026-06-30_claude_action_items/recon_salt2_of13/postProcessing/secmeanSurfaces/7915,upcomer,left_lower_leg,physical_segment_inlet,s00,tmp/2026-06-30_claude_action_items/recon_salt2_of13/postProcessing/secmeanSurfaces/7915/plane_left_lower_leg__s00.xy,554.720893,455.873771,447.50199,455.873771,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.895929,1853.241172,1152,1152,ok,high_recirculation_forward_bulk_used
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,tmp/2026-06-30_claude_action_items/recon_salt2_of13,tmp/2026-06-30_claude_action_items/recon_salt2_of13/postProcessing/secmeanSurfaces/7915,upcomer,left_upper_leg,physical_segment_outlet,s04,tmp/2026-06-30_claude_action_items/recon_salt2_of13/postProcessing/secmeanSurfaces/7915/plane_left_upper_leg__s04.xy,453.349329,453.399844,452.253324,453.349329,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.029423,51713.716032,2592,2592,ok,
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,tmp/2026-06-30_claude_action_items/recon_salt3_of13,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618,lower_leg,lower_leg,raw_span_inlet,s04,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618/plane_lower_leg__s04.xy,457.19808,457.19808,456.586548,457.19808,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0,80556.305025,3142,3142,ok,
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,tmp/2026-06-30_claude_action_items/recon_salt3_of13,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618,lower_leg,lower_leg,raw_span_outlet,s00,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618/plane_lower_leg__s00.xy,472.987635,470.345084,465.546996,472.987635,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.297688,10067.530592,1380,1380,ok,
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,tmp/2026-06-30_claude_action_items/recon_salt3_of13,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618,left_lower_leg,left_lower_leg,raw_span_inlet,s00,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618/plane_left_lower_leg__s00.xy,556.086507,468.836388,460.605859,468.836388,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.881878,2361.626636,1152,1152,ok,high_recirculation_forward_bulk_used
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,tmp/2026-06-30_claude_action_items/recon_salt3_of13,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618,left_lower_leg,left_lower_leg,raw_span_outlet,s04,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618/plane_left_lower_leg__s04.xy,-845.789185,457.53015,461.790192,457.53015,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.991368,144.606061,1152,1152,ok,high_recirculation_forward_bulk_used
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,tmp/2026-06-30_claude_action_items/recon_salt3_of13,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618,test_section_span,test_section_span,raw_span_inlet,s00,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618/plane_test_section_span__s00.xy,414.42296,457.771718,461.140979,457.771718,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.805561,3721.086208,1036,1036,ok,high_recirculation_forward_bulk_used
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,tmp/2026-06-30_claude_action_items/recon_salt3_of13,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618,test_section_span,test_section_span,raw_span_outlet,s04,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618/plane_test_section_span__s04.xy,394.218564,457.448126,461.071823,457.448126,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.846334,2926.244642,1036,1036,ok,high_recirculation_forward_bulk_used
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,tmp/2026-06-30_claude_action_items/recon_salt3_of13,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618,left_upper_leg,left_upper_leg,raw_span_inlet,s00,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618/plane_left_upper_leg__s00.xy,283.760022,458.070748,461.659984,458.070748,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.946464,1052.895857,1152,1152,ok,high_recirculation_forward_bulk_used
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,tmp/2026-06-30_claude_action_items/recon_salt3_of13,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618,left_upper_leg,left_upper_leg,raw_span_outlet,s04,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618/plane_left_upper_leg__s04.xy,466.083432,466.130724,464.979072,466.083432,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.029053,58582.782063,2592,2592,ok,
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,tmp/2026-06-30_claude_action_items/recon_salt3_of13,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618,upper_leg,upper_leg,raw_span_inlet,s00,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618/plane_upper_leg__s00.xy,460.989741,460.989741,460.673177,460.989741,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0,1693.571275,3080,204,ok,
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,tmp/2026-06-30_claude_action_items/recon_salt3_of13,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618,upper_leg,upper_leg,raw_span_outlet,s04,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618/plane_upper_leg__s04.xy,457.096888,458.574799,460.655857,457.096888,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.279976,9808.700544,1360,1360,ok,
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,tmp/2026-06-30_claude_action_items/recon_salt3_of13,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618,right_leg,right_leg,raw_span_inlet,s04,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618/plane_right_leg__s04.xy,289.090507,458.006555,461.516402,458.006555,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.944414,1073.654684,1152,1152,ok,high_recirculation_forward_bulk_used
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,tmp/2026-06-30_claude_action_items/recon_salt3_of13,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618,right_leg,right_leg,raw_span_outlet,s00,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618/plane_right_leg__s00.xy,463.172082,462.968851,462.776929,463.172082,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.032099,57239.964113,2592,2592,ok,
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,tmp/2026-06-30_claude_action_items/recon_salt3_of13,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618,lower_leg,lower_leg,physical_segment_inlet,s04,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618/plane_lower_leg__s04.xy,457.19808,457.19808,456.586548,457.19808,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0,80556.305025,3142,3142,ok,
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,tmp/2026-06-30_claude_action_items/recon_salt3_of13,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618,lower_leg,lower_leg,physical_segment_outlet,s00,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618/plane_lower_leg__s00.xy,472.987635,470.345084,465.546996,472.987635,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.297688,10067.530592,1380,1380,ok,
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,tmp/2026-06-30_claude_action_items/recon_salt3_of13,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618,cooling_branch,upper_leg,physical_segment_inlet,s00,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618/plane_upper_leg__s00.xy,460.989741,460.989741,460.673177,460.989741,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0,1693.571275,3080,204,ok,
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,tmp/2026-06-30_claude_action_items/recon_salt3_of13,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618,cooling_branch,upper_leg,physical_segment_outlet,s04,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618/plane_upper_leg__s04.xy,457.096888,458.574799,460.655857,457.096888,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.279976,9808.700544,1360,1360,ok,
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,tmp/2026-06-30_claude_action_items/recon_salt3_of13,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618,downcomer,right_leg,physical_segment_inlet,s04,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618/plane_right_leg__s04.xy,289.090507,458.006555,461.516402,458.006555,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.944414,1073.654684,1152,1152,ok,high_recirculation_forward_bulk_used
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,tmp/2026-06-30_claude_action_items/recon_salt3_of13,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618,downcomer,right_leg,physical_segment_outlet,s00,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618/plane_right_leg__s00.xy,463.172082,462.968851,462.776929,463.172082,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.032099,57239.964113,2592,2592,ok,
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,tmp/2026-06-30_claude_action_items/recon_salt3_of13,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618,upcomer,left_lower_leg,physical_segment_inlet,s00,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618/plane_left_lower_leg__s00.xy,556.086507,468.836388,460.605859,468.836388,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.881878,2361.626636,1152,1152,ok,high_recirculation_forward_bulk_used
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,tmp/2026-06-30_claude_action_items/recon_salt3_of13,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618,upcomer,left_upper_leg,physical_segment_outlet,s04,tmp/2026-06-30_claude_action_items/recon_salt3_of13/postProcessing/secmeanSurfaces/7618/plane_left_upper_leg__s04.xy,466.083432,466.130724,464.979072,466.083432,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.029053,58582.782063,2592,2592,ok,
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,tmp/2026-06-30_claude_action_items/recon_salt4_of13,tmp/2026-06-30_claude_action_items/recon_salt4_of13/postProcessing/secmeanSurfaces/10000,lower_leg,lower_leg,raw_span_inlet,s04,tmp/2026-06-30_claude_action_items/recon_salt4_of13/postProcessing/secmeanSurfaces/10000/plane_lower_leg__s04.xy,472.549719,472.549719,471.719651,472.549719,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0,94384.872788,3142,3142,ok,
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,tmp/2026-06-30_claude_action_items/recon_salt4_of13,tmp/2026-06-30_claude_action_items/recon_salt4_of13/postProcessing/secmeanSurfaces/10000,lower_leg,lower_leg,raw_span_outlet,s00,tmp/2026-06-30_claude_action_items/recon_salt4_of13/postProcessing/secmeanSurfaces/10000/plane_lower_leg__s00.xy,488.990675,486.007333,480.821272,488.990675,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.309687,11461.70445,1380,1380,ok,
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,tmp/2026-06-30_claude_action_items/recon_salt4_of13,tmp/2026-06-30_claude_action_items/recon_salt4_of13/postProcessing/secmeanSurfaces/10000,left_lower_leg,left_lower_leg,raw_span_inlet,s00,tmp/2026-06-30_claude_action_items/recon_salt4_of13/postProcessing/secmeanSurfaces/10000/plane_left_lower_leg__s00.xy,552.607688,484.338635,476.20934,484.338635,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.850529,3286.999941,1152,1152,ok,high_recirculation_forward_bulk_used
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,tmp/2026-06-30_claude_action_items/recon_salt4_of13,tmp/2026-06-30_claude_action_items/recon_salt4_of13/postProcessing/secmeanSurfaces/10000,left_lower_leg,left_lower_leg,raw_span_outlet,s04,tmp/2026-06-30_claude_action_items/recon_salt4_of13/postProcessing/secmeanSurfaces/10000/plane_left_lower_leg__s04.xy,-115.514487,472.841118,477.162524,472.841118,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.980864,423.405976,1152,1152,ok,high_recirculation_forward_bulk_used
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,tmp/2026-06-30_claude_action_items/recon_salt4_of13,tmp/2026-06-30_claude_action_items/recon_salt4_of13/postProcessing/secmeanSurfaces/10000,test_section_span,test_section_span,raw_span_inlet,s00,tmp/2026-06-30_claude_action_items/recon_salt4_of13/postProcessing/secmeanSurfaces/10000/plane_test_section_span__s00.xy,434.371801,472.714768,475.984765,472.714768,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.782001,4881.683908,1036,1036,ok,high_recirculation_forward_bulk_used
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,tmp/2026-06-30_claude_action_items/recon_salt4_of13,tmp/2026-06-30_claude_action_items/recon_salt4_of13/postProcessing/secmeanSurfaces/10000,test_section_span,test_section_span,raw_span_outlet,s04,tmp/2026-06-30_claude_action_items/recon_salt4_of13/postProcessing/secmeanSurfaces/10000/plane_test_section_span__s04.xy,412.056357,472.810859,476.154798,472.810859,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.840556,3556.646355,1036,1036,ok,high_recirculation_forward_bulk_used
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,tmp/2026-06-30_claude_action_items/recon_salt4_of13,tmp/2026-06-30_claude_action_items/recon_salt4_of13/postProcessing/secmeanSurfaces/10000,left_upper_leg,left_upper_leg,raw_span_inlet,s00,tmp/2026-06-30_claude_action_items/recon_salt4_of13/postProcessing/secmeanSurfaces/10000/plane_left_upper_leg__s00.xy,370.431659,473.121885,476.670781,473.121885,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.911394,2043.688194,1152,1152,ok,high_recirculation_forward_bulk_used
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,tmp/2026-06-30_claude_action_items/recon_salt4_of13,tmp/2026-06-30_claude_action_items/recon_salt4_of13/postProcessing/secmeanSurfaces/10000,left_upper_leg,left_upper_leg,raw_span_outlet,s04,tmp/2026-06-30_claude_action_items/recon_salt4_of13/postProcessing/secmeanSurfaces/10000/plane_left_upper_leg__s04.xy,481.321444,481.366137,480.179195,481.321444,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.028461,67931.696532,2592,2592,ok,
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,tmp/2026-06-30_claude_action_items/recon_salt4_of13,tmp/2026-06-30_claude_action_items/recon_salt4_of13/postProcessing/secmeanSurfaces/10000,upper_leg,upper_leg,raw_span_inlet,s00,tmp/2026-06-30_claude_action_items/recon_salt4_of13/postProcessing/secmeanSurfaces/10000/plane_upper_leg__s00.xy,476.552826,476.552826,476.18981,476.552826,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0,2709.182256,3080,266,ok,
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,tmp/2026-06-30_claude_action_items/recon_salt4_of13,tmp/2026-06-30_claude_action_items/recon_salt4_of13/postProcessing/secmeanSurfaces/10000,upper_leg,upper_leg,raw_span_outlet,s04,tmp/2026-06-30_claude_action_items/recon_salt4_of13/postProcessing/secmeanSurfaces/10000/plane_upper_leg__s04.xy,471.934159,473.704975,476.055289,471.934159,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.298478,11299.24683,1360,1360,ok,
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,tmp/2026-06-30_claude_action_items/recon_salt4_of13,tmp/2026-06-30_claude_action_items/recon_salt4_of13/postProcessing/secmeanSurfaces/10000,right_leg,right_leg,raw_span_inlet,s04,tmp/2026-06-30_claude_action_items/recon_salt4_of13/postProcessing/secmeanSurfaces/10000/plane_right_leg__s04.xy,369.844471,473.042458,476.49091,473.042458,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,0.911028,2029.129107,1152,1152,ok,high_recirculation_forward_bulk_used
