candidate_id,case_id,split_role,kind,prediction_source_segment,n_compared,candidate_rmse_K,m3_rmse_K,rmse_delta_vs_m3_K,candidate_mae_K,m3_mae_K,mae_delta_vs_m3_K
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP,left_lower_vertical,2,52.01226687,9.45619555,42.55607132,51.98478529,9.40284515,42.58194013
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP,left_upper_vertical,1,62.99327223,13.12994696,49.86332527,62.99327223,13.12994696,49.86332527
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP,test_section,1,53.02237635,11.54172848,41.48064787,53.02237635,11.54172848,41.48064787
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP,top_horizontal_exit,1,66.18134308,19.17962826,47.00171482,66.18134308,19.17962826,47.00171482
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW,cooled_incline_post_hx,1,61.40793667,11.6845683,49.72336837,61.40793667,11.6845683,49.72336837
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW,cooled_incline_pre_hx,1,60.53541786,2.874608504,57.66080936,60.53541786,2.874608504,57.66080936
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW,heated_incline,3,73.60872322,6.387190495,67.22153272,72.81799243,6.121986108,66.69600632
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW,left_lower_vertical,1,56.75747149,13.74638057,43.01109092,56.75747149,13.74638057,43.01109092
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW,left_upper_vertical,1,55.99627939,13.01897307,42.97730632,55.99627939,13.01897307,42.97730632
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW,right_vertical,3,56.66296352,30.78063822,25.88232529,56.65795853,28.24416649,28.41379204
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP,left_lower_vertical,2,39.59069216,10.03368821,29.55700395,39.54703243,9.948393484,29.59863895
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP,left_upper_vertical,1,51.41288414,14.32783545,37.08504869,51.41288414,14.32783545,37.08504869
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP,test_section,1,41.2618052,12.68597574,28.57582946,41.2618052,12.68597574,28.57582946
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP,top_horizontal_exit,1,54.18495793,20.51460024,33.67035769,54.18495793,20.51460024,33.67035769
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,cooled_incline_post_hx,1,49.33343943,14.11077639,35.22266304,49.33343943,14.11077639,35.22266304
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,cooled_incline_pre_hx,1,48.47123764,0.9395367915,47.53170085,48.47123764,0.9395367915,47.53170085
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,heated_incline,3,60.24405668,8.530074996,51.71398168,59.34095693,8.376710866,50.96424606
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,left_lower_vertical,1,44.36623865,14.18859116,30.17764749,44.36623865,14.18859116,30.17764749
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,left_upper_vertical,1,43.89411148,14.27661257,29.61749891,43.89411148,14.27661257,29.61749891
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,right_vertical,3,45.0268822,31.1645128,13.8623694,45.02276227,28.81046408,16.21229819
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP,left_lower_vertical,2,52.00405053,9.45619555,42.54785498,51.97656433,9.40284515,42.57371918
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP,left_upper_vertical,1,62.98530234,13.12994696,49.85535538,62.98530234,13.12994696,49.85535538
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP,test_section,1,53.01426413,11.54172848,41.47253565,53.01426413,11.54172848,41.47253565
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP,top_horizontal_exit,1,66.17221408,19.17962826,46.99258582,66.17221408,19.17962826,46.99258582
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,cooled_incline_post_hx,1,61.39885214,11.6845683,49.71428384,61.39885214,11.6845683,49.71428384
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,cooled_incline_pre_hx,1,60.52750923,2.874608504,57.65290073,60.52750923,2.874608504,57.65290073
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,heated_incline,3,73.60024953,6.387190495,67.21305903,72.80941064,6.121986108,66.68742454
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,left_lower_vertical,1,56.74931327,13.74638057,43.0029327,56.74931327,13.74638057,43.0029327
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,left_upper_vertical,1,55.98829734,13.01897307,42.96932427,55.98829734,13.01897307,42.96932427
HIW1_heated_incline_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,right_vertical,3,56.6539233,30.78063822,25.87328507,56.64891736,28.24416649,28.40475087
HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TP,left_lower_vertical,2,13.82024026,10.03368821,3.78655205,13.69626059,9.948393484,3.747867106
HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TP,left_upper_vertical,1,25.25319152,14.32783545,10.92535607,25.25319152,14.32783545,10.92535607
HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TP,test_section,1,15.84731459,12.68597574,3.16133885,15.84731459,12.68597574,3.16133885
HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TP,top_horizontal_exit,1,27.76615728,20.51460024,7.25155704,27.76615728,20.51460024,7.25155704
HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW,cooled_incline_post_hx,1,23.05593515,14.11077639,8.94515876,23.05593515,14.11077639,8.94515876
HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW,cooled_incline_pre_hx,1,22.42949961,0.9395367915,21.48996282,22.42949961,0.9395367915,21.48996282
HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW,heated_incline,3,34.95575113,8.530074996,26.42567613,33.36015024,8.376710866,24.98343937
HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW,left_lower_vertical,1,18.66409176,14.18859116,4.4755006,18.66409176,14.18859116,4.4755006
HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW,left_upper_vertical,1,18.23893911,14.27661257,3.96232654,18.23893911,14.27661257,3.96232654
HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW,right_vertical,3,18.71189947,31.1645128,-12.45261333,18.70187663,28.81046408,-10.10858745
HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP,left_lower_vertical,2,27.15290879,9.45619555,17.69671324,27.10083274,9.40284515,17.69798758
HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP,left_upper_vertical,1,37.74466388,13.12994696,24.61471692,37.74466388,13.12994696,24.61471692
HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP,test_section,1,28.50934004,11.54172848,16.96761156,28.50934004,11.54172848,16.96761156
HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP,top_horizontal_exit,1,40.71463474,19.17962826,21.53500648,40.71463474,19.17962826,21.53500648
HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW,cooled_incline_post_hx,1,36.07446573,11.6845683,24.38989743,36.07446573,11.6845683,24.38989743
HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW,cooled_incline_pre_hx,1,35.40205135,2.874608504,32.52744285,35.40205135,2.874608504,32.52744285
HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW,heated_incline,3,48.99811729,6.387190495,42.6109268,47.79101591,6.121986108,41.6690298
HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW,left_lower_vertical,1,32.01537775,13.74638057,18.26899718,32.01537775,13.74638057,18.26899718
HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW,left_upper_vertical,1,31.24000361,13.01897307,18.22103054,31.24000361,13.01897307,18.22103054
HIW2_heated_incline_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW,right_vertical,3,31.29609418,30.78063822,0.5154559533,31.28706866,28.24416649,3.042902177
HIW2_heated_incline_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP,left_lower_vertical,2,13.80951861,10.03368821,3.775830397,13.68544068,9.948393484,3.737047201
HIW2_heated_incline_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP,left_upper_vertical,1,25.24256768,14.32783545,10.91473223,25.24256768,14.32783545,10.91473223
HIW2_heated_incline_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP,test_section,1,15.83660399,12.68597574,3.15062825,15.83660399,12.68597574,3.15062825
HIW2_heated_incline_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP,top_horizontal_exit,1,27.75458455,20.51460024,7.23998431,27.75458455,20.51460024,7.23998431
HIW2_heated_incline_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,cooled_incline_post_hx,1,23.04442214,14.11077639,8.93364575,23.04442214,14.11077639,8.93364575
HIW2_heated_incline_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,cooled_incline_pre_hx,1,22.41895396,0.9395367915,21.47941717,22.41895396,0.9395367915,21.47941717
HIW2_heated_incline_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,heated_incline,3,34.94519142,8.530074996,26.41511642,33.34905523,8.376710866,24.97234436
HIW2_heated_incline_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,left_lower_vertical,1,18.65335325,14.18859116,4.46476209,18.65335325,14.18859116,4.46476209
HIW2_heated_incline_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,left_upper_vertical,1,18.22834989,14.27661257,3.95173732,18.22834989,14.27661257,3.95173732
HIW2_heated_incline_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,right_vertical,3,18.70042794,31.1645128,-12.46408486,18.69039872,28.81046408,-10.12006536
HIW2_heated_incline_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP,left_lower_vertical,2,27.14364002,9.45619555,17.68744447,27.09154573,9.40284515,17.68870058
HIW2_heated_incline_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP,left_upper_vertical,1,37.73554482,13.12994696,24.60559786,37.73554482,13.12994696,24.60559786
HIW2_heated_incline_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP,test_section,1,28.50013842,11.54172848,16.95840994,28.50013842,11.54172848,16.95840994
HIW2_heated_incline_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP,top_horizontal_exit,1,40.7046845,19.17962826,21.52505624,40.7046845,19.17962826,21.52505624
HIW2_heated_incline_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,cooled_incline_post_hx,1,36.06456641,11.6845683,24.37999811,36.06456641,11.6845683,24.37999811
HIW2_heated_incline_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,cooled_incline_pre_hx,1,35.3929981,2.874608504,32.5183896,35.3929981,2.874608504,32.5183896
HIW2_heated_incline_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,heated_incline,3,48.98883906,6.387190495,42.60164856,47.78148536,6.121986108,41.65949925
HIW2_heated_incline_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,left_lower_vertical,1,32.00615966,13.74638057,18.25977909,32.00615966,13.74638057,18.25977909
HIW2_heated_incline_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,left_upper_vertical,1,31.23090913,13.01897307,18.21193606,31.23090913,13.01897307,18.21193606
HIW2_heated_incline_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,right_vertical,3,31.28622984,30.78063822,0.5055916159,31.27720126,28.24416649,3.033034777
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TP,left_lower_vertical,2,19.67688083,10.03368821,9.643192624,19.58980649,9.948393484,9.641413001
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TP,left_upper_vertical,1,31.20126616,14.32783545,16.87343071,31.20126616,14.32783545,16.87343071
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TP,test_section,1,21.66063849,12.68597574,8.97466275,21.66063849,12.68597574,8.97466275
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TP,top_horizontal_exit,1,33.76603166,20.51460024,13.25143142,33.76603166,20.51460024,13.25143142
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW,cooled_incline_post_hx,1,29.02402927,14.11077639,14.91325288,29.02402927,14.11077639,14.91325288
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW,cooled_incline_pre_hx,1,28.34989185,0.9395367915,27.41035506,28.34989185,0.9395367915,27.41035506
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW,heated_incline,3,40.56610443,8.530074996,32.03602943,39.20642194,8.376710866,30.82971107
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW,left_lower_vertical,1,24.52334166,14.18859116,10.3347505,24.52334166,14.18859116,10.3347505
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW,left_upper_vertical,1,24.08816761,14.27661257,9.81155504,24.08816761,14.27661257,9.81155504
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW,right_vertical,3,24.6861014,31.1645128,-6.478411392,24.67852717,28.81046408,-4.13193691
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP,left_lower_vertical,2,34.02417754,9.45619555,24.56798199,33.98253026,9.40284515,24.5796851
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP,left_upper_vertical,1,44.70684203,13.12994696,31.57689507,44.70684203,13.12994696,31.57689507
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP,test_section,1,35.30616151,11.54172848,23.76443303,35.30616151,11.54172848,23.76443303
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP,top_horizontal_exit,1,47.7299823,19.17962826,28.55035404,47.7299823,19.17962826,28.55035404
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW,cooled_incline_post_hx,1,43.05335778,11.6845683,31.36878948,43.05335778,11.6845683,31.36878948
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW,cooled_incline_pre_hx,1,42.33157943,2.874608504,39.45697093,42.33157943,2.874608504,39.45697093
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW,heated_incline,3,55.68955017,6.387190495,49.30235967,54.63602114,6.121986108,48.51403504
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW,left_lower_vertical,1,38.85735994,13.74638057,25.11097937,38.85735994,13.74638057,25.11097937
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW,left_upper_vertical,1,38.08346423,13.01897307,25.06449116,38.08346423,13.01897307,25.06449116
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW,right_vertical,3,38.28228814,30.78063822,7.501649912,38.27490818,28.24416649,10.03074169
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP,left_lower_vertical,2,19.66658647,10.03368821,9.632898262,19.57946553,9.948393484,9.631072041
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP,left_upper_vertical,1,31.19114118,14.32783545,16.86330573,31.19114118,14.32783545,16.86330573
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP,test_section,1,21.65041058,12.68597574,8.96443484,21.65041058,12.68597574,8.96443484
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP,top_horizontal_exit,1,33.75488508,20.51460024,13.24028484,33.75488508,20.51460024,13.24028484
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,cooled_incline_post_hx,1,29.01293961,14.11077639,14.90216322,29.01293961,14.11077639,14.90216322
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,cooled_incline_pre_hx,1,28.33984277,0.9395367915,27.40030598,28.33984277,0.9395367915,27.40030598
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,heated_incline,3,40.55583556,8.530074996,32.02576056,39.19576975,8.376710866,30.81905888
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,left_lower_vertical,1,24.51307917,14.18859116,10.32448801,24.51307917,14.18859116,10.32448801
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,left_upper_vertical,1,24.07806617,14.27661257,9.8014536,24.07806617,14.27661257,9.8014536
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,right_vertical,3,24.67505313,31.1645128,-6.489459666,24.66747533,28.81046408,-4.142988753
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP,left_lower_vertical,2,34.0153652,9.45619555,24.55916965,33.97370677,9.40284515,24.57086161
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP,left_upper_vertical,1,44.69820561,13.12994696,31.56825865,44.69820561,13.12994696,31.56825865
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP,test_section,1,35.29742693,11.54172848,23.75569845,35.29742693,11.54172848,23.75569845
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP,top_horizontal_exit,1,47.72044155,19.17962826,28.54081329,47.72044155,19.17962826,28.54081329
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,cooled_incline_post_hx,1,43.04386531,11.6845683,31.35929701,43.04386531,11.6845683,31.35929701
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,cooled_incline_pre_hx,1,42.32300646,2.874608504,39.44839796,42.32300646,2.874608504,39.44839796
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,heated_incline,3,55.68063687,6.387190495,49.29344638,54.62691917,6.121986108,48.50493307
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,left_lower_vertical,1,38.84860249,13.74638057,25.10222192,38.84860249,13.74638057,25.10222192
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,left_upper_vertical,1,38.07484162,13.01897307,25.05586855,38.07484162,13.01897307,25.05586855
TSC1_test_section_only_pipe_outer_wall_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,right_vertical,3,38.27283209,30.78063822,7.49219387,38.26545013,28.24416649,10.02128364
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TP,left_lower_vertical,2,7.984719429,10.03368821,-2.048968779,7.765424653,9.948393484,-2.182968832
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TP,left_upper_vertical,1,18.38513872,14.32783545,4.05730327,18.38513872,14.32783545,4.05730327
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TP,test_section,1,9.959378689,12.68597574,-2.726597051,9.959378689,12.68597574,-2.726597051
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TP,top_horizontal_exit,1,21.05612717,20.51460024,0.54152693,21.05612717,20.51460024,0.54152693
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW,cooled_incline_post_hx,1,16.38006191,14.11077639,2.26928552,16.38006191,14.11077639,2.26928552
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW,cooled_incline_pre_hx,1,15.63332921,0.9395367915,14.69379242,15.63332921,0.9395367915,14.69379242
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW,heated_incline,3,29.01904907,8.530074996,20.48897408,27.04202946,8.376710866,18.66531859
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW,left_lower_vertical,1,12.78878324,14.18859116,-1.39980792,12.78878324,14.18859116,-1.39980792
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW,left_upper_vertical,1,11.91048043,14.27661257,-2.36613214,11.91048043,14.27661257,-2.36613214
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_3,validation,TW,right_vertical,3,12.09055962,31.1645128,-19.07395317,12.07468132,28.81046408,-16.73578277
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP,left_lower_vertical,2,21.54356772,9.45619555,12.08737217,21.47698595,9.40284515,12.0741408
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP,left_upper_vertical,1,31.11979516,13.12994696,17.9898482,31.11979516,13.12994696,17.9898482
