chain_name,segment_index,job_name,job_id,dependency_job_id,case_key_1,case_key_2,case_dir_1,case_dir_2,segment_walltime
ethan_s2mid_nq9d,1,ethan_s2mid_nq9d_s1,3259080,,salt2_jin_hi5q_balq,salt2_jin_lo5q_balq,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt2_jin_hi5q_balq/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt2_jin_lo5q_balq/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh,48:00:00
ethan_s2mid_nq9d,2,ethan_s2mid_nq9d_s2,3259081,3259080,salt2_jin_hi5q_balq,salt2_jin_lo5q_balq,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt2_jin_hi5q_balq/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt2_jin_lo5q_balq/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh,48:00:00
ethan_s2mid_nq9d,3,ethan_s2mid_nq9d_s3,3259082,3259081,salt2_jin_hi5q_balq,salt2_jin_lo5q_balq,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt2_jin_hi5q_balq/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt2_jin_lo5q_balq/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh,48:00:00
ethan_s2mid_nq9d,4,ethan_s2mid_nq9d_s4,3259083,3259082,salt2_jin_hi5q_balq,salt2_jin_lo5q_balq,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt2_jin_hi5q_balq/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt2_jin_lo5q_balq/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh,48:00:00
ethan_s2mid_nq9d,5,ethan_s2mid_nq9d_s5,3259084,3259083,salt2_jin_hi5q_balq,salt2_jin_lo5q_balq,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt2_jin_hi5q_balq/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt2_jin_lo5q_balq/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh,48:00:00
ethan_s3mid_nq9d,1,ethan_s3mid_nq9d_s1,3259085,,salt3_jin_hi5q_balq,salt3_jin_lo5q_balq,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt3_jin_hi5q_balq/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt3_jin_lo5q_balq/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh,48:00:00
ethan_s3mid_nq9d,2,ethan_s3mid_nq9d_s2,3259086,3259085,salt3_jin_hi5q_balq,salt3_jin_lo5q_balq,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt3_jin_hi5q_balq/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt3_jin_lo5q_balq/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh,48:00:00
ethan_s3mid_nq9d,3,ethan_s3mid_nq9d_s3,3259087,3259086,salt3_jin_hi5q_balq,salt3_jin_lo5q_balq,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt3_jin_hi5q_balq/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt3_jin_lo5q_balq/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh,48:00:00
ethan_s3mid_nq9d,4,ethan_s3mid_nq9d_s4,3259088,3259087,salt3_jin_hi5q_balq,salt3_jin_lo5q_balq,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt3_jin_hi5q_balq/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt3_jin_lo5q_balq/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh,48:00:00
ethan_s3mid_nq9d,5,ethan_s3mid_nq9d_s5,3259089,3259088,salt3_jin_hi5q_balq,salt3_jin_lo5q_balq,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt3_jin_hi5q_balq/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt3_jin_lo5q_balq/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh,48:00:00
ethan_s4mid_nq9d,1,ethan_s4mid_nq9d_s1,3259090,,salt4_jin_hi5q_balq,salt4_jin_lo5q_balq,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt4_jin_hi5q_balq/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt4_jin_lo5q_balq/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,48:00:00
ethan_s4mid_nq9d,2,ethan_s4mid_nq9d_s2,3259091,3259090,salt4_jin_hi5q_balq,salt4_jin_lo5q_balq,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt4_jin_hi5q_balq/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt4_jin_lo5q_balq/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,48:00:00
ethan_s4mid_nq9d,3,ethan_s4mid_nq9d_s3,3259092,3259091,salt4_jin_hi5q_balq,salt4_jin_lo5q_balq,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt4_jin_hi5q_balq/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt4_jin_lo5q_balq/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,48:00:00
ethan_s4mid_nq9d,4,ethan_s4mid_nq9d_s4,3259093,3259092,salt4_jin_hi5q_balq,salt4_jin_lo5q_balq,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt4_jin_hi5q_balq/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt4_jin_lo5q_balq/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,48:00:00
ethan_s4mid_nq9d,5,ethan_s4mid_nq9d_s5,3259094,3259093,salt4_jin_hi5q_balq,salt4_jin_lo5q_balq,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt4_jin_hi5q_balq/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt4_jin_lo5q_balq/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,48:00:00
