R_cond_K_W,R_cond_m2K_W,R_cond_m2K_W_max,R_cond_m2K_W_min,Ta_K,Tsur_K,area_m2,basis_label,candidate_id,conductive_heat_in_W,corrected_q_conv_W,corrected_q_rad_W,corrected_q_total_W,emissivity,finite_wall_state_count,hA_W_K,inner_wall_state_T_K,inner_wall_state_T_max_K,inner_wall_state_T_min_K,insulation_k_basis,interpretation,layer_options,layer_options_count,mapped_wall_state_sensors,naive_inner_surface_q_conv_W,naive_inner_surface_q_rad_W,naive_inner_surface_q_total_W,numeric_q_loss_release,outer_surface_T_K,rad_reduction_factor,runtime_CFD_mdot_used,runtime_Qwall_used,runtime_imposed_cooler_duty_used,runtime_validation_temperature_used,runtime_wallHeatFlux_used,scenario_id,source_family,train_case_id
31.523061640293744,1.0267591183986717,1.0267591183986717,1.0267591183986717,299.65000000000003,299.65000000000003,0.03257168133333333,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,6.037009401106226,2.381866081362638,3.6551433197435976,6.037009401106236,0.9499999999999998,2,0.13440561066666665,507.67649754,509.088814633,506.264180447,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556,1,TW10;TW11,27.959928436711525,102.40711247113134,130.36704090784286,False,317.37147806589564,28.017263213174097,False,False,False,False,False,salt_2__V01__upstream_plus_0p10,cooling_branch,salt_2
16.18600328523168,1.0267591183986717,1.0267591183986717,1.0267591183986717,299.65000000000003,299.65000000000003,0.063435,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,11.68585441771393,4.146989173956553,7.538865243757376,11.68585441771393,0.9499999999999998,3,0.222013296,507.4762906886667,507.998537641,507.089440308,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556,1,TW1;TW2;TW3,46.140199791245,199.08518580268176,245.22538559392677,False,318.3290126928099,26.40784512862012,False,False,False,False,False,salt_2__V01__upstream_plus_0p10,downcomer,salt_2
24.158853333382858,1.0262390023426906,1.0262390023426906,1.0262390023426906,299.65000000000003,299.65000000000003,0.042478796000000006,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,8.23980293589743,5.0654655047263475,3.174337431171053,8.239802935897401,0.9499999999999998,4,0.4175041863333333,510.84692047600004,513.322076368,506.407029744,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.006096001 0.03556,1,TW4;TW5;TW6;TW7,88.17559843943808,137.38837556124435,225.56397400068244,False,311.78272985167655,43.28096131562171,False,False,False,False,False,salt_2__V01__upstream_plus_0p10,junction,salt_2
61.97252730118309,1.0264990603706812,1.0267591183986717,1.0262390023426906,299.65000000000003,299.65000000000003,0.016563776,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,3.103415858348622,1.206275513903811,1.8971403444448143,3.103415858348625,0.9499999999999998,3,0.06680253866666667,510.03385443300004,513.322076368,506.407029744,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556 | 0.006096001 0.03556,2,TW4;TW5;TW6,14.054175570602856,53.18597446470773,67.24015003531059,False,317.7073304245655,28.03481282786818,False,False,False,False,False,salt_2__V01__upstream_plus_0p10,lower_leg,salt_2
20.41783168072381,1.0272847746563953,1.0278104309141192,1.0267591183986717,299.65000000000003,299.65000000000003,0.050313118,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,9.487677135177991,3.539036311837926,5.948640823340067,9.487677135177993,0.9499999999999998,3,0.19036294866666667,511.9587881323334,513.286118605,510.995198532,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556 | 0.0022 0.006096001 0.03556,2,TW7;TW8;TW9,40.41572693671758,164.3389793113723,204.7547062480899,False,318.24099334521725,27.6263072846107,False,False,False,False,False,salt_2__V01__upstream_plus_0p10,upcomer,salt_2
31.523061640293744,1.0267591183986717,1.0267591183986717,1.0267591183986717,299.65000000000003,299.65000000000003,0.03257168133333333,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,5.619997178889265,2.22509881748849,3.394898361400786,5.619997178889276,0.9499999999999998,2,0.13440561066666665,493.36462115150005,513.10827309,473.620969213,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556,1,TW10;TW11,26.036331950929338,89.80954731800163,115.84587926893097,False,316.2051036630968,26.454266890318586,False,False,False,False,False,salt_2__V02__hx_ua_0p8,cooling_branch,salt_2
16.18600328523168,1.0267591183986717,1.0267591183986717,1.0267591183986717,299.65000000000003,299.65000000000003,0.063435,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,11.910922297331258,4.222284070327533,7.688638227003728,11.910922297331261,0.9499999999999998,3,0.222013296,511.45838601533336,511.992715655,511.06280735,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556,1,TW1;TW2;TW3,47.02427789970446,206.28285037060354,253.307128270308,False,318.66815858059033,26.829569070645718,False,False,False,False,False,salt_2__V02__hx_ua_0p8,downcomer,salt_2
24.158853333382858,1.0262390023426906,1.0262390023426906,1.0262390023426906,299.65000000000003,299.65000000000003,0.042478796000000006,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,8.396313263480092,5.159456056505658,3.2368572069744714,8.39631326348013,0.9499999999999998,4,0.4175041863333333,514.8531553380001,517.140937718,512.360624077,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.006096001 0.03556,1,TW4;TW5;TW6;TW7,89.84821826575764,142.33469020513047,232.1829084708881,False,312.00785466444734,43.9731137655505,False,False,False,False,False,salt_2__V02__hx_ua_0p8,junction,salt_2
61.97252730118309,1.0264990603706812,1.0267591183986717,1.0262390023426906,299.65000000000003,299.65000000000003,0.016563776,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,3.1635293973587757,1.2284084535810778,1.9351209437776928,3.1635293973587704,0.9499999999999998,3,0.06680253866666667,514.0905612113334,515.960657123,512.360624077,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556 | 0.006096001 0.03556,2,TW4;TW5;TW6,14.325173882021796,55.13000591755793,69.45517979957972,False,318.0386492654213,28.48917846443983,False,False,False,False,False,salt_2__V02__hx_ua_0p8,lower_leg,salt_2
20.41783168072381,1.0272847746563953,1.0278104309141192,1.0267591183986717,299.65000000000003,299.65000000000003,0.050313118,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,9.658454918899526,3.599205971823518,6.059248947076009,9.658454918899526,0.9499999999999998,3,0.19036294866666667,515.7617788050001,517.140937718,514.766230426,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556 | 0.0022 0.006096001 0.03556,2,TW7;TW8;TW9,41.13967545491824,169.93324294416277,211.072918399081,False,318.5570719750506,28.045265086222752,False,False,False,False,False,salt_2__V02__hx_ua_0p8,upcomer,salt_2
31.523061640293744,1.0267591183986717,1.0267591183986717,1.0267591183986717,299.65000000000003,299.65000000000003,0.03257168133333333,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,6.4091468470798505,2.5208567335159584,3.8882901135639094,6.409146847079867,0.9499999999999998,2,0.13440561066666665,520.441522656,535.45455172,505.428493592,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556,1,TW10;TW11,29.675619432602833,114.57914359907701,144.25476303167986,False,318.4055915338075,29.46774552633796,False,False,False,False,False,salt_2__V02__hx_ua_1p2,cooling_branch,salt_2
16.18600328523168,1.0267591183986717,1.0267591183986717,1.0267591183986717,299.65000000000003,299.65000000000003,0.063435,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,11.481404446312178,4.078452839915553,7.4029516063966,11.481404446312153,0.9499999999999998,3,0.222013296,503.85835904333334,504.366926857,503.481895608,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556,1,TW1;TW2;TW3,45.33697086196183,192.69100566946997,238.02797653143182,False,318.0203089562508,26.02894303712228,False,False,False,False,False,salt_2__V02__hx_ua_1p2,downcomer,salt_2
24.158853333382858,1.0262390023426906,1.0262390023426906,1.0262390023426906,299.65000000000003,299.65000000000003,0.042478796000000006,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,8.104741448836572,4.984290431995693,3.120451016840877,8.10474144883657,0.9499999999999998,4,0.4175041863333333,507.38956045675,509.745906903,504.83756544,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.006096001 0.03556,1,TW4;TW5;TW6;TW7,86.7321361577397,133.21225415664662,219.94439031438634,False,311.5883004893184,42.690064172681616,False,False,False,False,False,salt_2__V02__hx_ua_1p2,junction,salt_2
61.97252730118309,1.0264990603706812,1.0267591183986717,1.0262390023426906,299.65000000000003,299.65000000000003,0.016563776,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,3.0526004442531374,1.1875318468885763,1.8650685973645653,3.052600444253142,0.9499999999999998,3,0.06680253866666667,506.6041116413333,508.504195589,504.83756544,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556 | 0.006096001 0.03556,2,TW4;TW5;TW6,13.825060045145818,51.578181357017726,65.40324140216354,False,317.4267472702521,27.65484413275751,False,False,False,False,False,salt_2__V02__hx_ua_1p2,lower_leg,salt_2
20.41783168072381,1.0272847746563953,1.0278104309141192,1.0267591183986717,299.65000000000003,299.65000000000003,0.050313118,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,9.331200427563374,3.4838032395635197,5.847397187999842,9.331200427563362,0.9499999999999998,3,0.19036294866666667,508.4737269273333,509.745906903,507.545542281,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556 | 0.0022 0.006096001 0.03556,2,TW7;TW8;TW9,39.75230040944996,159.32069896789758,199.07299937734754,False,317.9508472182463,27.246430137302635,False,False,False,False,False,salt_2__V02__hx_ua_1p2,upcomer,salt_2
31.523061640293744,1.0267591183986717,1.0267591183986717,1.0267591183986717,299.65000000000003,299.65000000000003,0.03257168133333333,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,6.00637371964692,2.370385928482002,3.6359877911649163,6.006373719646918,0.9499999999999998,2,0.13440561066666665,506.62535282650003,508.025511118,505.225194535,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556,1,TW10;TW11,27.81864868959452,101.44481320719035,129.26346189678486,False,317.28606382742976,27.900207325693177,False,False,False,False,False,salt_2__V03__ambient_minus_2K,cooling_branch,salt_2
16.18600328523168,1.0267591183986717,1.0267591183986717,1.0267591183986717,299.65000000000003,299.65000000000003,0.063435,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,11.625581818657054,4.126798193477324,7.4987836251796995,11.625581818657023,0.9499999999999998,3,0.222013296,506.4097732866667,506.933053554,506.022132768,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556,1,TW1;TW2;TW3,45.90341874758561,197.18598809233123,243.08940683991685,False,318.2380677771539,26.29572980746006,False,False,False,False,False,salt_2__V03__ambient_minus_2K,downcomer,salt_2
24.158853333382858,1.0262390023426906,1.0262390023426906,1.0262390023426906,299.65000000000003,299.65000000000003,0.042478796000000006,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,8.202280314852109,5.042919622668412,3.1593606921837303,8.202280314852143,0.9499999999999998,4,0.4175041863333333,509.88641540625,512.217675397,507.354127956,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.006096001 0.03556,1,TW4;TW5;TW6;TW7,87.77458355182306,136.21964476836993,223.99422832019297,False,311.72872828044456,43.116205473271165,False,False,False,False,False,salt_2__V03__ambient_minus_2K,junction,salt_2
61.97252730118309,1.0264990603706812,1.0267591183986717,1.0262390023426906,299.65000000000003,299.65000000000003,0.016563776,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,3.0897173082300107,1.2012257818038394,1.8884915264261646,3.089717308230004,0.9499999999999998,3,0.06680253866666667,509.1093287426667,511.001601615,507.354127956,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556 | 0.006096001 0.03556,2,TW4;TW5;TW6,13.992414907426038,52.749368516866504,66.74178342429255,False,317.63173850544445,27.93201228532432,False,False,False,False,False,salt_2__V03__ambient_minus_2K,lower_leg,salt_2
20.41783168072381,1.0272847746563953,1.0278104309141192,1.0267591183986717,299.65000000000003,299.65000000000003,0.050313118,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,9.4396716913287,3.5221017697945713,5.917569921534118,9.439671691328689,0.9499999999999998,3,0.19036294866666667,510.88966182633334,512.217675397,509.9251475,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556 | 0.0022 0.006096001 0.03556,2,TW7;TW8;TW9,40.21220490061032,162.78855723875307,203.0007621393634,False,318.1520341114905,27.509359314262312,False,False,False,False,False,salt_2__V03__ambient_minus_2K,upcomer,salt_2
31.523061640293744,1.0267591183986717,1.0267591183986717,1.0267591183986717,299.65000000000003,299.65000000000003,0.03257168133333333,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,6.066758063131397,2.393008295769973,3.673749767361435,6.066758063131408,0.9499999999999998,2,0.13440561066666665,508.697166367,510.120570044,507.27376269,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556,1,TW10;TW11,28.09711205369289,103.34724920416984,131.44436125786274,False,317.4543779861599,28.131270703936927,False,False,False,False,False,salt_2__V03__ambient_plus_2K,cooling_branch,salt_2
16.18600328523168,1.0267591183986717,1.0267591183986717,1.0267591183986717,299.65000000000003,299.65000000000003,0.063435,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,11.744945590719569,4.166773216041037,7.578172374678517,11.744945590719553,0.9499999999999998,3,0.222013296,508.5218525786666,509.03967665,508.138842212,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556,1,TW1;TW2;TW3,46.37232843261586,200.95872696164503,247.3310553942609,False,318.4181246624123,26.51809922312174,False,False,False,False,False,salt_2__V03__ambient_plus_2K,downcomer,salt_2
24.158853333382858,1.0262390023426906,1.0262390023426906,1.0262390023426906,299.65000000000003,299.65000000000003,0.042478796000000006,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,8.283919412693493,5.091967397712555,3.1919520149809464,8.283919412693502,0.9499999999999998,4,0.4175041863333333,511.97620092,514.29113715,509.462568774,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.006096001 0.03556,1,TW4;TW5;TW6;TW7,88.64707775235243,138.77092761782544,227.41800537017787,False,311.8462068031748,43.47525494322125,False,False,False,False,False,salt_2__V03__ambient_plus_2K,junction,salt_2
61.97252730118309,1.0264990603706812,1.0267591183986717,1.0262390023426906,299.65000000000003,299.65000000000003,0.016563776,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,3.120762674035113,1.2126668513520447,1.9080958226830644,3.120762674035109,0.9499999999999998,3,0.06680253866666667,511.20455551000003,513.082767949,509.462568774,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556 | 0.006096001 0.03556,2,TW4;TW5;TW6,14.132381374566256,53.74225351662815,67.8746348911944,False,317.80300549284584,28.16538502823124,False,False,False,False,False,salt_2__V03__ambient_plus_2K,lower_leg,salt_2
20.41783168072381,1.0272847746563953,1.0278104309141192,1.0267591183986717,299.65000000000003,299.65000000000003,0.050313118,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,9.533298195750984,3.5551212168436455,5.978176978907324,9.53329819575097,0.9499999999999998,3,0.19036294866666667,512.9747672540001,514.29113715,512.020096409,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556 | 0.0022 0.006096001 0.03556,2,TW7;TW8;TW9,40.60913171810183,165.82135718449348,206.4304889025953,False,318.3254893310085,27.73777989001622,False,False,False,False,False,salt_2__V03__ambient_plus_2K,upcomer,salt_2
