source_id,family,span_name,landmark_name,landmark_role,time_s,distance_from_wall_m,distance_over_dh,u_tangent_abs_m_s,u_over_ucore,t_k,theta_norm
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.0029325351110278,0.11474790991643063,0.0463887243,1.766318848690788,464.895709,-2.643429966764354
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.0031050371882440824,0.12149778743447802,0.0477237824,1.8171531477949625,464.757424,-2.5932877634696188
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.0032775392686704673,0.12824766507813432,0.0487691763,1.8569580568054995,464.543264,-2.515633250994655
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.003450041345886779,0.13499754259618285,0.049848482,1.8980542074364277,464.376907,-2.45531212785402
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.0036225433713600362,0.1417474180895643,0.0509530262,1.9401113510443213,464.246126,-2.4078908783396864
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.003795045451786402,0.14849729573321982,0.0515131563,1.961439127746063,463.936838,-2.29574291021139
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.003967547529002691,0.15524717325126747,0.0519159467,1.976775964150329,463.540269,-2.1519468121646725
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.0041400496094290825,0.16199705089492403,0.0517864589,1.9718455258753644,463.001171,-1.9564696345113695
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.004312551686645393,0.1687469284129725,0.0516765111,1.9676591018155831,462.459165,-1.7599380147480714
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.004485053715328724,0.17549680403196175,0.0517129719,1.9690474003568808,461.927022,-1.5669827232278846
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.004657555783088391,0.1822466811799788,0.0514084612,1.9574527079579342,461.35244,-1.358639031189722
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.004830057863514776,0.1889965588236351,0.0508726325,1.9370502427735343,460.748188,-1.1395369837858114
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.005002559940731082,0.19574643634168343,0.0503368039,1.916647781396781,460.143935,-0.9204345737814306
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.005175061966204343,0.202496311835065,0.0498009752,1.8962453162123811,459.539682,-0.7013321637770703
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.0053475640466307105,0.20924618947872062,0.0492987295,1.8771215731051818,458.924669,-0.4783281729255145
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.005520066123847002,0.21599606699676835,0.0485220125,1.8475469318987074,458.324984,-0.2608821217789321
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.005692568204273389,0.22274594464042474,0.04775108,1.818192544030397,457.758199,-0.05536562545318258
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.005865070281489695,0.22949582215847306,0.0469486734,1.7876397335515393,457.27511,0.11980266356913562
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.006037572310173032,0.23624569777746252,0.0461152388,1.755905486375204,456.827922,0.2819532338187342
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.006210074387389318,0.24299557529551002,0.0451958657,1.7208990045196706,456.502671,0.39988939293805537
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.0063825764646056144,0.24974545281355795,0.0442037151,1.6831214124008058,456.241511,0.4945861265856258
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.006555078535575386,0.25649533008718406,0.0430715606,1.640012966045447,455.804196,0.6531567425876382
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.00672758056104865,0.26324520558056574,0.0421244205,1.6039492148596683,455.559574,0.741856789985148
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.006900082641475022,0.2699950832242215,0.0411500025,1.5668468175449057,455.353524,0.8165706128067172
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.007072584718691312,0.27674496074226923,0.0401699457,1.5295297146335938,455.148838,0.8907898486138218
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.007245086799117697,0.2834948383859255,0.0391898889,1.4922126117222818,454.944151,0.9650094470213967
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.007417588876334001,0.29024471590397377,0.0383352265,1.4596700848654416,454.895009,0.9828283583589096
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.007590090901807254,0.296994591397355,0.0373670602,1.4228057302154213,454.796621,1.0185038914808138
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.00776259298223363,0.30374446904101093,0.0365153599,1.390375989669062,454.772393,1.0272889751950602
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.007935095060412947,0.3104943465967412,0.035600873,1.3555555570590878,454.708353,1.0505099080438625
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.008107597138913283,0.3172442241650326,0.0346853492,1.3206956429578283,454.643679,1.0739607295782458
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.008280099207957008,0.32399410136329393,0.0338253676,1.28795057974411,454.604473,1.0881768428398086
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.008452601234714288,0.3307439769069182,0.0329856012,1.2559752399778208,454.573338,1.0994664078655303
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.00862510331353562,0.33749385448777,0.0322666164,1.2285988371272218,454.598595,1.0903082082877331
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.008797605392035952,0.3442437320560613,0.0313718281,1.194528457660503,454.589917,1.0934548549969962
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.008970107470536292,0.3509936096243529,0.0306172264,1.1657958890012672,454.623437,1.0813004878968766
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.00914260949761459,0.35774348518053833,0.0298626247,1.1370633203420315,454.656956,1.0691464833972268
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.009315111576114912,0.36449336274882926,0.0291146272,1.1085822163030574,454.687974,1.0578993426242074
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.009487613654615241,0.3712432403171204,0.0283721754,1.0803122729413168,454.71689,1.0474143879981117
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.009660115733436584,0.37799311789797263,0.0276297236,1.052042329579576,454.745806,1.0369294333719954
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.009832617811936922,0.38474299546626417,0.0269453919,1.0259853944362527,454.794843,1.0191485950817691
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.010005119834911558,0.3914928708618764,0.0261966071,0.9974743127927947,454.835358,1.0044578378305504
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.010177621912466222,0.39824274839316437,0.0254967422,0.970825928232517,454.881448,0.9877455830678935
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.010350123990341902,0.40499262593701346,0.0248100167,0.9446778456363633,454.926081,0.9715616371615723
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.010522626067896572,0.41174250346830177,0.0241232912,0.9185297630402096,454.970713,0.9553780538557213
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.010695128093708204,0.41849237897492353,0.0234365657,0.8923816804440557,455.015346,0.9391941079494001
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.010867630171487574,0.4252422565150041,0.0227498403,0.866233601655549,455.059979,0.9230101620430995
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.011040132249138543,0.43199213405006043,0.0220633755,0.8400954455950091,455.104646,0.9068138877214725
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_midpoint_midpoint,midpoint,8598.0,3.5002892857644576e-10,1.7206065811164096e-08,3.16754146e-18,1.828364532009612e-16,455.153843,1.0443111058863686
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_midpoint_midpoint,midpoint,8598.0,0.00017231868476169572,0.008470518829861346,0.000659380768,0.03806069863724715,455.276508,0.9770837231921843
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_midpoint_midpoint,midpoint,8598.0,0.0003446373524658788,0.016941036821241467,0.0013015686,0.07512898865789133,455.393069,0.9132016789723904
