source_id,case_label,family,time_s,span_name,landmark_name,landmark_role,hydraulic_diameter_geom_m,delta99_u_m,delta99_t_m,delta99_u_over_dh,delta99_t_over_dh,delta99_t_over_delta99_u,shape_factor_u,profile_status
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,lower_leg,lower_leg_anchor_TW1,anchor,0.022660671370737438,nan,nan,nan,nan,nan,nan,insufficient_samples
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,lower_leg,lower_leg_anchor_TW2,anchor,0.022660671324776033,0.43846131224267665,7.071066434312949e-11,19.348999240074818,3.1204134833295084e-09,1.6127001942646428e-10,5.295127449318022,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,lower_leg,lower_leg_anchor_TW3,anchor,0.0210537426332994,0.1512283962525078,0.136567649409089,7.18296974017908,6.486621014977565,0.9030555953331701,5.288806686394639,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,lower_leg,lower_leg_end_TP2,end,0.02082686107793599,0.019185649953641342,0.010644981158333214,0.9211973845625085,0.5111178837031052,0.5548407890300766,4.308203962023721,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,lower_leg,lower_leg_midpoint_midpoint,midpoint,0.022660671324776033,0.43846131221782536,7.071066434312949e-11,19.348999238978145,3.1204134833295084e-09,1.612700194356048e-10,5.2951274508445545,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,lower_leg,lower_leg_start_TP1,start,0.020826860943534864,nan,nan,nan,nan,nan,nan,insufficient_samples
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,right_leg,right_leg_anchor_TW4,anchor,0.022572942718664092,0.21976629156475533,0.19721205187602056,9.735828168431267,8.736656728099469,0.8973717055143143,8.217729063029072,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,right_leg,right_leg_anchor_TW5,anchor,0.022572942718664224,0.4122662167413814,0.40158932674157466,18.263733793135575,17.79073875066915,0.9741019526552561,5.93913712321113,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,right_leg,right_leg_anchor_TW6,anchor,0.022572942718664224,0.617414928047022,0.6013453263813547,27.351991086944917,26.640094465137594,0.9739727678491709,16.126325375310426,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,right_leg,right_leg_end_TP3,end,0.020064837725285247,0.7186078092976909,0.705915191585453,35.814284627486316,35.181704494717884,0.9823372115526513,396.62401665718926,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,right_leg,right_leg_midpoint_midpoint,midpoint,0.022572942718664224,0.4122665713249939,0.4015896721155167,18.263749501482373,17.790754051019945,0.9741019525906202,5.93913780612534,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,right_leg,right_leg_start_TP2,start,0.02006483816963443,0.011171173218862194,0.009474387269334857,0.5567537163478516,0.4721885713323685,0.8481103178435758,3.34556058305027,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,test_section_span,test_section_span_end_TP5,end,0.015192683359365885,0.0019633141711220764,2.5002501942861337e-10,0.12922761073090788,1.6456936112900663e-08,1.2734845146343473e-07,2.4348575683679234,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,test_section_span,test_section_span_midpoint_midpoint,midpoint,0.02202232181632152,0.001900696245017322,3.5355335851468113e-12,0.08630771364028697,1.605431804436943e-10,1.8601255168547933e-09,2.5711731824433834,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,test_section_span,test_section_span_start_TP4,start,0.015192683359365662,0.001094592150047307,2.5002501942861337e-10,0.07204732200072715,1.64569361129009e-08,2.2841842910878502e-07,2.177860968213852,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,upper_leg,upper_leg_anchor_TW10,anchor,0.022538145904568013,0.00954201552943481,0.001480174843589966,0.4233718057305167,0.06567420629262877,0.15512182295490767,2.4701777304308705,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,upper_leg,upper_leg_anchor_TW11,anchor,0.023478897116209197,0.009693239882850077,0.001831008164282728,0.41284902927395706,0.07798527142140119,0.18889537310659865,2.4723139730310537,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,upper_leg,upper_leg_anchor_TW9,anchor,0.02347889716530896,0.003477053049481223,5.830954521032149e-10,0.14809269042750067,2.4834873972051913e-08,1.6769817538165343e-07,2.4697598745664227,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,upper_leg,upper_leg_end_TP1,end,nan,0.017931772956725434,nan,nan,nan,nan,2.5745511981339475,no_thermal_contrast
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,upper_leg,upper_leg_midpoint_midpoint,midpoint,0.022538145904568013,0.009542014656656007,0.0014801753410472063,0.4233717670060002,0.06567422836441952,0.15512188927678014,2.4701782895056863,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,upper_leg,upper_leg_start_TP6,start,nan,0.006731594078434613,nan,nan,nan,nan,2.4524894844687255,no_thermal_contrast
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8601.0,left_lower_leg,left_lower_leg_anchor_TW7,anchor,0.02034334474934594,0.0010097091848973651,4.5002250891229754e-10,0.04963339103466889,2.2121362758047262e-08,4.4569517207872227e-07,2.3360285693745957,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8601.0,left_lower_leg,left_lower_leg_end_TP4,end,0.025556327022980427,0.001517676487883755,4.499999765178453e-12,0.05938554810787363,1.7608163180616768e-10,2.96505862817526e-09,2.9106226242777957,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8601.0,left_lower_leg,left_lower_leg_midpoint_midpoint,midpoint,0.02034334474934594,0.004326418181937702,3.5002892857644576e-10,0.21266995350294113,1.7206065811164096e-08,8.090501515497884e-08,2.9942591691230502,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8601.0,left_lower_leg,left_lower_leg_start_TP3,start,nan,0.00327193572733291,nan,nan,nan,nan,2.8432591865135692,no_thermal_contrast
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8601.0,left_upper_leg,left_upper_leg_anchor_TW8,anchor,0.022706509601626068,0.009972889224345687,1.001012070491365e-10,0.4392083767745397,4.4084805989718474e-09,1.0037332692392767e-08,4.766707185991572,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8601.0,left_upper_leg,left_upper_leg_end_TP6,end,nan,0.019033315187388437,nan,nan,nan,nan,4.869419321066033,no_thermal_contrast
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8601.0,left_upper_leg,left_upper_leg_midpoint_midpoint,midpoint,0.02270650960162625,0.009957415012194184,5.000201799385446e-10,0.4385268888478144,2.2021005813360808e-08,5.021586218172117e-08,4.809190104348082,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8601.0,left_upper_leg,left_upper_leg_start_TP5,start,0.02537548773121182,0.003574011106501453,4.499999766548003e-12,0.14084502116211242,1.7733648370482387e-10,1.2590894746695365e-09,3.0939210801785757,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8601.0,lower_leg,lower_leg_anchor_TW1,anchor,0.022660671370737438,nan,nan,nan,nan,nan,nan,insufficient_samples
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8601.0,lower_leg,lower_leg_anchor_TW2,anchor,0.022660671324776033,0.4387405222866598,7.071066434312949e-11,19.361320589252053,3.1204134833295084e-09,1.6116738881239987e-10,5.304242252668051,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8601.0,lower_leg,lower_leg_anchor_TW3,anchor,0.0210537426332994,0.15122337103036065,0.1365361872279253,7.182731054723734,6.485126640238039,0.90287755323556,5.289644241544852,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8601.0,lower_leg,lower_leg_end_TP2,end,0.02082686107793599,0.019186036006732767,0.010618417433804365,0.9212159208695392,0.5098424286823295,0.5534450904855046,4.30695399135276,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8601.0,lower_leg,lower_leg_midpoint_midpoint,midpoint,0.022660671324776033,0.4387405223092374,7.071066434312949e-11,19.361320590248386,3.1204134833295084e-09,1.611673888041062e-10,5.304242254040736,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8601.0,lower_leg,lower_leg_start_TP1,start,0.020826860943534864,nan,nan,nan,nan,nan,nan,insufficient_samples
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8601.0,right_leg,right_leg_anchor_TW4,anchor,0.022572942718664092,0.21975751006875166,0.1972130073607122,9.73543914090778,8.736699056860214,0.8974119123347076,8.22092841887259,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8601.0,right_leg,right_leg_anchor_TW5,anchor,0.022572942718664224,0.4122662064794574,0.4015892690973116,18.263733338523867,17.790736196980703,0.9741018370791984,5.939183221472119,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8601.0,right_leg,right_leg_anchor_TW6,anchor,0.022572942718664224,0.6174149288864618,0.6013453608917018,27.35199112413279,26.640095993974462,0.9739728224198558,16.127036020396854,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8601.0,right_leg,right_leg_end_TP3,end,0.020064837725285247,0.7186078092976909,0.7057738200987967,35.814284627486316,35.174658761849685,0.9821404818694678,396.6084858942696,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8601.0,right_leg,right_leg_midpoint_midpoint,midpoint,0.022572942718664224,0.41226656106387277,0.40158961447238234,18.263749046906234,17.7907514973815,0.9741018370155026,5.939183899245186,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8601.0,right_leg,right_leg_start_TP2,start,0.02006483816963443,0.01116476853836945,0.009482401179680078,0.5564345171378408,0.4725879720291231,0.8493146227879551,3.343622042615064,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8601.0,test_section_span,test_section_span_end_TP5,end,0.015192683359365885,0.001963317159768157,2.5002501942861337e-10,0.12922780744705142,1.6456936112900663e-08,1.2734825760812796e-07,2.4348665288623,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8601.0,test_section_span,test_section_span_midpoint_midpoint,midpoint,0.02202232181632152,0.0019006438871176927,3.5355335851468113e-12,0.08630533614802861,1.605431804436943e-10,1.8601767585764907e-09,2.571168247622196,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8601.0,test_section_span,test_section_span_start_TP4,start,0.015192683359365662,0.0010945183769481047,2.5002501942861337e-10,0.0720424661699659,1.64569361129009e-08,2.2843382504528566e-07,2.1778452611577097,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8601.0,upper_leg,upper_leg_anchor_TW10,anchor,0.022538145904568013,0.009542022464256601,0.0014801705611846888,0.42337211342316455,0.06567401628563817,0.15512126142327268,2.470188255453689,usable
