MPRH-UP-026,matched_plane_upcomer,salt_4,upcomer_mid,missing,missing,missing,present_diagnostic,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-027,matched_plane_upcomer,salt_4,upcomer_outlet,missing,missing,missing,present_diagnostic,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-028,matched_plane_upcomer,salt_2,upcomer_inlet,0.6197916667,0.4736619997,0.07945120764,present_diagnostic,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-029,matched_plane_upcomer,salt_2,upcomer_mid,0.3223938224,0.4622774807,0.0009772265829,present_diagnostic,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-030,matched_plane_upcomer,salt_2,upcomer_outlet,0.837962963,0.5738234099,0.7805272007,present_diagnostic,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-031,matched_plane_upcomer,new_targeted_re150,upcomer_inlet,missing,missing,missing,missing,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-032,matched_plane_upcomer,new_targeted_re150,upcomer_mid,missing,missing,missing,missing,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-033,matched_plane_upcomer,new_targeted_re150,upcomer_outlet,missing,missing,missing,missing,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-034,matched_plane_upcomer,new_targeted_re200,upcomer_inlet,missing,missing,missing,missing,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-035,matched_plane_upcomer,new_targeted_re200,upcomer_mid,missing,missing,missing,missing,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-036,matched_plane_upcomer,new_targeted_re200,upcomer_outlet,missing,missing,missing,missing,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-037,matched_plane_upcomer,new_targeted_re250,upcomer_inlet,missing,missing,missing,missing,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-038,matched_plane_upcomer,new_targeted_re250,upcomer_mid,missing,missing,missing,missing,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-039,matched_plane_upcomer,new_targeted_re250,upcomer_outlet,missing,missing,missing,missing,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
HYBRID-FEATURE-001,hybrid_feature_scorecard,salt_2,left_lower_leg,0.6096763649,0.4999936722,0.07839203064,missing_same_window_exchange_energy_residual,missing;missing;missing;present_proxy_delta_T_wall_bulk;missing_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
HYBRID-FEATURE-002,hybrid_feature_scorecard,salt_2,test_section_span,0.3748113482,0.4999916556,0.001266755619,missing_same_window_exchange_energy_residual,missing;missing;missing;present_proxy_delta_T_wall_bulk;missing_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
HYBRID-FEATURE-003,hybrid_feature_scorecard,salt_2,left_upper_leg,0.785845516,0.5000672828,0.7572863617,missing_same_window_exchange_energy_residual,missing;missing;missing;present_proxy_delta_T_wall_bulk;missing_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
HYBRID-FEATURE-004,hybrid_feature_scorecard,salt_2,left_lower_leg,0.6177451405,0.5000044571,0.07456212539,missing_same_window_exchange_energy_residual,missing;missing;missing;present_proxy_delta_T_wall_bulk;missing_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
HYBRID-FEATURE-005,hybrid_feature_scorecard,salt_2,test_section_span,0.3692928784,0.5000060995,0.001000505845,missing_same_window_exchange_energy_residual,missing;missing;missing;present_proxy_delta_T_wall_bulk;missing_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
HYBRID-FEATURE-006,hybrid_feature_scorecard,salt_2,left_upper_leg,0.7901396438,0.5000621677,0.7514234306,missing_same_window_exchange_energy_residual,missing;missing;missing;present_proxy_delta_T_wall_bulk;missing_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
