candidate_id,candidate_family,case_scope,branch_or_feature,candidate_bucket,pressure_basis_status,endpoint_status,ordinary_flow_status,decomposition_status,same_qoi_uq_status,source_property_status,f3_comparison_status,forbidden_shortcut_status,score,use_label,decision_reason,admission_status,s11_candidate_status,publication_use,next_action,delta_p_static_pa,max_reverse_area_fraction,max_reverse_mass_fraction,terminal_ready_cases,gross_static_pressure_rise_pa,hydrostatic_fraction_of_gross,source_paths
named_pressure:017,legwise_inventory,salt_4,left_upper_leg,excluded_recirculation,blocked,blocked,fail,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,diagnostic_or_recirc_model_only_not_ordinary_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:018,legwise_inventory,salt_4,upper_leg,blocked_missing_endpoint,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,future_gate_only_until_endpoint_definition_exists,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:019,legwise_inventory,salt_2,corner_lower_left,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:020,legwise_inventory,salt_2,corner_lower_right,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:021,legwise_inventory,salt_2,corner_upper_right,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:022,legwise_inventory,salt_2,corner_upper_left,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:023,legwise_inventory,salt_2,test_section_complex,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:024,legwise_inventory,salt_3,corner_lower_left,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:025,legwise_inventory,salt_3,corner_lower_right,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:026,legwise_inventory,salt_3,corner_upper_right,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:027,legwise_inventory,salt_3,corner_upper_left,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:028,legwise_inventory,salt_3,test_section_complex,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:029,legwise_inventory,salt_4,corner_lower_left,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:030,legwise_inventory,salt_4,corner_lower_right,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:031,legwise_inventory,salt_4,corner_upper_right,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:032,legwise_inventory,salt_4,corner_upper_left,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
