candidate_id,candidate_family,case_scope,branch_or_feature,candidate_bucket,pressure_basis_status,endpoint_status,ordinary_flow_status,decomposition_status,same_qoi_uq_status,source_property_status,f3_comparison_status,forbidden_shortcut_status,score,use_label,decision_reason,admission_status,s11_candidate_status,publication_use,next_action,delta_p_static_pa,max_reverse_area_fraction,max_reverse_mass_fraction,terminal_ready_cases,gross_static_pressure_rise_pa,hydrostatic_fraction_of_gross,source_paths
named_pressure:011,legwise_inventory,salt_3,left_upper_leg,excluded_recirculation,blocked,blocked,fail,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,diagnostic_or_recirc_model_only_not_ordinary_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:012,legwise_inventory,salt_3,upper_leg,blocked_missing_endpoint,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,future_gate_only_until_endpoint_definition_exists,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:013,legwise_inventory,salt_4,lower_leg,blocked_missing_endpoint,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,future_gate_only_until_endpoint_definition_exists,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:014,legwise_inventory,salt_4,right_leg,ordinary_f6_candidate,blocked,blocked,not_measured,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,future_candidate,physically_relevant_F6_lane_but_endpoint_or_UQ_or_terminal_evidence_is_missing,not_admitted,not_ready,future_F6_pressure_residual_candidate_after_endpoint_and_UQ,endpoint_pressure_status=blocked_missing_raw_endpoint_pair;endpoint_velocity_status=blocked_missing_raw_endpoint_pair;same_window_status=blocked_missing_same_window_endpoint_pair;geometry_normalization_status=blocked_until_endpoint_geometry_attached;mesh_uq_status=blocked_missing_same_qoi_mesh_uq;time_uq_status=blocked_missing_same_qoi_time_uq,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:015,legwise_inventory,salt_4,left_lower_leg,excluded_recirculation,blocked,blocked,fail,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,diagnostic_or_recirc_model_only_not_ordinary_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:016,legwise_inventory,salt_4,test_section_span,ordinary_f6_candidate,blocked,blocked,not_measured,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,future_candidate,physically_relevant_F6_lane_but_endpoint_or_UQ_or_terminal_evidence_is_missing,not_admitted,not_ready,future_F6_pressure_residual_candidate_after_endpoint_and_UQ,endpoint_pressure_status=blocked_missing_raw_endpoint_pair;endpoint_velocity_status=blocked_missing_raw_endpoint_pair;same_window_status=blocked_missing_same_window_endpoint_pair;geometry_normalization_status=blocked_until_endpoint_geometry_attached;mesh_uq_status=blocked_missing_same_qoi_mesh_uq;time_uq_status=blocked_missing_same_qoi_time_uq,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:017,legwise_inventory,salt_4,left_upper_leg,excluded_recirculation,blocked,blocked,fail,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,diagnostic_or_recirc_model_only_not_ordinary_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:018,legwise_inventory,salt_4,upper_leg,blocked_missing_endpoint,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,future_gate_only_until_endpoint_definition_exists,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:019,legwise_inventory,salt_2,corner_lower_left,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:020,legwise_inventory,salt_2,corner_lower_right,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:021,legwise_inventory,salt_2,corner_upper_right,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:022,legwise_inventory,salt_2,corner_upper_left,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:023,legwise_inventory,salt_2,test_section_complex,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:024,legwise_inventory,salt_3,corner_lower_left,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:025,legwise_inventory,salt_3,corner_lower_right,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
