family_group,family,source_count,case_labels,source_ids,primary_source_paths,branch,variable,support_status,sign_status,interpretability_status,headline_allowed,internal_only,primary_limitation,recommended_use,usable_fraction_min,usable_fraction_max,min_abs_bulk_minus_wall_temp_k_min,min_abs_bulk_minus_wall_temp_k_max,mean_metric_min,mean_metric_max,explanation
salt,salt1,2,"Salt 1 Jin, Salt 1 Kirst","viscosity_screening_salt_test_1_jin_coarse_mesh, viscosity_screening_salt_test_1_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh/branch_thermal_summary.csv,upper_leg,thermal_resistance,all_cases_internal_only,stable_net_cooling,contextual_only,no,no,thermal_qc_marginal,contextual_evidence,0.957447,0.957447,0.343250,0.400160,0.068947,0.069297,"salt1 / upper_leg / Effective R'_th: support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=0.957-0.957, min_abs_delta_t_range=0.343-0.400 K."
salt,salt1,2,"Salt 1 Jin, Salt 1 Kirst","viscosity_screening_salt_test_1_jin_coarse_mesh, viscosity_screening_salt_test_1_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh/branch_thermal_summary.csv,upcomer,effective_htc,all_cases_paper_safe,stable_net_cooling,headline_eligible,yes,no,safe_salt_subset,headline_evidence,0.960000,0.960000,2.331185,2.780179,61.691081,68.247346,"salt1 / upcomer / Effective HTC: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.960-0.960, min_abs_delta_t_range=2.331-2.780 K."
salt,salt1,2,"Salt 1 Jin, Salt 1 Kirst","viscosity_screening_salt_test_1_jin_coarse_mesh, viscosity_screening_salt_test_1_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh/branch_thermal_summary.csv,upcomer,effective_ua,all_cases_paper_safe,stable_net_cooling,headline_eligible,yes,no,safe_salt_subset,headline_evidence,0.960000,0.960000,2.331185,2.780179,4.210394,4.657678,"salt1 / upcomer / Effective UA': support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.960-0.960, min_abs_delta_t_range=2.331-2.780 K."
salt,salt1,2,"Salt 1 Jin, Salt 1 Kirst","viscosity_screening_salt_test_1_jin_coarse_mesh, viscosity_screening_salt_test_1_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_1_kirst_coarse_mesh/branch_thermal_summary.csv,upcomer,thermal_resistance,all_cases_paper_safe,stable_net_cooling,headline_eligible,yes,no,safe_salt_subset,headline_evidence,0.960000,0.960000,2.331185,2.780179,0.277552,0.305196,"salt1 / upcomer / Effective R'_th: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.960-0.960, min_abs_delta_t_range=2.331-2.780 K."
salt,salt2,3,"Salt 2 val, Salt 2 Jin, Salt 2 Kirst","val_salt_test_2_coarse_mesh_laminar, viscosity_screening_salt_test_2_jin_coarse_mesh, viscosity_screening_salt_test_2_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/branch_thermal_summary.csv,lower_leg,effective_htc,all_cases_internal_only,mixed_driver_or_heat_role,contextual_only,no,no,thermal_qc_marginal,contextual_evidence,0.750000,0.750000,0.319903,1.556798,209.493172,234.346559,"salt2 / lower_leg / Effective HTC: support=all_cases_internal_only, sign=mixed_driver_or_heat_role, usable_fraction_range=0.750-0.750, min_abs_delta_t_range=0.320-1.557 K."
salt,salt2,3,"Salt 2 val, Salt 2 Jin, Salt 2 Kirst","val_salt_test_2_coarse_mesh_laminar, viscosity_screening_salt_test_2_jin_coarse_mesh, viscosity_screening_salt_test_2_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/branch_thermal_summary.csv,lower_leg,effective_ua,all_cases_internal_only,mixed_driver_or_heat_role,contextual_only,no,no,thermal_qc_marginal,contextual_evidence,0.750000,0.750000,0.319903,1.556798,14.527682,16.323050,"salt2 / lower_leg / Effective UA': support=all_cases_internal_only, sign=mixed_driver_or_heat_role, usable_fraction_range=0.750-0.750, min_abs_delta_t_range=0.320-1.557 K."
salt,salt2,3,"Salt 2 val, Salt 2 Jin, Salt 2 Kirst","val_salt_test_2_coarse_mesh_laminar, viscosity_screening_salt_test_2_jin_coarse_mesh, viscosity_screening_salt_test_2_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/branch_thermal_summary.csv,lower_leg,thermal_resistance,all_cases_internal_only,mixed_driver_or_heat_role,contextual_only,no,no,thermal_qc_marginal,contextual_evidence,0.750000,0.750000,0.319903,1.556798,0.098782,0.102239,"salt2 / lower_leg / Effective R'_th: support=all_cases_internal_only, sign=mixed_driver_or_heat_role, usable_fraction_range=0.750-0.750, min_abs_delta_t_range=0.320-1.557 K."
salt,salt2,3,"Salt 2 val, Salt 2 Jin, Salt 2 Kirst","val_salt_test_2_coarse_mesh_laminar, viscosity_screening_salt_test_2_jin_coarse_mesh, viscosity_screening_salt_test_2_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/branch_thermal_summary.csv,right_leg,effective_htc,all_cases_blocked,stable_net_cooling,internal_only,no,yes,thermal_low_usable_fraction,diagnostic_only,0.731183,0.731183,2.710832,2.750011,30.305474,31.759678,"salt2 / right_leg / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=2.711-2.750 K."
salt,salt2,3,"Salt 2 val, Salt 2 Jin, Salt 2 Kirst","val_salt_test_2_coarse_mesh_laminar, viscosity_screening_salt_test_2_jin_coarse_mesh, viscosity_screening_salt_test_2_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/branch_thermal_summary.csv,right_leg,effective_ua,all_cases_blocked,stable_net_cooling,internal_only,no,yes,thermal_low_usable_fraction,diagnostic_only,0.731183,0.731183,2.710832,2.750011,2.101684,2.202522,"salt2 / right_leg / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=2.711-2.750 K."
salt,salt2,3,"Salt 2 val, Salt 2 Jin, Salt 2 Kirst","val_salt_test_2_coarse_mesh_laminar, viscosity_screening_salt_test_2_jin_coarse_mesh, viscosity_screening_salt_test_2_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/branch_thermal_summary.csv,right_leg,thermal_resistance,all_cases_blocked,stable_net_cooling,internal_only,no,yes,thermal_low_usable_fraction,diagnostic_only,0.731183,0.731183,2.710832,2.750011,0.462756,0.482901,"salt2 / right_leg / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=2.711-2.750 K."
salt,salt2,3,"Salt 2 val, Salt 2 Jin, Salt 2 Kirst","val_salt_test_2_coarse_mesh_laminar, viscosity_screening_salt_test_2_jin_coarse_mesh, viscosity_screening_salt_test_2_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/branch_thermal_summary.csv,left_lower_leg,effective_htc,all_cases_paper_safe,stable_net_cooling,headline_eligible,yes,no,safe_salt_subset,headline_evidence,0.941176,0.941176,2.513470,3.816367,79.789204,111.807506,"salt2 / left_lower_leg / Effective HTC: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.941-0.941, min_abs_delta_t_range=2.513-3.816 K."
salt,salt2,3,"Salt 2 val, Salt 2 Jin, Salt 2 Kirst","val_salt_test_2_coarse_mesh_laminar, viscosity_screening_salt_test_2_jin_coarse_mesh, viscosity_screening_salt_test_2_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/branch_thermal_summary.csv,left_lower_leg,effective_ua,all_cases_paper_safe,stable_net_cooling,headline_eligible,yes,no,safe_salt_subset,headline_evidence,0.941176,0.941176,2.513470,3.816367,5.535086,7.764647,"salt2 / left_lower_leg / Effective UA': support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.941-0.941, min_abs_delta_t_range=2.513-3.816 K."
salt,salt2,3,"Salt 2 val, Salt 2 Jin, Salt 2 Kirst","val_salt_test_2_coarse_mesh_laminar, viscosity_screening_salt_test_2_jin_coarse_mesh, viscosity_screening_salt_test_2_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/branch_thermal_summary.csv,left_lower_leg,thermal_resistance,all_cases_paper_safe,stable_net_cooling,headline_eligible,yes,no,safe_salt_subset,headline_evidence,0.941176,0.941176,2.513470,3.816367,0.146112,0.194247,"salt2 / left_lower_leg / Effective R'_th: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.941-0.941, min_abs_delta_t_range=2.513-3.816 K."
salt,salt2,3,"Salt 2 val, Salt 2 Jin, Salt 2 Kirst","val_salt_test_2_coarse_mesh_laminar, viscosity_screening_salt_test_2_jin_coarse_mesh, viscosity_screening_salt_test_2_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/branch_thermal_summary.csv,test_section_span,effective_htc,all_cases_paper_safe,stable_net_cooling,headline_eligible,yes,no,safe_salt_subset,headline_evidence,1.000000,1.000000,2.505136,3.728268,104.062543,165.089841,"salt2 / test_section_span / Effective HTC: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=2.505-3.728 K."
salt,salt2,3,"Salt 2 val, Salt 2 Jin, Salt 2 Kirst","val_salt_test_2_coarse_mesh_laminar, viscosity_screening_salt_test_2_jin_coarse_mesh, viscosity_screening_salt_test_2_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/branch_thermal_summary.csv,test_section_span,effective_ua,all_cases_paper_safe,stable_net_cooling,headline_eligible,yes,no,safe_salt_subset,headline_evidence,1.000000,1.000000,2.505136,3.728268,6.783807,10.780943,"salt2 / test_section_span / Effective UA': support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=2.505-3.728 K."
salt,salt2,3,"Salt 2 val, Salt 2 Jin, Salt 2 Kirst","val_salt_test_2_coarse_mesh_laminar, viscosity_screening_salt_test_2_jin_coarse_mesh, viscosity_screening_salt_test_2_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/branch_thermal_summary.csv,test_section_span,thermal_resistance,all_cases_paper_safe,stable_net_cooling,headline_eligible,yes,no,safe_salt_subset,headline_evidence,1.000000,1.000000,2.505136,3.728268,0.094400,0.148948,"salt2 / test_section_span / Effective R'_th: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=2.505-3.728 K."
salt,salt2,3,"Salt 2 val, Salt 2 Jin, Salt 2 Kirst","val_salt_test_2_coarse_mesh_laminar, viscosity_screening_salt_test_2_jin_coarse_mesh, viscosity_screening_salt_test_2_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/branch_thermal_summary.csv,left_upper_leg,effective_htc,all_cases_paper_safe,stable_net_cooling,headline_eligible,yes,no,safe_salt_subset,headline_evidence,0.948718,0.948718,2.239752,3.181897,96.206744,123.646104,"salt2 / left_upper_leg / Effective HTC: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.949-0.949, min_abs_delta_t_range=2.240-3.182 K."
salt,salt2,3,"Salt 2 val, Salt 2 Jin, Salt 2 Kirst","val_salt_test_2_coarse_mesh_laminar, viscosity_screening_salt_test_2_jin_coarse_mesh, viscosity_screening_salt_test_2_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/branch_thermal_summary.csv,left_upper_leg,effective_ua,all_cases_paper_safe,stable_net_cooling,headline_eligible,yes,no,safe_salt_subset,headline_evidence,0.948718,0.948718,2.239752,3.181897,6.628434,8.510969,"salt2 / left_upper_leg / Effective UA': support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.949-0.949, min_abs_delta_t_range=2.240-3.182 K."
salt,salt2,3,"Salt 2 val, Salt 2 Jin, Salt 2 Kirst","val_salt_test_2_coarse_mesh_laminar, viscosity_screening_salt_test_2_jin_coarse_mesh, viscosity_screening_salt_test_2_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/branch_thermal_summary.csv,left_upper_leg,thermal_resistance,all_cases_paper_safe,stable_net_cooling,headline_eligible,yes,no,safe_salt_subset,headline_evidence,0.948718,0.948718,2.239752,3.181897,0.118703,0.152255,"salt2 / left_upper_leg / Effective R'_th: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.949-0.949, min_abs_delta_t_range=2.240-3.182 K."
salt,salt2,3,"Salt 2 val, Salt 2 Jin, Salt 2 Kirst","val_salt_test_2_coarse_mesh_laminar, viscosity_screening_salt_test_2_jin_coarse_mesh, viscosity_screening_salt_test_2_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/branch_thermal_summary.csv,upper_leg,effective_htc,mixed_with_blocked_cases,stable_net_cooling,internal_only,no,yes,thermal_qc_marginal,diagnostic_only,0.946809,0.957447,0.222251,0.430697,289.453442,303.957183,"salt2 / upper_leg / Effective HTC: support=mixed_with_blocked_cases, sign=stable_net_cooling, usable_fraction_range=0.947-0.957, min_abs_delta_t_range=0.222-0.431 K."
salt,salt2,3,"Salt 2 val, Salt 2 Jin, Salt 2 Kirst","val_salt_test_2_coarse_mesh_laminar, viscosity_screening_salt_test_2_jin_coarse_mesh, viscosity_screening_salt_test_2_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/branch_thermal_summary.csv,upper_leg,effective_ua,mixed_with_blocked_cases,stable_net_cooling,internal_only,no,yes,thermal_qc_marginal,diagnostic_only,0.946809,0.957447,0.222251,0.430697,20.081409,21.023669,"salt2 / upper_leg / Effective UA': support=mixed_with_blocked_cases, sign=stable_net_cooling, usable_fraction_range=0.947-0.957, min_abs_delta_t_range=0.222-0.431 K."
salt,salt2,3,"Salt 2 val, Salt 2 Jin, Salt 2 Kirst","val_salt_test_2_coarse_mesh_laminar, viscosity_screening_salt_test_2_jin_coarse_mesh, viscosity_screening_salt_test_2_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/branch_thermal_summary.csv,upper_leg,thermal_resistance,mixed_with_blocked_cases,stable_net_cooling,internal_only,no,yes,thermal_qc_marginal,diagnostic_only,0.946809,0.957447,0.222251,0.430697,0.065490,0.065989,"salt2 / upper_leg / Effective R'_th: support=mixed_with_blocked_cases, sign=stable_net_cooling, usable_fraction_range=0.947-0.957, min_abs_delta_t_range=0.222-0.431 K."
salt,salt2,3,"Salt 2 val, Salt 2 Jin, Salt 2 Kirst","val_salt_test_2_coarse_mesh_laminar, viscosity_screening_salt_test_2_jin_coarse_mesh, viscosity_screening_salt_test_2_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/branch_thermal_summary.csv,upcomer,effective_htc,all_cases_paper_safe,stable_net_cooling,headline_eligible,yes,no,safe_salt_subset,headline_evidence,0.960000,0.960000,2.239752,3.181897,92.750488,130.912109,"salt2 / upcomer / Effective HTC: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.960-0.960, min_abs_delta_t_range=2.240-3.182 K."
salt,salt2,3,"Salt 2 val, Salt 2 Jin, Salt 2 Kirst","val_salt_test_2_coarse_mesh_laminar, viscosity_screening_salt_test_2_jin_coarse_mesh, viscosity_screening_salt_test_2_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/branch_thermal_summary.csv,upcomer,effective_ua,all_cases_paper_safe,stable_net_cooling,headline_eligible,yes,no,safe_salt_subset,headline_evidence,0.960000,0.960000,2.239752,3.181897,6.298556,8.875848,"salt2 / upcomer / Effective UA': support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.960-0.960, min_abs_delta_t_range=2.240-3.182 K."
salt,salt2,3,"Salt 2 val, Salt 2 Jin, Salt 2 Kirst","val_salt_test_2_coarse_mesh_laminar, viscosity_screening_salt_test_2_jin_coarse_mesh, viscosity_screening_salt_test_2_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt2/val_salt_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt2/viscosity_screening_salt_test_2_kirst_coarse_mesh/branch_thermal_summary.csv,upcomer,thermal_resistance,all_cases_paper_safe,stable_net_cooling,headline_eligible,yes,no,safe_salt_subset,headline_evidence,0.960000,0.960000,2.239752,3.181897,0.121362,0.165646,"salt2 / upcomer / Effective R'_th: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.960-0.960, min_abs_delta_t_range=2.240-3.182 K."
salt,salt3,2,"Salt 3 Jin, Salt 3 Kirst","viscosity_screening_salt_test_3_jin_coarse_mesh, viscosity_screening_salt_test_3_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/branch_thermal_summary.csv,lower_leg,effective_htc,all_cases_internal_only,mixed_driver_or_heat_role,contextual_only,no,no,thermal_qc_marginal,contextual_evidence,0.750000,0.750000,0.679929,1.116557,228.873947,234.952198,"salt3 / lower_leg / Effective HTC: support=all_cases_internal_only, sign=mixed_driver_or_heat_role, usable_fraction_range=0.750-0.750, min_abs_delta_t_range=0.680-1.117 K."
salt,salt3,2,"Salt 3 Jin, Salt 3 Kirst","viscosity_screening_salt_test_3_jin_coarse_mesh, viscosity_screening_salt_test_3_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/branch_thermal_summary.csv,lower_leg,effective_ua,all_cases_internal_only,mixed_driver_or_heat_role,contextual_only,no,no,thermal_qc_marginal,contextual_evidence,0.750000,0.750000,0.679929,1.116557,15.901543,16.310476,"salt3 / lower_leg / Effective UA': support=all_cases_internal_only, sign=mixed_driver_or_heat_role, usable_fraction_range=0.750-0.750, min_abs_delta_t_range=0.680-1.117 K."
salt,salt3,2,"Salt 3 Jin, Salt 3 Kirst","viscosity_screening_salt_test_3_jin_coarse_mesh, viscosity_screening_salt_test_3_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/branch_thermal_summary.csv,lower_leg,thermal_resistance,all_cases_internal_only,mixed_driver_or_heat_role,contextual_only,no,no,thermal_qc_marginal,contextual_evidence,0.750000,0.750000,0.679929,1.116557,0.092156,0.096807,"salt3 / lower_leg / Effective R'_th: support=all_cases_internal_only, sign=mixed_driver_or_heat_role, usable_fraction_range=0.750-0.750, min_abs_delta_t_range=0.680-1.117 K."
salt,salt3,2,"Salt 3 Jin, Salt 3 Kirst","viscosity_screening_salt_test_3_jin_coarse_mesh, viscosity_screening_salt_test_3_kirst_coarse_mesh",tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_jin_coarse_mesh/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/branch_thermal_summary.csv,right_leg,effective_htc,all_cases_blocked,stable_net_cooling,internal_only,no,yes,thermal_low_usable_fraction,diagnostic_only,0.731183,0.731183,3.056864,3.198776,32.650639,33.264374,"salt3 / right_leg / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=3.057-3.199 K."
