case_id,source_id,patch_name,role,role_group,bc_type,one_d_segment,parent_span,area_m2,h_W_m2K,Ta_K,Tsur_K,emissivity,thickness_total_m,wall_layer_metadata_status,imposed_Q_W,realized_wallHeatFlux_W,realized_external_loss_W,source_kind,setup_radiation_policy,realized_flux_replay_policy,predictive_runtime_policy,source_paths
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,junction_lower_right_right_step,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,-0.0,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,junction_lower_right_right_stub,junction_other,junction_or_stub_diagnostic,externalTemperature,junction,junction,0.000505262,78.20769810451635,299.19,,,,h_only,0.0,-4.602934675,4.602934675,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,junction_upper_left,junction_other,junction_or_stub_diagnostic,rcExternalTemperature,junction,junction,0.002687301,4.717643273041631,299.19,299.19,0.95,0.041656001,h_and_layers_present,0.0,-1.264636399,1.264636399,passive_external_loss_or_geometry_gap,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,junction_upper_left_upper_extension,junction_other,junction_or_stub_diagnostic,rcExternalTemperature,junction,junction,0.010633262,3.9323445544910767,299.19,299.19,0.95,0.041656001,h_and_layers_present,0.0,-4.87757424,4.87757424,passive_external_loss_or_geometry_gap,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,junction_upper_left_upper_stub,junction_other,junction_or_stub_diagnostic,externalTemperature,junction,junction,0.000386841,69.35811242006397,299.19,,,,h_only,0.0,-3.610737921,3.610737921,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,junction_upper_right,junction_other,junction_or_stub_diagnostic,rcExternalTemperature,junction,junction,0.00292452,4.394061092147244,299.19,299.19,0.95,0.041656001,h_and_layers_present,0.0,-1.292050988,1.292050988,passive_external_loss_or_geometry_gap,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,junction_upper_right_right_extension,junction_other,junction_or_stub_diagnostic,rcExternalTemperature,junction,junction,0.002183347,3.6977259554279094,299.19,299.19,0.95,0.041656001,h_and_layers_present,0.0,-0.928071736,0.928071736,passive_external_loss_or_geometry_gap,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,junction_upper_right_right_step,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,-0.0,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,junction_upper_right_right_stub,junction_other,junction_or_stub_diagnostic,externalTemperature,junction,junction,0.000505262,82.62567204110032,299.19,,,,h_only,0.0,-5.233766697,5.233766697,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,junction_upper_right_upper_extension,junction_other,junction_or_stub_diagnostic,rcExternalTemperature,junction,junction,0.005316631,4.438262265140018,299.19,299.19,0.95,0.041656001,h_and_layers_present,0.0,-2.31490906,2.31490906,passive_external_loss_or_geometry_gap,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,junction_upper_right_upper_stub,junction_other,junction_or_stub_diagnostic,externalTemperature,junction,junction,0.000386841,89.89063857101944,299.19,,,,h_only,0.0,-4.369507668,4.369507668,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,ncc_junction_lower_left_right_end,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,-0.0,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,ncc_junction_lower_left_upper_start,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,-0.0,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,ncc_junction_lower_right_left_start,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,-0.0,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,ncc_junction_lower_right_upper_end,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,-0.0,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,ncc_junction_upper_left_lower_end,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,-0.0,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,ncc_junction_upper_left_right_start,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,-0.0,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,ncc_junction_upper_right_left_end,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,-0.0,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,ncc_junction_upper_right_lower_start,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,-0.0,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,ncc_pipeleg_left_01_upper_start,zero_gradient_ncc_connector,zero_gradient_connector,zeroGradient,,,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,0.0,other_boundary_role,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,document_source_sink_separately_not_passive_external_fit,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,ncc_pipeleg_left_02_connector_end,zero_gradient_ncc_connector,zero_gradient_connector,zeroGradient,,,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,0.0,other_boundary_role,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,document_source_sink_separately_not_passive_external_fit,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,ncc_pipeleg_left_03_fitting_start,zero_gradient_ncc_connector,zero_gradient_connector,zeroGradient,,,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,0.0,other_boundary_role,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,document_source_sink_separately_not_passive_external_fit,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,ncc_pipeleg_left_05_fitting_end,zero_gradient_ncc_connector,zero_gradient_connector,zeroGradient,,,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,0.0,other_boundary_role,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,document_source_sink_separately_not_passive_external_fit,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,ncc_pipeleg_left_06_connector_start,zero_gradient_ncc_connector,zero_gradient_connector,zeroGradient,,,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,0.0,other_boundary_role,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,document_source_sink_separately_not_passive_external_fit,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,ncc_pipeleg_left_07_lower_end,zero_gradient_ncc_connector,zero_gradient_connector,zeroGradient,,,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,0.0,other_boundary_role,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,document_source_sink_separately_not_passive_external_fit,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,ncc_pipeleg_lower_01_fitting_start,zero_gradient_ncc_connector,zero_gradient_connector,zeroGradient,,,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,0.0,other_boundary_role,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,document_source_sink_separately_not_passive_external_fit,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,ncc_pipeleg_lower_09_fitting_end,zero_gradient_ncc_connector,zero_gradient_connector,zeroGradient,,,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,0.0,other_boundary_role,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,document_source_sink_separately_not_passive_external_fit,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,ncc_pipeleg_right_01_lower_start,zero_gradient_ncc_connector,zero_gradient_connector,zeroGradient,,,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,0.0,other_boundary_role,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,document_source_sink_separately_not_passive_external_fit,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,ncc_pipeleg_right_03_upper_end,zero_gradient_ncc_connector,zero_gradient_connector,zeroGradient,,,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,0.0,other_boundary_role,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,document_source_sink_separately_not_passive_external_fit,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,ncc_pipeleg_upper_01_straight_start,zero_gradient_ncc_connector,zero_gradient_connector,zeroGradient,,,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,0.0,other_boundary_role,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,document_source_sink_separately_not_passive_external_fit,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,ncc_pipeleg_upper_09_straight_end,zero_gradient_ncc_connector,zero_gradient_connector,zeroGradient,,,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,0.0,other_boundary_role,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,document_source_sink_separately_not_passive_external_fit,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_left_01_upper,ambient_wall,passive_ambient_wall_exchange,rcExternalTemperature,upcomer,left_upper_leg,0.024699414,3.404305652676501,299.19,299.19,0.95,0.037211,h_and_layers_present,0.0,-9.598381384,9.598381384,passive_external_loss,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_left_02_connector,ambient_wall,passive_ambient_wall_exchange,rcExternalTemperature,upcomer,left_upper_leg,0.000158588,17.674734367467675,299.19,299.19,0.95,0.037211,h_and_layers_present,0.0,-0.063214253,0.063214253,passive_external_loss,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_left_03_fitting,ambient_wall,passive_ambient_wall_exchange,rcExternalTemperature,upcomer,test_section_span,0.002075764,5.5408163124695795,299.19,299.19,0.95,0.043856001,h_and_layers_present,0.0,-1.063717478,1.063717478,passive_external_loss,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_left_04_test_section,test_section,intended_test_section_exchange,rcExternalTemperature,upcomer,test_section_span,0.012258449,7.482237304106735,299.19,299.19,0.95,0.0022,h_and_layers_present,37.0,-5.679836082,0.0,active_source_or_loss,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,document_source_sink_separately_not_passive_external_fit,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_left_05_fitting,ambient_wall,passive_ambient_wall_exchange,rcExternalTemperature,upcomer,test_section_span,0.002075764,5.524641151165171,299.19,299.19,0.95,0.043856001,h_and_layers_present,0.0,-1.072181908,1.072181908,passive_external_loss,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_left_06_connector,ambient_wall,passive_ambient_wall_exchange,rcExternalTemperature,upcomer,left_lower_leg,0.000158588,17.647590615264345,299.19,299.19,0.95,0.037211,h_and_layers_present,0.0,-0.064186466,0.064186466,passive_external_loss,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_left_07_lower,ambient_wall,passive_ambient_wall_exchange,rcExternalTemperature,upcomer,left_lower_leg,0.021145,3.4854014847957835,299.19,299.19,0.95,0.037211,h_and_layers_present,0.0,-8.21882366,8.21882366,passive_external_loss,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_lower_01_fitting,ambient_wall,passive_ambient_wall_exchange,rcExternalTemperature,lower_leg,lower_leg,0.002184983,3.6520477197690893,299.19,299.19,0.95,0.041656001,h_and_layers_present,0.0,-1.038532711,1.038532711,passive_external_loss,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_lower_02_straight,ambient_wall,passive_ambient_wall_exchange,rcExternalTemperature,lower_leg,lower_leg,0.005436027,3.7684020378678422,299.19,299.19,0.95,0.037211,h_and_layers_present,0.0,-2.237592532,2.237592532,passive_external_loss,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
