candidate_id,case_id,split_role,fluid_case_name,segment_name,n_segments,cell_index,ua_W_K,ntu,epsilon,q_cell_W,q_cumulative_W,T_fluid_in_K,T_fluid_out_K,T_air_in_K,T_air_out_K,mdot_kg_s,cp_fluid_J_kg_K,mdot_air_kg_s,cp_air_J_kg_K,T_fluid_solver_guess_out_K
HX_SEGMENTED_UA_NTU_N4,salt_2,train,Salt 2,cooled_incline_hx_active__s03,4,3,0.06056983363,0.114347823,0.1079560336,4.206647118,14.24066905,512.4908119,512.3545341,438.9276001,446.8691927,0.02168516985,1423.47,0.0005178395417,1022.900216,512.2343583
HX_SEGMENTED_UA_NTU_N4,salt_2,train,Salt 2,cooled_incline_hx_active__s03,4,4,0.06056983363,0.114347823,0.1079560336,3.744721258,17.98539031,512.3545341,512.2332209,446.8691927,453.9387304,0.02168516985,1423.47,0.0005178395417,1022.900216,512.2343583
HX_SEGMENTED_UA_NTU_N4,salt_3,validation,Salt 3,cooled_incline_hx_active__s00,4,1,0.05912068933,0.08021064517,0.07701589459,13.20423943,13.20423943,532.3984819,532.0129379,299.79,317.7045503,0.02405975277,1423.47,0.0007255590847,1015.861954,531.031612
HX_SEGMENTED_UA_NTU_N4,salt_3,validation,Salt 3,cooled_incline_hx_active__s00,4,2,0.05912068933,0.08021064517,0.07701589459,12.16541735,25.36965679,532.0129379,531.657726,317.7045503,334.2097025,0.02405975277,1423.47,0.0007255590847,1015.861954,531.031612
HX_SEGMENTED_UA_NTU_N4,salt_3,validation,Salt 3,cooled_incline_hx_active__s00,4,3,0.05912068933,0.08021064517,0.07701589459,11.20832291,36.5779797,531.657726,531.3304598,334.2097025,349.4163387,0.02405975277,1423.47,0.0007255590847,1015.861954,531.031612
HX_SEGMENTED_UA_NTU_N4,salt_3,validation,Salt 3,cooled_incline_hx_active__s00,4,4,0.05912068933,0.08021064517,0.07701589459,10.32652632,46.90450602,531.3304598,531.0289407,349.4163387,363.4266174,0.02405975277,1423.47,0.0007255590847,1015.861954,531.031612
HX_SEGMENTED_UA_NTU_N4,salt_3,validation,Salt 3,cooled_incline_hx_active__s01,4,1,0.03783225788,0.06187609175,0.0599691848,6.145412327,6.145412327,531.0302764,530.8508395,363.4266174,373.4776722,0.02405975277,1423.47,0.0005994135042,1020.029809,530.3768902
HX_SEGMENTED_UA_NTU_N4,salt_3,validation,Salt 3,cooled_incline_hx_active__s01,4,2,0.03783225788,0.06187609175,0.0599691848,5.770297669,11.91571,530.8508395,530.6823555,373.4776722,382.9152128,0.02405975277,1423.47,0.0005994135042,1020.029809,530.3768902
HX_SEGMENTED_UA_NTU_N4,salt_3,validation,Salt 3,cooled_incline_hx_active__s01,4,3,0.03783225788,0.06187609175,0.0599691848,5.418079929,17.33378993,530.6823555,530.5241557,382.9152128,391.7766879,0.02405975277,1423.47,0.0005994135042,1020.029809,530.3768902
HX_SEGMENTED_UA_NTU_N4,salt_3,validation,Salt 3,cooled_incline_hx_active__s01,4,4,0.03783225788,0.06187609175,0.0599691848,5.087361485,22.42115141,530.5241557,530.3756124,391.7766879,400.0972604,0.02405975277,1423.47,0.0005994135042,1020.029809,530.3768902
HX_SEGMENTED_UA_NTU_N4,salt_3,validation,Salt 3,cooled_incline_hx_active__s02,4,1,0.03817123973,0.0686068439,0.06627142142,4.803629418,4.803629418,530.3762513,530.2359925,400.0972604,408.7310343,0.02405975277,1423.47,0.0005440150822,1022.722673,529.8703808
HX_SEGMENTED_UA_NTU_N4,salt_3,validation,Salt 3,cooled_incline_hx_active__s02,4,2,0.03817123973,0.0686068439,0.06627142142,4.480114466,9.283743883,530.2359925,530.1051799,408.7310343,416.7833406,0.02405975277,1423.47,0.0005440150822,1022.722673,529.8703808
HX_SEGMENTED_UA_NTU_N4,salt_3,validation,Salt 3,cooled_incline_hx_active__s02,4,3,0.03817123973,0.0686068439,0.06627142142,4.178387607,13.46213149,530.1051799,529.9831773,416.7833406,424.29334,0.02405975277,1423.47,0.0005440150822,1022.722673,529.8703808
HX_SEGMENTED_UA_NTU_N4,salt_3,validation,Salt 3,cooled_incline_hx_active__s02,4,4,0.03817123973,0.0686068439,0.06627142142,3.896981456,17.35911295,529.9831773,529.8693913,424.29334,431.2975557,0.02405975277,1423.47,0.0005440150822,1022.722673,529.8703808
HX_SEGMENTED_UA_NTU_N4,salt_3,validation,Salt 3,cooled_incline_hx_active__s03,4,1,0.0610412714,0.1181029834,0.11130556,5.670672745,5.670672745,529.869886,529.7043109,431.2975557,442.2692042,0.02405975277,1423.47,0.0005041606141,1025.16504,529.3127048
HX_SEGMENTED_UA_NTU_N4,salt_3,validation,Salt 3,cooled_incline_hx_active__s03,4,2,0.0610412714,0.1181029834,0.11130556,5.029970127,10.70064287,529.7043109,529.5574433,442.2692042,452.0012177,0.02405975277,1423.47,0.0005041606141,1025.16504,529.3127048
HX_SEGMENTED_UA_NTU_N4,salt_3,validation,Salt 3,cooled_incline_hx_active__s03,4,3,0.0610412714,0.1181029834,0.11130556,4.461657482,15.16230035,529.5574433,529.4271696,452.0012177,460.6336568,0.02405975277,1423.47,0.0005041606141,1025.16504,529.3127048
HX_SEGMENTED_UA_NTU_N4,salt_3,validation,Salt 3,cooled_incline_hx_active__s03,4,4,0.0610412714,0.1181029834,0.11130556,3.957555807,19.11985616,529.4271696,529.3116149,460.6336568,468.2907573,0.02405975277,1423.47,0.0005041606141,1025.16504,529.3127048
HX_SEGMENTED_UA_NTU_N4,salt_4,holdout,Salt 4,cooled_incline_hx_active__s00,4,1,0.05942697353,0.08059496057,0.07737533963,14.16364495,14.16364495,548.2242757,547.8463713,299.97,319.1787589,0.026329631,1423.47,0.0007251249608,1016.863997,546.8849462
HX_SEGMENTED_UA_NTU_N4,salt_4,holdout,Salt 4,cooled_incline_hx_active__s00,4,2,0.05942697353,0.08059496057,0.07737533963,13.04616754,27.20981249,547.8463713,547.4982826,319.1787589,336.8719931,0.026329631,1423.47,0.0007251249608,1016.863997,546.8849462
HX_SEGMENTED_UA_NTU_N4,salt_4,holdout,Salt 4,cooled_incline_hx_active__s00,4,3,0.05942697353,0.08059496057,0.07737533963,12.0168564,39.2266689,547.4982826,547.1776573,336.8719931,353.1692738,0.026329631,1423.47,0.0007251249608,1016.863997,546.8849462
HX_SEGMENTED_UA_NTU_N4,salt_4,holdout,Salt 4,cooled_incline_hx_active__s00,4,4,0.05942697353,0.08059496057,0.07737533963,11.06875543,50.29542433,547.1776573,546.8823286,353.1692738,368.1807383,0.026329631,1423.47,0.0007251249608,1016.863997,546.8849462
HX_SEGMENTED_UA_NTU_N4,salt_4,holdout,Salt 4,cooled_incline_hx_active__s01,4,1,0.03806633898,0.06297963549,0.06100800395,6.589604993,6.589604993,546.8836374,546.7078182,368.1807383,379.0830455,0.026329631,1423.47,0.0005916763639,1021.543224,546.2443463
HX_SEGMENTED_UA_NTU_N4,salt_4,holdout,Salt 4,cooled_incline_hx_active__s01,4,2,0.03806633898,0.06297963549,0.06100800395,6.181103076,12.77070807,546.7078182,546.5428984,379.0830455,389.3094983,0.026329631,1423.47,0.0005916763639,1021.543224,546.2443463
HX_SEGMENTED_UA_NTU_N4,salt_4,holdout,Salt 4,cooled_incline_hx_active__s01,4,3,0.03806633898,0.06297963549,0.06100800395,5.797924956,18.56863302,546.5428984,546.3882022,389.3094983,398.9019942,0.026329631,1423.47,0.0005916763639,1021.543224,546.2443463
HX_SEGMENTED_UA_NTU_N4,salt_4,holdout,Salt 4,cooled_incline_hx_active__s01,4,4,0.03806633898,0.06297963549,0.06100800395,5.438500762,24.00713379,546.3882022,546.243096,398.9019942,407.8998333,0.026329631,1423.47,0.0005916763639,1021.543224,546.2443463
HX_SEGMENTED_UA_NTU_N4,salt_4,holdout,Salt 4,cooled_incline_hx_active__s02,4,1,0.03842433437,0.07030392499,0.06785670694,5.130734442,5.130734442,546.2437211,546.1068265,407.8998333,417.287394,0.026329631,1423.47,0.0005334257952,1024.596264,545.7511035
HX_SEGMENTED_UA_NTU_N4,salt_4,holdout,Salt 4,cooled_incline_hx_active__s02,4,2,0.03842433437,0.07030392499,0.06785670694,4.777502712,9.908237154,546.1068265,545.9793565,417.287394,426.0286565,0.026329631,1423.47,0.0005334257952,1024.596264,545.7511035
HX_SEGMENTED_UA_NTU_N4,salt_4,holdout,Salt 4,cooled_incline_hx_active__s02,4,3,0.03842433437,0.07030392499,0.06785670694,4.448589656,14.35682681,545.9793565,545.8606624,426.0286565,434.168116,0.026329631,1423.47,0.0005334257952,1024.596264,545.7511035
HX_SEGMENTED_UA_NTU_N4,salt_4,holdout,Salt 4,cooled_incline_hx_active__s02,4,4,0.03842433437,0.07030392499,0.06785670694,4.142321023,18.49914783,545.8606624,545.7501399,434.168116,441.7472044,0.026329631,1423.47,0.0005334257952,1024.596264,545.7511035
HX_SEGMENTED_UA_NTU_N4,salt_4,holdout,Salt 4,cooled_incline_hx_active__s03,4,1,0.06141545717,0.1214258637,0.1142586778,6.010398832,6.010398832,545.7506217,545.5902565,441.7472044,453.6304973,0.026329631,1423.47,0.0004923115611,1027.368991,545.2132815
HX_SEGMENTED_UA_NTU_N4,salt_4,holdout,Salt 4,cooled_incline_hx_active__s03,4,2,0.06141545717,0.1214258637,0.1142586778,5.314391038,11.32478987,545.5902565,545.4484616,453.6304973,464.1376978,0.026329631,1423.47,0.0004923115611,1027.368991,545.2132815
HX_SEGMENTED_UA_NTU_N4,salt_4,holdout,Salt 4,cooled_incline_hx_active__s03,4,3,0.06141545717,0.1214258637,0.1142586778,4.698981365,16.02377123,545.4484616,545.3230867,464.1376978,473.4281582,0.026329631,1423.47,0.0004923115611,1027.368991,545.2132815
HX_SEGMENTED_UA_NTU_N4,salt_4,holdout,Salt 4,cooled_incline_hx_active__s03,4,4,0.06141545717,0.1214258637,0.1142586778,4.154836501,20.17860774,545.3230867,545.2122303,473.4281582,481.6427776,0.026329631,1423.47,0.0004923115611,1027.368991,545.2132815
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s00,8,1,0.0293886569,0.03983388709,0.03903297122,6.226832315,6.226832315,515.4162959,515.2145728,299.19,307.6299548,0.02168519754,1423.47,0.000727010147,1014.8143,514.0138192
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s00,8,2,0.0293886569,0.03983388709,0.03903297122,5.977971378,12.20480369,515.2145728,515.0209118,307.6299548,315.7325992,0.02168519754,1423.47,0.000727010147,1014.8143,514.0138192
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s00,8,3,0.0293886569,0.03983388709,0.03903297122,5.739056391,17.94386008,515.0209118,514.8349907,315.7325992,323.5114142,0.02168519754,1423.47,0.000727010147,1014.8143,514.0138192
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s00,8,4,0.0293886569,0.03983388709,0.03903297122,5.509689857,23.45354994,514.8349907,514.6565001,323.5114142,330.9793418,0.02168519754,1423.47,0.000727010147,1014.8143,514.0138192
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s00,8,5,0.0293886569,0.03983388709,0.03903297122,5.289490161,28.7430401,514.6565001,514.485143,330.9793418,338.1488071,0.02168519754,1423.47,0.000727010147,1014.8143,514.0138192
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s00,8,6,0.0293886569,0.03983388709,0.03903297122,5.078090943,33.82113105,514.485143,514.3206343,338.1488071,345.0317382,0.02168519754,1423.47,0.000727010147,1014.8143,514.0138192
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s00,8,7,0.0293886569,0.03983388709,0.03903297122,4.875140485,38.69627153,514.3206343,514.1627004,345.0317382,351.6395868,0.02168519754,1423.47,0.000727010147,1014.8143,514.0138192
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s00,8,8,0.0293886569,0.03983388709,0.03903297122,4.680301124,43.37657265,514.1627004,514.0110784,351.6395868,357.9833468,0.02168519754,1423.47,0.000727010147,1014.8143,514.0138192
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s01,8,1,0.01878731099,0.03031530506,0.02985154617,2.886523654,2.886523654,514.0124488,513.9189376,357.9833468,362.6410567,0.02168519754,1423.47,0.0006084985592,1018.458008,513.3407278
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s01,8,2,0.01878731099,0.03031530506,0.02985154617,2.798626513,5.685150167,513.9189376,513.828274,362.6410567,367.1569354,0.02168519754,1423.47,0.0006084985592,1018.458008,513.3407278
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s01,8,3,0.01878731099,0.03031530506,0.02985154617,2.713405915,8.398556082,513.828274,513.7403711,367.1569354,371.5353016,0.02168519754,1423.47,0.0006084985592,1018.458008,513.3407278
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s01,8,4,0.01878731099,0.03031530506,0.02985154617,2.630780358,11.02933644,513.7403711,513.6551449,371.5353016,375.7803428,0.02168519754,1423.47,0.0006084985592,1018.458008,513.3407278
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s01,8,5,0.01878731099,0.03031530506,0.02985154617,2.550670821,13.58000726,513.6551449,513.572514,375.7803428,379.8961188,0.02168519754,1423.47,0.0006084985592,1018.458008,513.3407278
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s01,8,6,0.01878731099,0.03031530506,0.02985154617,2.473000689,16.05300795,513.572514,513.4923992,379.8961188,383.8865659,0.02168519754,1423.47,0.0006084985592,1018.458008,513.3407278
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s01,8,7,0.01878731099,0.03031530506,0.02985154617,2.397695679,18.45070363,513.4923992,513.414724,383.8865659,387.7555004,0.02168519754,1423.47,0.0006084985592,1018.458008,513.3407278
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s01,8,8,0.01878731099,0.03031530506,0.02985154617,2.324683772,20.7753874,513.414724,513.3394141,387.7555004,391.5066226,0.02168519754,1423.47,0.0006084985592,1018.458008,513.3407278
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s02,8,1,0.01894287628,0.03336718669,0.03280685138,2.269119769,2.269119769,513.340071,513.2665611,391.5066226,395.5035944,0.02168519754,1423.47,0.0005561479588,1020.789006,512.8173735
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s02,8,2,0.01894287628,0.03336718669,0.03280685138,2.19330799,4.462427759,513.2665611,513.1955072,395.5035944,399.3670265,0.02168519754,1423.47,0.0005561479588,1020.789006,512.8173735
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s02,8,3,0.01894287628,0.03336718669,0.03280685138,2.120029098,6.582456857,513.1955072,513.1268272,399.3670265,403.1013806,0.02168519754,1423.47,0.0005561479588,1020.789006,512.8173735
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s02,8,4,0.01894287628,0.03336718669,0.03280685138,2.04919847,8.631655327,513.1268272,513.0604418,403.1013806,406.7109691,0.02168519754,1423.47,0.0005561479588,1020.789006,512.8173735
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s02,8,5,0.01894287628,0.03336718669,0.03280685138,1.980734308,10.61238964,513.0604418,512.9962744,406.7109691,410.1999604,0.02168519754,1423.47,0.0005561479588,1020.789006,512.8173735
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s02,8,6,0.01894287628,0.03336718669,0.03280685138,1.914557549,12.52694718,512.9962744,512.9342509,410.1999604,413.5723838,0.02168519754,1423.47,0.0005561479588,1020.789006,512.8173735
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s02,8,7,0.01894287628,0.03336718669,0.03280685138,1.850591769,14.37753895,512.9342509,512.8742995,413.5723838,416.8321338,0.02168519754,1423.47,0.0005561479588,1020.789006,512.8173735
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s02,8,8,0.01894287628,0.03336718669,0.03280685138,1.7887631,16.16630205,512.8742995,512.8163512,416.8321338,419.9829749,0.02168519754,1423.47,0.0005561479588,1020.789006,512.8173735
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s03,8,1,0.03028491229,0.05717366894,0.05554398045,2.731327607,2.731327607,512.8168624,512.7283789,419.9829749,425.1393385,0.02168519754,1423.47,0.00051784169,1022.90016,512.2353574
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s03,8,2,0.03028491229,0.05717366894,0.05554398045,2.577015469,5.308343075,512.7283789,512.6448945,425.1393385,430.0043825,0.02168519754,1423.47,0.00051784169,1022.90016,512.2353574
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s03,8,3,0.03028491229,0.05717366894,0.05554398045,2.431421522,7.739764597,512.6448945,512.5661267,430.0043825,434.5945654,0.02168519754,1423.47,0.00051784169,1022.90016,512.2353574
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s03,8,4,0.03028491229,0.05717366894,0.05554398045,2.294053213,10.03381781,512.5661267,512.4918091,434.5945654,438.9254163,0.02168519754,1423.47,0.00051784169,1022.90016,512.2353574
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s03,8,5,0.03028491229,0.05717366894,0.05554398045,2.164445818,12.19826363,512.4918091,512.4216902,438.9254163,443.0115866,0.02168519754,1423.47,0.00051784169,1022.90016,512.2353574
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s03,8,6,0.03028491229,0.05717366894,0.05554398045,2.042160868,14.2404245,512.4216902,512.3555328,443.0115866,446.8669,0.02168519754,1423.47,0.00051784169,1022.90016,512.2353574
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s03,8,7,0.03028491229,0.05717366894,0.05554398045,1.926784664,16.16720916,512.3555328,512.2931132,446.8669,450.5043994,0.02168519754,1423.47,0.00051784169,1022.90016,512.2353574
HX_SEGMENTED_UA_NTU_N8,salt_2,train,Salt 2,cooled_incline_hx_active__s03,8,8,0.03028491229,0.05717366894,0.05554398045,1.817926884,17.98513604,512.2931132,512.23422,450.5043994,453.9363905,0.02168519754,1423.47,0.00051784169,1022.90016,512.2353574
HX_SEGMENTED_UA_NTU_N8,salt_3,validation,Salt 3,cooled_incline_hx_active__s00,8,1,0.02956035236,0.04010533083,0.03929535339,6.737145492,6.737145492,532.3993801,532.2026658,299.79,308.9304678,0.02405977294,1423.47,0.0007255590847,1015.86201,531.0325459
HX_SEGMENTED_UA_NTU_N8,salt_3,validation,Salt 3,cooled_incline_hx_active__s00,8,2,0.02956035236,0.04010533083,0.03929535339,6.466709473,13.20385497,532.2026658,532.0138477,308.9304678,317.7040277,0.02405977294,1423.47,0.0007255590847,1015.86201,531.0325459
HX_SEGMENTED_UA_NTU_N8,salt_3,validation,Salt 3,cooled_incline_hx_active__s00,8,3,0.02956035236,0.04010533083,0.03929535339,6.207129037,19.410984,532.0138477,531.832609,317.7040277,326.1254078,0.02405977294,1423.47,0.0007255590847,1015.86201,531.0325459
HX_SEGMENTED_UA_NTU_N8,salt_3,validation,Salt 3,cooled_incline_hx_active__s00,8,4,0.02956035236,0.04010533083,0.03929535339,5.957968429,25.36895243,531.832609,531.6586454,326.1254078,334.208745,0.02405977294,1423.47,0.0007255590847,1015.86201,531.0325459
HX_SEGMENTED_UA_NTU_N8,salt_3,validation,Salt 3,cooled_incline_hx_active__s00,8,5,0.02956035236,0.04010533083,0.03929535339,5.718809387,31.08776182,531.6586454,531.4916649,334.208745,341.9676086,0.02405977294,1423.47,0.0007255590847,1015.86201,531.0325459
HX_SEGMENTED_UA_NTU_N8,salt_3,validation,Salt 3,cooled_incline_hx_active__s00,8,6,0.02956035236,0.04010533083,0.03929535339,5.489250438,36.57701226,531.4916649,531.3313872,341.9676086,349.4150234,0.02405977294,1423.47,0.0007255590847,1015.86201,531.0325459
HX_SEGMENTED_UA_NTU_N8,salt_3,validation,Salt 3,cooled_incline_hx_active__s00,8,7,0.02956035236,0.04010533083,0.03929535339,5.268906222,41.84591848,531.3313872,531.1775432,349.4150234,356.5634912,0.02405977294,1423.47,0.0007255590847,1015.86201,531.0325459
HX_SEGMENTED_UA_NTU_N8,salt_3,validation,Salt 3,cooled_incline_hx_active__s00,8,8,0.02956035236,0.04010533083,0.03929535339,5.057406853,46.90332533,531.1775432,531.0298746,356.5634912,363.4250121,0.02405977294,1423.47,0.0007255590847,1015.86201,531.0325459
HX_SEGMENTED_UA_NTU_N8,salt_3,validation,Salt 3,cooled_incline_hx_active__s01,8,1,0.01891612617,0.03093790637,0.03045602945,3.121078127,3.121078127,531.0312102,530.9400795,363.4250121,368.5296314,0.02405977294,1423.47,0.0005994161475,1020.029761,530.3778243
HX_SEGMENTED_UA_NTU_N8,salt_3,validation,Salt 3,cooled_incline_hx_active__s01,8,2,0.01891612617,0.03093790637,0.03045602945,3.024325489,6.145403616,530.9400795,530.8517738,368.5296314,373.4760088,0.02405977294,1423.47,0.0005994161475,1020.029761,530.3778243
HX_SEGMENTED_UA_NTU_N8,salt_3,validation,Salt 3,cooled_incline_hx_active__s01,8,3,0.01891612617,0.03093790637,0.03045602945,2.930572159,9.075975775,530.8517738,530.7662056,373.4760088,378.2690497,0.02405977294,1423.47,0.0005994161475,1020.029761,530.3778243
HX_SEGMENTED_UA_NTU_N8,salt_3,validation,Salt 3,cooled_incline_hx_active__s01,8,4,0.01891612617,0.03093790637,0.03045602945,2.839725158,11.91570093,530.7662056,530.68329,378.2690497,382.9135076,0.02405977294,1423.47,0.0005994161475,1020.029761,530.3778243
HX_SEGMENTED_UA_NTU_N8,salt_3,validation,Salt 3,cooled_incline_hx_active__s01,8,5,0.01891612617,0.03093790637,0.03045602945,2.751694392,14.66739532,530.68329,530.6029447,382.9135076,387.4139884,0.02405977294,1423.47,0.0005994161475,1020.029761,530.3778243
HX_SEGMENTED_UA_NTU_N8,salt_3,validation,Salt 3,cooled_incline_hx_active__s01,8,6,0.01891612617,0.03093790637,0.03045602945,2.666392557,17.33378788,530.6029447,530.5250901,387.4139884,391.7749555,0.02405977294,1423.47,0.0005994161475,1020.029761,530.3778243
HX_SEGMENTED_UA_NTU_N8,salt_3,validation,Salt 3,cooled_incline_hx_active__s01,8,7,0.01891612617,0.03093790637,0.03045602945,2.583735058,19.91752294,530.5250901,530.449649,391.7749555,396.0007337,0.02405977294,1423.47,0.0005994161475,1020.029761,530.3778243
HX_SEGMENTED_UA_NTU_N8,salt_3,validation,Salt 3,cooled_incline_hx_active__s01,8,8,0.01891612617,0.03093790637,0.03045602945,2.503639921,22.42116286,530.449649,530.3765465,396.0007337,400.0955138,0.02405977294,1423.47,0.0005994161475,1020.029761,530.3778243
