case_id,source_id,path_id,path_family,one_d_segment,fluid_parent_segment,model_source_W,model_cooler_loss_W,model_external_loss_W,model_total_loss_W,model_net_to_fluid_W,cfd_imposed_source_W,cfd_imposed_loss_W,cfd_imposed_net_to_fluid_W,cfd_realized_source_W,cfd_realized_loss_W,cfd_realized_net_to_fluid_W,model_minus_cfd_realized_net_W,model_minus_cfd_imposed_net_W,realized_residual_fraction_of_heater,imposed_residual_fraction_of_heater,sign_match_vs_realized,sign_match_vs_imposed,location_match_status,magnitude_status_vs_realized,evidence_class,admissibility_status,source_paths,notes
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N0_current_fluid_rad_off,radiation_off_sensitivity,lower_leg,,265.7,0.0,61.38765402,61.38765402,204.31234598,265.7,0.0,265.7,243.51909758,6.668141359,236.850956221,-32.538610241,-61.38765402,-0.122463719,-0.231041227,match,match,same_segment_heat_path_present,mismatched_magnitude,radiation_off_sensitivity_not_cfd_parity,diagnostic_sensitivity_only,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/section_heat_loss_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/cfd_boundary_condition_contract_no_radiation.csv,Radiation is forced off in this 1D sensitivity; after AGENT-277/287 it is not Ethan-CFD parity.
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N0_current_fluid_rad_off,radiation_off_sensitivity,upcomer,,37.0,0.0,55.046448951,55.046448951,-18.046448951,37.0,0.0,37.0,0.0,25.760341231,-25.760341231,7.71389228,-55.046448951,0.029032338,-0.207175194,match,opposite_sign,same_segment_heat_path_present,within_screen_threshold,radiation_off_sensitivity_not_cfd_parity,diagnostic_sensitivity_only,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/section_heat_loss_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/cfd_boundary_condition_contract_no_radiation.csv,Radiation is forced off in this 1D sensitivity; after AGENT-277/287 it is not Ethan-CFD parity.
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N0_current_fluid_rad_off,radiation_off_sensitivity,cooling_branch,,0.0,53.755454233,0.0,53.755454233,-53.755454233,0.0,136.350739906,-136.350739906,0.0,148.718686808,-148.718686808,94.963232575,82.595285673,0.357407725,0.310859186,match,match,same_segment_heat_path_present,mismatched_magnitude,radiation_off_sensitivity_not_cfd_parity,diagnostic_sensitivity_only,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/section_heat_loss_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/cfd_boundary_condition_contract_no_radiation.csv,Radiation is forced off in this 1D sensitivity; after AGENT-277/287 it is not Ethan-CFD parity.
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N0_current_fluid_rad_off,radiation_off_sensitivity,downcomer,,0.0,0.0,59.545361827,59.545361827,-59.545361827,0.0,0.0,0.0,0.0,23.117313813,-23.117313813,-36.428048014,-59.545361827,-0.137102175,-0.224107497,match,zero_mismatch,same_segment_heat_path_present,mismatched_magnitude,radiation_off_sensitivity_not_cfd_parity,diagnostic_sensitivity_only,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/section_heat_loss_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/cfd_boundary_condition_contract_no_radiation.csv,Radiation is forced off in this 1D sensitivity; after AGENT-277/287 it is not Ethan-CFD parity.
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N0_current_fluid_rad_off,radiation_off_sensitivity,junction,,0.0,0.0,1.657903707,1.657903707,-1.657903707,0.0,0.0,0.0,0.0,39.128349537,-39.128349537,37.47044583,-1.657903707,0.141025389,-0.006239758,match,zero_mismatch,same_segment_heat_path_present,mismatched_magnitude,radiation_off_sensitivity_not_cfd_parity,diagnostic_sensitivity_only,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/section_heat_loss_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/cfd_boundary_condition_contract_no_radiation.csv,Radiation is forced off in this 1D sensitivity; after AGENT-277/287 it is not Ethan-CFD parity.
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N1_heater_cooler_imposed_rad_off,radiation_off_sensitivity,lower_leg,,265.7,0.0,31.408909878,31.408909878,234.291090122,265.7,0.0,265.7,243.51909758,6.668141359,236.850956221,-2.559866099,-31.408909878,-0.009634423,-0.11821193,match,match,same_segment_heat_path_present,within_screen_threshold,radiation_off_sensitivity_not_cfd_parity,diagnostic_sensitivity_only,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/section_heat_loss_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/cfd_boundary_condition_contract_no_radiation.csv,Radiation is forced off in this 1D sensitivity; after AGENT-277/287 it is not Ethan-CFD parity.
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N1_heater_cooler_imposed_rad_off,radiation_off_sensitivity,upcomer,,0.0,0.0,30.737993568,30.737993568,-30.737993568,37.0,0.0,37.0,0.0,25.760341231,-25.760341231,-4.977652337,-67.737993568,-0.018734107,-0.254941639,match,opposite_sign,same_segment_heat_path_present,within_screen_threshold,radiation_off_sensitivity_not_cfd_parity,diagnostic_sensitivity_only,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/section_heat_loss_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/cfd_boundary_condition_contract_no_radiation.csv,Radiation is forced off in this 1D sensitivity; after AGENT-277/287 it is not Ethan-CFD parity.
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N1_heater_cooler_imposed_rad_off,radiation_off_sensitivity,cooling_branch,,0.0,136.350739906,0.0,136.350739906,-136.350739906,0.0,136.350739906,-136.350739906,0.0,148.718686808,-148.718686808,12.367946902,-0.0,0.046548539,-0.0,match,match,same_segment_heat_path_present,within_screen_threshold,radiation_off_sensitivity_not_cfd_parity,diagnostic_sensitivity_only,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/section_heat_loss_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/cfd_boundary_condition_contract_no_radiation.csv,Radiation is forced off in this 1D sensitivity; after AGENT-277/287 it is not Ethan-CFD parity.
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N1_heater_cooler_imposed_rad_off,radiation_off_sensitivity,downcomer,,0.0,0.0,29.740541772,29.740541772,-29.740541772,0.0,0.0,0.0,0.0,23.117313813,-23.117313813,-6.623227959,-29.740541772,-0.024927467,-0.111932788,match,zero_mismatch,same_segment_heat_path_present,within_screen_threshold,radiation_off_sensitivity_not_cfd_parity,diagnostic_sensitivity_only,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/section_heat_loss_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/cfd_boundary_condition_contract_no_radiation.csv,Radiation is forced off in this 1D sensitivity; after AGENT-277/287 it is not Ethan-CFD parity.
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N1_heater_cooler_imposed_rad_off,radiation_off_sensitivity,junction,,0.0,0.0,0.825295634,0.825295634,-0.825295634,0.0,0.0,0.0,0.0,39.128349537,-39.128349537,38.303053903,-0.825295634,0.144159029,-0.003106118,match,zero_mismatch,same_segment_heat_path_present,mismatched_magnitude,radiation_off_sensitivity_not_cfd_parity,diagnostic_sensitivity_only,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/section_heat_loss_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/cfd_boundary_condition_contract_no_radiation.csv,Radiation is forced off in this 1D sensitivity; after AGENT-277/287 it is not Ethan-CFD parity.
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N2_cfd_setup_bc_plus_passive_conv_rad_off,radiation_off_sensitivity,lower_leg,,265.7,0.0,32.288966359,32.288966359,233.411033641,265.7,0.0,265.7,243.51909758,6.668141359,236.850956221,-3.43992258,-32.288966359,-0.012946641,-0.121524149,match,match,same_segment_heat_path_present,within_screen_threshold,radiation_off_sensitivity_not_cfd_parity,diagnostic_sensitivity_only,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/section_heat_loss_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/cfd_boundary_condition_contract_no_radiation.csv,Radiation is forced off in this 1D sensitivity; after AGENT-277/287 it is not Ethan-CFD parity.
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N2_cfd_setup_bc_plus_passive_conv_rad_off,radiation_off_sensitivity,upcomer,,37.0,0.0,38.00416269,38.00416269,-1.00416269,37.0,0.0,37.0,0.0,25.760341231,-25.760341231,24.756178541,-38.00416269,0.093173423,-0.143034109,match,opposite_sign,same_segment_heat_path_present,mismatched_magnitude,radiation_off_sensitivity_not_cfd_parity,diagnostic_sensitivity_only,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/section_heat_loss_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/cfd_boundary_condition_contract_no_radiation.csv,Radiation is forced off in this 1D sensitivity; after AGENT-277/287 it is not Ethan-CFD parity.
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N2_cfd_setup_bc_plus_passive_conv_rad_off,radiation_off_sensitivity,cooling_branch,,0.0,136.350739906,17.377206395,153.727946301,-153.727946301,0.0,136.350739906,-136.350739906,0.0,148.718686808,-148.718686808,-5.009259493,-17.377206395,-0.018853065,-0.065401605,match,match,same_segment_heat_path_present,within_screen_threshold,radiation_off_sensitivity_not_cfd_parity,diagnostic_sensitivity_only,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/section_heat_loss_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/cfd_boundary_condition_contract_no_radiation.csv,Radiation is forced off in this 1D sensitivity; after AGENT-277/287 it is not Ethan-CFD parity.
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N2_cfd_setup_bc_plus_passive_conv_rad_off,radiation_off_sensitivity,downcomer,,0.0,0.0,27.002598202,27.002598202,-27.002598202,0.0,0.0,0.0,0.0,23.117313813,-23.117313813,-3.885284389,-27.002598202,-0.014622824,-0.101628145,match,zero_mismatch,same_segment_heat_path_present,within_screen_threshold,radiation_off_sensitivity_not_cfd_parity,diagnostic_sensitivity_only,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/section_heat_loss_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/cfd_boundary_condition_contract_no_radiation.csv,Radiation is forced off in this 1D sensitivity; after AGENT-277/287 it is not Ethan-CFD parity.
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N2_cfd_setup_bc_plus_passive_conv_rad_off,radiation_off_sensitivity,junction,,0.0,0.0,51.672146237,51.672146237,-51.672146237,0.0,0.0,0.0,0.0,39.128349537,-39.128349537,-12.5437967,-51.672146237,-0.047210375,-0.194475522,match,zero_mismatch,same_segment_heat_path_present,within_screen_threshold,radiation_off_sensitivity_not_cfd_parity,diagnostic_sensitivity_only,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/section_heat_loss_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/cfd_boundary_condition_contract_no_radiation.csv,Radiation is forced off in this 1D sensitivity; after AGENT-277/287 it is not Ethan-CFD parity.
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N3_realized_wallflux_diagnostic_rad_off,radiation_off_sensitivity,lower_leg,,243.51909758,0.0,6.668141359,6.668141359,236.850956221,265.7,0.0,265.7,243.51909758,6.668141359,236.850956221,0.0,-28.849043779,0.0,-0.108577508,match,match,same_segment_heat_path_present,within_screen_threshold,radiation_off_sensitivity_not_cfd_parity,diagnostic_sensitivity_only,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/section_heat_loss_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/cfd_boundary_condition_contract_no_radiation.csv,Radiation is forced off in this 1D sensitivity; after AGENT-277/287 it is not Ethan-CFD parity.
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N3_realized_wallflux_diagnostic_rad_off,radiation_off_sensitivity,upcomer,,0.0,0.0,25.760341231,25.760341231,-25.760341231,37.0,0.0,37.0,0.0,25.760341231,-25.760341231,-0.0,-62.760341231,-0.0,-0.236207532,match,opposite_sign,same_segment_heat_path_present,within_screen_threshold,radiation_off_sensitivity_not_cfd_parity,diagnostic_sensitivity_only,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/section_heat_loss_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/cfd_boundary_condition_contract_no_radiation.csv,Radiation is forced off in this 1D sensitivity; after AGENT-277/287 it is not Ethan-CFD parity.
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N3_realized_wallflux_diagnostic_rad_off,radiation_off_sensitivity,cooling_branch,,0.0,0.0,148.718686808,148.718686808,-148.718686808,0.0,136.350739906,-136.350739906,0.0,148.718686808,-148.718686808,0.0,-12.367946902,0.0,-0.046548539,match,match,same_segment_heat_path_present,within_screen_threshold,radiation_off_sensitivity_not_cfd_parity,diagnostic_sensitivity_only,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/section_heat_loss_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/cfd_boundary_condition_contract_no_radiation.csv,Radiation is forced off in this 1D sensitivity; after AGENT-277/287 it is not Ethan-CFD parity.
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N3_realized_wallflux_diagnostic_rad_off,radiation_off_sensitivity,downcomer,,0.0,0.0,23.117313813,23.117313813,-23.117313813,0.0,0.0,0.0,0.0,23.117313813,-23.117313813,0.0,-23.117313813,0.0,-0.087005321,match,zero_mismatch,same_segment_heat_path_present,within_screen_threshold,radiation_off_sensitivity_not_cfd_parity,diagnostic_sensitivity_only,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/section_heat_loss_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/cfd_boundary_condition_contract_no_radiation.csv,Radiation is forced off in this 1D sensitivity; after AGENT-277/287 it is not Ethan-CFD parity.
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,N3_realized_wallflux_diagnostic_rad_off,radiation_off_sensitivity,junction,,0.0,0.0,39.128349537,39.128349537,-39.128349537,0.0,0.0,0.0,0.0,39.128349537,-39.128349537,0.0,-39.128349537,0.0,-0.147265147,match,zero_mismatch,same_segment_heat_path_present,within_screen_threshold,radiation_off_sensitivity_not_cfd_parity,diagnostic_sensitivity_only,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/section_heat_loss_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/cfd_boundary_condition_contract_no_radiation.csv,Radiation is forced off in this 1D sensitivity; after AGENT-277/287 it is not Ethan-CFD parity.
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,B2_realized_wallflux_roles,patch_boundary_fixed_mdot,lower_leg,heated_incline,265.828111554,0.0,0.0,0.0,265.828111554,297.5,0.0,297.5,273.15537485,7.327263296,265.828111554,0.0,-31.671888446,0.0,-0.106460129,match,match,same_segment_heat_path_present,within_screen_threshold,diagnostic_realized_wallflux,diagnostic_only_not_predictive,work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/fixed_mdot_parity_results.csv;work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/section_heat_balance.csv;work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/parity_decision_table.csv,Fixed-Q diagnostic from realized CFD wallHeatFlux; not a predictive runtime input.
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,B2_realized_wallflux_roles,patch_boundary_fixed_mdot,upcomer,left_upper_vertical,0.0,0.0,32.618906683,32.618906683,-32.618906683,37.0,0.0,37.0,0.0,32.618906683,-32.618906683,0.0,-69.618906683,0.0,-0.234013132,match,opposite_sign,same_segment_heat_path_present,within_screen_threshold,diagnostic_realized_wallflux,diagnostic_only_not_predictive,work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/fixed_mdot_parity_results.csv;work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/section_heat_balance.csv;work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/parity_decision_table.csv,Fixed-Q diagnostic from realized CFD wallHeatFlux; not a predictive runtime input.
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,B2_realized_wallflux_roles,patch_boundary_fixed_mdot,cooling_branch,cooled_incline_hx_active,0.0,164.340347847,0.0,164.340347847,-164.340347847,0.0,150.769638673,-150.769638673,0.0,164.340347847,-164.340347847,0.0,-13.570709174,0.0,-0.045615829,match,match,same_segment_heat_path_present,within_screen_threshold,diagnostic_realized_wallflux,diagnostic_only_not_predictive,work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/fixed_mdot_parity_results.csv;work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/section_heat_balance.csv;work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/parity_decision_table.csv,Fixed-Q diagnostic from realized CFD wallHeatFlux; not a predictive runtime input.
