case_id,source_id,path_id,role_or_lane,role_group,model_W,cfd_imposed_W,cfd_realized_W,model_minus_cfd_realized_W,evidence_class,source_paths,interpretation
salt_3,,N3_realized_wallflux_diagnostic_rad_off,cooler_sink,one_d_radiation_off_sensitivity_lane,-0.0,-150.769639,-150.769639,150.769639,radiation_off_sensitivity_not_cfd_parity,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/discrepancy_attribution.csv,Cooling-jacket duty parity; negative means heat removed from fluid.
salt_3,,N3_realized_wallflux_diagnostic_rad_off,external_passive_loss,one_d_radiation_off_sensitivity_lane,-272.869069,0.0,-111.55439,-161.314679,radiation_off_sensitivity_not_cfd_parity,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/discrepancy_attribution.csv,Ambient/junction passive external heat-loss lane with radiation disabled in the 1D pass; heater/test/cooler are reported separately.
salt_3,,N3_realized_wallflux_diagnostic_rad_off,heater_source,one_d_radiation_off_sensitivity_lane,273.155375,297.5,273.155375,0.0,radiation_off_sensitivity_not_cfd_parity,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/discrepancy_attribution.csv,Heater setup versus heat actually transferred to the fluid.
salt_3,,N3_realized_wallflux_diagnostic_rad_off,test_section,one_d_radiation_off_sensitivity_lane,0.0,37.0,-10.54504,10.54504,radiation_off_sensitivity_not_cfd_parity,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/discrepancy_attribution.csv,Quartz/test-section role discrepancy; CFD setup source can realize as net sink.
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,cfd_role_summary,ambient_wall,passive_ambient_wall_exchange,,0.0,-68.319699257,,cfd_heat_path_accounting,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/patch_role_area_heat_summary.csv,"CFD role-level imposed and realized heat accounting; positive heats fluid, negative removes heat."
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,cfd_role_summary,cooler,intended_cooler_removal,,-150.769638673,-150.76963867,,cfd_heat_path_accounting,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/patch_role_area_heat_summary.csv,"CFD role-level imposed and realized heat accounting; positive heats fluid, negative removes heat."
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,cfd_role_summary,heater,intended_heater_input,,297.5,273.15537485,,cfd_heat_path_accounting,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/patch_role_area_heat_summary.csv,"CFD role-level imposed and realized heat accounting; positive heats fluid, negative removes heat."
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,cfd_role_summary,junction_other,junction_or_stub_diagnostic,,0.0,-43.234690515,,cfd_heat_path_accounting,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/patch_role_area_heat_summary.csv,"CFD role-level imposed and realized heat accounting; positive heats fluid, negative removes heat."
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,cfd_role_summary,test_section,intended_test_section_exchange,,37.0,-10.54504039,,cfd_heat_path_accounting,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/patch_role_area_heat_summary.csv,"CFD role-level imposed and realized heat accounting; positive heats fluid, negative removes heat."
salt_4,,N0_current_fluid_rad_off,cooler_sink,one_d_radiation_off_sensitivity_lane,-53.999574,-169.226815,-169.226814,115.227239,radiation_off_sensitivity_not_cfd_parity,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/discrepancy_attribution.csv,Cooling-jacket duty parity; negative means heat removed from fluid.
salt_4,,N0_current_fluid_rad_off,external_passive_loss,one_d_radiation_off_sensitivity_lane,-179.991474,0.0,-124.412333,-55.579141,radiation_off_sensitivity_not_cfd_parity,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/discrepancy_attribution.csv,Ambient/junction passive external heat-loss lane with radiation disabled in the 1D pass; heater/test/cooler are reported separately.
salt_4,,N0_current_fluid_rad_off,heater_source,one_d_radiation_off_sensitivity_lane,337.6,337.6,310.487058,27.112942,radiation_off_sensitivity_not_cfd_parity,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/discrepancy_attribution.csv,Heater setup versus heat actually transferred to the fluid.
salt_4,,N0_current_fluid_rad_off,test_section,one_d_radiation_off_sensitivity_lane,37.0,37.0,-16.768686,53.768686,radiation_off_sensitivity_not_cfd_parity,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/discrepancy_attribution.csv,Quartz/test-section role discrepancy; CFD setup source can realize as net sink.
salt_4,,N1_heater_cooler_imposed_rad_off,cooler_sink,one_d_radiation_off_sensitivity_lane,-169.226815,-169.226815,-169.226814,-1e-06,radiation_off_sensitivity_not_cfd_parity,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/discrepancy_attribution.csv,Cooling-jacket duty parity; negative means heat removed from fluid.
salt_4,,N1_heater_cooler_imposed_rad_off,external_passive_loss,one_d_radiation_off_sensitivity_lane,-120.528256,0.0,-124.412333,3.884077,radiation_off_sensitivity_not_cfd_parity,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/discrepancy_attribution.csv,Ambient/junction passive external heat-loss lane with radiation disabled in the 1D pass; heater/test/cooler are reported separately.
salt_4,,N1_heater_cooler_imposed_rad_off,heater_source,one_d_radiation_off_sensitivity_lane,337.6,337.6,310.487058,27.112942,radiation_off_sensitivity_not_cfd_parity,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/discrepancy_attribution.csv,Heater setup versus heat actually transferred to the fluid.
salt_4,,N1_heater_cooler_imposed_rad_off,test_section,one_d_radiation_off_sensitivity_lane,0.0,37.0,-16.768686,16.768686,radiation_off_sensitivity_not_cfd_parity,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/discrepancy_attribution.csv,Quartz/test-section role discrepancy; CFD setup source can realize as net sink.
salt_4,,N2_cfd_setup_bc_plus_passive_conv_rad_off,cooler_sink,one_d_radiation_off_sensitivity_lane,-169.226815,-169.226815,-169.226814,-1e-06,radiation_off_sensitivity_not_cfd_parity,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/discrepancy_attribution.csv,Cooling-jacket duty parity; negative means heat removed from fluid.
salt_4,,N2_cfd_setup_bc_plus_passive_conv_rad_off,external_passive_loss,one_d_radiation_off_sensitivity_lane,-205.368926,0.0,-124.412333,-80.956593,radiation_off_sensitivity_not_cfd_parity,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/discrepancy_attribution.csv,Ambient/junction passive external heat-loss lane with radiation disabled in the 1D pass; heater/test/cooler are reported separately.
salt_4,,N2_cfd_setup_bc_plus_passive_conv_rad_off,heater_source,one_d_radiation_off_sensitivity_lane,337.6,337.6,310.487058,27.112942,radiation_off_sensitivity_not_cfd_parity,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/discrepancy_attribution.csv,Heater setup versus heat actually transferred to the fluid.
salt_4,,N2_cfd_setup_bc_plus_passive_conv_rad_off,test_section,one_d_radiation_off_sensitivity_lane,37.0,37.0,-16.768686,53.768686,radiation_off_sensitivity_not_cfd_parity,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/discrepancy_attribution.csv,Quartz/test-section role discrepancy; CFD setup source can realize as net sink.
salt_4,,N3_realized_wallflux_diagnostic_rad_off,cooler_sink,one_d_radiation_off_sensitivity_lane,-0.0,-169.226815,-169.226814,169.226814,radiation_off_sensitivity_not_cfd_parity,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/discrepancy_attribution.csv,Cooling-jacket duty parity; negative means heat removed from fluid.
salt_4,,N3_realized_wallflux_diagnostic_rad_off,external_passive_loss,one_d_radiation_off_sensitivity_lane,-310.407832,0.0,-124.412333,-185.995499,radiation_off_sensitivity_not_cfd_parity,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/discrepancy_attribution.csv,Ambient/junction passive external heat-loss lane with radiation disabled in the 1D pass; heater/test/cooler are reported separately.
salt_4,,N3_realized_wallflux_diagnostic_rad_off,heater_source,one_d_radiation_off_sensitivity_lane,310.487058,337.6,310.487058,0.0,radiation_off_sensitivity_not_cfd_parity,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/discrepancy_attribution.csv,Heater setup versus heat actually transferred to the fluid.
salt_4,,N3_realized_wallflux_diagnostic_rad_off,test_section,one_d_radiation_off_sensitivity_lane,0.0,37.0,-16.768686,16.768686,radiation_off_sensitivity_not_cfd_parity,work_products/2026-07/2026-07-13/2026-07-13_cfd_bc_no_radiation_1d_parity/discrepancy_attribution.csv,Quartz/test-section role discrepancy; CFD setup source can realize as net sink.
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,cfd_role_summary,ambient_wall,passive_ambient_wall_exchange,,0.0,-75.927117039,,cfd_heat_path_accounting,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/patch_role_area_heat_summary.csv,"CFD role-level imposed and realized heat accounting; positive heats fluid, negative removes heat."
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,cfd_role_summary,cooler,intended_cooler_removal,,-169.226815038,-169.22681377,,cfd_heat_path_accounting,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/patch_role_area_heat_summary.csv,"CFD role-level imposed and realized heat accounting; positive heats fluid, negative removes heat."
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,cfd_role_summary,heater,intended_heater_input,,337.6,310.4870585,,cfd_heat_path_accounting,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/patch_role_area_heat_summary.csv,"CFD role-level imposed and realized heat accounting; positive heats fluid, negative removes heat."
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,cfd_role_summary,junction_other,junction_or_stub_diagnostic,,0.0,-48.485215891,,cfd_heat_path_accounting,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/patch_role_area_heat_summary.csv,"CFD role-level imposed and realized heat accounting; positive heats fluid, negative removes heat."
salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,cfd_role_summary,test_section,intended_test_section_exchange,,37.0,-16.76868551,,cfd_heat_path_accounting,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/patch_role_area_heat_summary.csv,"CFD role-level imposed and realized heat accounting; positive heats fluid, negative removes heat."
