source_id,case_id,section,coefficient_family,allowed_name,rejected_names,naming_status,reason
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,Nu,Nu_section_effective_lower_leg,universal_Nu; transferable_Nu,reject_universal_name,reverse/recirculation metric exceeds material threshold or source pressure ledger flags recirculation
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,right_leg,f_D,f_D_candidate_right_leg,,candidate_pending_other_gates,no material reverse-flow proxy found in existing artifacts
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,right_leg,K,K_candidate_right_leg,,candidate_pending_other_gates,no material reverse-flow proxy found in existing artifacts
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,right_leg,Nu,Nu_candidate_right_leg,,candidate_pending_other_gates,no material reverse-flow proxy found in existing artifacts
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_lower_leg,f_D,f_D_section_effective_left_lower_leg,universal_f_D; transferable_f_D,reject_universal_name,reverse/recirculation metric exceeds material threshold or source pressure ledger flags recirculation
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_lower_leg,K,K_section_effective_left_lower_leg,universal_K; transferable_K,reject_universal_name,reverse/recirculation metric exceeds material threshold or source pressure ledger flags recirculation
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_lower_leg,Nu,Nu_section_effective_left_lower_leg,universal_Nu; transferable_Nu,reject_universal_name,reverse/recirculation metric exceeds material threshold or source pressure ledger flags recirculation
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,test_section_span,f_D,f_D_candidate_test_section_span,,candidate_pending_other_gates,no material reverse-flow proxy found in existing artifacts
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,test_section_span,K,K_candidate_test_section_span,,candidate_pending_other_gates,no material reverse-flow proxy found in existing artifacts
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,test_section_span,Nu,Nu_candidate_test_section_span,,candidate_pending_other_gates,no material reverse-flow proxy found in existing artifacts
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_upper_leg,f_D,f_D_section_effective_left_upper_leg,universal_f_D; transferable_f_D,reject_universal_name,reverse/recirculation metric exceeds material threshold or source pressure ledger flags recirculation
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_upper_leg,K,K_section_effective_left_upper_leg,universal_K; transferable_K,reject_universal_name,reverse/recirculation metric exceeds material threshold or source pressure ledger flags recirculation
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_upper_leg,Nu,Nu_section_effective_left_upper_leg,universal_Nu; transferable_Nu,reject_universal_name,reverse/recirculation metric exceeds material threshold or source pressure ledger flags recirculation
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,upper_leg,f_D,f_D_section_effective_upper_leg,universal_f_D; transferable_f_D,reject_universal_name,reverse/recirculation metric exceeds material threshold or source pressure ledger flags recirculation
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,upper_leg,K,K_section_effective_upper_leg,universal_K; transferable_K,reject_universal_name,reverse/recirculation metric exceeds material threshold or source pressure ledger flags recirculation
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,upper_leg,Nu,Nu_section_effective_upper_leg,universal_Nu; transferable_Nu,reject_universal_name,reverse/recirculation metric exceeds material threshold or source pressure ledger flags recirculation
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,lower_leg,f_D,f_D_section_effective_lower_leg,universal_f_D; transferable_f_D,reject_universal_name,reverse/recirculation metric exceeds material threshold or source pressure ledger flags recirculation
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,lower_leg,K,K_section_effective_lower_leg,universal_K; transferable_K,reject_universal_name,reverse/recirculation metric exceeds material threshold or source pressure ledger flags recirculation
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,lower_leg,Nu,Nu_section_effective_lower_leg,universal_Nu; transferable_Nu,reject_universal_name,reverse/recirculation metric exceeds material threshold or source pressure ledger flags recirculation
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,right_leg,f_D,f_D_candidate_right_leg,,candidate_pending_other_gates,no material reverse-flow proxy found in existing artifacts
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,right_leg,K,K_candidate_right_leg,,candidate_pending_other_gates,no material reverse-flow proxy found in existing artifacts
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,right_leg,Nu,Nu_candidate_right_leg,,candidate_pending_other_gates,no material reverse-flow proxy found in existing artifacts
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_lower_leg,f_D,f_D_section_effective_left_lower_leg,universal_f_D; transferable_f_D,reject_universal_name,reverse/recirculation metric exceeds material threshold or source pressure ledger flags recirculation
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_lower_leg,K,K_section_effective_left_lower_leg,universal_K; transferable_K,reject_universal_name,reverse/recirculation metric exceeds material threshold or source pressure ledger flags recirculation
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_lower_leg,Nu,Nu_section_effective_left_lower_leg,universal_Nu; transferable_Nu,reject_universal_name,reverse/recirculation metric exceeds material threshold or source pressure ledger flags recirculation
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,test_section_span,f_D,f_D_candidate_test_section_span,,candidate_pending_other_gates,no material reverse-flow proxy found in existing artifacts
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,test_section_span,K,K_candidate_test_section_span,,candidate_pending_other_gates,no material reverse-flow proxy found in existing artifacts
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,test_section_span,Nu,Nu_candidate_test_section_span,,candidate_pending_other_gates,no material reverse-flow proxy found in existing artifacts
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_upper_leg,f_D,f_D_section_effective_left_upper_leg,universal_f_D; transferable_f_D,reject_universal_name,reverse/recirculation metric exceeds material threshold or source pressure ledger flags recirculation
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_upper_leg,K,K_section_effective_left_upper_leg,universal_K; transferable_K,reject_universal_name,reverse/recirculation metric exceeds material threshold or source pressure ledger flags recirculation
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_upper_leg,Nu,Nu_section_effective_left_upper_leg,universal_Nu; transferable_Nu,reject_universal_name,reverse/recirculation metric exceeds material threshold or source pressure ledger flags recirculation
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,upper_leg,f_D,f_D_section_effective_upper_leg,universal_f_D; transferable_f_D,reject_universal_name,reverse/recirculation metric exceeds material threshold or source pressure ledger flags recirculation
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,upper_leg,K,K_section_effective_upper_leg,universal_K; transferable_K,reject_universal_name,reverse/recirculation metric exceeds material threshold or source pressure ledger flags recirculation
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,upper_leg,Nu,Nu_section_effective_upper_leg,universal_Nu; transferable_Nu,reject_universal_name,reverse/recirculation metric exceeds material threshold or source pressure ledger flags recirculation
